county,precinct,office,district,candidate,party,votes,election_day,absentee
Ottawa,"Holland Charter Township, Precinct 4",State Senate,31,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 4",State Senate,31,Rejected write-in votes,,3,3,0
Ottawa,"Holland Charter Township, Precinct 4",State Senate,31,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 4",State House,86,Larry D. Jackson,DEM,560,294,266
Ottawa,"Holland Charter Township, Precinct 4",State House,86,Nancy De Boer,REP,628,384,244
Ottawa,"Holland Charter Township, Precinct 4",State House,86,Cast Votes,,1188,678,510
Ottawa,"Holland Charter Township, Precinct 4",State House,86,Undervotes,,42,24,18
Ottawa,"Holland Charter Township, Precinct 4",State House,86,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 4",State House,86,Rejected write-in votes,,6,4,2
Ottawa,"Holland Charter Township, Precinct 4",State House,86,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 4",Proposal 22-3,,Yes,,675,365,310
Ottawa,"Holland Charter Township, Precinct 4",Proposal 22-3,,No,,534,330,204
Ottawa,"Holland Charter Township, Precinct 4",Proposal 22-3,,Cast Votes,,1209,695,514
Ottawa,"Holland Charter Township, Precinct 4",Proposal 22-3,,Undervotes,,26,11,15
Ottawa,"Holland Charter Township, Precinct 4",Proposal 22-3,,Overvotes,,1,0,1
Ottawa,"Holland Charter Township, Precinct 4",Proposal 22-3,,Rejected write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 4",Proposal 22-3,,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Straight Party,,Democratic Party,DEM,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Straight Party,,Republican Party,REP,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Straight Party,,Libertarian Party,LIB,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Straight Party,,Working Class Party,WC,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Straight Party,,Green Party,GRE,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Straight Party,,Natural Law Party,NAL,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Straight Party,,Cast Votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Straight Party,,Undervotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Straight Party,,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Straight Party,,Rejected write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Straight Party,,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Gretchen Whitmer Garlin D. Gilchrist II,DEM,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Tudor M. Dixon Shane Hernandez,REP,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Mary Buzuma Brian Ellison,LIB,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Donna Brandenburg Mellissa Carone,UST,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Kevin Hogan Destiny Clayton,GRE,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Daryl M. Simpson Doug Dern,NAL,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Cast Votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Undervotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Rejected write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Governor,,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Secretary of State,,Jocelyn Benson,DEM,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Secretary of State,,Kristina Elaine Karamo,REP,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Secretary of State,,Gregory Scott Stempfle,LIB,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Secretary of State,,Christine C. Schwartz,UST,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Secretary of State,,Larry James Hutchinson Jr.,GRE,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Secretary of State,,Cast Votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Secretary of State,,Undervotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Secretary of State,,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Secretary of State,,Rejected write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Secretary of State,,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Attorney General,,Dana Nessel,DEM,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Attorney General,,Matthew DePerno,REP,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Attorney General,,Joseph W. McHugh Jr.,LIB,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Attorney General,,Gerald T. Van Sickle,UST,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Attorney General,,Cast Votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Attorney General,,Undervotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Attorney General,,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Attorney General,,Rejected write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Attorney General,,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",U.S. House,4,Joseph Alfonso,DEM,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",U.S. House,4,Bill Huizenga,REP,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",U.S. House,4,Lorence Wenke,LIB,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",U.S. House,4,Curtis Michael Clark,UST,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",U.S. House,4,Cast Votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",U.S. House,4,Undervotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",U.S. House,4,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",U.S. House,4,Rejected write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",U.S. House,4,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",State Senate,31,Kim S. Nagy,DEM,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",State Senate,31,Roger Victory,REP,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",State Senate,31,Jessica L. Fox,LIB,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",State Senate,31,Cast Votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",State Senate,31,Undervotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",State Senate,31,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",State Senate,31,Rejected write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",State Senate,31,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",State House,86,Larry D. Jackson,DEM,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",State House,86,Nancy De Boer,REP,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",State House,86,Cast Votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",State House,86,Undervotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",State House,86,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",State House,86,Rejected write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",State House,86,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Proposal 22-3,,Yes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Proposal 22-3,,No,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Proposal 22-3,,Cast Votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Proposal 22-3,,Undervotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Proposal 22-3,,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Proposal 22-3,,Rejected write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5A",Proposal 22-3,,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Straight Party,,Democratic Party,DEM,246,96,150
Ottawa,"Holland Charter Township, Precinct 5B",Straight Party,,Republican Party,REP,816,454,362
Ottawa,"Holland Charter Township, Precinct 5B",Straight Party,,Libertarian Party,LIB,5,5,0
Ottawa,"Holland Charter Township, Precinct 5B",Straight Party,,U.S. Taxpayers Party,UST,1,1,0
Ottawa,"Holland Charter Township, Precinct 5B",Straight Party,,Working Class Party,WC,1,1,0
Ottawa,"Holland Charter Township, Precinct 5B",Straight Party,,Green Party,GRE,1,1,0
Ottawa,"Holland Charter Township, Precinct 5B",Straight Party,,Natural Law Party,NAL,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Straight Party,,Cast Votes,,1070,558,512
Ottawa,"Holland Charter Township, Precinct 5B",Straight Party,,Undervotes,,722,467,255
Ottawa,"Holland Charter Township, Precinct 5B",Straight Party,,Overvotes,,1,1,0
Ottawa,"Holland Charter Township, Precinct 5B",Straight Party,,Rejected write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Straight Party,,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Gretchen Whitmer Garlin D. Gilchrist II,DEM,555,264,291
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Tudor M. Dixon Shane Hernandez,REP,1203,744,459
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Mary Buzuma Brian Ellison,LIB,14,11,3
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Donna Brandenburg Mellissa Carone,UST,3,2,1
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Kevin Hogan Destiny Clayton,GRE,4,2,2
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Daryl M. Simpson Doug Dern,NAL,2,2,0
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Cast Votes,,1781,1025,756
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Undervotes,,11,1,10
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Rejected write-in votes,,1,0,1
Ottawa,"Holland Charter Township, Precinct 5B",Governor,,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Secretary of State,,Jocelyn Benson,DEM,617,294,323
Ottawa,"Holland Charter Township, Precinct 5B",Secretary of State,,Kristina Elaine Karamo,REP,1128,702,426
Ottawa,"Holland Charter Township, Precinct 5B",Secretary of State,,Gregory Scott Stempfle,LIB,11,7,4
Ottawa,"Holland Charter Township, Precinct 5B",Secretary of State,,Christine C. Schwartz,UST,7,6,1
Ottawa,"Holland Charter Township, Precinct 5B",Secretary of State,,Larry James Hutchinson Jr.,GRE,4,3,1
Ottawa,"Holland Charter Township, Precinct 5B",Secretary of State,,Cast Votes,,1767,1012,755
Ottawa,"Holland Charter Township, Precinct 5B",Secretary of State,,Undervotes,,26,14,12
Ottawa,"Holland Charter Township, Precinct 5B",Secretary of State,,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Secretary of State,,Rejected write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Secretary of State,,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Attorney General,,Dana Nessel,DEM,544,255,289
Ottawa,"Holland Charter Township, Precinct 5B",Attorney General,,Matthew DePerno,REP,1184,728,456
Ottawa,"Holland Charter Township, Precinct 5B",Attorney General,,Joseph W. McHugh Jr.,LIB,18,12,6
Ottawa,"Holland Charter Township, Precinct 5B",Attorney General,,Gerald T. Van Sickle,UST,8,7,1
Ottawa,"Holland Charter Township, Precinct 5B",Attorney General,,Cast Votes,,1754,1002,752
Ottawa,"Holland Charter Township, Precinct 5B",Attorney General,,Undervotes,,38,23,15
Ottawa,"Holland Charter Township, Precinct 5B",Attorney General,,Overvotes,,1,1,0
Ottawa,"Holland Charter Township, Precinct 5B",Attorney General,,Rejected write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Attorney General,,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",U.S. House,4,Joseph Alfonso,DEM,418,189,229
Ottawa,"Holland Charter Township, Precinct 5B",U.S. House,4,Bill Huizenga,REP,1306,799,507
Ottawa,"Holland Charter Township, Precinct 5B",U.S. House,4,Lorence Wenke,LIB,20,12,8
Ottawa,"Holland Charter Township, Precinct 5B",U.S. House,4,Curtis Michael Clark,UST,10,6,4
Ottawa,"Holland Charter Township, Precinct 5B",U.S. House,4,Cast Votes,,1754,1006,748
Ottawa,"Holland Charter Township, Precinct 5B",U.S. House,4,Undervotes,,38,19,19
Ottawa,"Holland Charter Township, Precinct 5B",U.S. House,4,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",U.S. House,4,Rejected write-in votes,,1,1,0
Ottawa,"Holland Charter Township, Precinct 5B",U.S. House,4,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",State Senate,31,Kim S. Nagy,DEM,434,195,239
Ottawa,"Holland Charter Township, Precinct 5B",State Senate,31,Roger Victory,REP,1273,772,501
Ottawa,"Holland Charter Township, Precinct 5B",State Senate,31,Jessica L. Fox,LIB,32,25,7
Ottawa,"Holland Charter Township, Precinct 5B",State Senate,31,Cast Votes,,1739,992,747
Ottawa,"Holland Charter Township, Precinct 5B",State Senate,31,Undervotes,,53,34,19
Ottawa,"Holland Charter Township, Precinct 5B",State Senate,31,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",State Senate,31,Rejected write-in votes,,1,0,1
Ottawa,"Holland Charter Township, Precinct 5B",State Senate,31,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",State House,86,Larry D. Jackson,DEM,410,195,215
Ottawa,"Holland Charter Township, Precinct 5B",State House,86,Nancy De Boer,REP,1335,800,535
Ottawa,"Holland Charter Township, Precinct 5B",State House,86,Cast Votes,,1745,995,750
Ottawa,"Holland Charter Township, Precinct 5B",State House,86,Undervotes,,48,31,17
Ottawa,"Holland Charter Township, Precinct 5B",State House,86,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",State House,86,Rejected write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",State House,86,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Proposal 22-3,,Yes,,511,253,258
Ottawa,"Holland Charter Township, Precinct 5B",Proposal 22-3,,No,,1261,766,495
Ottawa,"Holland Charter Township, Precinct 5B",Proposal 22-3,,Cast Votes,,1772,1019,753
Ottawa,"Holland Charter Township, Precinct 5B",Proposal 22-3,,Undervotes,,20,7,13
Ottawa,"Holland Charter Township, Precinct 5B",Proposal 22-3,,Overvotes,,1,0,1
Ottawa,"Holland Charter Township, Precinct 5B",Proposal 22-3,,Rejected write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 5B",Proposal 22-3,,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Democratic Party,DEM,353,185,168
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Republican Party,REP,385,248,137
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Libertarian Party,LIB,7,6,1
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,U.S. Taxpayers Party,UST,3,1,2
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Working Class Party,WC,3,2,1
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Green Party,GRE,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Natural Law Party,NAL,1,0,1
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Cast Votes,,752,442,310
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Undervotes,,364,221,143
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Overvotes,,1,0,1
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Rejected write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Straight Party,,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Gretchen Whitmer Garlin D. Gilchrist II,DEM,575,304,271
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Tudor M. Dixon Shane Hernandez,REP,514,341,173
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Mary Buzuma Brian Ellison,LIB,17,10,7
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Donna Brandenburg Mellissa Carone,UST,5,4,1
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Kevin Hogan Destiny Clayton,GRE,2,2,0
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Daryl M. Simpson Doug Dern,NAL,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Ervin Joseph Lamie (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Eugene Rosell Hunt Jr. (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Evan S. Space (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Joseph Irving (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Joseph Michael Hunt (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Justin Paul Blackburn (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Michael David Kelley (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Michael Ray Deck (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Cast Votes,,1113,661,452
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Undervotes,,3,2,1
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Rejected write-in votes,,1,0,1
Ottawa,"Holland Charter Township, Precinct 6",Governor,,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Secretary of State,,Jocelyn Benson,DEM,580,310,270
Ottawa,"Holland Charter Township, Precinct 6",Secretary of State,,Kristina Elaine Karamo,REP,491,326,165
Ottawa,"Holland Charter Township, Precinct 6",Secretary of State,,Gregory Scott Stempfle,LIB,21,15,6
Ottawa,"Holland Charter Township, Precinct 6",Secretary of State,,Christine C. Schwartz,UST,5,2,3
Ottawa,"Holland Charter Township, Precinct 6",Secretary of State,,Larry James Hutchinson Jr.,GRE,4,1,3
Ottawa,"Holland Charter Township, Precinct 6",Secretary of State,,Cast Votes,,1101,654,447
Ottawa,"Holland Charter Township, Precinct 6",Secretary of State,,Undervotes,,13,8,5
Ottawa,"Holland Charter Township, Precinct 6",Secretary of State,,Overvotes,,1,1,0
Ottawa,"Holland Charter Township, Precinct 6",Secretary of State,,Rejected write-in votes,,2,0,2
Ottawa,"Holland Charter Township, Precinct 6",Secretary of State,,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Attorney General,,Dana Nessel,DEM,557,295,262
Ottawa,"Holland Charter Township, Precinct 6",Attorney General,,Matthew DePerno,REP,514,337,177
Ottawa,"Holland Charter Township, Precinct 6",Attorney General,,Joseph W. McHugh Jr.,LIB,17,14,3
Ottawa,"Holland Charter Township, Precinct 6",Attorney General,,Gerald T. Van Sickle,UST,5,4,1
Ottawa,"Holland Charter Township, Precinct 6",Attorney General,,Cast Votes,,1093,650,443
Ottawa,"Holland Charter Township, Precinct 6",Attorney General,,Undervotes,,20,11,9
Ottawa,"Holland Charter Township, Precinct 6",Attorney General,,Overvotes,,1,1,0
Ottawa,"Holland Charter Township, Precinct 6",Attorney General,,Rejected write-in votes,,3,1,2
Ottawa,"Holland Charter Township, Precinct 6",Attorney General,,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",U.S. House,4,Joseph Alfonso,DEM,488,263,225
Ottawa,"Holland Charter Township, Precinct 6",U.S. House,4,Bill Huizenga,REP,571,363,208
Ottawa,"Holland Charter Township, Precinct 6",U.S. House,4,Lorence Wenke,LIB,23,17,6
Ottawa,"Holland Charter Township, Precinct 6",U.S. House,4,Curtis Michael Clark,UST,12,8,4
Ottawa,"Holland Charter Township, Precinct 6",U.S. House,4,Cast Votes,,1094,651,443
Ottawa,"Holland Charter Township, Precinct 6",U.S. House,4,Undervotes,,21,11,10
Ottawa,"Holland Charter Township, Precinct 6",U.S. House,4,Overvotes,,1,0,1
Ottawa,"Holland Charter Township, Precinct 6",U.S. House,4,Rejected write-in votes,,1,1,0
Ottawa,"Holland Charter Township, Precinct 6",U.S. House,4,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",State Senate,31,Kim S. Nagy,DEM,506,271,235
Ottawa,"Holland Charter Township, Precinct 6",State Senate,31,Roger Victory,REP,536,344,192
Ottawa,"Holland Charter Township, Precinct 6",State Senate,31,Jessica L. Fox,LIB,40,29,11
Ottawa,"Holland Charter Township, Precinct 6",State Senate,31,Cast Votes,,1082,644,438
Ottawa,"Holland Charter Township, Precinct 6",State Senate,31,Undervotes,,34,19,15
Ottawa,"Holland Charter Township, Precinct 6",State Senate,31,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",State Senate,31,Rejected write-in votes,,1,0,1
Ottawa,"Holland Charter Township, Precinct 6",State Senate,31,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",State House,86,Larry D. Jackson,DEM,490,267,223
Ottawa,"Holland Charter Township, Precinct 6",State House,86,Nancy De Boer,REP,591,372,219
Ottawa,"Holland Charter Township, Precinct 6",State House,86,Cast Votes,,1081,639,442
Ottawa,"Holland Charter Township, Precinct 6",State House,86,Undervotes,,34,23,11
Ottawa,"Holland Charter Township, Precinct 6",State House,86,Overvotes,,1,0,1
Ottawa,"Holland Charter Township, Precinct 6",State House,86,Rejected write-in votes,,1,1,0
Ottawa,"Holland Charter Township, Precinct 6",State House,86,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Proposal 22-3,,Yes,,562,303,259
Ottawa,"Holland Charter Township, Precinct 6",Proposal 22-3,,No,,528,338,190
Ottawa,"Holland Charter Township, Precinct 6",Proposal 22-3,,Cast Votes,,1090,641,449
Ottawa,"Holland Charter Township, Precinct 6",Proposal 22-3,,Undervotes,,26,21,5
Ottawa,"Holland Charter Township, Precinct 6",Proposal 22-3,,Overvotes,,1,1,0
Ottawa,"Holland Charter Township, Precinct 6",Proposal 22-3,,Rejected write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 6",Proposal 22-3,,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 7",Straight Party,,Democratic Party,DEM,450,239,211
Ottawa,"Holland Charter Township, Precinct 7",Straight Party,,Republican Party,REP,475,342,133
Ottawa,"Holland Charter Township, Precinct 7",Straight Party,,Libertarian Party,LIB,7,6,1
Ottawa,"Holland Charter Township, Precinct 7",Straight Party,,U.S. Taxpayers Party,UST,0,0,0
Ottawa,"Holland Charter Township, Precinct 7",Straight Party,,Working Class Party,WC,1,1,0
Ottawa,"Holland Charter Township, Precinct 7",Straight Party,,Green Party,GRE,0,0,0
Ottawa,"Holland Charter Township, Precinct 7",Straight Party,,Natural Law Party,NAL,0,0,0
Ottawa,"Holland Charter Township, Precinct 7",Straight Party,,Cast Votes,,933,588,345
Ottawa,"Holland Charter Township, Precinct 7",Straight Party,,Undervotes,,546,341,205
Ottawa,"Holland Charter Township, Precinct 7",Straight Party,,Overvotes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 7",Straight Party,,Rejected write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 7",Straight Party,,Unresolved write-in votes,,0,0,0
Ottawa,"Holland Charter Township, Precinct 7",Governor,,Gretchen Whitmer Garlin D. Gilchrist II,DEM,754,408,346
Ottawa,"Holland Charter Township, Precinct 7",Governor,,Tudor M. Dixon Shane Hernandez,REP,701,505,196
Ottawa,"Holland Charter Township, Precinct 7",Governor,,Mary Buzuma Brian Ellison,LIB,13,8,5
Ottawa,"Holland Charter Township, Precinct 7",Governor,,Donna Brandenburg Mellissa Carone,UST,1,1,0
Ottawa,"Holland Charter Township, Precinct 7",Governor,,Kevin Hogan Destiny Clayton,GRE,0,0,0
Ottawa,"Holland Charter Township, Precinct 7",Governor,,Daryl M. Simpson Doug Dern,NAL,0,0,0
Ottawa,"Holland Charter Township, Precinct 7",Governor,,Bob Scott (W),,0,0,0
Ottawa,"Holland Charter Township, Precinct 7",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
