county,precinct,office,district,candidate,party,votes,election_day,absentee
Tuscola,"Akron Township, Precinct 1",Straight Party,,Democratic,DEM,84,,
Tuscola,"Almer Charter Township, Precinct 1",Straight Party,,Democratic,DEM,135,,
Tuscola,"Arbela Township, Precinct 1",Straight Party,,Democratic,DEM,136,,
Tuscola,"Arbela Township, Precinct 2",Straight Party,,Democratic,DEM,125,,
Tuscola,"Caro City, Precinct 1",Straight Party,,Democratic,DEM,193,,
Tuscola,"Caro City, Precinct 2",Straight Party,,Democratic,DEM,132,,
Tuscola,"Columbia Township, Precinct 1",Straight Party,,Democratic,DEM,82,,
Tuscola,"Dayton Township, Precinct 1",Straight Party,,Democratic,DEM,162,,
Tuscola,"Denmark Township, Precinct 1",Straight Party,,Democratic,DEM,198,,
Tuscola,"Elkland Township, Precinct 1",Straight Party,,Democratic,DEM,272,,
Tuscola,"Ellington Township, Precinct 1",Straight Party,,Democratic,DEM,98,,
Tuscola,"Elmwood Township, Precinct 1",Straight Party,,Democratic,DEM,71,,
Tuscola,"Fairgrove Township, Precinct 1",Straight Party,,Democratic,DEM,104,,
Tuscola,"Fremont Township, Precinct 1",Straight Party,,Democratic,DEM,232,,
Tuscola,"Gilford Township, Precinct 1",Straight Party,,Democratic,DEM,55,,
Tuscola,"Indianfields Township, Precinct 1",Straight Party,,Democratic,DEM,159,,
Tuscola,"Juniata Township, Precinct 1",Straight Party,,Democratic,DEM,148,,
Tuscola,"Kingston Township, Precinct 1",Straight Party,,Democratic,DEM,93,,
Tuscola,"Koylton Township, Precinct 1",Straight Party,,Democratic,DEM,91,,
Tuscola,"Millington Township, Precinct 1",Straight Party,,Democratic,DEM,217,,
Tuscola,"Millington Township, Precinct 2",Straight Party,,Democratic,DEM,187,,
Tuscola,"Novesta Township, Precinct 1",Straight Party,,Democratic,DEM,85,,
Tuscola,"Tuscola Township, Precinct 1",Straight Party,,Democratic,DEM,156,,
Tuscola,"Vassar City, Precinct 1",Straight Party,,Democratic,DEM,225,,
Tuscola,"Vassar Township, Precinct 1",Straight Party,,Democratic,DEM,262,,
Tuscola,"Watertown Township, Precinct 1",Straight Party,,Democratic,DEM,171,,
Tuscola,"Wells Township, Precinct 1",Straight Party,,Democratic,DEM,103,,
Tuscola,"Wisner Township, Precinct 1",Straight Party,,Democratic,DEM,52,,
Tuscola,"Akron Township, Precinct 1",Straight Party,,Republican,REP,281,,
Tuscola,"Almer Charter Township, Precinct 1",Straight Party,,Republican,REP,371,,
Tuscola,"Arbela Township, Precinct 1",Straight Party,,Republican,REP,279,,
Tuscola,"Arbela Township, Precinct 2",Straight Party,,Republican,REP,215,,
Tuscola,"Caro City, Precinct 1",Straight Party,,Republican,REP,274,,
Tuscola,"Caro City, Precinct 2",Straight Party,,Republican,REP,189,,
Tuscola,"Columbia Township, Precinct 1",Straight Party,,Republican,REP,260,,
Tuscola,"Dayton Township, Precinct 1",Straight Party,,Republican,REP,376,,
Tuscola,"Denmark Township, Precinct 1",Straight Party,,Republican,REP,664,,
Tuscola,"Elkland Township, Precinct 1",Straight Party,,Republican,REP,589,,
Tuscola,"Ellington Township, Precinct 1",Straight Party,,Republican,REP,262,,
Tuscola,"Elmwood Township, Precinct 1",Straight Party,,Republican,REP,207,,
Tuscola,"Fairgrove Township, Precinct 1",Straight Party,,Republican,REP,259,,
Tuscola,"Fremont Township, Precinct 1",Straight Party,,Republican,REP,545,,
Tuscola,"Gilford Township, Precinct 1",Straight Party,,Republican,REP,159,,
Tuscola,"Indianfields Township, Precinct 1",Straight Party,,Republican,REP,392,,
Tuscola,"Juniata Township, Precinct 1",Straight Party,,Republican,REP,293,,
Tuscola,"Kingston Township, Precinct 1",Straight Party,,Republican,REP,303,,
Tuscola,"Koylton Township, Precinct 1",Straight Party,,Republican,REP,366,,
Tuscola,"Millington Township, Precinct 1",Straight Party,,Republican,REP,460,,
Tuscola,"Millington Township, Precinct 2",Straight Party,,Republican,REP,383,,
Tuscola,"Novesta Township, Precinct 1",Straight Party,,Republican,REP,296,,
Tuscola,"Tuscola Township, Precinct 1",Straight Party,,Republican,REP,382,,
Tuscola,"Vassar City, Precinct 1",Straight Party,,Republican,REP,355,,
Tuscola,"Vassar Township, Precinct 1",Straight Party,,Republican,REP,555,,
Tuscola,"Watertown Township, Precinct 1",Straight Party,,Republican,REP,408,,
Tuscola,"Wells Township, Precinct 1",Straight Party,,Republican,REP,317,,
Tuscola,"Wisner Township, Precinct 1",Straight Party,,Republican,REP,119,,
Tuscola,"Akron Township, Precinct 1",Straight Party,,Libertarian,LIB,2,,
Tuscola,"Almer Charter Township, Precinct 1",Straight Party,,Libertarian,LIB,1,,
Tuscola,"Arbela Township, Precinct 1",Straight Party,,Libertarian,LIB,1,,
Tuscola,"Arbela Township, Precinct 2",Straight Party,,Libertarian,LIB,1,,
Tuscola,"Caro City, Precinct 1",Straight Party,,Libertarian,LIB,8,,
Tuscola,"Caro City, Precinct 2",Straight Party,,Libertarian,LIB,1,,
Tuscola,"Columbia Township, Precinct 1",Straight Party,,Libertarian,LIB,0,,
Tuscola,"Dayton Township, Precinct 1",Straight Party,,Libertarian,LIB,0,,
Tuscola,"Denmark Township, Precinct 1",Straight Party,,Libertarian,LIB,6,,
Tuscola,"Elkland Township, Precinct 1",Straight Party,,Libertarian,LIB,6,,
Tuscola,"Ellington Township, Precinct 1",Straight Party,,Libertarian,LIB,0,,
Tuscola,"Elmwood Township, Precinct 1",Straight Party,,Libertarian,LIB,4,,
Tuscola,"Fairgrove Township, Precinct 1",Straight Party,,Libertarian,LIB,2,,
Tuscola,"Fremont Township, Precinct 1",Straight Party,,Libertarian,LIB,6,,
Tuscola,"Gilford Township, Precinct 1",Straight Party,,Libertarian,LIB,1,,
Tuscola,"Indianfields Township, Precinct 1",Straight Party,,Libertarian,LIB,5,,
Tuscola,"Juniata Township, Precinct 1",Straight Party,,Libertarian,LIB,1,,
Tuscola,"Kingston Township, Precinct 1",Straight Party,,Libertarian,LIB,3,,
Tuscola,"Koylton Township, Precinct 1",Straight Party,,Libertarian,LIB,2,,
Tuscola,"Millington Township, Precinct 1",Straight Party,,Libertarian,LIB,2,,
Tuscola,"Millington Township, Precinct 2",Straight Party,,Libertarian,LIB,4,,
Tuscola,"Novesta Township, Precinct 1",Straight Party,,Libertarian,LIB,4,,
Tuscola,"Tuscola Township, Precinct 1",Straight Party,,Libertarian,LIB,7,,
Tuscola,"Vassar City, Precinct 1",Straight Party,,Libertarian,LIB,2,,
Tuscola,"Vassar Township, Precinct 1",Straight Party,,Libertarian,LIB,8,,
Tuscola,"Watertown Township, Precinct 1",Straight Party,,Libertarian,LIB,0,,
Tuscola,"Wells Township, Precinct 1",Straight Party,,Libertarian,LIB,0,,
Tuscola,"Wisner Township, Precinct 1",Straight Party,,Libertarian,LIB,0,,
Tuscola,"Akron Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,,
Tuscola,"Almer Charter Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,2,,
Tuscola,"Arbela Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,3,,
Tuscola,"Arbela Township, Precinct 2",Straight Party,,U.S. Taxpayers,UST,3,,
Tuscola,"Caro City, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,,
Tuscola,"Caro City, Precinct 2",Straight Party,,U.S. Taxpayers,UST,3,,
Tuscola,"Columbia Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,,
Tuscola,"Dayton Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,,
Tuscola,"Denmark Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,3,,
Tuscola,"Elkland Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,,
Tuscola,"Ellington Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,,
Tuscola,"Elmwood Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,,
Tuscola,"Fairgrove Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,,
Tuscola,"Fremont Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,3,,
Tuscola,"Gilford Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,,
Tuscola,"Indianfields Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,,
Tuscola,"Juniata Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,2,,
Tuscola,"Kingston Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,,
Tuscola,"Koylton Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,,
Tuscola,"Millington Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,,
Tuscola,"Millington Township, Precinct 2",Straight Party,,U.S. Taxpayers,UST,4,,
Tuscola,"Novesta Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,,
Tuscola,"Tuscola Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,,
Tuscola,"Vassar City, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,,
Tuscola,"Vassar Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,9,,
Tuscola,"Watertown Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,1,,
Tuscola,"Wells Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,3,,
Tuscola,"Wisner Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,,
Tuscola,"Akron Township, Precinct 1",Straight Party,,Working Class,WCP,3,,
Tuscola,"Almer Charter Township, Precinct 1",Straight Party,,Working Class,WCP,6,,
Tuscola,"Arbela Township, Precinct 1",Straight Party,,Working Class,WCP,1,,
Tuscola,"Arbela Township, Precinct 2",Straight Party,,Working Class,WCP,2,,
Tuscola,"Caro City, Precinct 1",Straight Party,,Working Class,WCP,3,,
Tuscola,"Caro City, Precinct 2",Straight Party,,Working Class,WCP,5,,
Tuscola,"Columbia Township, Precinct 1",Straight Party,,Working Class,WCP,0,,
Tuscola,"Dayton Township, Precinct 1",Straight Party,,Working Class,WCP,2,,
Tuscola,"Denmark Township, Precinct 1",Straight Party,,Working Class,WCP,5,,
Tuscola,"Elkland Township, Precinct 1",Straight Party,,Working Class,WCP,5,,
Tuscola,"Ellington Township, Precinct 1",Straight Party,,Working Class,WCP,1,,
Tuscola,"Elmwood Township, Precinct 1",Straight Party,,Working Class,WCP,2,,
Tuscola,"Fairgrove Township, Precinct 1",Straight Party,,Working Class,WCP,6,,
Tuscola,"Fremont Township, Precinct 1",Straight Party,,Working Class,WCP,6,,
Tuscola,"Gilford Township, Precinct 1",Straight Party,,Working Class,WCP,1,,
Tuscola,"Indianfields Township, Precinct 1",Straight Party,,Working Class,WCP,5,,
Tuscola,"Juniata Township, Precinct 1",Straight Party,,Working Class,WCP,3,,
Tuscola,"Kingston Township, Precinct 1",Straight Party,,Working Class,WCP,4,,
Tuscola,"Koylton Township, Precinct 1",Straight Party,,Working Class,WCP,5,,
Tuscola,"Millington Township, Precinct 1",Straight Party,,Working Class,WCP,0,,
Tuscola,"Millington Township, Precinct 2",Straight Party,,Working Class,WCP,1,,
Tuscola,"Novesta Township, Precinct 1",Straight Party,,Working Class,WCP,4,,
Tuscola,"Tuscola Township, Precinct 1",Straight Party,,Working Class,WCP,3,,
Tuscola,"Vassar City, Precinct 1",Straight Party,,Working Class,WCP,5,,
Tuscola,"Vassar Township, Precinct 1",Straight Party,,Working Class,WCP,9,,
Tuscola,"Watertown Township, Precinct 1",Straight Party,,Working Class,WCP,6,,
Tuscola,"Wells Township, Precinct 1",Straight Party,,Working Class,WCP,9,,
Tuscola,"Wisner Township, Precinct 1",Straight Party,,Working Class,WCP,2,,
Tuscola,"Akron Township, Precinct 1",Straight Party,,Green,GRN,0,,
Tuscola,"Almer Charter Township, Precinct 1",Straight Party,,Green,GRN,1,,
Tuscola,"Arbela Township, Precinct 1",Straight Party,,Green,GRN,2,,
Tuscola,"Arbela Township, Precinct 2",Straight Party,,Green,GRN,0,,
Tuscola,"Caro City, Precinct 1",Straight Party,,Green,GRN,0,,
Tuscola,"Caro City, Precinct 2",Straight Party,,Green,GRN,1,,
Tuscola,"Columbia Township, Precinct 1",Straight Party,,Green,GRN,0,,
Tuscola,"Dayton Township, Precinct 1",Straight Party,,Green,GRN,1,,
Tuscola,"Denmark Township, Precinct 1",Straight Party,,Green,GRN,1,,
Tuscola,"Elkland Township, Precinct 1",Straight Party,,Green,GRN,1,,
Tuscola,"Ellington Township, Precinct 1",Straight Party,,Green,GRN,1,,
Tuscola,"Elmwood Township, Precinct 1",Straight Party,,Green,GRN,0,,
Tuscola,"Fairgrove Township, Precinct 1",Straight Party,,Green,GRN,1,,
Tuscola,"Fremont Township, Precinct 1",Straight Party,,Green,GRN,3,,
Tuscola,"Gilford Township, Precinct 1",Straight Party,,Green,GRN,0,,
Tuscola,"Indianfields Township, Precinct 1",Straight Party,,Green,GRN,0,,
Tuscola,"Juniata Township, Precinct 1",Straight Party,,Green,GRN,0,,
Tuscola,"Kingston Township, Precinct 1",Straight Party,,Green,GRN,0,,
Tuscola,"Koylton Township, Precinct 1",Straight Party,,Green,GRN,0,,
Tuscola,"Millington Township, Precinct 1",Straight Party,,Green,GRN,1,,
Tuscola,"Millington Township, Precinct 2",Straight Party,,Green,GRN,0,,
Tuscola,"Novesta Township, Precinct 1",Straight Party,,Green,GRN,2,,
Tuscola,"Tuscola Township, Precinct 1",Straight Party,,Green,GRN,0,,
Tuscola,"Vassar City, Precinct 1",Straight Party,,Green,GRN,3,,
Tuscola,"Vassar Township, Precinct 1",Straight Party,,Green,GRN,0,,
Tuscola,"Watertown Township, Precinct 1",Straight Party,,Green,GRN,4,,
Tuscola,"Wells Township, Precinct 1",Straight Party,,Green,GRN,0,,
Tuscola,"Wisner Township, Precinct 1",Straight Party,,Green,GRN,0,,
Tuscola,"Akron Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Tuscola,"Almer Charter Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Tuscola,"Arbela Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Tuscola,"Arbela Township, Precinct 2",Straight Party,,Natural Law,NLP,0,,
Tuscola,"Caro City, Precinct 1",Straight Party,,Natural Law,NLP,3,,
Tuscola,"Caro City, Precinct 2",Straight Party,,Natural Law,NLP,2,,
Tuscola,"Columbia Township, Precinct 1",Straight Party,,Natural Law,NLP,1,,
Tuscola,"Dayton Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Tuscola,"Denmark Township, Precinct 1",Straight Party,,Natural Law,NLP,5,,
Tuscola,"Elkland Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Tuscola,"Ellington Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Tuscola,"Elmwood Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Tuscola,"Fairgrove Township, Precinct 1",Straight Party,,Natural Law,NLP,1,,
Tuscola,"Fremont Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Tuscola,"Gilford Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Tuscola,"Indianfields Township, Precinct 1",Straight Party,,Natural Law,NLP,1,,
Tuscola,"Juniata Township, Precinct 1",Straight Party,,Natural Law,NLP,1,,
Tuscola,"Kingston Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Tuscola,"Koylton Township, Precinct 1",Straight Party,,Natural Law,NLP,1,,
Tuscola,"Millington Township, Precinct 1",Straight Party,,Natural Law,NLP,2,,
Tuscola,"Millington Township, Precinct 2",Straight Party,,Natural Law,NLP,0,,
Tuscola,"Novesta Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Tuscola,"Tuscola Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Tuscola,"Vassar City, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Tuscola,"Vassar Township, Precinct 1",Straight Party,,Natural Law,NLP,1,,
Tuscola,"Watertown Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Tuscola,"Wells Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Tuscola,"Wisner Township, Precinct 1",Straight Party,,Natural Law,NLP,0,,
Tuscola,"Akron Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,187,,
Tuscola,"Almer Charter Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,331,,
Tuscola,"Arbela Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,283,,
Tuscola,"Arbela Township, Precinct 2",Governor,,Gretchen Whitmer,DEM,226,,
Tuscola,"Caro City, Precinct 1",Governor,,Gretchen Whitmer,DEM,434,,
Tuscola,"Caro City, Precinct 2",Governor,,Gretchen Whitmer,DEM,294,,
Tuscola,"Columbia Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,179,,
Tuscola,"Dayton Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,305,,
Tuscola,"Denmark Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,450,,
Tuscola,"Elkland Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,570,,
Tuscola,"Ellington Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,211,,
Tuscola,"Elmwood Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,147,,
Tuscola,"Fairgrove Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,231,,
Tuscola,"Fremont Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,491,,
Tuscola,"Gilford Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,112,,
Tuscola,"Indianfields Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,377,,
Tuscola,"Juniata Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,299,,
Tuscola,"Kingston Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,164,,
Tuscola,"Koylton Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,176,,
Tuscola,"Millington Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,401,,
Tuscola,"Millington Township, Precinct 2",Governor,,Gretchen Whitmer,DEM,360,,
Tuscola,"Novesta Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,162,,
Tuscola,"Tuscola Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,344,,
Tuscola,"Vassar City, Precinct 1",Governor,,Gretchen Whitmer,DEM,412,,
Tuscola,"Vassar Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,573,,
Tuscola,"Watertown Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,348,,
Tuscola,"Wells Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,244,,
Tuscola,"Wisner Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,107,,
Tuscola,"Akron Township, Precinct 1",Governor,,Tudor M. Dixon,REP,438,,
Tuscola,"Almer Charter Township, Precinct 1",Governor,,Tudor M. Dixon,REP,618,,
Tuscola,"Arbela Township, Precinct 1",Governor,,Tudor M. Dixon,REP,460,,
Tuscola,"Arbela Township, Precinct 2",Governor,,Tudor M. Dixon,REP,336,,
Tuscola,"Caro City, Precinct 1",Governor,,Tudor M. Dixon,REP,476,,
Tuscola,"Caro City, Precinct 2",Governor,,Tudor M. Dixon,REP,284,,
Tuscola,"Columbia Township, Precinct 1",Governor,,Tudor M. Dixon,REP,415,,
Tuscola,"Dayton Township, Precinct 1",Governor,,Tudor M. Dixon,REP,552,,
Tuscola,"Denmark Township, Precinct 1",Governor,,Tudor M. Dixon,REP,1039,,
Tuscola,"Elkland Township, Precinct 1",Governor,,Tudor M. Dixon,REP,883,,
Tuscola,"Ellington Township, Precinct 1",Governor,,Tudor M. Dixon,REP,414,,
Tuscola,"Elmwood Township, Precinct 1",Governor,,Tudor M. Dixon,REP,321,,
Tuscola,"Fairgrove Township, Precinct 1",Governor,,Tudor M. Dixon,REP,420,,
Tuscola,"Fremont Township, Precinct 1",Governor,,Tudor M. Dixon,REP,876,,
Tuscola,"Gilford Township, Precinct 1",Governor,,Tudor M. Dixon,REP,255,,
Tuscola,"Indianfields Township, Precinct 1",Governor,,Tudor M. Dixon,REP,658,,
Tuscola,"Juniata Township, Precinct 1",Governor,,Tudor M. Dixon,REP,471,,
Tuscola,"Kingston Township, Precinct 1",Governor,,Tudor M. Dixon,REP,476,,
Tuscola,"Koylton Township, Precinct 1",Governor,,Tudor M. Dixon,REP,498,,
Tuscola,"Millington Township, Precinct 1",Governor,,Tudor M. Dixon,REP,669,,
Tuscola,"Millington Township, Precinct 2",Governor,,Tudor M. Dixon,REP,571,,
Tuscola,"Novesta Township, Precinct 1",Governor,,Tudor M. Dixon,REP,471,,
Tuscola,"Tuscola Township, Precinct 1",Governor,,Tudor M. Dixon,REP,691,,
Tuscola,"Vassar City, Precinct 1",Governor,,Tudor M. Dixon,REP,561,,
Tuscola,"Vassar Township, Precinct 1",Governor,,Tudor M. Dixon,REP,938,,
Tuscola,"Watertown Township, Precinct 1",Governor,,Tudor M. Dixon,REP,604,,
Tuscola,"Wells Township, Precinct 1",Governor,,Tudor M. Dixon,REP,486,,
Tuscola,"Wisner Township, Precinct 1",Governor,,Tudor M. Dixon,REP,197,,
Tuscola,"Akron Township, Precinct 1",Governor,,Mary Buzuma,LIB,3,,
Tuscola,"Almer Charter Township, Precinct 1",Governor,,Mary Buzuma,LIB,6,,
Tuscola,"Arbela Township, Precinct 1",Governor,,Mary Buzuma,LIB,13,,
Tuscola,"Arbela Township, Precinct 2",Governor,,Mary Buzuma,LIB,7,,
Tuscola,"Caro City, Precinct 1",Governor,,Mary Buzuma,LIB,20,,
Tuscola,"Caro City, Precinct 2",Governor,,Mary Buzuma,LIB,4,,
Tuscola,"Columbia Township, Precinct 1",Governor,,Mary Buzuma,LIB,7,,
Tuscola,"Dayton Township, Precinct 1",Governor,,Mary Buzuma,LIB,6,,
Tuscola,"Denmark Township, Precinct 1",Governor,,Mary Buzuma,LIB,14,,
Tuscola,"Elkland Township, Precinct 1",Governor,,Mary Buzuma,LIB,7,,
Tuscola,"Ellington Township, Precinct 1",Governor,,Mary Buzuma,LIB,8,,
Tuscola,"Elmwood Township, Precinct 1",Governor,,Mary Buzuma,LIB,5,,
Tuscola,"Fairgrove Township, Precinct 1",Governor,,Mary Buzuma,LIB,8,,
Tuscola,"Fremont Township, Precinct 1",Governor,,Mary Buzuma,LIB,21,,
Tuscola,"Gilford Township, Precinct 1",Governor,,Mary Buzuma,LIB,3,,
Tuscola,"Indianfields Township, Precinct 1",Governor,,Mary Buzuma,LIB,15,,
Tuscola,"Juniata Township, Precinct 1",Governor,,Mary Buzuma,LIB,5,,
Tuscola,"Kingston Township, Precinct 1",Governor,,Mary Buzuma,LIB,5,,
Tuscola,"Koylton Township, Precinct 1",Governor,,Mary Buzuma,LIB,6,,
Tuscola,"Millington Township, Precinct 1",Governor,,Mary Buzuma,LIB,6,,
Tuscola,"Millington Township, Precinct 2",Governor,,Mary Buzuma,LIB,8,,
Tuscola,"Novesta Township, Precinct 1",Governor,,Mary Buzuma,LIB,8,,
Tuscola,"Tuscola Township, Precinct 1",Governor,,Mary Buzuma,LIB,7,,
Tuscola,"Vassar City, Precinct 1",Governor,,Mary Buzuma,LIB,10,,
Tuscola,"Vassar Township, Precinct 1",Governor,,Mary Buzuma,LIB,10,,
Tuscola,"Watertown Township, Precinct 1",Governor,,Mary Buzuma,LIB,15,,
Tuscola,"Wells Township, Precinct 1",Governor,,Mary Buzuma,LIB,9,,
Tuscola,"Wisner Township, Precinct 1",Governor,,Mary Buzuma,LIB,3,,
Tuscola,"Akron Township, Precinct 1",Governor,,Donna Brandenburg,UST,2,,
Tuscola,"Almer Charter Township, Precinct 1",Governor,,Donna Brandenburg,UST,3,,
Tuscola,"Arbela Township, Precinct 1",Governor,,Donna Brandenburg,UST,10,,
Tuscola,"Arbela Township, Precinct 2",Governor,,Donna Brandenburg,UST,5,,
Tuscola,"Caro City, Precinct 1",Governor,,Donna Brandenburg,UST,8,,
Tuscola,"Caro City, Precinct 2",Governor,,Donna Brandenburg,UST,5,,
Tuscola,"Columbia Township, Precinct 1",Governor,,Donna Brandenburg,UST,5,,
Tuscola,"Dayton Township, Precinct 1",Governor,,Donna Brandenburg,UST,7,,
Tuscola,"Denmark Township, Precinct 1",Governor,,Donna Brandenburg,UST,5,,
Tuscola,"Elkland Township, Precinct 1",Governor,,Donna Brandenburg,UST,6,,
Tuscola,"Ellington Township, Precinct 1",Governor,,Donna Brandenburg,UST,6,,
Tuscola,"Elmwood Township, Precinct 1",Governor,,Donna Brandenburg,UST,3,,
Tuscola,"Fairgrove Township, Precinct 1",Governor,,Donna Brandenburg,UST,2,,
Tuscola,"Fremont Township, Precinct 1",Governor,,Donna Brandenburg,UST,5,,
Tuscola,"Gilford Township, Precinct 1",Governor,,Donna Brandenburg,UST,0,,
Tuscola,"Indianfields Township, Precinct 1",Governor,,Donna Brandenburg,UST,6,,
Tuscola,"Juniata Township, Precinct 1",Governor,,Donna Brandenburg,UST,4,,
Tuscola,"Kingston Township, Precinct 1",Governor,,Donna Brandenburg,UST,2,,
Tuscola,"Koylton Township, Precinct 1",Governor,,Donna Brandenburg,UST,3,,
Tuscola,"Millington Township, Precinct 1",Governor,,Donna Brandenburg,UST,3,,
Tuscola,"Millington Township, Precinct 2",Governor,,Donna Brandenburg,UST,7,,
Tuscola,"Novesta Township, Precinct 1",Governor,,Donna Brandenburg,UST,7,,
Tuscola,"Tuscola Township, Precinct 1",Governor,,Donna Brandenburg,UST,4,,
Tuscola,"Vassar City, Precinct 1",Governor,,Donna Brandenburg,UST,5,,
Tuscola,"Vassar Township, Precinct 1",Governor,,Donna Brandenburg,UST,14,,
Tuscola,"Watertown Township, Precinct 1",Governor,,Donna Brandenburg,UST,7,,
Tuscola,"Wells Township, Precinct 1",Governor,,Donna Brandenburg,UST,7,,
Tuscola,"Wisner Township, Precinct 1",Governor,,Donna Brandenburg,UST,2,,
Tuscola,"Akron Township, Precinct 1",Governor,,Kevin Hogan,GRN,0,,
Tuscola,"Almer Charter Township, Precinct 1",Governor,,Kevin Hogan,GRN,3,,
Tuscola,"Arbela Township, Precinct 1",Governor,,Kevin Hogan,GRN,7,,
Tuscola,"Arbela Township, Precinct 2",Governor,,Kevin Hogan,GRN,1,,
Tuscola,"Caro City, Precinct 1",Governor,,Kevin Hogan,GRN,4,,
Tuscola,"Caro City, Precinct 2",Governor,,Kevin Hogan,GRN,2,,
Tuscola,"Columbia Township, Precinct 1",Governor,,Kevin Hogan,GRN,1,,
Tuscola,"Dayton Township, Precinct 1",Governor,,Kevin Hogan,GRN,4,,
Tuscola,"Denmark Township, Precinct 1",Governor,,Kevin Hogan,GRN,5,,
Tuscola,"Elkland Township, Precinct 1",Governor,,Kevin Hogan,GRN,4,,
Tuscola,"Ellington Township, Precinct 1",Governor,,Kevin Hogan,GRN,4,,
Tuscola,"Elmwood Township, Precinct 1",Governor,,Kevin Hogan,GRN,1,,
Tuscola,"Fairgrove Township, Precinct 1",Governor,,Kevin Hogan,GRN,3,,
Tuscola,"Fremont Township, Precinct 1",Governor,,Kevin Hogan,GRN,8,,
Tuscola,"Gilford Township, Precinct 1",Governor,,Kevin Hogan,GRN,1,,
Tuscola,"Indianfields Township, Precinct 1",Governor,,Kevin Hogan,GRN,3,,
Tuscola,"Juniata Township, Precinct 1",Governor,,Kevin Hogan,GRN,4,,
Tuscola,"Kingston Township, Precinct 1",Governor,,Kevin Hogan,GRN,3,,
Tuscola,"Koylton Township, Precinct 1",Governor,,Kevin Hogan,GRN,2,,
Tuscola,"Millington Township, Precinct 1",Governor,,Kevin Hogan,GRN,4,,
Tuscola,"Millington Township, Precinct 2",Governor,,Kevin Hogan,GRN,5,,
Tuscola,"Novesta Township, Precinct 1",Governor,,Kevin Hogan,GRN,2,,
