county,precinct,office,district,candidate,party,votes,election_day,absentee
Genesee,"City of Swartz Creek, Precinct 4",President,,Over Votes,,0,,
Genesee,"Thetford Township, Precinct 1",President,,Over Votes,,1,,
Genesee,"Thetford Township, Precinct 2",President,,Over Votes,,0,,
Genesee,"Thetford Township, Precinct 3",President,,Over Votes,,1,,
Genesee,"Thetford Township, Precinct 4",President,,Over Votes,,0,,
Genesee,"Vienna Township, Precinct 1",President,,Over Votes,,0,,
Genesee,"Vienna Township, Precinct 2",President,,Over Votes,,0,,
Genesee,"Vienna Township, Precinct 3",President,,Over Votes,,1,,
Genesee,"Vienna Township, Precinct 4",President,,Over Votes,,0,,
Genesee,"Vienna Township, Precinct 5",President,,Over Votes,,0,,
Genesee,"Argentine Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,721,,
Genesee,"Argentine Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,690,,
Genesee,"Argentine Township, Precinct 3",U.S. Senate,,Gary Peters,DEM,190,,
Genesee,"Atlas Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,575,,
Genesee,"Atlas Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,345,,
Genesee,"Atlas Township, Precinct 3",U.S. Senate,,Gary Peters,DEM,551,,
Genesee,"Atlas Township, Precinct 4",U.S. Senate,,Gary Peters,DEM,503,,
Genesee,"City of Burton, Precinct 1",U.S. Senate,,Gary Peters,DEM,676,,
Genesee,"City of Burton, Precinct 2",U.S. Senate,,Gary Peters,DEM,535,,
Genesee,"City of Burton, Precinct 3",U.S. Senate,,Gary Peters,DEM,880,,
Genesee,"City of Burton, Precinct 4",U.S. Senate,,Gary Peters,DEM,577,,
Genesee,"City of Burton, Precinct 5",U.S. Senate,,Gary Peters,DEM,583,,
Genesee,"City of Burton, Precinct 6",U.S. Senate,,Gary Peters,DEM,541,,
Genesee,"City of Burton, Precinct 7",U.S. Senate,,Gary Peters,DEM,797,,
Genesee,"City of Burton, Precinct 8",U.S. Senate,,Gary Peters,DEM,854,,
Genesee,"City of Burton, Precinct 9",U.S. Senate,,Gary Peters,DEM,349,,
Genesee,"City of Burton, Precinct 10",U.S. Senate,,Gary Peters,DEM,919,,
Genesee,"City of Burton, Precinct 11",U.S. Senate,,Gary Peters,DEM,550,,
Genesee,"City of Burton, Precinct 12",U.S. Senate,,Gary Peters,DEM,533,,
Genesee,"Clayton Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,777,,
Genesee,"Clayton Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,648,,
Genesee,"Clayton Township, Precinct 3",U.S. Senate,,Gary Peters,DEM,467,,
Genesee,"Clayton Township, Precinct 4",U.S. Senate,,Gary Peters,DEM,362,,
Genesee,"City of Clio, Precinct 1",U.S. Senate,,Gary Peters,DEM,626,,
Genesee,"City of Davison, Precinct 1",U.S. Senate,,Gary Peters,DEM,317,,
Genesee,"City of Davison, Precinct 2",U.S. Senate,,Gary Peters,DEM,349,,
Genesee,"City of Davison, Precinct 3",U.S. Senate,,Gary Peters,DEM,437,,
Genesee,"City of Davison, Precinct 4",U.S. Senate,,Gary Peters,DEM,352,,
Genesee,"Davison Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,626,,
Genesee,"Davison Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,681,,
Genesee,"Davison Township, Precinct 3",U.S. Senate,,Gary Peters,DEM,444,,
Genesee,"Davison Township, Precinct 4",U.S. Senate,,Gary Peters,DEM,777,,
Genesee,"Davison Township, Precinct 5",U.S. Senate,,Gary Peters,DEM,657,,
Genesee,"Davison Township, Precinct 6",U.S. Senate,,Gary Peters,DEM,800,,
Genesee,"Davison Township, Precinct 7",U.S. Senate,,Gary Peters,DEM,442,,
Genesee,"Davison Township, Precinct 8",U.S. Senate,,Gary Peters,DEM,363,,
Genesee,"Davison Township, Precinct 9",U.S. Senate,,Gary Peters,DEM,635,,
Genesee,"City of Fenton, Precinct 1",U.S. Senate,,Gary Peters,DEM,682,,
Genesee,"City of Fenton, Precinct 2",U.S. Senate,,Gary Peters,DEM,633,,
Genesee,"City of Fenton, Precinct 3",U.S. Senate,,Gary Peters,DEM,564,,
Genesee,"City of Fenton, Precinct 4",U.S. Senate,,Gary Peters,DEM,659,,
Genesee,"City of Fenton, Precinct 5",U.S. Senate,,Gary Peters,DEM,566,,
Genesee,"Fenton Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,758,,
Genesee,"Fenton Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,780,,
Genesee,"Fenton Township, Precinct 3",U.S. Senate,,Gary Peters,DEM,684,,
Genesee,"Fenton Township, Precinct 4",U.S. Senate,,Gary Peters,DEM,562,,
Genesee,"Fenton Township, Precinct 5",U.S. Senate,,Gary Peters,DEM,708,,
Genesee,"Fenton Township, Precinct 6",U.S. Senate,,Gary Peters,DEM,784,,
Genesee,"City of Flint, Precinct 1",U.S. Senate,,Gary Peters,DEM,833,,
Genesee,"City of Flint, Precinct 2",U.S. Senate,,Gary Peters,DEM,738,,
Genesee,"City of Flint, Precinct 3",U.S. Senate,,Gary Peters,DEM,321,,
Genesee,"City of Flint, Precinct 4",U.S. Senate,,Gary Peters,DEM,752,,
Genesee,"City of Flint, Precinct 5",U.S. Senate,,Gary Peters,DEM,486,,
Genesee,"City of Flint, Precinct 6",U.S. Senate,,Gary Peters,DEM,680,,
Genesee,"City of Flint, Precinct 7",U.S. Senate,,Gary Peters,DEM,252,,
Genesee,"City of Flint, Precinct 8",U.S. Senate,,Gary Peters,DEM,745,,
Genesee,"City of Flint, Precinct 9",U.S. Senate,,Gary Peters,DEM,374,,
Genesee,"City of Flint, Precinct 10",U.S. Senate,,Gary Peters,DEM,477,,
Genesee,"City of Flint, Precinct 11",U.S. Senate,,Gary Peters,DEM,490,,
Genesee,"City of Flint, Precinct 12",U.S. Senate,,Gary Peters,DEM,574,,
Genesee,"City of Flint, Precinct 13",U.S. Senate,,Gary Peters,DEM,47,,
Genesee,"City of Flint, Precinct 14",U.S. Senate,,Gary Peters,DEM,567,,
Genesee,"City of Flint, Precinct 15",U.S. Senate,,Gary Peters,DEM,229,,
Genesee,"City of Flint, Precinct 16",U.S. Senate,,Gary Peters,DEM,687,,
Genesee,"City of Flint, Precinct 17",U.S. Senate,,Gary Peters,DEM,394,,
Genesee,"City of Flint, Precinct 18",U.S. Senate,,Gary Peters,DEM,221,,
Genesee,"City of Flint, Precinct 19",U.S. Senate,,Gary Peters,DEM,152,,
Genesee,"City of Flint, Precinct 20",U.S. Senate,,Gary Peters,DEM,408,,
Genesee,"City of Flint, Precinct 21",U.S. Senate,,Gary Peters,DEM,308,,
Genesee,"City of Flint, Precinct 22",U.S. Senate,,Gary Peters,DEM,620,,
Genesee,"City of Flint, Precinct 23",U.S. Senate,,Gary Peters,DEM,206,,
Genesee,"City of Flint, Precinct 24",U.S. Senate,,Gary Peters,DEM,267,,
Genesee,"City of Flint, Precinct 25",U.S. Senate,,Gary Peters,DEM,520,,
Genesee,"City of Flint, Precinct 26",U.S. Senate,,Gary Peters,DEM,256,,
Genesee,"City of Flint, Precinct 27",U.S. Senate,,Gary Peters,DEM,54,,
Genesee,"City of Flint, Precinct 28",U.S. Senate,,Gary Peters,DEM,555,,
Genesee,"City of Flint, Precinct 29",U.S. Senate,,Gary Peters,DEM,826,,
Genesee,"City of Flint, Precinct 30",U.S. Senate,,Gary Peters,DEM,24,,
Genesee,"City of Flint, Precinct 31",U.S. Senate,,Gary Peters,DEM,443,,
Genesee,"City of Flint, Precinct 32",U.S. Senate,,Gary Peters,DEM,182,,
Genesee,"City of Flint, Precinct 33",U.S. Senate,,Gary Peters,DEM,100,,
Genesee,"City of Flint, Precinct 34",U.S. Senate,,Gary Peters,DEM,39,,
Genesee,"City of Flint, Precinct 35",U.S. Senate,,Gary Peters,DEM,71,,
Genesee,"City of Flint, Precinct 36",U.S. Senate,,Gary Peters,DEM,23,,
Genesee,"City of Flint, Precinct 37",U.S. Senate,,Gary Peters,DEM,356,,
Genesee,"City of Flint, Precinct 38",U.S. Senate,,Gary Peters,DEM,70,,
Genesee,"City of Flint, Precinct 39",U.S. Senate,,Gary Peters,DEM,532,,
Genesee,"City of Flint, Precinct 40",U.S. Senate,,Gary Peters,DEM,965,,
Genesee,"City of Flint, Precinct 41",U.S. Senate,,Gary Peters,DEM,486,,
Genesee,"City of Flint, Precinct 42",U.S. Senate,,Gary Peters,DEM,664,,
Genesee,"City of Flint, Precinct 43",U.S. Senate,,Gary Peters,DEM,162,,
Genesee,"City of Flint, Precinct 44",U.S. Senate,,Gary Peters,DEM,572,,
Genesee,"City of Flint, Precinct 45",U.S. Senate,,Gary Peters,DEM,922,,
Genesee,"City of Flint, Precinct 46",U.S. Senate,,Gary Peters,DEM,580,,
Genesee,"City of Flint, Precinct 47",U.S. Senate,,Gary Peters,DEM,264,,
Genesee,"City of Flint, Precinct 48",U.S. Senate,,Gary Peters,DEM,672,,
Genesee,"City of Flint, Precinct 49",U.S. Senate,,Gary Peters,DEM,1116,,
Genesee,"City of Flint, Precinct 50",U.S. Senate,,Gary Peters,DEM,792,,
Genesee,"City of Flint, Precinct 51",U.S. Senate,,Gary Peters,DEM,614,,
Genesee,"City of Flint, Precinct 52",U.S. Senate,,Gary Peters,DEM,517,,
Genesee,"City of Flint, Precinct 53",U.S. Senate,,Gary Peters,DEM,479,,
Genesee,"City of Flint, Precinct 54",U.S. Senate,,Gary Peters,DEM,160,,
Genesee,"City of Flint, Precinct 55",U.S. Senate,,Gary Peters,DEM,458,,
Genesee,"City of Flint, Precinct 56",U.S. Senate,,Gary Peters,DEM,1141,,
Genesee,"City of Flint, Precinct 57",U.S. Senate,,Gary Peters,DEM,731,,
Genesee,"City of Flint, Precinct 58",U.S. Senate,,Gary Peters,DEM,527,,
Genesee,"City of Flint, Precinct 59",U.S. Senate,,Gary Peters,DEM,252,,
Genesee,"City of Flint, Precinct 60",U.S. Senate,,Gary Peters,DEM,824,,
Genesee,"City of Flint, Precinct 61",U.S. Senate,,Gary Peters,DEM,227,,
Genesee,"Flint Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,1022,,
Genesee,"Flint Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,730,,
Genesee,"Flint Township, Precinct 3",U.S. Senate,,Gary Peters,DEM,765,,
Genesee,"Flint Township, Precinct 4",U.S. Senate,,Gary Peters,DEM,1229,,
Genesee,"Flint Township, Precinct 5",U.S. Senate,,Gary Peters,DEM,1009,,
Genesee,"Flint Township, Precinct 6",U.S. Senate,,Gary Peters,DEM,865,,
Genesee,"Flint Township, Precinct 7",U.S. Senate,,Gary Peters,DEM,1064,,
Genesee,"Flint Township, Precinct 8",U.S. Senate,,Gary Peters,DEM,46,,
Genesee,"Flint Township, Precinct 9",U.S. Senate,,Gary Peters,DEM,790,,
Genesee,"Flint Township, Precinct 10",U.S. Senate,,Gary Peters,DEM,461,,
Genesee,"Flint Township, Precinct 11",U.S. Senate,,Gary Peters,DEM,466,,
Genesee,"Flint Township, Precinct 12",U.S. Senate,,Gary Peters,DEM,504,,
Genesee,"Flint Township, Precinct 13",U.S. Senate,,Gary Peters,DEM,397,,
Genesee,"Flint Township, Precinct 14",U.S. Senate,,Gary Peters,DEM,626,,
Genesee,"Flint Township, Precinct 15",U.S. Senate,,Gary Peters,DEM,612,,
Genesee,"City of Flushing, Precinct 1",U.S. Senate,,Gary Peters,DEM,448,,
Genesee,"City of Flushing, Precinct 2",U.S. Senate,,Gary Peters,DEM,469,,
Genesee,"City of Flushing, Precinct 3",U.S. Senate,,Gary Peters,DEM,585,,
Genesee,"City of Flushing, Precinct 4",U.S. Senate,,Gary Peters,DEM,564,,
Genesee,"City of Flushing, Precinct 5",U.S. Senate,,Gary Peters,DEM,592,,
Genesee,"Flushing Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,627,,
Genesee,"Flushing Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,553,,
Genesee,"Flushing Township, Precinct 3",U.S. Senate,,Gary Peters,DEM,938,,
Genesee,"Flushing Township, Precinct 4",U.S. Senate,,Gary Peters,DEM,804,,
Genesee,"Flushing Township, Precinct 5",U.S. Senate,,Gary Peters,DEM,203,,
Genesee,"Forest Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,271,,
Genesee,"Forest Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,480,,
Genesee,"Forest Township, Precinct 3",U.S. Senate,,Gary Peters,DEM,389,,
Genesee,"Gaines Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,577,,
Genesee,"Gaines Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,368,,
Genesee,"Gaines Township, Precinct 3",U.S. Senate,,Gary Peters,DEM,258,,
Genesee,"Gaines Township, Precinct 4",U.S. Senate,,Gary Peters,DEM,575,,
Genesee,"Genesee Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,454,,
Genesee,"Genesee Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,592,,
Genesee,"Genesee Township, Precinct 3",U.S. Senate,,Gary Peters,DEM,456,,
Genesee,"Genesee Township, Precinct 4",U.S. Senate,,Gary Peters,DEM,683,,
Genesee,"Genesee Township, Precinct 5",U.S. Senate,,Gary Peters,DEM,413,,
Genesee,"Genesee Township, Precinct 6",U.S. Senate,,Gary Peters,DEM,715,,
Genesee,"Genesee Township, Precinct 7",U.S. Senate,,Gary Peters,DEM,531,,
Genesee,"Genesee Township, Precinct 8",U.S. Senate,,Gary Peters,DEM,849,,
Genesee,"Genesee Township, Precinct 9",U.S. Senate,,Gary Peters,DEM,771,,
Genesee,"City of Grand Blanc, Precinct 1",U.S. Senate,,Gary Peters,DEM,548,,
Genesee,"City of Grand Blanc, Precinct 2",U.S. Senate,,Gary Peters,DEM,643,,
Genesee,"City of Grand Blanc, Precinct 3",U.S. Senate,,Gary Peters,DEM,683,,
Genesee,"City of Grand Blanc, Precinct 4",U.S. Senate,,Gary Peters,DEM,855,,
Genesee,"Grand Blanc Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,998,,
Genesee,"Grand Blanc Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,491,,
Genesee,"Grand Blanc Township, Precinct 3",U.S. Senate,,Gary Peters,DEM,508,,
Genesee,"Grand Blanc Township, Precinct 4",U.S. Senate,,Gary Peters,DEM,826,,
Genesee,"Grand Blanc Township, Precinct 5",U.S. Senate,,Gary Peters,DEM,576,,
Genesee,"Grand Blanc Township, Precinct 6",U.S. Senate,,Gary Peters,DEM,954,,
Genesee,"Grand Blanc Township, Precinct 7",U.S. Senate,,Gary Peters,DEM,704,,
Genesee,"Grand Blanc Township, Precinct 8",U.S. Senate,,Gary Peters,DEM,919,,
Genesee,"Grand Blanc Township, Precinct 9",U.S. Senate,,Gary Peters,DEM,972,,
Genesee,"Grand Blanc Township, Precinct 10",U.S. Senate,,Gary Peters,DEM,501,,
Genesee,"Grand Blanc Township, Precinct 11",U.S. Senate,,Gary Peters,DEM,555,,
Genesee,"Grand Blanc Township, Precinct 12",U.S. Senate,,Gary Peters,DEM,693,,
Genesee,"Grand Blanc Township, Precinct 13",U.S. Senate,,Gary Peters,DEM,600,,
Genesee,"Grand Blanc Township, Precinct 14",U.S. Senate,,Gary Peters,DEM,916,,
Genesee,"Grand Blanc Township, Precinct 15",U.S. Senate,,Gary Peters,DEM,783,,
Genesee,"Grand Blanc Township, Precinct 16",U.S. Senate,,Gary Peters,DEM,672,,
Genesee,"Grand Blanc Township, Precinct 17",U.S. Senate,,Gary Peters,DEM,848,,
Genesee,"City of Linden, Precinct 1",U.S. Senate,,Gary Peters,DEM,443,,
Genesee,"City of Linden, Precinct 2",U.S. Senate,,Gary Peters,DEM,578,,
Genesee,"City of Montrose, Precinct 1",U.S. Senate,,Gary Peters,DEM,372,,
Genesee,"Montrose Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,320,,
Genesee,"Montrose Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,297,,
Genesee,"Montrose Township, Precinct 3",U.S. Senate,,Gary Peters,DEM,386,,
Genesee,"Montrose Township, Precinct 4",U.S. Senate,,Gary Peters,DEM,388,,
Genesee,"City of Mt. Morris, Precinct 1",U.S. Senate,,Gary Peters,DEM,267,,
Genesee,"City of Mt. Morris, Precinct 2",U.S. Senate,,Gary Peters,DEM,437,,
Genesee,"Mt. Morris Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,349,,
Genesee,"Mt. Morris Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,514,,
Genesee,"Mt. Morris Township, Precinct 3",U.S. Senate,,Gary Peters,DEM,454,,
Genesee,"Mt. Morris Township, Precinct 4",U.S. Senate,,Gary Peters,DEM,787,,
Genesee,"Mt. Morris Township, Precinct 5",U.S. Senate,,Gary Peters,DEM,481,,
Genesee,"Mt. Morris Township, Precinct 6",U.S. Senate,,Gary Peters,DEM,607,,
Genesee,"Mt. Morris Township, Precinct 7",U.S. Senate,,Gary Peters,DEM,848,,
Genesee,"Mt. Morris Township, Precinct 8",U.S. Senate,,Gary Peters,DEM,561,,
Genesee,"Mt. Morris Township, Precinct 9",U.S. Senate,,Gary Peters,DEM,786,,
Genesee,"Mt. Morris Township, Precinct 10",U.S. Senate,,Gary Peters,DEM,537,,
Genesee,"Mt. Morris Township, Precinct 11",U.S. Senate,,Gary Peters,DEM,660,,
Genesee,"Mundy Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,890,,
Genesee,"Mundy Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,540,,
Genesee,"Mundy Township, Precinct 3",U.S. Senate,,Gary Peters,DEM,490,,
Genesee,"Mundy Township, Precinct 4",U.S. Senate,,Gary Peters,DEM,456,,
Genesee,"Mundy Township, Precinct 5",U.S. Senate,,Gary Peters,DEM,256,,
Genesee,"Mundy Township, Precinct 6",U.S. Senate,,Gary Peters,DEM,607,,
Genesee,"Mundy Township, Precinct 7",U.S. Senate,,Gary Peters,DEM,553,,
Genesee,"Mundy Township, Precinct 8",U.S. Senate,,Gary Peters,DEM,459,,
Genesee,"Mundy Township, Precinct 9",U.S. Senate,,Gary Peters,DEM,283,,
Genesee,"Richfield Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,711,,
Genesee,"Richfield Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,934,,
Genesee,"Richfield Township, Precinct 3",U.S. Senate,,Gary Peters,DEM,742,,
Genesee,"City of Swartz Creek, Precinct 1",U.S. Senate,,Gary Peters,DEM,415,,
Genesee,"City of Swartz Creek, Precinct 2",U.S. Senate,,Gary Peters,DEM,506,,
Genesee,"City of Swartz Creek, Precinct 3",U.S. Senate,,Gary Peters,DEM,369,,
Genesee,"City of Swartz Creek, Precinct 4",U.S. Senate,,Gary Peters,DEM,560,,
Genesee,"Thetford Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,433,,
Genesee,"Thetford Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,267,,
Genesee,"Thetford Township, Precinct 3",U.S. Senate,,Gary Peters,DEM,431,,
Genesee,"Thetford Township, Precinct 4",U.S. Senate,,Gary Peters,DEM,467,,
Genesee,"Vienna Township, Precinct 1",U.S. Senate,,Gary Peters,DEM,763,,
Genesee,"Vienna Township, Precinct 2",U.S. Senate,,Gary Peters,DEM,628,,
Genesee,"Vienna Township, Precinct 3",U.S. Senate,,Gary Peters,DEM,895,,
Genesee,"Vienna Township, Precinct 4",U.S. Senate,,Gary Peters,DEM,656,,
Genesee,"Vienna Township, Precinct 5",U.S. Senate,,Gary Peters,DEM,488,,
Genesee,"Argentine Township, Precinct 1",U.S. Senate,,John James,REP,1213,,
Genesee,"Argentine Township, Precinct 2",U.S. Senate,,John James,REP,1158,,
Genesee,"Argentine Township, Precinct 3",U.S. Senate,,John James,REP,343,,
Genesee,"Atlas Township, Precinct 1",U.S. Senate,,John James,REP,964,,
Genesee,"Atlas Township, Precinct 2",U.S. Senate,,John James,REP,597,,
Genesee,"Atlas Township, Precinct 3",U.S. Senate,,John James,REP,1148,,
Genesee,"Atlas Township, Precinct 4",U.S. Senate,,John James,REP,699,,
Genesee,"City of Burton, Precinct 1",U.S. Senate,,John James,REP,554,,
Genesee,"City of Burton, Precinct 2",U.S. Senate,,John James,REP,523,,
Genesee,"City of Burton, Precinct 3",U.S. Senate,,John James,REP,765,,
Genesee,"City of Burton, Precinct 4",U.S. Senate,,John James,REP,586,,
Genesee,"City of Burton, Precinct 5",U.S. Senate,,John James,REP,474,,
Genesee,"City of Burton, Precinct 6",U.S. Senate,,John James,REP,277,,
Genesee,"City of Burton, Precinct 7",U.S. Senate,,John James,REP,493,,
Genesee,"City of Burton, Precinct 8",U.S. Senate,,John James,REP,840,,
Genesee,"City of Burton, Precinct 9",U.S. Senate,,John James,REP,395,,
Genesee,"City of Burton, Precinct 10",U.S. Senate,,John James,REP,856,,
Genesee,"City of Burton, Precinct 11",U.S. Senate,,John James,REP,573,,
Genesee,"City of Burton, Precinct 12",U.S. Senate,,John James,REP,642,,
Genesee,"Clayton Township, Precinct 1",U.S. Senate,,John James,REP,813,,
Genesee,"Clayton Township, Precinct 2",U.S. Senate,,John James,REP,628,,
Genesee,"Clayton Township, Precinct 3",U.S. Senate,,John James,REP,448,,
Genesee,"Clayton Township, Precinct 4",U.S. Senate,,John James,REP,504,,
Genesee,"City of Clio, Precinct 1",U.S. Senate,,John James,REP,606,,
Genesee,"City of Davison, Precinct 1",U.S. Senate,,John James,REP,337,,
Genesee,"City of Davison, Precinct 2",U.S. Senate,,John James,REP,318,,
Genesee,"City of Davison, Precinct 3",U.S. Senate,,John James,REP,399,,
Genesee,"City of Davison, Precinct 4",U.S. Senate,,John James,REP,366,,
Genesee,"Davison Township, Precinct 1",U.S. Senate,,John James,REP,893,,
Genesee,"Davison Township, Precinct 2",U.S. Senate,,John James,REP,818,,
Genesee,"Davison Township, Precinct 3",U.S. Senate,,John James,REP,715,,
Genesee,"Davison Township, Precinct 4",U.S. Senate,,John James,REP,707,,
Genesee,"Davison Township, Precinct 5",U.S. Senate,,John James,REP,579,,
Genesee,"Davison Township, Precinct 6",U.S. Senate,,John James,REP,703,,
Genesee,"Davison Township, Precinct 7",U.S. Senate,,John James,REP,748,,
Genesee,"Davison Township, Precinct 8",U.S. Senate,,John James,REP,594,,
Genesee,"Davison Township, Precinct 9",U.S. Senate,,John James,REP,667,,
Genesee,"City of Fenton, Precinct 1",U.S. Senate,,John James,REP,819,,
Genesee,"City of Fenton, Precinct 2",U.S. Senate,,John James,REP,779,,
Genesee,"City of Fenton, Precinct 3",U.S. Senate,,John James,REP,601,,
Genesee,"City of Fenton, Precinct 4",U.S. Senate,,John James,REP,753,,
Genesee,"City of Fenton, Precinct 5",U.S. Senate,,John James,REP,630,,
Genesee,"Fenton Township, Precinct 1",U.S. Senate,,John James,REP,1244,,
Genesee,"Fenton Township, Precinct 2",U.S. Senate,,John James,REP,1241,,
Genesee,"Fenton Township, Precinct 3",U.S. Senate,,John James,REP,1122,,
Genesee,"Fenton Township, Precinct 4",U.S. Senate,,John James,REP,1068,,
Genesee,"Fenton Township, Precinct 5",U.S. Senate,,John James,REP,1085,,
Genesee,"Fenton Township, Precinct 6",U.S. Senate,,John James,REP,1267,,
Genesee,"City of Flint, Precinct 1",U.S. Senate,,John James,REP,24,,
Genesee,"City of Flint, Precinct 2",U.S. Senate,,John James,REP,19,,
Genesee,"City of Flint, Precinct 3",U.S. Senate,,John James,REP,17,,
Genesee,"City of Flint, Precinct 4",U.S. Senate,,John James,REP,20,,
Genesee,"City of Flint, Precinct 5",U.S. Senate,,John James,REP,23,,
Genesee,"City of Flint, Precinct 6",U.S. Senate,,John James,REP,27,,
Genesee,"City of Flint, Precinct 7",U.S. Senate,,John James,REP,8,,
Genesee,"City of Flint, Precinct 8",U.S. Senate,,John James,REP,17,,
Genesee,"City of Flint, Precinct 9",U.S. Senate,,John James,REP,8,,
Genesee,"City of Flint, Precinct 10",U.S. Senate,,John James,REP,24,,
Genesee,"City of Flint, Precinct 11",U.S. Senate,,John James,REP,26,,
Genesee,"City of Flint, Precinct 12",U.S. Senate,,John James,REP,18,,
Genesee,"City of Flint, Precinct 13",U.S. Senate,,John James,REP,1,,
Genesee,"City of Flint, Precinct 14",U.S. Senate,,John James,REP,29,,
Genesee,"City of Flint, Precinct 15",U.S. Senate,,John James,REP,10,,
Genesee,"City of Flint, Precinct 16",U.S. Senate,,John James,REP,9,,
Genesee,"City of Flint, Precinct 17",U.S. Senate,,John James,REP,11,,
Genesee,"City of Flint, Precinct 18",U.S. Senate,,John James,REP,6,,
Genesee,"City of Flint, Precinct 19",U.S. Senate,,John James,REP,92,,
Genesee,"City of Flint, Precinct 20",U.S. Senate,,John James,REP,122,,
Genesee,"City of Flint, Precinct 21",U.S. Senate,,John James,REP,41,,
Genesee,"City of Flint, Precinct 22",U.S. Senate,,John James,REP,334,,
Genesee,"City of Flint, Precinct 23",U.S. Senate,,John James,REP,110,,
Genesee,"City of Flint, Precinct 24",U.S. Senate,,John James,REP,132,,
Genesee,"City of Flint, Precinct 25",U.S. Senate,,John James,REP,293,,
Genesee,"City of Flint, Precinct 26",U.S. Senate,,John James,REP,138,,
Genesee,"City of Flint, Precinct 27",U.S. Senate,,John James,REP,15,,
Genesee,"City of Flint, Precinct 28",U.S. Senate,,John James,REP,39,,
Genesee,"City of Flint, Precinct 29",U.S. Senate,,John James,REP,38,,
Genesee,"City of Flint, Precinct 30",U.S. Senate,,John James,REP,25,,
Genesee,"City of Flint, Precinct 31",U.S. Senate,,John James,REP,51,,
Genesee,"City of Flint, Precinct 32",U.S. Senate,,John James,REP,46,,
Genesee,"City of Flint, Precinct 33",U.S. Senate,,John James,REP,26,,
Genesee,"City of Flint, Precinct 34",U.S. Senate,,John James,REP,26,,
Genesee,"City of Flint, Precinct 35",U.S. Senate,,John James,REP,22,,
Genesee,"City of Flint, Precinct 36",U.S. Senate,,John James,REP,8,,
Genesee,"City of Flint, Precinct 37",U.S. Senate,,John James,REP,9,,
Genesee,"City of Flint, Precinct 38",U.S. Senate,,John James,REP,40,,
Genesee,"City of Flint, Precinct 39",U.S. Senate,,John James,REP,23,,
Genesee,"City of Flint, Precinct 40",U.S. Senate,,John James,REP,50,,
Genesee,"City of Flint, Precinct 41",U.S. Senate,,John James,REP,37,,
Genesee,"City of Flint, Precinct 42",U.S. Senate,,John James,REP,144,,
Genesee,"City of Flint, Precinct 43",U.S. Senate,,John James,REP,56,,
Genesee,"City of Flint, Precinct 44",U.S. Senate,,John James,REP,112,,
Genesee,"City of Flint, Precinct 45",U.S. Senate,,John James,REP,113,,
Genesee,"City of Flint, Precinct 46",U.S. Senate,,John James,REP,227,,
Genesee,"City of Flint, Precinct 47",U.S. Senate,,John James,REP,85,,
Genesee,"City of Flint, Precinct 48",U.S. Senate,,John James,REP,167,,
Genesee,"City of Flint, Precinct 49",U.S. Senate,,John James,REP,48,,
Genesee,"City of Flint, Precinct 50",U.S. Senate,,John James,REP,41,,
Genesee,"City of Flint, Precinct 51",U.S. Senate,,John James,REP,334,,
Genesee,"City of Flint, Precinct 52",U.S. Senate,,John James,REP,250,,
Genesee,"City of Flint, Precinct 53",U.S. Senate,,John James,REP,208,,
Genesee,"City of Flint, Precinct 54",U.S. Senate,,John James,REP,87,,
Genesee,"City of Flint, Precinct 55",U.S. Senate,,John James,REP,235,,
Genesee,"City of Flint, Precinct 56",U.S. Senate,,John James,REP,169,,
Genesee,"City of Flint, Precinct 57",U.S. Senate,,John James,REP,308,,
Genesee,"City of Flint, Precinct 58",U.S. Senate,,John James,REP,250,,
Genesee,"City of Flint, Precinct 59",U.S. Senate,,John James,REP,124,,
