county,precinct,office,district,candidate,party,absentee_mail,early_voting,election_day,votes
Ottawa,580009,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,24,26,170,220
Ottawa,580009,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,10,21,88,119
Ottawa,580009,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,22,17,80,119
Ottawa,580009,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,15,34,208,257
Ottawa,580009,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,19,19,101,139
Ottawa,580009,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,18,32,183,233
Ottawa,580011,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,26,89,306,421
Ottawa,580011,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,1,1,11,13
Ottawa,580011,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,28,57,98,183
Ottawa,580011,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,2,2
Ottawa,580011,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,1,1
Ottawa,580011,President,,BROCK PIERCE | KARLA BALLARD,IND,1,0,0,1
Ottawa,580011,Corporation Commissioner,,TODD HIETT,REP,26,97,298,421
Ottawa,580011,Corporation Commissioner,,TODD HAGOPIAN,LIB,23,35,90,148
Ottawa,580011,U.S. Senate,,JIM INHOFE,REP,16,86,246,348
Ottawa,580011,U.S. Senate,,ROBERT MURPHY,LIB,1,2,23,26
Ottawa,580011,U.S. Senate,,ABBY BROYLES,DEM,34,58,127,219
Ottawa,580011,U.S. Senate,,JOAN FARR,IND,2,2,12,16
Ottawa,580011,U.S. Senate,,A. D. NESBIT,IND,2,0,6,8
Ottawa,580011,U.S. House,2,MARKWAYNE MULLIN,REP,18,93,283,394
Ottawa,580011,U.S. House,2,RICHIE CASTALDO,LIB,2,2,25,29
Ottawa,580011,U.S. House,2,DANYELL LANIER,DEM,36,53,104,193
Ottawa,580011,FOR COUNTY SHERIFF,,JEREMY FLOYD,REP,12,58,148,218
Ottawa,580011,FOR COUNTY SHERIFF,,DAVID DEAN,DEM,44,90,269,403
Ottawa,580011,FOR COUNTY COMMISSIONER DISTRICT NO. 2,,STEVEN CHASTEEN,REP,21,83,259,363
Ottawa,580011,FOR COUNTY COMMISSIONER DISTRICT NO. 2,,CHAD MASTERSON,DEM,35,64,156,255
Ottawa,580011,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,34,87,264,385
Ottawa,580011,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,16,44,106,166
Ottawa,580011,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,34,83,252,369
Ottawa,580011,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,16,47,118,181
Ottawa,580011,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,30,85,257,372
Ottawa,580011,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,18,44,108,170
Ottawa,580011,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,34,84,246,364
Ottawa,580011,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,16,46,116,178
Ottawa,580011,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,30,88,240,358
Ottawa,580011,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,18,42,122,182
Ottawa,580011,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,34,81,242,357
Ottawa,580011,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,14,48,120,182
Ottawa,580011,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,37,86,237,360
Ottawa,580011,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,13,43,122,178
Ottawa,580011,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,29,76,243,348
Ottawa,580011,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,21,53,117,191
Ottawa,580011,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,35,35,117,187
Ottawa,580011,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,21,112,296,429
Ottawa,580011,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,36,57,147,240
Ottawa,580011,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,20,85,259,364
Ottawa,580012,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,17,54,262,333
Ottawa,580012,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,1,0,7,8
Ottawa,580012,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,24,21,67,112
Ottawa,580012,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,1,4,5
Ottawa,580012,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,1,1
Ottawa,580012,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,2,2
Ottawa,580012,Corporation Commissioner,,TODD HIETT,REP,22,51,258,331
Ottawa,580012,Corporation Commissioner,,TODD HAGOPIAN,LIB,17,16,66,99
Ottawa,580012,U.S. Senate,,JIM INHOFE,REP,13,43,212,268
Ottawa,580012,U.S. Senate,,ROBERT MURPHY,LIB,0,1,7,8
Ottawa,580012,U.S. Senate,,ABBY BROYLES,DEM,27,27,100,154
Ottawa,580012,U.S. Senate,,JOAN FARR,IND,1,0,14,15
Ottawa,580012,U.S. Senate,,A. D. NESBIT,IND,0,2,7,9
Ottawa,580012,U.S. House,2,MARKWAYNE MULLIN,REP,17,47,241,305
Ottawa,580012,U.S. House,2,RICHIE CASTALDO,LIB,0,2,21,23
Ottawa,580012,U.S. House,2,DANYELL LANIER,DEM,25,24,78,127
Ottawa,580012,FOR COUNTY SHERIFF,,JEREMY FLOYD,REP,9,28,122,159
Ottawa,580012,FOR COUNTY SHERIFF,,DAVID DEAN,DEM,33,46,220,299
Ottawa,580012,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,31,38,230,299
Ottawa,580012,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,8,25,93,126
Ottawa,580012,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,28,32,215,275
Ottawa,580012,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,11,28,110,149
Ottawa,580012,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,30,37,221,288
Ottawa,580012,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,9,24,102,135
Ottawa,580012,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,31,41,221,293
Ottawa,580012,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,8,21,102,131
Ottawa,580012,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,30,37,208,275
Ottawa,580012,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,9,25,113,147
Ottawa,580012,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,30,37,213,280
Ottawa,580012,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,9,25,104,138
Ottawa,580012,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,25,35,218,278
Ottawa,580012,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,12,27,102,141
Ottawa,580012,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,27,37,202,266
Ottawa,580012,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,11,25,118,154
Ottawa,580012,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,17,25,98,140
Ottawa,580012,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,22,50,240,312
Ottawa,580012,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,20,21,135,176
Ottawa,580012,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,20,48,202,270
Ottawa,580014,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,29,97,578,704
Ottawa,580014,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,1,1,8,10
Ottawa,580014,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,47,25,129,201
Ottawa,580014,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,1,0,3,4
Ottawa,580014,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,0,0
Ottawa,580014,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,0,0
Ottawa,580014,Corporation Commissioner,,TODD HIETT,REP,34,97,559,690
Ottawa,580014,Corporation Commissioner,,TODD HAGOPIAN,LIB,29,20,123,172
Ottawa,580014,U.S. Senate,,JIM INHOFE,REP,25,83,472,580
Ottawa,580014,U.S. Senate,,ROBERT MURPHY,LIB,1,0,24,25
Ottawa,580014,U.S. Senate,,ABBY BROYLES,DEM,49,36,177,262
Ottawa,580014,U.S. Senate,,JOAN FARR,IND,0,3,19,22
Ottawa,580014,U.S. Senate,,A. D. NESBIT,IND,1,0,17,18
Ottawa,580014,U.S. House,2,MARKWAYNE MULLIN,REP,28,88,531,647
Ottawa,580014,U.S. House,2,RICHIE CASTALDO,LIB,1,4,32,37
Ottawa,580014,U.S. House,2,DANYELL LANIER,DEM,47,31,144,222
Ottawa,580014,FOR COUNTY SHERIFF,,JEREMY FLOYD,REP,20,40,237,297
Ottawa,580014,FOR COUNTY SHERIFF,,DAVID DEAN,DEM,56,84,480,620
Ottawa,580014,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,39,82,426,547
Ottawa,580014,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,28,36,209,273
Ottawa,580014,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,48,75,431,554
Ottawa,580014,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,21,42,208,271
Ottawa,580014,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,42,78,413,533
Ottawa,580014,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,26,39,218,283
Ottawa,580014,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,39,80,411,530
Ottawa,580014,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,29,38,226,293
Ottawa,580014,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,41,78,397,516
Ottawa,580014,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,27,39,235,301
Ottawa,580014,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,47,83,397,527
Ottawa,580014,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,22,34,236,292
Ottawa,580014,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,53,78,387,518
Ottawa,580014,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,16,39,243,298
Ottawa,580014,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,45,81,391,517
Ottawa,580014,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,23,36,242,301
Ottawa,580014,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,38,26,168,232
Ottawa,580014,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,36,98,517,651
Ottawa,580014,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,37,35,225,297
Ottawa,580014,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,34,87,448,569
Ottawa,580014,FOR MAYOR (UNEXPIRED TERM) CITY OF COMMERCE,,DANNY CRAFTON JR.,,1,3,30,34
Ottawa,580014,FOR MAYOR (UNEXPIRED TERM) CITY OF COMMERCE,,KENNETH L. LEGGETT JR,,6,29,136,171
Ottawa,580014,FOR MAYOR (UNEXPIRED TERM) CITY OF COMMERCE,,ELIJAH REDDEN,,24,27,172,223
Ottawa,580014,FOR MAYOR (UNEXPIRED TERM) CITY OF COMMERCE,,JACKIE SMITH,,14,18,182,214
Ottawa,580023,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,41,92,630,763
Ottawa,580023,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,1,0,11,12
Ottawa,580023,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,26,28,168,222
Ottawa,580023,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,0,0
Ottawa,580023,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,3,3
Ottawa,580023,President,,BROCK PIERCE | KARLA BALLARD,IND,1,1,3,5
Ottawa,580023,Corporation Commissioner,,TODD HIETT,REP,48,88,598,734
Ottawa,580023,Corporation Commissioner,,TODD HAGOPIAN,LIB,12,22,149,183
Ottawa,580023,U.S. Senate,,JIM INHOFE,REP,39,87,548,674
Ottawa,580023,U.S. Senate,,ROBERT MURPHY,LIB,1,1,25,27
Ottawa,580023,U.S. Senate,,ABBY BROYLES,DEM,29,30,197,256
Ottawa,580023,U.S. Senate,,JOAN FARR,IND,1,3,25,29
Ottawa,580023,U.S. Senate,,A. D. NESBIT,IND,0,0,12,12
Ottawa,580023,U.S. House,2,MARKWAYNE MULLIN,REP,42,86,589,717
Ottawa,580023,U.S. House,2,RICHIE CASTALDO,LIB,3,4,33,40
Ottawa,580023,U.S. House,2,DANYELL LANIER,DEM,25,30,181,236
Ottawa,580023,FOR COUNTY SHERIFF,,JEREMY FLOYD,REP,32,68,338,438
Ottawa,580023,FOR COUNTY SHERIFF,,DAVID DEAN,DEM,38,53,473,564
Ottawa,580023,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,46,74,474,594
Ottawa,580023,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,14,27,235,276
Ottawa,580023,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,45,70,457,572
Ottawa,580023,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,15,32,256,303
Ottawa,580023,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,45,73,469,587
Ottawa,580023,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,14,30,240,284
Ottawa,580023,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,46,69,477,592
Ottawa,580023,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,14,32,233,279
Ottawa,580023,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,44,66,466,576
Ottawa,580023,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,16,33,240,289
Ottawa,580023,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,44,59,457,560
Ottawa,580023,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,16,40,249,305
Ottawa,580023,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,42,64,469,575
Ottawa,580023,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,18,36,232,286
Ottawa,580023,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,45,61,450,556
Ottawa,580023,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,15,38,257,310
Ottawa,580023,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,32,26,181,239
Ottawa,580023,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,29,92,590,711
Ottawa,580023,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,27,45,281,353
Ottawa,580023,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,36,69,481,586
Ottawa,580025,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,20,36,462,518
Ottawa,580025,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,2,1,5,8
Ottawa,580025,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,22,18,80,120
Ottawa,580025,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,0,0
Ottawa,580025,President,,KANYE WEST | MICHELLE TIDBALL,IND,1,0,1,2
Ottawa,580025,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,1,1
Ottawa,580025,Corporation Commissioner,,TODD HIETT,REP,27,33,456,516
Ottawa,580025,Corporation Commissioner,,TODD HAGOPIAN,LIB,14,16,65,95
Ottawa,580025,U.S. Senate,,JIM INHOFE,REP,19,34,423,476
Ottawa,580025,U.S. Senate,,ROBERT MURPHY,LIB,1,1,15,17
Ottawa,580025,U.S. Senate,,ABBY BROYLES,DEM,24,18,96,138
Ottawa,580025,U.S. Senate,,JOAN FARR,IND,0,1,8,9
Ottawa,580025,U.S. Senate,,A. D. NESBIT,IND,1,1,4,6
Ottawa,580025,U.S. House,2,MARKWAYNE MULLIN,REP,23,33,441,497
Ottawa,580025,U.S. House,2,RICHIE CASTALDO,LIB,1,2,19,22
Ottawa,580025,U.S. House,2,DANYELL LANIER,DEM,20,20,84,124
Ottawa,580025,FOR COUNTY SHERIFF,,JEREMY FLOYD,REP,14,28,269,311
Ottawa,580025,FOR COUNTY SHERIFF,,DAVID DEAN,DEM,29,26,277,332
Ottawa,580025,FOR COUNTY COMMISSIONER DISTRICT NO. 2,,STEVEN CHASTEEN,REP,17,27,349,393
Ottawa,580025,FOR COUNTY COMMISSIONER DISTRICT NO. 2,,CHAD MASTERSON,DEM,28,28,200,256
Ottawa,580025,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,19,32,356,407
Ottawa,580025,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,21,15,129,165
Ottawa,580025,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,23,28,335,386
Ottawa,580025,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,18,19,150,187
Ottawa,580025,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,20,27,350,397
Ottawa,580025,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,21,21,137,179
Ottawa,580025,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,21,32,346,399
Ottawa,580025,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,20,14,138,172
Ottawa,580025,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,21,30,344,395
Ottawa,580025,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,20,16,139,175
Ottawa,580025,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,20,29,318,367
Ottawa,580025,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,21,17,167,205
Ottawa,580025,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,22,29,328,379
Ottawa,580025,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,19,17,154,190
Ottawa,580025,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,22,27,327,376
Ottawa,580025,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,19,20,157,196
Ottawa,580025,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,21,14,149,184
Ottawa,580025,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,24,41,391,456
Ottawa,580025,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,19,26,195,240
Ottawa,580025,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,26,29,334,389
Ottawa,580026,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,49,79,593,721
Ottawa,580026,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,0,0,7,7
Ottawa,580026,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,23,29,114,166
Ottawa,580026,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,2,2
Ottawa,580026,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,1,1
Ottawa,580026,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,0,0
Ottawa,580026,Corporation Commissioner,,TODD HIETT,REP,50,79,580,709
Ottawa,580026,Corporation Commissioner,,TODD HAGOPIAN,LIB,12,17,104,133
Ottawa,580026,U.S. Senate,,JIM INHOFE,REP,48,73,543,664
Ottawa,580026,U.S. Senate,,ROBERT MURPHY,LIB,1,0,23,24
Ottawa,580026,U.S. Senate,,ABBY BROYLES,DEM,22,32,124,178
Ottawa,580026,U.S. Senate,,JOAN FARR,IND,1,3,12,16
Ottawa,580026,U.S. Senate,,A. D. NESBIT,IND,0,0,7,7
Ottawa,580026,U.S. House,2,MARKWAYNE MULLIN,REP,45,79,572,696
Ottawa,580026,U.S. House,2,RICHIE CASTALDO,LIB,3,3,26,32
Ottawa,580026,U.S. House,2,DANYELL LANIER,DEM,24,26,111,161
Ottawa,580026,FOR COUNTY SHERIFF,,JEREMY FLOYD,REP,44,58,433,535
Ottawa,580026,FOR COUNTY SHERIFF,,DAVID DEAN,DEM,28,50,278,356
Ottawa,580026,FOR COUNTY COMMISSIONER DISTRICT NO. 2,,STEVEN CHASTEEN,REP,36,73,481,590
Ottawa,580026,FOR COUNTY COMMISSIONER DISTRICT NO. 2,,CHAD MASTERSON,DEM,36,34,230,300
Ottawa,580026,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,55,65,457,577
Ottawa,580026,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,10,30,167,207
Ottawa,580026,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,55,61,443,559
Ottawa,580026,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,10,35,181,226
Ottawa,580026,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,51,63,438,552
Ottawa,580026,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,13,31,175,219
Ottawa,580026,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,51,64,436,551
Ottawa,580026,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,12,31,174,217
Ottawa,580026,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,49,61,438,548
Ottawa,580026,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,15,34,170,219
Ottawa,580026,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,50,62,411,523
Ottawa,580026,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,16,33,197,246
Ottawa,580026,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,50,61,424,535
Ottawa,580026,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,15,34,186,235
Ottawa,580026,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,48,55,424,527
Ottawa,580026,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,16,38,185,239
Ottawa,580026,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,28,29,200,257
Ottawa,580026,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,43,76,501,620
Ottawa,580026,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,21,30,274,325
Ottawa,580026,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,49,74,418,541
Ottawa,580028,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,57,98,851,1006
Ottawa,580028,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,1,0,6,7
Ottawa,580028,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,57,41,156,254
Ottawa,580028,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,4,4
Ottawa,580028,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,5,5
Ottawa,580028,President,,BROCK PIERCE | KARLA BALLARD,IND,1,0,3,4
Ottawa,580028,Corporation Commissioner,,TODD HIETT,REP,73,96,854,1023
Ottawa,580028,Corporation Commissioner,,TODD HAGOPIAN,LIB,36,32,130,198
Ottawa,580028,U.S. Senate,,JIM INHOFE,REP,51,88,761,900
Ottawa,580028,U.S. Senate,,ROBERT MURPHY,LIB,0,1,23,24
Ottawa,580028,U.S. Senate,,ABBY BROYLES,DEM,59,48,185,292
Ottawa,580028,U.S. Senate,,JOAN FARR,IND,3,0,30,33
Ottawa,580028,U.S. Senate,,A. D. NESBIT,IND,2,2,14,18
Ottawa,580028,U.S. House,2,MARKWAYNE MULLIN,REP,58,94,807,959
Ottawa,580028,U.S. House,2,RICHIE CASTALDO,LIB,0,1,39,40
Ottawa,580028,U.S. House,2,DANYELL LANIER,DEM,57,43,169,269
Ottawa,580028,FOR COUNTY SHERIFF,,JEREMY FLOYD,REP,43,54,529,626
