county,precinct,office,district,candidate,party,absentee_mail,early_voting,election_day,votes
Caddo,80051,Corporation Commissioner,,TODD HIETT,REP,47,116,462,625
Caddo,80051,Corporation Commissioner,,TODD HAGOPIAN,LIB,22,67,244,333
Caddo,80051,U.S. Senate,,JIM INHOFE,REP,34,100,400,534
Caddo,80051,U.S. Senate,,ROBERT MURPHY,LIB,0,4,18,22
Caddo,80051,U.S. Senate,,ABBY BROYLES,DEM,48,88,316,452
Caddo,80051,U.S. Senate,,JOAN FARR,IND,1,1,17,19
Caddo,80051,U.S. Senate,,A. D. NESBIT,IND,0,3,4,7
Caddo,80051,U.S. House,3,FRANK D. LUCAS,REP,42,112,442,596
Caddo,80051,U.S. House,3,ZOE MIDYETT,DEM,41,84,311,436
Caddo,80051,State House,56,DICK LOWE,REP,33,90,373,496
Caddo,80051,State House,56,CRAIG PARHAM,DEM,50,107,380,537
Caddo,80051,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,45,130,471,646
Caddo,80051,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,31,59,231,321
Caddo,80051,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,48,130,462,640
Caddo,80051,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,29,60,240,329
Caddo,80051,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,43,132,475,650
Caddo,80051,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,32,60,226,318
Caddo,80051,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,45,127,467,639
Caddo,80051,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,31,64,231,326
Caddo,80051,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,49,121,461,631
Caddo,80051,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,28,71,236,335
Caddo,80051,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,44,144,469,657
Caddo,80051,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,32,47,229,308
Caddo,80051,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,49,143,473,665
Caddo,80051,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,27,48,222,297
Caddo,80051,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,41,133,448,622
Caddo,80051,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,35,59,249,343
Caddo,80051,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,29,97,344,470
Caddo,80051,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,52,99,394,545
Caddo,80051,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,34,85,327,446
Caddo,80051,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,47,109,408,564
Caddo,80102,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,38,30,588,656
Caddo,80102,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,1,0,6,7
Caddo,80102,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,27,8,185,220
Caddo,80102,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,0,0
Caddo,80102,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,7,7
Caddo,80102,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,2,2
Caddo,80102,Corporation Commissioner,,TODD HIETT,REP,45,31,590,666
Caddo,80102,Corporation Commissioner,,TODD HAGOPIAN,LIB,9,6,160,175
Caddo,80102,U.S. Senate,,JIM INHOFE,REP,38,30,561,629
Caddo,80102,U.S. Senate,,ROBERT MURPHY,LIB,0,0,10,10
Caddo,80102,U.S. Senate,,ABBY BROYLES,DEM,28,7,194,229
Caddo,80102,U.S. Senate,,JOAN FARR,IND,0,1,15,16
Caddo,80102,U.S. Senate,,A. D. NESBIT,IND,0,0,5,5
Caddo,80102,U.S. House,3,FRANK D. LUCAS,REP,42,31,608,681
Caddo,80102,U.S. House,3,ZOE MIDYETT,DEM,23,7,173,203
Caddo,80102,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,38,22,472,532
Caddo,80102,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,24,15,217,256
Caddo,80102,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,41,22,465,528
Caddo,80102,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,22,16,227,265
Caddo,80102,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,39,23,473,535
Caddo,80102,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,23,13,215,251
Caddo,80102,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,38,22,457,517
Caddo,80102,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,24,15,236,275
Caddo,80102,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,39,25,455,519
Caddo,80102,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,23,12,229,264
Caddo,80102,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,42,25,425,492
Caddo,80102,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,20,12,255,287
Caddo,80102,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,43,25,448,516
Caddo,80102,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,19,12,226,257
Caddo,80102,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,40,23,431,494
Caddo,80102,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,22,14,247,283
Caddo,80102,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,27,11,251,289
Caddo,80102,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,36,27,509,572
Caddo,80102,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,16,18,311,345
Caddo,80102,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,46,20,439,505
Caddo,80509,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,11,21,319,351
Caddo,80509,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,0,0,4,4
Caddo,80509,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,17,1,54,72
Caddo,80509,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,1,1
Caddo,80509,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,1,1
Caddo,80509,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,0,0
Caddo,80509,Corporation Commissioner,,TODD HIETT,REP,17,21,315,353
Caddo,80509,Corporation Commissioner,,TODD HAGOPIAN,LIB,8,1,47,56
Caddo,80509,U.S. Senate,,JIM INHOFE,REP,14,19,299,332
Caddo,80509,U.S. Senate,,ROBERT MURPHY,LIB,0,0,13,13
Caddo,80509,U.S. Senate,,ABBY BROYLES,DEM,14,1,57,72
Caddo,80509,U.S. Senate,,JOAN FARR,IND,0,1,6,7
Caddo,80509,U.S. Senate,,A. D. NESBIT,IND,0,0,3,3
Caddo,80509,U.S. House,3,FRANK D. LUCAS,REP,15,20,314,349
Caddo,80509,U.S. House,3,ZOE MIDYETT,DEM,13,2,59,74
Caddo,80509,State House,65,TONI HASENBECK,REP,14,19,311,344
Caddo,80509,State House,65,JENNIFER KERSTETTER,DEM,14,3,63,80
Caddo,80509,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,13,14,241,268
Caddo,80509,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,14,4,93,111
Caddo,80509,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,21,13,224,258
Caddo,80509,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,5,6,113,124
Caddo,80509,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,15,13,230,258
Caddo,80509,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,12,5,102,119
Caddo,80509,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,15,13,236,264
Caddo,80509,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,12,5,97,114
Caddo,80509,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,14,10,224,248
Caddo,80509,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,13,7,107,127
Caddo,80509,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,23,10,211,244
Caddo,80509,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,4,7,118,129
Caddo,80509,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,22,10,205,237
Caddo,80509,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,5,6,124,135
Caddo,80509,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,22,11,206,239
Caddo,80509,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,5,6,124,135
Caddo,80509,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,21,4,102,127
Caddo,80509,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,6,16,260,282
Caddo,80509,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,5,12,131,148
Caddo,80509,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,22,8,232,262
Caddo,80510,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,16,42,535,593
Caddo,80510,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,0,2,4,6
Caddo,80510,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,12,9,80,101
Caddo,80510,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,1,0,0,1
Caddo,80510,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,2,2
Caddo,80510,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,0,0
Caddo,80510,Corporation Commissioner,,TODD HIETT,REP,20,43,547,610
Caddo,80510,Corporation Commissioner,,TODD HAGOPIAN,LIB,5,8,65,78
Caddo,80510,U.S. Senate,,JIM INHOFE,REP,14,37,513,564
Caddo,80510,U.S. Senate,,ROBERT MURPHY,LIB,0,2,6,8
Caddo,80510,U.S. Senate,,ABBY BROYLES,DEM,14,12,89,115
Caddo,80510,U.S. Senate,,JOAN FARR,IND,0,0,12,12
Caddo,80510,U.S. Senate,,A. D. NESBIT,IND,1,1,5,7
Caddo,80510,U.S. House,3,FRANK D. LUCAS,REP,17,43,550,610
Caddo,80510,U.S. House,3,ZOE MIDYETT,DEM,12,9,74,95
Caddo,80510,State House,65,TONI HASENBECK,REP,16,42,524,582
Caddo,80510,State House,65,JENNIFER KERSTETTER,DEM,13,9,96,118
Caddo,80510,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,18,31,385,434
Caddo,80510,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,10,16,165,191
Caddo,80510,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,21,30,365,416
Caddo,80510,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,7,18,193,218
Caddo,80510,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,21,28,380,429
Caddo,80510,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,7,20,167,194
Caddo,80510,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,21,32,375,428
Caddo,80510,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,7,16,177,200
Caddo,80510,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,21,30,362,413
Caddo,80510,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,7,18,187,212
Caddo,80510,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,20,30,335,385
Caddo,80510,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,7,18,215,240
Caddo,80510,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,21,32,342,395
Caddo,80510,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,6,16,205,227
Caddo,80510,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,19,32,341,392
Caddo,80510,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,8,16,207,231
Caddo,80510,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,14,11,157,182
Caddo,80510,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,15,41,438,494
Caddo,80510,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,12,28,206,246
Caddo,80510,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,17,24,383,424
Caddo,80510,PROPOSITION TOWN OF CYRIL,,FOR THE PROPOSITION - YES,,4,11,161,176
Caddo,80510,PROPOSITION TOWN OF CYRIL,,AGAINST THE PROPOSITION - NO,,8,6,156,170
Caddo,80511,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,18,23,610,651
Caddo,80511,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,0,0,11,11
Caddo,80511,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,41,18,218,277
Caddo,80511,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,0,0
Caddo,80511,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,4,4
Caddo,80511,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,1,1
Caddo,80511,Corporation Commissioner,,TODD HIETT,REP,19,21,622,662
Caddo,80511,Corporation Commissioner,,TODD HAGOPIAN,LIB,23,13,182,218
Caddo,80511,U.S. Senate,,JIM INHOFE,REP,20,20,579,619
Caddo,80511,U.S. Senate,,ROBERT MURPHY,LIB,1,0,20,21
Caddo,80511,U.S. Senate,,ABBY BROYLES,DEM,38,21,218,277
Caddo,80511,U.S. Senate,,JOAN FARR,IND,0,0,18,18
Caddo,80511,U.S. Senate,,A. D. NESBIT,IND,0,0,7,7
Caddo,80511,U.S. House,3,FRANK D. LUCAS,REP,21,23,629,673
Caddo,80511,U.S. House,3,ZOE MIDYETT,DEM,37,18,207,262
Caddo,80511,State House,65,TONI HASENBECK,REP,22,25,608,655
Caddo,80511,State House,65,JENNIFER KERSTETTER,DEM,36,16,229,281
Caddo,80511,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,32,22,542,596
Caddo,80511,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,16,15,222,253
Caddo,80511,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,40,22,537,599
Caddo,80511,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,9,15,227,251
Caddo,80511,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,36,24,538,598
Caddo,80511,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,13,13,227,253
Caddo,80511,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,37,22,547,606
Caddo,80511,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,11,16,215,242
Caddo,80511,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,36,22,520,578
Caddo,80511,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,10,16,238,264
Caddo,80511,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,42,23,519,584
Caddo,80511,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,6,15,240,261
Caddo,80511,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,42,23,533,598
Caddo,80511,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,6,15,229,250
Caddo,80511,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,36,24,522,582
Caddo,80511,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,12,14,238,264
Caddo,80511,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,38,18,276,332
Caddo,80511,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,17,23,537,577
Caddo,80511,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,34,21,335,390
Caddo,80511,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,22,19,473,514
Caddo,80712,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,12,19,353,384
Caddo,80712,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,0,1,8,9
Caddo,80712,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,15,7,108,130
Caddo,80712,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,0,0
Caddo,80712,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,2,2
Caddo,80712,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,0,0
Caddo,80712,Corporation Commissioner,,TODD HIETT,REP,14,19,371,404
Caddo,80712,Corporation Commissioner,,TODD HAGOPIAN,LIB,9,6,67,82
Caddo,80712,U.S. Senate,,JIM INHOFE,REP,13,19,333,365
Caddo,80712,U.S. Senate,,ROBERT MURPHY,LIB,0,0,7,7
Caddo,80712,U.S. Senate,,ABBY BROYLES,DEM,13,8,119,140
Caddo,80712,U.S. Senate,,JOAN FARR,IND,0,0,4,4
Caddo,80712,U.S. Senate,,A. D. NESBIT,IND,0,0,4,4
Caddo,80712,U.S. House,3,FRANK D. LUCAS,REP,14,19,375,408
Caddo,80712,U.S. House,3,ZOE MIDYETT,DEM,13,7,94,114
Caddo,80712,State House,56,DICK LOWE,REP,11,17,321,349
Caddo,80712,State House,56,CRAIG PARHAM,DEM,16,9,149,174
Caddo,80712,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,22,18,311,351
Caddo,80712,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,4,8,117,129
Caddo,80712,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,23,18,298,339
Caddo,80712,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,3,8,128,139
Caddo,80712,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,21,18,312,351
Caddo,80712,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,5,8,114,127
Caddo,80712,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,22,16,300,338
Caddo,80712,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,4,10,130,144
Caddo,80712,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,20,18,303,341
Caddo,80712,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,6,8,125,139
Caddo,80712,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,24,18,290,332
Caddo,80712,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,2,8,135,145
Caddo,80712,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,23,17,284,324
Caddo,80712,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,3,9,140,152
Caddo,80712,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,23,19,284,326
Caddo,80712,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,3,7,139,149
Caddo,80712,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,15,13,126,154
Caddo,80712,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,11,11,330,352
Caddo,80712,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,13,13,166,192
Caddo,80712,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,13,11,284,308
Caddo,80715,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,7,4,78,89
Caddo,80715,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,0,0,0,0
Caddo,80715,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,3,2,27,32
Caddo,80715,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,0,0
Caddo,80715,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,0,0
Caddo,80715,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,0,0
Caddo,80715,Corporation Commissioner,,TODD HIETT,REP,9,5,80,94
Caddo,80715,Corporation Commissioner,,TODD HAGOPIAN,LIB,1,0,19,20
Caddo,80715,U.S. Senate,,JIM INHOFE,REP,7,4,72,83
Caddo,80715,U.S. Senate,,ROBERT MURPHY,LIB,0,0,2,2
Caddo,80715,U.S. Senate,,ABBY BROYLES,DEM,3,2,26,31
Caddo,80715,U.S. Senate,,JOAN FARR,IND,0,0,4,4
Caddo,80715,U.S. Senate,,A. D. NESBIT,IND,0,0,1,1
Caddo,80715,U.S. House,3,FRANK D. LUCAS,REP,6,4,75,85
Caddo,80715,U.S. House,3,ZOE MIDYETT,DEM,4,2,29,35
Caddo,80715,State House,56,DICK LOWE,REP,7,4,72,83
Caddo,80715,State House,56,CRAIG PARHAM,DEM,3,2,33,38
Caddo,80715,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,YES,,7,4,67,78
Caddo,80715,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,NO,,1,1,33,35
Caddo,80715,SUPREME COURT DISTRICT 6 - TOM COLBERT,,YES,,7,5,66,78
Caddo,80715,SUPREME COURT DISTRICT 6 - TOM COLBERT,,NO,,1,0,34,35
Caddo,80715,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,YES,,7,4,72,83
Caddo,80715,SUPREME COURT DISTRICT 9 - RICHARD B. DARBY,,NO,,1,1,28,30
Caddo,80715,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,YES,,7,3,69,79
Caddo,80715,COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON,,NO,,1,2,32,35
Caddo,80715,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,YES,,7,4,70,81
Caddo,80715,COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN,,NO,,1,1,31,33
Caddo,80715,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,YES,,7,2,66,75
Caddo,80715,COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN,,NO,,1,3,35,39
Caddo,80715,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,YES,,7,2,62,71
Caddo,80715,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES,,NO,,1,3,39,43
Caddo,80715,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,YES,,7,3,64,74
Caddo,80715,COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP,,NO,,1,2,37,40
Caddo,80715,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,FOR THE PROPOSAL - YES,,3,1,32,36
Caddo,80715,STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421,,AGAINST THE PROPOSAL - NO,,7,4,70,81
Caddo,80715,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,FOR THE PROPOSAL - YES,,2,2,37,41
Caddo,80715,STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375,,AGAINST THE PROPOSAL - NO,,8,3,64,75
Caddo,80810,President,,DONALD J. TRUMP | MICHAEL R. PENCE,REP,16,11,164,191
Caddo,80810,President,,JO JORGENSEN | JEREMY SPIKE COHEN,LIB,0,0,1,1
Caddo,80810,President,,JOSEPH R. BIDEN | KAMALA D. HARRIS,DEM,6,2,36,44
Caddo,80810,President,,JADE SIMMONS | CLAUDELIAH J. ROZE,IND,0,0,1,1
Caddo,80810,President,,KANYE WEST | MICHELLE TIDBALL,IND,0,0,1,1
Caddo,80810,President,,BROCK PIERCE | KARLA BALLARD,IND,0,0,1,1
Caddo,80810,Corporation Commissioner,,TODD HIETT,REP,15,12,166,193
Caddo,80810,Corporation Commissioner,,TODD HAGOPIAN,LIB,5,0,26,31
Caddo,80810,U.S. Senate,,JIM INHOFE,REP,16,12,163,191
Caddo,80810,U.S. Senate,,ROBERT MURPHY,LIB,0,0,4,4
Caddo,80810,U.S. Senate,,ABBY BROYLES,DEM,6,1,32,39
Caddo,80810,U.S. Senate,,JOAN FARR,IND,0,0,2,2
Caddo,80810,U.S. Senate,,A. D. NESBIT,IND,0,0,0,0
Caddo,80810,U.S. House,3,FRANK D. LUCAS,REP,16,12,170,198
Caddo,80810,U.S. House,3,ZOE MIDYETT,DEM,6,1,31,38
Caddo,80810,State House,56,DICK LOWE,REP,13,12,160,185
Caddo,80810,State House,56,CRAIG PARHAM,DEM,9,1,40,50
