county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
Elbert,Elberton,U.S. Senate,,Republican,Herschel Walker,297,685,44,0
Elbert,Longstreet,U.S. Senate,,Republican,Herschel Walker,166,151,11,1
Elbert,Eliam,U.S. Senate,,Republican,Herschel Walker,206,181,19,1
Elbert,Petersburg,U.S. Senate,,Republican,Herschel Walker,152,71,3,0
Elbert,Wyche,U.S. Senate,,Republican,Herschel Walker,211,306,22,1
Elbert,Moss-Ruckersville,U.S. Senate,,Republican,Herschel Walker,96,103,9,0
Elbert,Pike,U.S. Senate,,Republican,Herschel Walker,309,280,14,2
Elbert,Gaines,U.S. Senate,,Republican,Herschel Walker,234,93,7,0
Elbert,Goshen,U.S. Senate,,Republican,Herschel Walker,505,286,12,1
Elbert,Webbsboro,U.S. Senate,,Republican,Herschel Walker,102,87,2,0
Elbert,Centerville,U.S. Senate,,Republican,Herschel Walker,255,197,13,0
Elbert,Elberton,U.S. Senate,,Democrat,Raphael Warnock,277,517,99,0
Elbert,Longstreet,U.S. Senate,,Democrat,Raphael Warnock,29,56,9,1
Elbert,Eliam,U.S. Senate,,Democrat,Raphael Warnock,32,41,9,2
Elbert,Petersburg,U.S. Senate,,Democrat,Raphael Warnock,19,17,3,0
Elbert,Wyche,U.S. Senate,,Democrat,Raphael Warnock,59,105,14,0
Elbert,Moss-Ruckersville,U.S. Senate,,Democrat,Raphael Warnock,27,38,17,0
Elbert,Pike,U.S. Senate,,Democrat,Raphael Warnock,69,184,58,3
Elbert,Gaines,U.S. Senate,,Democrat,Raphael Warnock,28,26,4,0
Elbert,Goshen,U.S. Senate,,Democrat,Raphael Warnock,75,69,21,0
Elbert,Webbsboro,U.S. Senate,,Democrat,Raphael Warnock,40,31,2,0
Elbert,Centerville,U.S. Senate,,Democrat,Raphael Warnock,44,39,11,2
Elbert,Elberton,U.S. Senate,,Libertarian,Chase Oliver,14,9,2,0
Elbert,Longstreet,U.S. Senate,,Libertarian,Chase Oliver,2,8,0,0
Elbert,Eliam,U.S. Senate,,Libertarian,Chase Oliver,3,0,1,0
Elbert,Petersburg,U.S. Senate,,Libertarian,Chase Oliver,0,2,0,0
Elbert,Wyche,U.S. Senate,,Libertarian,Chase Oliver,4,3,0,0
Elbert,Moss-Ruckersville,U.S. Senate,,Libertarian,Chase Oliver,4,3,0,0
Elbert,Pike,U.S. Senate,,Libertarian,Chase Oliver,5,5,0,0
Elbert,Gaines,U.S. Senate,,Libertarian,Chase Oliver,4,1,0,0
Elbert,Goshen,U.S. Senate,,Libertarian,Chase Oliver,6,1,2,0
Elbert,Webbsboro,U.S. Senate,,Libertarian,Chase Oliver,2,1,0,0
Elbert,Centerville,U.S. Senate,,Libertarian,Chase Oliver,7,1,0,0
Elbert,Elberton,Governor,,Republican,Brian Kemp,318,733,62,0
Elbert,Longstreet,Governor,,Republican,Brian Kemp,168,165,11,1
Elbert,Eliam,Governor,,Republican,Brian Kemp,214,184,20,1
Elbert,Petersburg,Governor,,Republican,Brian Kemp,152,77,4,0
Elbert,Wyche,Governor,,Republican,Brian Kemp,219,314,24,1
Elbert,Moss-Ruckersville,Governor,,Republican,Brian Kemp,100,105,10,0
Elbert,Pike,Governor,,Republican,Brian Kemp,320,287,20,2
Elbert,Gaines,Governor,,Republican,Brian Kemp,248,98,8,0
Elbert,Goshen,Governor,,Republican,Brian Kemp,511,292,15,1
Elbert,Webbsboro,Governor,,Republican,Brian Kemp,108,93,2,0
Elbert,Centerville,Governor,,Republican,Brian Kemp,262,202,16,1
Elbert,Elberton,Governor,,Democrat,Stacey Abrams,265,473,86,0
Elbert,Longstreet,Governor,,Democrat,Stacey Abrams,27,50,9,1
Elbert,Eliam,Governor,,Democrat,Stacey Abrams,24,38,9,2
Elbert,Petersburg,Governor,,Democrat,Stacey Abrams,19,13,2,0
Elbert,Wyche,Governor,,Democrat,Stacey Abrams,56,100,11,0
Elbert,Moss-Ruckersville,Governor,,Democrat,Stacey Abrams,27,39,16,0
Elbert,Pike,Governor,,Democrat,Stacey Abrams,60,180,56,3
Elbert,Gaines,Governor,,Democrat,Stacey Abrams,18,22,3,0
Elbert,Goshen,Governor,,Democrat,Stacey Abrams,73,65,19,0
Elbert,Webbsboro,Governor,,Democrat,Stacey Abrams,35,27,2,0
Elbert,Centerville,Governor,,Democrat,Stacey Abrams,40,37,8,1
Elbert,Elberton,Governor,,Libertarian,Shane Hazel,6,10,0,0
Elbert,Longstreet,Governor,,Libertarian,Shane Hazel,1,1,0,0
Elbert,Eliam,Governor,,Libertarian,Shane Hazel,4,0,0,0
Elbert,Petersburg,Governor,,Libertarian,Shane Hazel,0,0,0,0
Elbert,Wyche,Governor,,Libertarian,Shane Hazel,2,0,0,0
Elbert,Moss-Ruckersville,Governor,,Libertarian,Shane Hazel,1,0,0,0
Elbert,Pike,Governor,,Libertarian,Shane Hazel,2,1,0,0
Elbert,Gaines,Governor,,Libertarian,Shane Hazel,2,0,0,0
Elbert,Goshen,Governor,,Libertarian,Shane Hazel,3,0,1,0
Elbert,Webbsboro,Governor,,Libertarian,Shane Hazel,1,0,0,0
Elbert,Centerville,Governor,,Libertarian,Shane Hazel,4,0,0,0
Elbert,Elberton,Lieutenant Governor,,Republican,Burt Jones,310,708,53,0
Elbert,Longstreet,Lieutenant Governor,,Republican,Burt Jones,166,158,11,1
Elbert,Eliam,Lieutenant Governor,,Republican,Burt Jones,211,182,20,1
Elbert,Petersburg,Lieutenant Governor,,Republican,Burt Jones,151,72,3,0
Elbert,Wyche,Lieutenant Governor,,Republican,Burt Jones,213,308,22,1
Elbert,Moss-Ruckersville,Lieutenant Governor,,Republican,Burt Jones,99,103,10,0
Elbert,Pike,Lieutenant Governor,,Republican,Burt Jones,307,285,17,2
Elbert,Gaines,Lieutenant Governor,,Republican,Burt Jones,239,95,8,0
Elbert,Goshen,Lieutenant Governor,,Republican,Burt Jones,502,285,13,1
Elbert,Webbsboro,Lieutenant Governor,,Republican,Burt Jones,105,90,2,0
Elbert,Centerville,Lieutenant Governor,,Republican,Burt Jones,264,194,14,0
Elbert,Elberton,Lieutenant Governor,,Democrat,Charlie Bailey,261,476,91,0
Elbert,Longstreet,Lieutenant Governor,,Democrat,Charlie Bailey,29,53,9,1
Elbert,Eliam,Lieutenant Governor,,Democrat,Charlie Bailey,28,40,9,2
Elbert,Petersburg,Lieutenant Governor,,Democrat,Charlie Bailey,18,14,3,0
Elbert,Wyche,Lieutenant Governor,,Democrat,Charlie Bailey,59,101,14,0
Elbert,Moss-Ruckersville,Lieutenant Governor,,Democrat,Charlie Bailey,27,37,16,0
Elbert,Pike,Lieutenant Governor,,Democrat,Charlie Bailey,64,175,56,3
Elbert,Gaines,Lieutenant Governor,,Democrat,Charlie Bailey,20,23,3,0
Elbert,Goshen,Lieutenant Governor,,Democrat,Charlie Bailey,69,64,20,0
Elbert,Webbsboro,Lieutenant Governor,,Democrat,Charlie Bailey,33,29,2,0
Elbert,Centerville,Lieutenant Governor,,Democrat,Charlie Bailey,38,34,10,2
Elbert,Elberton,Lieutenant Governor,,Libertarian,Ryan Graham,9,17,2,0
Elbert,Longstreet,Lieutenant Governor,,Libertarian,Ryan Graham,2,4,0,0
Elbert,Eliam,Lieutenant Governor,,Libertarian,Ryan Graham,3,0,0,0
Elbert,Petersburg,Lieutenant Governor,,Libertarian,Ryan Graham,1,2,0,0
Elbert,Wyche,Lieutenant Governor,,Libertarian,Ryan Graham,2,5,0,0
Elbert,Moss-Ruckersville,Lieutenant Governor,,Libertarian,Ryan Graham,1,2,0,0
Elbert,Pike,Lieutenant Governor,,Libertarian,Ryan Graham,7,3,0,0
Elbert,Gaines,Lieutenant Governor,,Libertarian,Ryan Graham,3,1,0,0
Elbert,Goshen,Lieutenant Governor,,Libertarian,Ryan Graham,6,2,1,0
Elbert,Webbsboro,Lieutenant Governor,,Libertarian,Ryan Graham,5,0,0,0
Elbert,Centerville,Lieutenant Governor,,Libertarian,Ryan Graham,5,3,0,0
Elbert,Elberton,Secretary of State,,Republican,Brad Raffensperger,313,726,59,0
Elbert,Longstreet,Secretary of State,,Republican,Brad Raffensperger,161,162,11,1
Elbert,Eliam,Secretary of State,,Republican,Brad Raffensperger,209,183,22,1
Elbert,Petersburg,Secretary of State,,Republican,Brad Raffensperger,146,74,4,0
Elbert,Wyche,Secretary of State,,Republican,Brad Raffensperger,210,314,27,1
Elbert,Moss-Ruckersville,Secretary of State,,Republican,Brad Raffensperger,96,102,11,0
Elbert,Pike,Secretary of State,,Republican,Brad Raffensperger,305,296,18,2
Elbert,Gaines,Secretary of State,,Republican,Brad Raffensperger,243,92,10,0
Elbert,Goshen,Secretary of State,,Republican,Brad Raffensperger,480,285,16,1
Elbert,Webbsboro,Secretary of State,,Republican,Brad Raffensperger,104,87,2,0
Elbert,Centerville,Secretary of State,,Republican,Brad Raffensperger,255,190,18,0
Elbert,Elberton,Secretary of State,,Democrat,Bee Nguyen,253,439,85,0
Elbert,Longstreet,Secretary of State,,Democrat,Bee Nguyen,27,50,7,1
Elbert,Eliam,Secretary of State,,Democrat,Bee Nguyen,26,35,7,2
Elbert,Petersburg,Secretary of State,,Democrat,Bee Nguyen,18,11,2,0
Elbert,Wyche,Secretary of State,,Democrat,Bee Nguyen,53,87,9,0
Elbert,Moss-Ruckersville,Secretary of State,,Democrat,Bee Nguyen,28,34,15,0
Elbert,Pike,Secretary of State,,Democrat,Bee Nguyen,56,160,57,3
Elbert,Gaines,Secretary of State,,Democrat,Bee Nguyen,21,23,1,0
Elbert,Goshen,Secretary of State,,Democrat,Bee Nguyen,68,60,17,0
Elbert,Webbsboro,Secretary of State,,Democrat,Bee Nguyen,32,24,2,0
Elbert,Centerville,Secretary of State,,Democrat,Bee Nguyen,36,37,5,2
Elbert,Elberton,Secretary of State,,Libertarian,Ted Metz,14,37,2,0
Elbert,Longstreet,Secretary of State,,Libertarian,Ted Metz,8,3,1,0
Elbert,Eliam,Secretary of State,,Libertarian,Ted Metz,6,4,0,0
Elbert,Petersburg,Secretary of State,,Libertarian,Ted Metz,3,4,0,0
Elbert,Wyche,Secretary of State,,Libertarian,Ted Metz,9,11,0,0
Elbert,Moss-Ruckersville,Secretary of State,,Libertarian,Ted Metz,2,5,0,0
Elbert,Pike,Secretary of State,,Libertarian,Ted Metz,17,8,0,0
Elbert,Gaines,Secretary of State,,Libertarian,Ted Metz,1,4,0,0
Elbert,Goshen,Secretary of State,,Libertarian,Ted Metz,26,6,1,0
Elbert,Webbsboro,Secretary of State,,Libertarian,Ted Metz,6,7,0,0
Elbert,Centerville,Secretary of State,,Libertarian,Ted Metz,13,6,0,0
Elbert,Elberton,Attorney General,,Republican,Chris Carr,308,721,51,0
Elbert,Longstreet,Attorney General,,Republican,Chris Carr,165,158,11,1
Elbert,Eliam,Attorney General,,Republican,Chris Carr,206,182,19,1
Elbert,Petersburg,Attorney General,,Republican,Chris Carr,151,75,3,0
Elbert,Wyche,Attorney General,,Republican,Chris Carr,216,315,24,1
Elbert,Moss-Ruckersville,Attorney General,,Republican,Chris Carr,100,106,9,0
Elbert,Pike,Attorney General,,Republican,Chris Carr,309,290,18,2
Elbert,Gaines,Attorney General,,Republican,Chris Carr,240,93,7,0
Elbert,Goshen,Attorney General,,Republican,Chris Carr,497,285,14,1
Elbert,Webbsboro,Attorney General,,Republican,Chris Carr,106,91,2,0
Elbert,Centerville,Attorney General,,Republican,Chris Carr,264,197,14,0
Elbert,Elberton,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",267,472,93,0
Elbert,Longstreet,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",29,52,8,1
Elbert,Eliam,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",30,40,9,2
Elbert,Petersburg,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",18,16,3,0
Elbert,Wyche,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",55,97,12,0
Elbert,Moss-Ruckersville,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",26,37,17,0
Elbert,Pike,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",67,169,57,3
Elbert,Gaines,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",21,24,4,0
Elbert,Goshen,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",74,65,21,0
Elbert,Webbsboro,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",35,28,2,0
Elbert,Centerville,Attorney General,,Democrat,"Jennifer """"Jen"""" Jordan",36,38,10,2
Elbert,Elberton,Attorney General,,Libertarian,Martin Cowen,10,15,2,0
Elbert,Longstreet,Attorney General,,Libertarian,Martin Cowen,3,1,1,0
Elbert,Eliam,Attorney General,,Libertarian,Martin Cowen,4,0,1,0
Elbert,Petersburg,Attorney General,,Libertarian,Martin Cowen,1,0,0,0
Elbert,Wyche,Attorney General,,Libertarian,Martin Cowen,4,3,0,0
Elbert,Moss-Ruckersville,Attorney General,,Libertarian,Martin Cowen,1,1,0,0
Elbert,Pike,Attorney General,,Libertarian,Martin Cowen,3,5,0,0
Elbert,Gaines,Attorney General,,Libertarian,Martin Cowen,2,2,0,0
Elbert,Goshen,Attorney General,,Libertarian,Martin Cowen,6,3,0,0
Elbert,Webbsboro,Attorney General,,Libertarian,Martin Cowen,3,0,0,0
Elbert,Centerville,Attorney General,,Libertarian,Martin Cowen,7,1,0,0
Elbert,Elberton,Commissioner of Agriculture,,Republican,Tyler Harper,309,733,52,0
Elbert,Longstreet,Commissioner of Agriculture,,Republican,Tyler Harper,168,161,11,1
Elbert,Eliam,Commissioner of Agriculture,,Republican,Tyler Harper,211,184,20,1
Elbert,Petersburg,Commissioner of Agriculture,,Republican,Tyler Harper,150,76,3,0
Elbert,Wyche,Commissioner of Agriculture,,Republican,Tyler Harper,218,314,27,1
Elbert,Moss-Ruckersville,Commissioner of Agriculture,,Republican,Tyler Harper,99,107,10,0
Elbert,Pike,Commissioner of Agriculture,,Republican,Tyler Harper,310,289,17,2
Elbert,Gaines,Commissioner of Agriculture,,Republican,Tyler Harper,239,95,8,0
Elbert,Goshen,Commissioner of Agriculture,,Republican,Tyler Harper,503,286,14,1
Elbert,Webbsboro,Commissioner of Agriculture,,Republican,Tyler Harper,110,92,2,0
Elbert,Centerville,Commissioner of Agriculture,,Republican,Tyler Harper,266,196,15,0
Elbert,Elberton,Commissioner of Agriculture,,Democrat,Nakita Hemingway,260,461,90,0
Elbert,Longstreet,Commissioner of Agriculture,,Democrat,Nakita Hemingway,25,52,9,1
Elbert,Eliam,Commissioner of Agriculture,,Democrat,Nakita Hemingway,24,38,9,2
Elbert,Petersburg,Commissioner of Agriculture,,Democrat,Nakita Hemingway,18,15,3,0
Elbert,Wyche,Commissioner of Agriculture,,Democrat,Nakita Hemingway,54,96,9,0
Elbert,Moss-Ruckersville,Commissioner of Agriculture,,Democrat,Nakita Hemingway,25,35,15,0
Elbert,Pike,Commissioner of Agriculture,,Democrat,Nakita Hemingway,62,170,57,3
Elbert,Gaines,Commissioner of Agriculture,,Democrat,Nakita Hemingway,20,23,2,0
Elbert,Goshen,Commissioner of Agriculture,,Democrat,Nakita Hemingway,71,62,20,0
Elbert,Webbsboro,Commissioner of Agriculture,,Democrat,Nakita Hemingway,32,25,2,0
Elbert,Centerville,Commissioner of Agriculture,,Democrat,Nakita Hemingway,35,36,9,2
Elbert,Elberton,Commissioner of Agriculture,,Libertarian,David Raudabaugh,14,13,2,0
Elbert,Longstreet,Commissioner of Agriculture,,Libertarian,David Raudabaugh,4,0,0,0
Elbert,Eliam,Commissioner of Agriculture,,Libertarian,David Raudabaugh,5,0,0,0
Elbert,Petersburg,Commissioner of Agriculture,,Libertarian,David Raudabaugh,2,1,0,0
Elbert,Wyche,Commissioner of Agriculture,,Libertarian,David Raudabaugh,3,4,0,0
Elbert,Moss-Ruckersville,Commissioner of Agriculture,,Libertarian,David Raudabaugh,2,1,1,0
Elbert,Pike,Commissioner of Agriculture,,Libertarian,David Raudabaugh,7,5,0,0
Elbert,Gaines,Commissioner of Agriculture,,Libertarian,David Raudabaugh,4,1,1,0
Elbert,Goshen,Commissioner of Agriculture,,Libertarian,David Raudabaugh,5,5,1,0
Elbert,Webbsboro,Commissioner of Agriculture,,Libertarian,David Raudabaugh,2,1,0,0
Elbert,Centerville,Commissioner of Agriculture,,Libertarian,David Raudabaugh,6,3,0,0
Elbert,Elberton,Commissioner of Insurance,,Republican,John King,311,733,58,0
Elbert,Longstreet,Commissioner of Insurance,,Republican,John King,169,161,11,1
Elbert,Eliam,Commissioner of Insurance,,Republican,John King,215,183,20,1
Elbert,Petersburg,Commissioner of Insurance,,Republican,John King,150,77,4,0
Elbert,Wyche,Commissioner of Insurance,,Republican,John King,219,317,24,1
Elbert,Moss-Ruckersville,Commissioner of Insurance,,Republican,John King,99,109,10,0
Elbert,Pike,Commissioner of Insurance,,Republican,John King,313,288,18,2
Elbert,Gaines,Commissioner of Insurance,,Republican,John King,241,93,7,0
Elbert,Goshen,Commissioner of Insurance,,Republican,John King,500,286,14,1
Elbert,Webbsboro,Commissioner of Insurance,,Republican,John King,110,89,2,0
Elbert,Centerville,Commissioner of Insurance,,Republican,John King,265,198,15,0
Elbert,Elberton,Commissioner of Insurance,,Democrat,Janice Laws Robinson,271,469,87,0
Elbert,Longstreet,Commissioner of Insurance,,Democrat,Janice Laws Robinson,27,52,8,1
Elbert,Eliam,Commissioner of Insurance,,Democrat,Janice Laws Robinson,26,38,9,2
Elbert,Petersburg,Commissioner of Insurance,,Democrat,Janice Laws Robinson,19,13,2,0
Elbert,Wyche,Commissioner of Insurance,,Democrat,Janice Laws Robinson,56,97,12,0
Elbert,Moss-Ruckersville,Commissioner of Insurance,,Democrat,Janice Laws Robinson,27,35,16,0
Elbert,Pike,Commissioner of Insurance,,Democrat,Janice Laws Robinson,65,178,56,3
Elbert,Gaines,Commissioner of Insurance,,Democrat,Janice Laws Robinson,22,26,4,0
Elbert,Goshen,Commissioner of Insurance,,Democrat,Janice Laws Robinson,75,66,20,0
Elbert,Webbsboro,Commissioner of Insurance,,Democrat,Janice Laws Robinson,33,28,2,0
Elbert,Centerville,Commissioner of Insurance,,Democrat,Janice Laws Robinson,42,37,9,2
Elbert,Elberton,Commissioner of Labor,,Republican,Bruce Thompson,304,716,53,0
Elbert,Longstreet,Commissioner of Labor,,Republican,Bruce Thompson,161,159,11,1
Elbert,Eliam,Commissioner of Labor,,Republican,Bruce Thompson,204,184,20,1
Elbert,Petersburg,Commissioner of Labor,,Republican,Bruce Thompson,150,75,3,0
Elbert,Wyche,Commissioner of Labor,,Republican,Bruce Thompson,217,312,22,1
Elbert,Moss-Ruckersville,Commissioner of Labor,,Republican,Bruce Thompson,96,106,9,0
Elbert,Pike,Commissioner of Labor,,Republican,Bruce Thompson,308,286,18,2
Elbert,Gaines,Commissioner of Labor,,Republican,Bruce Thompson,240,93,8,0
Elbert,Goshen,Commissioner of Labor,,Republican,Bruce Thompson,501,286,13,1
Elbert,Webbsboro,Commissioner of Labor,,Republican,Bruce Thompson,105,91,2,0
Elbert,Centerville,Commissioner of Labor,,Republican,Bruce Thompson,262,194,15,0
Elbert,Elberton,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",259,469,92,0
Elbert,Longstreet,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",30,53,9,1
Elbert,Eliam,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",27,38,9,2
Elbert,Petersburg,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",18,13,3,0
Elbert,Wyche,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",52,95,14,0
Elbert,Moss-Ruckersville,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",28,37,16,0
Elbert,Pike,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",64,173,55,3
Elbert,Gaines,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",19,22,2,0
Elbert,Goshen,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",72,64,21,0
Elbert,Webbsboro,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",33,26,2,0
Elbert,Centerville,Commissioner of Labor,,Democrat,"William """"Will"""" Boddie, Jr",36,36,9,2
Elbert,Elberton,Commissioner of Labor,,Libertarian,Emily Anderson,16,19,0,0
Elbert,Longstreet,Commissioner of Labor,,Libertarian,Emily Anderson,5,0,0,0
Elbert,Eliam,Commissioner of Labor,,Libertarian,Emily Anderson,6,0,0,0
Elbert,Petersburg,Commissioner of Labor,,Libertarian,Emily Anderson,1,2,0,0
Elbert,Wyche,Commissioner of Labor,,Libertarian,Emily Anderson,3,4,0,0
Elbert,Moss-Ruckersville,Commissioner of Labor,,Libertarian,Emily Anderson,2,1,1,0
Elbert,Pike,Commissioner of Labor,,Libertarian,Emily Anderson,6,6,0,0
Elbert,Gaines,Commissioner of Labor,,Libertarian,Emily Anderson,5,3,1,0
Elbert,Goshen,Commissioner of Labor,,Libertarian,Emily Anderson,6,3,1,0
Elbert,Webbsboro,Commissioner of Labor,,Libertarian,Emily Anderson,6,0,0,0
Elbert,Centerville,Commissioner of Labor,,Libertarian,Emily Anderson,7,5,0,0
Elbert,Elberton,U.S. House,10,Republican,Mike Collins,316,730,50,0
Elbert,Longstreet,U.S. House,10,Republican,Mike Collins,169,159,9,1
Elbert,Eliam,U.S. House,10,Republican,Mike Collins,213,184,20,1
Elbert,Petersburg,U.S. House,10,Republican,Mike Collins,151,75,3,0
Elbert,Wyche,U.S. House,10,Republican,Mike Collins,220,311,22,1
Elbert,Moss-Ruckersville,U.S. House,10,Republican,Mike Collins,100,107,10,0
Elbert,Pike,U.S. House,10,Republican,Mike Collins,315,290,18,2
Elbert,Gaines,U.S. House,10,Republican,Mike Collins,245,95,8,0
Elbert,Goshen,U.S. House,10,Republican,Mike Collins,507,293,15,1
Elbert,Webbsboro,U.S. House,10,Republican,Mike Collins,108,91,2,0
Elbert,Centerville,U.S. House,10,Republican,Mike Collins,266,199,14,0
Elbert,Elberton,U.S. House,10,Democrat,Tabitha Johnson-Green,265,474,93,0
Elbert,Longstreet,U.S. House,10,Democrat,Tabitha Johnson-Green,28,52,8,1
Elbert,Eliam,U.S. House,10,Democrat,Tabitha Johnson-Green,26,38,9,2
Elbert,Petersburg,U.S. House,10,Democrat,Tabitha Johnson-Green,17,15,3,0
Elbert,Wyche,U.S. House,10,Democrat,Tabitha Johnson-Green,56,100,14,0
Elbert,Moss-Ruckersville,U.S. House,10,Democrat,Tabitha Johnson-Green,26,36,16,0
Elbert,Pike,U.S. House,10,Democrat,Tabitha Johnson-Green,63,176,52,3
Elbert,Gaines,U.S. House,10,Democrat,Tabitha Johnson-Green,22,24,2,0
Elbert,Goshen,U.S. House,10,Democrat,Tabitha Johnson-Green,72,62,19,0
Elbert,Webbsboro,U.S. House,10,Democrat,Tabitha Johnson-Green,35,28,2,0
Elbert,Centerville,U.S. House,10,Democrat,Tabitha Johnson-Green,40,37,9,2
Elbert,Elberton,State Senate,24,Republican,Lee Anderson,450,944,92,0
Elbert,Longstreet,State Senate,24,Republican,Lee Anderson,179,188,10,1
Elbert,Eliam,State Senate,24,Republican,Lee Anderson,229,197,23,3
Elbert,Petersburg,State Senate,24,Republican,Lee Anderson,157,87,4,0
Elbert,Wyche,State Senate,24,Republican,Lee Anderson,243,349,31,1
Elbert,Moss-Ruckersville,State Senate,24,Republican,Lee Anderson,110,121,16,0
Elbert,Pike,State Senate,24,Republican,Lee Anderson,349,367,36,2
Elbert,Gaines,State Senate,24,Republican,Lee Anderson,250,102,10,0
Elbert,Goshen,State Senate,24,Republican,Lee Anderson,537,316,19,1
Elbert,Webbsboro,State Senate,24,Republican,Lee Anderson,131,107,2,0
Elbert,Centerville,State Senate,24,Republican,Lee Anderson,284,217,17,1
Elbert,Elberton,State House,123,Republican,Rob Leverett,454,958,96,0
Elbert,Longstreet,State House,123,Republican,Rob Leverett,175,185,10,1
Elbert,Eliam,State House,123,Republican,Rob Leverett,227,200,26,3
Elbert,Petersburg,State House,123,Republican,Rob Leverett,159,88,4,0
Elbert,Wyche,State House,123,Republican,Rob Leverett,245,351,32,1
Elbert,Moss-Ruckersville,State House,123,Republican,Rob Leverett,109,124,17,0
Elbert,Pike,State House,123,Republican,Rob Leverett,351,380,41,2
Elbert,Gaines,State House,123,Republican,Rob Leverett,249,98,9,0
Elbert,Goshen,State House,123,Republican,Rob Leverett,530,317,19,1
Elbert,Webbsboro,State House,123,Republican,Rob Leverett,131,107,3,0
Elbert,Centerville,State House,123,Republican,Rob Leverett,283,215,19,1
Glascock,Edgehill,U.S. Senate,,Republican,Herschel Walker,59,28,2,0
Glascock,Gibson,U.S. Senate,,Republican,Herschel Walker,120,221,16,0
Glascock,Mill,U.S. Senate,,Republican,Herschel Walker,190,226,18,0
Glascock,Mitchell,U.S. Senate,,Republican,Herschel Walker,171,110,10,0
Glascock,Edgehill,U.S. Senate,,Democrat,Raphael Warnock,4,5,2,0
Glascock,Gibson,U.S. Senate,,Democrat,Raphael Warnock,18,21,4,0
Glascock,Mill,U.S. Senate,,Democrat,Raphael Warnock,7,19,1,0
Glascock,Mitchell,U.S. Senate,,Democrat,Raphael Warnock,25,4,3,0
Glascock,Edgehill,U.S. Senate,,Libertarian,Chase Oliver,0,0,0,0
Glascock,Gibson,U.S. Senate,,Libertarian,Chase Oliver,1,3,0,0
Glascock,Mill,U.S. Senate,,Libertarian,Chase Oliver,0,5,0,0
Glascock,Mitchell,U.S. Senate,,Libertarian,Chase Oliver,0,2,0,0
Glascock,Edgehill,Governor,,Republican,Brian Kemp,62,28,4,0
Glascock,Gibson,Governor,,Republican,Brian Kemp,123,225,17,0
Glascock,Mill,Governor,,Republican,Brian Kemp,193,238,18,0
Glascock,Mitchell,Governor,,Republican,Brian Kemp,178,113,12,0
Glascock,Edgehill,Governor,,Democrat,Stacey Abrams,2,5,0,0
Glascock,Gibson,Governor,,Democrat,Stacey Abrams,15,19,3,0
Glascock,Mill,Governor,,Democrat,Stacey Abrams,5,14,1,0
Glascock,Mitchell,Governor,,Democrat,Stacey Abrams,21,3,1,0
Glascock,Edgehill,Governor,,Libertarian,Shane Hazel,0,0,0,0
Glascock,Gibson,Governor,,Libertarian,Shane Hazel,1,3,0,0
Glascock,Mill,Governor,,Libertarian,Shane Hazel,1,0,0,0
Glascock,Mitchell,Governor,,Libertarian,Shane Hazel,0,0,0,0
Glascock,Edgehill,Lieutenant Governor,,Republican,Burt Jones,61,27,2,0
Glascock,Gibson,Lieutenant Governor,,Republican,Burt Jones,118,222,16,0
Glascock,Mill,Lieutenant Governor,,Republican,Burt Jones,189,228,18,0
Glascock,Mitchell,Lieutenant Governor,,Republican,Burt Jones,175,109,11,0
Glascock,Edgehill,Lieutenant Governor,,Democrat,Charlie Bailey,3,5,2,0
Glascock,Gibson,Lieutenant Governor,,Democrat,Charlie Bailey,15,17,4,0
Glascock,Mill,Lieutenant Governor,,Democrat,Charlie Bailey,9,17,1,0
Glascock,Mitchell,Lieutenant Governor,,Democrat,Charlie Bailey,19,4,2,0
Glascock,Edgehill,Lieutenant Governor,,Libertarian,Ryan Graham,0,1,0,0
Glascock,Gibson,Lieutenant Governor,,Libertarian,Ryan Graham,2,2,0,0
Glascock,Mill,Lieutenant Governor,,Libertarian,Ryan Graham,1,2,0,0
Glascock,Mitchell,Lieutenant Governor,,Libertarian,Ryan Graham,2,2,0,0
Glascock,Edgehill,Secretary of State,,Republican,Brad Raffensperger,60,26,2,0
Glascock,Gibson,Secretary of State,,Republican,Brad Raffensperger,117,209,13,0
