county,precinct,office,district,party,candidate,election_day_votes,advanced_votes,absentee_by_mail_votes,provisional_votes
DeKalb,Silver Lake,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",372,1040,143,0
DeKalb,Skyland,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",259,472,51,2
DeKalb,Snapfinger Elem,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",270,664,106,0
DeKalb,Smoke Rise,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",203,629,96,1
DeKalb,Stone Mtn Middle,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",296,512,29,0
DeKalb,Stone Mill Elem,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",350,510,64,1
DeKalb,Shadow Rock Elem,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",439,1700,186,0
DeKalb,Stoneview Elem,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",208,373,57,0
DeKalb,Salem Middle,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",449,1484,123,0
DeKalb,Shamrock,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",293,537,75,0
DeKalb,South Deshon,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",413,1064,115,1
DeKalb,Stone Mtn Champion,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",354,669,66,2
DeKalb,Stone Mtn,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",209,343,47,0
DeKalb,Snapfinger Road N,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",256,728,90,0
DeKalb,Snapfinger Road S,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",216,740,71,0
DeKalb,Stephenson Middle,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",405,1338,104,0
DeKalb,South Hairston,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",426,958,102,1
DeKalb,Stephenson High,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",396,1197,130,0
DeKalb,Stonecrest Library,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",463,1485,83,2
DeKalb,Snapfinger Road,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",397,2356,229,1
DeKalb,Tucker Library,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",285,1078,122,0
DeKalb,Tilly Mill Road,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",147,382,34,0
DeKalb,Tucker,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",281,890,115,1
DeKalb,Valley Brook,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",260,242,37,0
DeKalb,Wesley Chapel Library,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",232,1278,113,1
DeKalb,Woodrow Road,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",344,953,64,0
DeKalb,Woodridge Elem,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",381,989,161,0
DeKalb,Warren Tech,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",239,228,39,0
DeKalb,Woodward,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",350,891,122,0
DeKalb,White Oak,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",355,606,55,0
DeKalb,Winters Chapel,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",182,328,41,0
DeKalb,Wynbrooke Elem,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",449,1383,121,2
DeKalb,Young Road,U.S. House,4,Democrat,"Henry C """"Hank"""" Johnson Jr",148,795,73,0
DeKalb,Avondale,U.S. House,5,Republican,Christian Zimm,286,217,32,0
DeKalb,Avondale High,U.S. House,5,Republican,Christian Zimm,98,119,23,1
DeKalb,Boulevard,U.S. House,5,Republican,Christian Zimm,101,158,7,0
DeKalb,Bouldercrest Road,U.S. House,5,Republican,Christian Zimm,14,32,6,0
DeKalb,Burgess Elem,U.S. House,5,Republican,Christian Zimm,72,73,10,0
DeKalb,Columbia Elem,U.S. House,5,Republican,Christian Zimm,11,6,0,0
DeKalb,Cedar Grove Elem,U.S. House,5,Republican,Christian Zimm,26,28,3,0
DeKalb,Clairemont West,U.S. House,5,Republican,Christian Zimm,151,155,49,0
DeKalb,Clifton,U.S. House,5,Republican,Christian Zimm,11,19,5,0
DeKalb,Columbia Middle,U.S. House,5,Republican,Christian Zimm,16,9,1,0
DeKalb,Coan Recreation Center,U.S. House,5,Republican,Christian Zimm,84,94,6,0
DeKalb,Candler,U.S. House,5,Republican,Christian Zimm,42,53,1,0
DeKalb,Cedar Grove Middle,U.S. House,5,Republican,Christian Zimm,10,15,1,0
DeKalb,Cedar Grove South,U.S. House,5,Republican,Christian Zimm,24,37,7,0
DeKalb,Clairemont East,U.S. House,5,Republican,Christian Zimm,135,183,35,0
DeKalb,Candler Park,U.S. House,5,Republican,Christian Zimm,152,164,17,0
DeKalb,Decatur,U.S. House,5,Republican,Christian Zimm,61,68,5,0
DeKalb,Druid Hills High,U.S. House,5,Republican,Christian Zimm,111,131,24,0
DeKalb,East Lake,U.S. House,5,Republican,Christian Zimm,106,127,10,0
DeKalb,Emory South,U.S. House,5,Republican,Christian Zimm,198,180,16,1
DeKalb,Emory Road,U.S. House,5,Republican,Christian Zimm,49,63,14,0
DeKalb,Fernbank Elem,U.S. House,5,Republican,Christian Zimm,167,168,18,0
DeKalb,Flat Shoals Elem,U.S. House,5,Republican,Christian Zimm,13,22,4,0
DeKalb,Flat Shoals,U.S. House,5,Republican,Christian Zimm,12,16,3,0
DeKalb,Flat Shoals Library,U.S. House,5,Republican,Christian Zimm,12,24,1,0
DeKalb,Glennwood,U.S. House,5,Republican,Christian Zimm,84,85,28,0
DeKalb,Gresham Road,U.S. House,5,Republican,Christian Zimm,34,51,3,0
DeKalb,Johnson Estates,U.S. House,5,Republican,Christian Zimm,120,131,29,0
DeKalb,Kelley Lake Elem,U.S. House,5,Republican,Christian Zimm,27,32,7,0
DeKalb,Knollwood,U.S. House,5,Republican,Christian Zimm,48,33,1,0
DeKalb,Lin-Mary Lin Elem,U.S. House,5,Republican,Christian Zimm,123,147,24,0
DeKalb,McNair High,U.S. House,5,Republican,Christian Zimm,61,46,13,0
DeKalb,McNair,U.S. House,5,Republican,Christian Zimm,34,23,6,0
DeKalb,Meadowview,U.S. House,5,Republican,Christian Zimm,26,33,7,0
DeKalb,McNair Academy,U.S. House,5,Republican,Christian Zimm,23,15,4,0
DeKalb,Metropolitan,U.S. House,5,Republican,Christian Zimm,75,85,5,0
DeKalb,North Decatur,U.S. House,5,Republican,Christian Zimm,14,23,13,0
DeKalb,Oakhurst,U.S. House,5,Republican,Christian Zimm,101,65,4,0
DeKalb,Oak View Elem,U.S. House,5,Republican,Christian Zimm,23,21,7,0
DeKalb,Ponce de Leon,U.S. House,5,Republican,Christian Zimm,116,85,27,0
DeKalb,Piney Grove,U.S. House,5,Republican,Christian Zimm,28,20,2,0
DeKalb,Scott,U.S. House,5,Republican,Christian Zimm,57,54,10,0
DeKalb,Terry Mill,U.S. House,5,Republican,Christian Zimm,36,33,9,0
DeKalb,Toney Elem,U.S. House,5,Republican,Christian Zimm,21,25,4,0
DeKalb,Wadsworth,U.S. House,5,Republican,Christian Zimm,13,35,6,0
DeKalb,Winnona Park,U.S. House,5,Republican,Christian Zimm,96,72,16,0
DeKalb,Avondale,U.S. House,5,Democrat,Nikema Williams,502,1035,149,0
DeKalb,Avondale High,U.S. House,5,Democrat,Nikema Williams,432,1370,162,2
DeKalb,Boulevard,U.S. House,5,Democrat,Nikema Williams,667,2305,170,0
DeKalb,Bouldercrest Road,U.S. House,5,Democrat,Nikema Williams,246,753,65,0
DeKalb,Burgess Elem,U.S. House,5,Democrat,Nikema Williams,556,1439,131,1
DeKalb,Columbia Elem,U.S. House,5,Democrat,Nikema Williams,165,261,55,1
DeKalb,Cedar Grove Elem,U.S. House,5,Democrat,Nikema Williams,412,1451,132,1
DeKalb,Clairemont West,U.S. House,5,Democrat,Nikema Williams,628,1363,263,0
DeKalb,Clifton,U.S. House,5,Democrat,Nikema Williams,181,542,78,0
DeKalb,Columbia Middle,U.S. House,5,Democrat,Nikema Williams,228,520,78,0
DeKalb,Coan Recreation Center,U.S. House,5,Democrat,Nikema Williams,654,1502,168,0
DeKalb,Candler,U.S. House,5,Democrat,Nikema Williams,401,998,112,0
DeKalb,Cedar Grove Middle,U.S. House,5,Democrat,Nikema Williams,152,477,57,0
DeKalb,Cedar Grove South,U.S. House,5,Democrat,Nikema Williams,501,1524,101,0
DeKalb,Clairemont East,U.S. House,5,Democrat,Nikema Williams,442,1387,255,0
DeKalb,Candler Park,U.S. House,5,Democrat,Nikema Williams,654,1953,245,0
DeKalb,Decatur,U.S. House,5,Democrat,Nikema Williams,385,847,87,0
DeKalb,Druid Hills High,U.S. House,5,Democrat,Nikema Williams,277,829,126,1
DeKalb,East Lake,U.S. House,5,Democrat,Nikema Williams,609,1554,219,1
DeKalb,Emory South,U.S. House,5,Democrat,Nikema Williams,364,1078,162,1
DeKalb,Emory Road,U.S. House,5,Democrat,Nikema Williams,329,942,95,1
DeKalb,Fernbank Elem,U.S. House,5,Democrat,Nikema Williams,339,855,158,0
DeKalb,Flat Shoals Elem,U.S. House,5,Democrat,Nikema Williams,244,641,100,0
DeKalb,Flat Shoals,U.S. House,5,Democrat,Nikema Williams,196,675,124,0
DeKalb,Flat Shoals Library,U.S. House,5,Democrat,Nikema Williams,313,703,59,1
DeKalb,Glennwood,U.S. House,5,Democrat,Nikema Williams,478,941,180,1
DeKalb,Gresham Road,U.S. House,5,Democrat,Nikema Williams,408,1179,152,1
DeKalb,Johnson Estates,U.S. House,5,Democrat,Nikema Williams,150,661,108,0
DeKalb,Kelley Lake Elem,U.S. House,5,Democrat,Nikema Williams,354,828,102,1
DeKalb,Knollwood,U.S. House,5,Democrat,Nikema Williams,412,639,114,1
DeKalb,Lin-Mary Lin Elem,U.S. House,5,Democrat,Nikema Williams,452,1183,185,2
DeKalb,McNair High,U.S. House,5,Democrat,Nikema Williams,500,1501,169,0
DeKalb,McNair,U.S. House,5,Democrat,Nikema Williams,309,811,176,1
DeKalb,Meadowview,U.S. House,5,Democrat,Nikema Williams,322,1041,216,2
DeKalb,McNair Academy,U.S. House,5,Democrat,Nikema Williams,264,665,85,0
DeKalb,Metropolitan,U.S. House,5,Democrat,Nikema Williams,568,1358,106,0
DeKalb,North Decatur,U.S. House,5,Democrat,Nikema Williams,101,268,44,0
DeKalb,Oakhurst,U.S. House,5,Democrat,Nikema Williams,496,1108,124,0
DeKalb,Oak View Elem,U.S. House,5,Democrat,Nikema Williams,509,1529,119,0
DeKalb,Ponce de Leon,U.S. House,5,Democrat,Nikema Williams,494,987,405,0
DeKalb,Piney Grove,U.S. House,5,Democrat,Nikema Williams,277,583,90,0
DeKalb,Scott,U.S. House,5,Democrat,Nikema Williams,122,332,80,0
DeKalb,Terry Mill,U.S. House,5,Democrat,Nikema Williams,343,884,162,1
DeKalb,Toney Elem,U.S. House,5,Democrat,Nikema Williams,200,489,86,0
DeKalb,Wadsworth,U.S. House,5,Democrat,Nikema Williams,421,905,133,0
DeKalb,Winnona Park,U.S. House,5,Democrat,Nikema Williams,412,893,120,0
DeKalb,Browns Mill Elem,State Senate,10,Democrat,Emanuel D. Jones,528,1499,113,0
DeKalb,Chapel Hill Elem,State Senate,10,Democrat,Emanuel D. Jones,393,1185,109,0
DeKalb,Columbia Middle,State Senate,10,Democrat,Emanuel D. Jones,227,517,72,0
DeKalb,Fairington Elem,State Senate,10,Democrat,Emanuel D. Jones,618,1061,109,1
DeKalb,Flat Shoals Parkway,State Senate,10,Democrat,Emanuel D. Jones,327,1355,136,0
DeKalb,Flakes Mill,State Senate,10,Democrat,Emanuel D. Jones,166,772,69,0
DeKalb,Flat Shoals Library,State Senate,10,Democrat,Emanuel D. Jones,319,709,59,0
DeKalb,Harris-Narvie J Harris Elem,State Senate,10,Democrat,Emanuel D. Jones,347,1577,131,0
DeKalb,Kelley Chapel Road,State Senate,10,Democrat,Emanuel D. Jones,172,507,69,0
DeKalb,McWilliams,State Senate,10,Democrat,Emanuel D. Jones,312,963,91,0
DeKalb,Mathis-Bob Mathis Elem,State Senate,10,Democrat,Emanuel D. Jones,293,1077,145,0
DeKalb,Miller Grove Road,State Senate,10,Democrat,Emanuel D. Jones,333,739,74,0
DeKalb,Oak View Elem,State Senate,10,Democrat,Emanuel D. Jones,518,1525,117,0
DeKalb,Rainbow Elem,State Senate,10,Democrat,Emanuel D. Jones,357,1351,129,0
DeKalb,Salem Middle,State Senate,10,Democrat,Emanuel D. Jones,469,1496,124,0
DeKalb,Snapfinger Road S,State Senate,10,Democrat,Emanuel D. Jones,224,742,70,0
DeKalb,Snapfinger Road,State Senate,10,Democrat,Emanuel D. Jones,409,2362,223,0
DeKalb,Wesley Chapel Library,State Senate,10,Democrat,Emanuel D. Jones,241,1272,109,0
DeKalb,Woodrow Road,State Senate,10,Democrat,Emanuel D. Jones,348,959,67,0
DeKalb,Ashford Park Elem,State Senate,40,Republican,Austin McDonald,441,392,17,0
DeKalb,Austin,State Senate,40,Republican,Austin McDonald,382,619,40,0
DeKalb,Ashford Dunwoody Rd,State Senate,40,Republican,Austin McDonald,438,449,40,0
DeKalb,Ashford Parkside,State Senate,40,Republican,Austin McDonald,383,477,34,0
DeKalb,Brookhaven,State Senate,40,Republican,Austin McDonald,424,437,32,0
DeKalb,Chamblee,State Senate,40,Republican,Austin McDonald,156,282,8,0
DeKalb,Chesnut Elem,State Senate,40,Republican,Austin McDonald,147,155,10,0
DeKalb,Chamblee 2,State Senate,40,Republican,Austin McDonald,273,462,23,0
DeKalb,Doraville North,State Senate,40,Republican,Austin McDonald,191,126,23,0
DeKalb,Doraville South,State Senate,40,Republican,Austin McDonald,118,59,6,0
DeKalb,Dresden Elem,State Senate,40,Republican,Austin McDonald,301,335,29,0
DeKalb,Dunwoody,State Senate,40,Republican,Austin McDonald,209,380,24,0
DeKalb,Dunwoody 2,State Senate,40,Republican,Austin McDonald,242,469,39,0
DeKalb,Dunwoody Library,State Senate,40,Republican,Austin McDonald,266,715,41,0
DeKalb,Embry Hills,State Senate,40,Republican,Austin McDonald,107,221,20,0
DeKalb,Evansdale Elem,State Senate,40,Republican,Austin McDonald,259,326,41,1
DeKalb,Georgetown Sq,State Senate,40,Republican,Austin McDonald,242,408,24,0
DeKalb,Hawthorne Elem,State Senate,40,Republican,Austin McDonald,248,222,27,0
DeKalb,Henderson Mill,State Senate,40,Republican,Austin McDonald,212,318,45,0
DeKalb,Huntley Hills Elem,State Senate,40,Republican,Austin McDonald,236,249,24,1
DeKalb,Kingsley Elem,State Senate,40,Republican,Austin McDonald,337,559,66,0
DeKalb,Kittredge Elem,State Senate,40,Republican,Austin McDonald,233,444,33,0
DeKalb,Lakeside High,State Senate,40,Republican,Austin McDonald,3,2,0,0
DeKalb,Mount Vernon East,State Senate,40,Republican,Austin McDonald,402,612,40,0
DeKalb,Mount Vernon West,State Senate,40,Republican,Austin McDonald,229,462,28,0
DeKalb,Montgomery Elem,State Senate,40,Republican,Austin McDonald,323,358,42,0
DeKalb,Midvale Road,State Senate,40,Republican,Austin McDonald,65,95,13,0
DeKalb,North Peachtree,State Senate,40,Republican,Austin McDonald,131,141,10,0
DeKalb,Oakcliff Elem,State Senate,40,Republican,Austin McDonald,158,80,18,0
DeKalb,Peachtree Middle,State Senate,40,Republican,Austin McDonald,153,299,35,0
DeKalb,Pleasantdale Road,State Senate,40,Republican,Austin McDonald,113,157,18,0
DeKalb,Silver Lake,State Senate,40,Republican,Austin McDonald,453,778,49,0
DeKalb,Skyland,State Senate,40,Republican,Austin McDonald,276,342,10,0
DeKalb,Tilly Mill Road,State Senate,40,Republican,Austin McDonald,238,264,23,0
DeKalb,Warren Tech,State Senate,40,Republican,Austin McDonald,120,59,7,0
DeKalb,Winters Chapel,State Senate,40,Republican,Austin McDonald,214,224,20,0
DeKalb,Ashford Park Elem,State Senate,40,Democrat,Sally Harrell,294,538,41,1
DeKalb,Austin,State Senate,40,Democrat,Sally Harrell,207,598,80,0
DeKalb,Ashford Dunwoody Rd,State Senate,40,Democrat,Sally Harrell,325,724,123,0
DeKalb,Ashford Parkside,State Senate,40,Democrat,Sally Harrell,365,800,128,0
DeKalb,Brookhaven,State Senate,40,Democrat,Sally Harrell,379,799,89,0
DeKalb,Chamblee,State Senate,40,Democrat,Sally Harrell,190,749,45,2
DeKalb,Chesnut Elem,State Senate,40,Democrat,Sally Harrell,294,555,60,0
DeKalb,Chamblee 2,State Senate,40,Democrat,Sally Harrell,284,869,118,0
DeKalb,Doraville North,State Senate,40,Democrat,Sally Harrell,374,482,59,0
DeKalb,Doraville South,State Senate,40,Democrat,Sally Harrell,178,258,29,0
DeKalb,Dresden Elem,State Senate,40,Democrat,Sally Harrell,573,992,144,1
DeKalb,Dunwoody,State Senate,40,Democrat,Sally Harrell,295,811,96,0
DeKalb,Dunwoody 2,State Senate,40,Democrat,Sally Harrell,125,558,68,0
DeKalb,Dunwoody Library,State Senate,40,Democrat,Sally Harrell,157,647,69,0
DeKalb,Embry Hills,State Senate,40,Democrat,Sally Harrell,194,501,68,0
DeKalb,Evansdale Elem,State Senate,40,Democrat,Sally Harrell,410,850,130,0
DeKalb,Georgetown Sq,State Senate,40,Democrat,Sally Harrell,325,820,82,0
DeKalb,Hawthorne Elem,State Senate,40,Democrat,Sally Harrell,516,919,110,1
DeKalb,Henderson Mill,State Senate,40,Democrat,Sally Harrell,356,858,148,0
DeKalb,Huntley Hills Elem,State Senate,40,Democrat,Sally Harrell,413,749,75,0
DeKalb,Kingsley Elem,State Senate,40,Democrat,Sally Harrell,187,573,111,0
DeKalb,Kittredge Elem,State Senate,40,Democrat,Sally Harrell,223,632,96,1
DeKalb,Lakeside High,State Senate,40,Democrat,Sally Harrell,0,5,0,0
DeKalb,Mount Vernon East,State Senate,40,Democrat,Sally Harrell,218,620,76,0
DeKalb,Mount Vernon West,State Senate,40,Democrat,Sally Harrell,161,670,62,0
DeKalb,Montgomery Elem,State Senate,40,Democrat,Sally Harrell,317,619,92,0
DeKalb,Midvale Road,State Senate,40,Democrat,Sally Harrell,216,493,48,0
DeKalb,North Peachtree,State Senate,40,Democrat,Sally Harrell,218,373,38,0
DeKalb,Oakcliff Elem,State Senate,40,Democrat,Sally Harrell,258,255,46,0
DeKalb,Peachtree Middle,State Senate,40,Democrat,Sally Harrell,317,816,95,0
DeKalb,Pleasantdale Road,State Senate,40,Democrat,Sally Harrell,436,745,96,1
DeKalb,Silver Lake,State Senate,40,Democrat,Sally Harrell,380,1042,145,0
DeKalb,Skyland,State Senate,40,Democrat,Sally Harrell,266,471,50,2
DeKalb,Tilly Mill Road,State Senate,40,Democrat,Sally Harrell,149,396,35,0
DeKalb,Warren Tech,State Senate,40,Democrat,Sally Harrell,245,230,43,0
DeKalb,Winters Chapel,State Senate,40,Democrat,Sally Harrell,185,331,42,0
DeKalb,Allgood Elem,State Senate,41,Republican,Jayre Jones,64,67,7,0
DeKalb,Brockett Elem,State Senate,41,Republican,Jayre Jones,123,301,24,0
DeKalb,Brockett,State Senate,41,Republican,Jayre Jones,223,203,25,0
DeKalb,Bethune Middle,State Senate,41,Republican,Jayre Jones,33,54,3,0
DeKalb,Canby Lane Elem,State Senate,41,Republican,Jayre Jones,16,23,5,0
DeKalb,Clarkston,State Senate,41,Republican,Jayre Jones,73,58,1,1
DeKalb,Crossroads,State Senate,41,Republican,Jayre Jones,24,40,6,1
DeKalb,Covington Hwy,State Senate,41,Republican,Jayre Jones,5,3,0,0
DeKalb,Clarkston Community Center,State Senate,41,Republican,Jayre Jones,86,54,0,0
DeKalb,Dunaire Elem,State Senate,41,Republican,Jayre Jones,60,63,9,0
DeKalb,Freedom Middle,State Senate,41,Republican,Jayre Jones,53,70,9,0
DeKalb,Glenhaven,State Senate,41,Republican,Jayre Jones,42,35,6,0
DeKalb,Glenwood Road,State Senate,41,Republican,Jayre Jones,42,20,12,0
DeKalb,Hambrick Elem,State Senate,41,Republican,Jayre Jones,121,106,16,0
DeKalb,Hugh Howell,State Senate,41,Republican,Jayre Jones,198,241,19,0
DeKalb,Idlewood Elem,State Senate,41,Republican,Jayre Jones,131,98,15,0
DeKalb,Indian Creek,State Senate,41,Republican,Jayre Jones,54,54,4,0
DeKalb,Jolly Elem,State Senate,41,Republican,Jayre Jones,151,119,23,0
DeKalb,Livsey Elem,State Senate,41,Republican,Jayre Jones,131,197,17,0
DeKalb,Miller-Eldridge L Miller Elem,State Senate,41,Republican,Jayre Jones,40,38,7,0
DeKalb,Midvale Elem,State Senate,41,Republican,Jayre Jones,311,463,53,0
DeKalb,Miller Grove,State Senate,41,Republican,Jayre Jones,11,24,3,0
DeKalb,Montreal,State Senate,41,Republican,Jayre Jones,142,131,14,0
DeKalb,Memorial South,State Senate,41,Republican,Jayre Jones,54,56,4,0
DeKalb,North Hairston,State Senate,41,Republican,Jayre Jones,53,59,7,0
DeKalb,Northlake,State Senate,41,Republican,Jayre Jones,161,115,19,0
DeKalb,Pine Lake,State Senate,41,Republican,Jayre Jones,43,8,1,0
DeKalb,Panola Way Elem,State Senate,41,Republican,Jayre Jones,14,13,2,0
DeKalb,Rehoboth,State Senate,41,Republican,Jayre Jones,135,179,26,0
DeKalb,Rockbridge Elem,State Senate,41,Republican,Jayre Jones,59,44,8,0
DeKalb,Rowland Elem,State Senate,41,Republican,Jayre Jones,47,39,3,0
DeKalb,Rowland Road,State Senate,41,Republican,Jayre Jones,41,29,11,0
DeKalb,Shaw-Robert Shaw Elem,State Senate,41,Republican,Jayre Jones,79,59,8,0
DeKalb,Stone Mountain Elem,State Senate,41,Republican,Jayre Jones,62,128,127,0
DeKalb,Smoke Rise,State Senate,41,Republican,Jayre Jones,201,299,48,1
DeKalb,Stone Mtn Middle,State Senate,41,Republican,Jayre Jones,50,38,9,0
DeKalb,Stone Mill Elem,State Senate,41,Republican,Jayre Jones,33,38,4,0
DeKalb,Shamrock,State Senate,41,Republican,Jayre Jones,102,122,25,0
DeKalb,Stone Mtn Champion,State Senate,41,Republican,Jayre Jones,67,55,2,0
DeKalb,Stone Mtn,State Senate,41,Republican,Jayre Jones,61,74,3,0
DeKalb,Snapfinger Road N,State Senate,41,Republican,Jayre Jones,16,35,12,0
DeKalb,South Hairston,State Senate,41,Republican,Jayre Jones,33,35,2,0
DeKalb,Tucker Library,State Senate,41,Republican,Jayre Jones,221,512,57,0
DeKalb,Tucker,State Senate,41,Republican,Jayre Jones,158,362,29,0
DeKalb,Valley Brook,State Senate,41,Republican,Jayre Jones,53,39,9,0
DeKalb,Woodridge Elem,State Senate,41,Republican,Jayre Jones,30,57,9,0
DeKalb,White Oak,State Senate,41,Republican,Jayre Jones,20,14,0,0
DeKalb,Young Road,State Senate,41,Republican,Jayre Jones,7,30,0,0
DeKalb,Allgood Elem,State Senate,41,Democrat,Kim Jackson,366,853,88,0
DeKalb,Brockett Elem,State Senate,41,Democrat,Kim Jackson,282,698,106,0
DeKalb,Brockett,State Senate,41,Democrat,Kim Jackson,364,675,73,0
DeKalb,Bethune Middle,State Senate,41,Democrat,Kim Jackson,451,1445,147,0
DeKalb,Canby Lane Elem,State Senate,41,Democrat,Kim Jackson,260,572,79,1
DeKalb,Clarkston,State Senate,41,Democrat,Kim Jackson,426,608,41,1
DeKalb,Crossroads,State Senate,41,Democrat,Kim Jackson,287,937,90,0
DeKalb,Covington Hwy,State Senate,41,Democrat,Kim Jackson,17,67,9,0
DeKalb,Clarkston Community Center,State Senate,41,Democrat,Kim Jackson,277,534,55,0
DeKalb,Dunaire Elem,State Senate,41,Democrat,Kim Jackson,295,595,94,0
DeKalb,Freedom Middle,State Senate,41,Democrat,Kim Jackson,317,848,87,0
DeKalb,Glenhaven,State Senate,41,Democrat,Kim Jackson,216,488,59,0
DeKalb,Glenwood Road,State Senate,41,Democrat,Kim Jackson,259,503,68,0
DeKalb,Hambrick Elem,State Senate,41,Democrat,Kim Jackson,398,813,102,0
DeKalb,Hugh Howell,State Senate,41,Democrat,Kim Jackson,258,487,68,0
DeKalb,Idlewood Elem,State Senate,41,Democrat,Kim Jackson,278,591,64,0
DeKalb,Indian Creek,State Senate,41,Democrat,Kim Jackson,185,430,72,0
DeKalb,Jolly Elem,State Senate,41,Democrat,Kim Jackson,344,757,109,0
DeKalb,Livsey Elem,State Senate,41,Democrat,Kim Jackson,155,368,59,0
DeKalb,Miller-Eldridge L Miller Elem,State Senate,41,Democrat,Kim Jackson,376,999,132,0
DeKalb,Midvale Elem,State Senate,41,Democrat,Kim Jackson,267,761,101,0
DeKalb,Miller Grove,State Senate,41,Democrat,Kim Jackson,479,1210,114,0
DeKalb,Montreal,State Senate,41,Democrat,Kim Jackson,367,646,58,0
DeKalb,Memorial South,State Senate,41,Democrat,Kim Jackson,214,527,54,1
DeKalb,North Hairston,State Senate,41,Democrat,Kim Jackson,226,572,69,1
DeKalb,Northlake,State Senate,41,Democrat,Kim Jackson,266,443,79,0
DeKalb,Pine Lake,State Senate,41,Democrat,Kim Jackson,252,95,7,0
DeKalb,Panola Way Elem,State Senate,41,Democrat,Kim Jackson,234,496,47,0
DeKalb,Rehoboth,State Senate,41,Democrat,Kim Jackson,227,580,121,0
DeKalb,Rockbridge Elem,State Senate,41,Democrat,Kim Jackson,351,680,89,0
DeKalb,Rowland Elem,State Senate,41,Democrat,Kim Jackson,373,891,107,0
DeKalb,Rowland Road,State Senate,41,Democrat,Kim Jackson,275,619,58,0
DeKalb,Shaw-Robert Shaw Elem,State Senate,41,Democrat,Kim Jackson,371,875,116,0
DeKalb,Stone Mountain Elem,State Senate,41,Democrat,Kim Jackson,211,548,188,0
DeKalb,Smoke Rise,State Senate,41,Democrat,Kim Jackson,213,636,96,0
DeKalb,Stone Mtn Middle,State Senate,41,Democrat,Kim Jackson,296,518,30,0
DeKalb,Stone Mill Elem,State Senate,41,Democrat,Kim Jackson,351,510,63,1
DeKalb,Shamrock,State Senate,41,Democrat,Kim Jackson,298,542,75,0
DeKalb,Stone Mtn Champion,State Senate,41,Democrat,Kim Jackson,357,666,65,2
DeKalb,Stone Mtn,State Senate,41,Democrat,Kim Jackson,207,336,47,0
DeKalb,Snapfinger Road N,State Senate,41,Democrat,Kim Jackson,263,716,87,0
DeKalb,South Hairston,State Senate,41,Democrat,Kim Jackson,430,957,101,1
DeKalb,Tucker Library,State Senate,41,Democrat,Kim Jackson,286,1092,123,0
DeKalb,Tucker,State Senate,41,Democrat,Kim Jackson,282,898,112,1
DeKalb,Valley Brook,State Senate,41,Democrat,Kim Jackson,263,243,36,0
DeKalb,Woodridge Elem,State Senate,41,Democrat,Kim Jackson,385,993,159,0
DeKalb,White Oak,State Senate,41,Democrat,Kim Jackson,362,607,53,0
DeKalb,Young Road,State Senate,41,Democrat,Kim Jackson,149,804,74,0
DeKalb,Avondale,State Senate,42,Democrat,Elena Parent,663,1274,168,0
DeKalb,Austin Drive,State Senate,42,Democrat,Elena Parent,288,576,93,0
DeKalb,Avondale High,State Senate,42,Democrat,Elena Parent,467,1404,167,2
DeKalb,Boulevard,State Senate,42,Democrat,Elena Parent,691,2318,163,0
DeKalb,Briar Vista Elem,State Senate,42,Democrat,Elena Parent,418,1002,134,3
DeKalb,Briarlake Elem,State Senate,42,Democrat,Elena Parent,332,573,106,0
DeKalb,Briarwood,State Senate,42,Democrat,Elena Parent,266,835,40,0
