county,precinct,office,district,candidate,party,votes
Preston,PRECINCT 27,DEM FOR SURVEYOR,,KEN MORAN,DEM,82
Preston,PRECINCT 28,DEM FOR SURVEYOR,,KEN MORAN,DEM,37
Preston,PRECINCT 1,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,65
Preston,PRECINCT 2,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,74
Preston,PRECINCT 3,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,69
Preston,PRECINCT 4,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,68
Preston,PRECINCT 5,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,53
Preston,PRECINCT 6,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,52
Preston,PRECINCT 7,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,136
Preston,PRECINCT 8,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,89
Preston,PRECINCT 9,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,27
Preston,PRECINCT 10,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,63
Preston,PRECINCT 11,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,69
Preston,PRECINCT 12,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,66
Preston,PRECINCT 13,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,112
Preston,PRECINCT 14,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,51
Preston,PRECINCT 15,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,117
Preston,PRECINCT 16,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,12
Preston,PRECINCT 17,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,62
Preston,PRECINCT 18,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,90
Preston,PRECINCT 19,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,39
Preston,PRECINCT 20,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,117
Preston,PRECINCT 21,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,63
Preston,PRECINCT 22,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,61
Preston,PRECINCT 23,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,27
Preston,PRECINCT 24,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,59
Preston,PRECINCT 25,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,47
Preston,PRECINCT 26,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,44
Preston,PRECINCT 27,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,88
Preston,PRECINCT 28,NONPARTISAN BOARD OF EDUCATION,,PETER LIGA,,34
Preston,PRECINCT 1,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,173
Preston,PRECINCT 2,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,229
Preston,PRECINCT 3,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,174
Preston,PRECINCT 4,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,234
Preston,PRECINCT 5,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,134
Preston,PRECINCT 6,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,196
Preston,PRECINCT 7,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,286
Preston,PRECINCT 8,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,209
Preston,PRECINCT 9,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,75
Preston,PRECINCT 10,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,185
Preston,PRECINCT 11,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,230
Preston,PRECINCT 12,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,221
Preston,PRECINCT 13,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,298
Preston,PRECINCT 14,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,114
Preston,PRECINCT 15,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,222
Preston,PRECINCT 16,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,43
Preston,PRECINCT 17,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,148
Preston,PRECINCT 18,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,274
Preston,PRECINCT 19,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,126
Preston,PRECINCT 20,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,249
Preston,PRECINCT 21,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,194
Preston,PRECINCT 22,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,183
Preston,PRECINCT 23,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,91
Preston,PRECINCT 24,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,236
Preston,PRECINCT 25,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,125
Preston,PRECINCT 26,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,137
Preston,PRECINCT 27,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,219
Preston,PRECINCT 28,NONPARTISAN BOARD OF EDUCATION,,PAM FEATHERS,,94
Preston,PRECINCT 1,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,182
Preston,PRECINCT 2,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,267
Preston,PRECINCT 3,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,179
Preston,PRECINCT 4,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,258
Preston,PRECINCT 5,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,201
Preston,PRECINCT 6,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,219
Preston,PRECINCT 7,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,410
Preston,PRECINCT 8,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,247
Preston,PRECINCT 9,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,83
Preston,PRECINCT 10,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,174
Preston,PRECINCT 11,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,247
Preston,PRECINCT 12,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,249
Preston,PRECINCT 13,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,486
Preston,PRECINCT 14,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,148
Preston,PRECINCT 15,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,350
Preston,PRECINCT 16,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,69
Preston,PRECINCT 17,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,230
Preston,PRECINCT 18,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,311
Preston,PRECINCT 19,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,128
Preston,PRECINCT 20,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,284
Preston,PRECINCT 21,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,173
Preston,PRECINCT 22,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,181
Preston,PRECINCT 23,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,83
Preston,PRECINCT 24,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,244
Preston,PRECINCT 25,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,167
Preston,PRECINCT 26,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,173
Preston,PRECINCT 27,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,233
Preston,PRECINCT 28,NONPARTISAN BOARD OF EDUCATION,,BRUCE P. HUGGINS,,77
Preston,PRECINCT 1,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,265
Preston,PRECINCT 2,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,347
Preston,PRECINCT 3,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,253
Preston,PRECINCT 4,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,191
Preston,PRECINCT 5,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,152
Preston,PRECINCT 6,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,228
Preston,PRECINCT 7,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,216
Preston,PRECINCT 8,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,159
Preston,PRECINCT 9,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,55
Preston,PRECINCT 10,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,147
Preston,PRECINCT 11,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,178
Preston,PRECINCT 12,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,180
Preston,PRECINCT 13,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,239
Preston,PRECINCT 14,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,96
Preston,PRECINCT 15,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,181
Preston,PRECINCT 16,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,29
Preston,PRECINCT 17,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,142
Preston,PRECINCT 18,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,237
Preston,PRECINCT 19,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,97
Preston,PRECINCT 20,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,246
Preston,PRECINCT 21,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,142
Preston,PRECINCT 22,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,146
Preston,PRECINCT 23,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,80
Preston,PRECINCT 24,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,170
Preston,PRECINCT 25,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,111
Preston,PRECINCT 26,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,81
Preston,PRECINCT 27,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,161
Preston,PRECINCT 28,NONPARTISAN BOARD OF EDUCATION,,JEANNE DREISBACH,,68
Preston,PRECINCT 1,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,279
Preston,PRECINCT 2,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,378
Preston,PRECINCT 3,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,277
Preston,PRECINCT 4,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,294
Preston,PRECINCT 5,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,222
Preston,PRECINCT 6,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,285
Preston,PRECINCT 7,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,422
Preston,PRECINCT 8,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,275
Preston,PRECINCT 9,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,95
Preston,PRECINCT 10,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,234
Preston,PRECINCT 11,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,291
Preston,PRECINCT 12,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,274
Preston,PRECINCT 13,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,466
Preston,PRECINCT 14,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,204
Preston,PRECINCT 15,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,332
Preston,PRECINCT 16,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,76
Preston,PRECINCT 17,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,234
Preston,PRECINCT 18,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,393
Preston,PRECINCT 19,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,169
Preston,PRECINCT 20,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,380
Preston,PRECINCT 21,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,227
Preston,PRECINCT 22,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,242
Preston,PRECINCT 23,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,121
Preston,PRECINCT 24,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,285
Preston,PRECINCT 25,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,166
Preston,PRECINCT 26,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,178
Preston,PRECINCT 27,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,286
Preston,PRECINCT 28,FOR CONSERVATION DISTRICT SUPERVISOR,,EDWARD UTTERBACK,,125
Preston,PRECINCT 2,FOR MAYOR BRANDONVILLE,,JEFF TIBERIO,,9
Preston,PRECINCT 2,FOR MAYOR BRANDONVILLE,,WESLEY RIDENOUR,,37
Preston,PRECINCT 27,FOR MAYOR ROWLESBURG,,ERIC BAUTISTA,,156
Preston,PRECINCT 2,FOR RECORDER BRANDONVILLE,,ANDREA FRIEND,,36
Preston,PRECINCT 27,FOR RECORDER ROWLESBURG,,KIMBERLY FELTON,,146
Preston,PRECINCT 2,FOR CITY COUNCIL BRANDONVILLE,,LISA TIBERIO,,28
Preston,PRECINCT 2,FOR CITY COUNCIL BRANDONVILLE,,LARRY FRIEND,,23
Preston,PRECINCT 2,FOR CITY COUNCIL BRANDONVILLE,,COREL E. SHAFER,,43
Preston,PRECINCT 2,FOR CITY COUNCIL BRANDONVILLE,,SARAH HERRING,,39
Preston,PRECINCT 2,FOR CITY COUNCIL BRANDONVILLE,,ALAN BLANKENSHIP,,42
Preston,PRECINCT 27,FOR CITY COUNCIL ROWLESBURG,,DELORES RIGGS,,124
Preston,PRECINCT 27,FOR CITY COUNCIL ROWLESBURG,,ERIC V. BAUMGARDNER,,129
Preston,PRECINCT 27,FOR CITY COUNCIL ROWLESBURG,,T J HAWKINS,,106
Preston,PRECINCT 27,FOR CITY COUNCIL ROWLESBURG,,E. BETTY MOATS,,117
Preston,PRECINCT 27,FOR CITY COUNCIL ROWLESBURG,,ART SIGLEY,,102
Morgan,PRECINCT 1,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,498
Morgan,PRECINCT 2,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,454
Morgan,PRECINCT 4,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,207
Morgan,PRECINCT 5,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,171
Morgan,PRECINCT 6,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,206
Morgan,PRECINCT 7,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,156
Morgan,PRECINCT 8,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,348
Morgan,PRECINCT 13,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,388
Morgan,PRECINCT 18,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,142
Morgan,PRECINCT 21,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,319
Morgan,PRECINCT 23,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,331
Morgan,PRECINCT 24,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,398
Morgan,PRECINCT 25,BALLOTS CAST,,BALLOTS CAST - REPUBLICAN,REP,296
Morgan,PRECINCT 1,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,130
Morgan,PRECINCT 2,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,113
Morgan,PRECINCT 4,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,51
Morgan,PRECINCT 5,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,46
Morgan,PRECINCT 6,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,49
Morgan,PRECINCT 7,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,73
Morgan,PRECINCT 8,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,87
Morgan,PRECINCT 13,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,110
Morgan,PRECINCT 18,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,49
Morgan,PRECINCT 21,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,129
Morgan,PRECINCT 23,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,87
Morgan,PRECINCT 24,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,139
Morgan,PRECINCT 25,BALLOTS CAST,,BALLOTS CAST - DEMOCRATIC,DEM,95
Morgan,PRECINCT 1,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,9
Morgan,PRECINCT 2,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,6
Morgan,PRECINCT 4,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,1
Morgan,PRECINCT 5,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,2
Morgan,PRECINCT 6,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,13
Morgan,PRECINCT 7,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,0
Morgan,PRECINCT 8,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,2
Morgan,PRECINCT 13,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,3
Morgan,PRECINCT 18,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,5
Morgan,PRECINCT 21,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,8
Morgan,PRECINCT 23,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,9
Morgan,PRECINCT 24,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,13
Morgan,PRECINCT 25,BALLOTS CAST,,BALLOTS CAST - NONPARTISAN,,5
Morgan,PRECINCT 1,PRESIDENT,,MATTHEW JOHN MATERN,REP,5
Morgan,PRECINCT 2,PRESIDENT,,MATTHEW JOHN MATERN,REP,5
Morgan,PRECINCT 4,PRESIDENT,,MATTHEW JOHN MATERN,REP,5
Morgan,PRECINCT 5,PRESIDENT,,MATTHEW JOHN MATERN,REP,3
Morgan,PRECINCT 6,PRESIDENT,,MATTHEW JOHN MATERN,REP,1
Morgan,PRECINCT 7,PRESIDENT,,MATTHEW JOHN MATERN,REP,6
Morgan,PRECINCT 8,PRESIDENT,,MATTHEW JOHN MATERN,REP,2
Morgan,PRECINCT 13,PRESIDENT,,MATTHEW JOHN MATERN,REP,3
Morgan,PRECINCT 18,PRESIDENT,,MATTHEW JOHN MATERN,REP,1
Morgan,PRECINCT 21,PRESIDENT,,MATTHEW JOHN MATERN,REP,3
Morgan,PRECINCT 23,PRESIDENT,,MATTHEW JOHN MATERN,REP,5
Morgan,PRECINCT 24,PRESIDENT,,MATTHEW JOHN MATERN,REP,6
Morgan,PRECINCT 25,PRESIDENT,,MATTHEW JOHN MATERN,REP,5
Morgan,PRECINCT 1,PRESIDENT,,BILL WELD,REP,17
Morgan,PRECINCT 2,PRESIDENT,,BILL WELD,REP,8
Morgan,PRECINCT 4,PRESIDENT,,BILL WELD,REP,6
Morgan,PRECINCT 5,PRESIDENT,,BILL WELD,REP,10
Morgan,PRECINCT 6,PRESIDENT,,BILL WELD,REP,6
Morgan,PRECINCT 7,PRESIDENT,,BILL WELD,REP,13
Morgan,PRECINCT 8,PRESIDENT,,BILL WELD,REP,9
Morgan,PRECINCT 13,PRESIDENT,,BILL WELD,REP,9
Morgan,PRECINCT 18,PRESIDENT,,BILL WELD,REP,6
Morgan,PRECINCT 21,PRESIDENT,,BILL WELD,REP,9
Morgan,PRECINCT 23,PRESIDENT,,BILL WELD,REP,8
Morgan,PRECINCT 24,PRESIDENT,,BILL WELD,REP,15
Morgan,PRECINCT 25,PRESIDENT,,BILL WELD,REP,14
Morgan,PRECINCT 1,PRESIDENT,,DONALD J. TRUMP,REP,418
Morgan,PRECINCT 2,PRESIDENT,,DONALD J. TRUMP,REP,415
Morgan,PRECINCT 4,PRESIDENT,,DONALD J. TRUMP,REP,171
Morgan,PRECINCT 5,PRESIDENT,,DONALD J. TRUMP,REP,141
Morgan,PRECINCT 6,PRESIDENT,,DONALD J. TRUMP,REP,175
Morgan,PRECINCT 7,PRESIDENT,,DONALD J. TRUMP,REP,118
Morgan,PRECINCT 8,PRESIDENT,,DONALD J. TRUMP,REP,311
Morgan,PRECINCT 13,PRESIDENT,,DONALD J. TRUMP,REP,345
Morgan,PRECINCT 18,PRESIDENT,,DONALD J. TRUMP,REP,128
Morgan,PRECINCT 21,PRESIDENT,,DONALD J. TRUMP,REP,282
Morgan,PRECINCT 23,PRESIDENT,,DONALD J. TRUMP,REP,298
Morgan,PRECINCT 24,PRESIDENT,,DONALD J. TRUMP,REP,351
Morgan,PRECINCT 25,PRESIDENT,,DONALD J. TRUMP,REP,256
Morgan,PRECINCT 1,PRESIDENT,,JOE WALSH,REP,12
Morgan,PRECINCT 2,PRESIDENT,,JOE WALSH,REP,8
Morgan,PRECINCT 4,PRESIDENT,,JOE WALSH,REP,9
Morgan,PRECINCT 5,PRESIDENT,,JOE WALSH,REP,3
Morgan,PRECINCT 6,PRESIDENT,,JOE WALSH,REP,6
Morgan,PRECINCT 7,PRESIDENT,,JOE WALSH,REP,3
Morgan,PRECINCT 8,PRESIDENT,,JOE WALSH,REP,2
Morgan,PRECINCT 13,PRESIDENT,,JOE WALSH,REP,8
Morgan,PRECINCT 18,PRESIDENT,,JOE WALSH,REP,1
Morgan,PRECINCT 21,PRESIDENT,,JOE WALSH,REP,8
Morgan,PRECINCT 23,PRESIDENT,,JOE WALSH,REP,7
Morgan,PRECINCT 24,PRESIDENT,,JOE WALSH,REP,7
Morgan,PRECINCT 25,PRESIDENT,,JOE WALSH,REP,4
Morgan,PRECINCT 1,PRESIDENT,,BOB ELY,REP,3
Morgan,PRECINCT 2,PRESIDENT,,BOB ELY,REP,0
Morgan,PRECINCT 4,PRESIDENT,,BOB ELY,REP,2
Morgan,PRECINCT 5,PRESIDENT,,BOB ELY,REP,0
Morgan,PRECINCT 6,PRESIDENT,,BOB ELY,REP,0
Morgan,PRECINCT 7,PRESIDENT,,BOB ELY,REP,0
Morgan,PRECINCT 8,PRESIDENT,,BOB ELY,REP,1
Morgan,PRECINCT 13,PRESIDENT,,BOB ELY,REP,0
Morgan,PRECINCT 18,PRESIDENT,,BOB ELY,REP,0
Morgan,PRECINCT 21,PRESIDENT,,BOB ELY,REP,1
Morgan,PRECINCT 23,PRESIDENT,,BOB ELY,REP,2
Morgan,PRECINCT 24,PRESIDENT,,BOB ELY,REP,3
Morgan,PRECINCT 25,PRESIDENT,,BOB ELY,REP,0
Morgan,PRECINCT 1,PRESIDENT,,"ROQUE ""ROCKY"" DE LA FUENTE",REP,11
Morgan,PRECINCT 2,PRESIDENT,,"ROQUE ""ROCKY"" DE LA FUENTE",REP,4
Morgan,PRECINCT 4,PRESIDENT,,"ROQUE ""ROCKY"" DE LA FUENTE",REP,0
Morgan,PRECINCT 5,PRESIDENT,,"ROQUE ""ROCKY"" DE LA FUENTE",REP,5
Morgan,PRECINCT 6,PRESIDENT,,"ROQUE ""ROCKY"" DE LA FUENTE",REP,4
Morgan,PRECINCT 7,PRESIDENT,,"ROQUE ""ROCKY"" DE LA FUENTE",REP,3
Morgan,PRECINCT 8,PRESIDENT,,"ROQUE ""ROCKY"" DE LA FUENTE",REP,1
Morgan,PRECINCT 13,PRESIDENT,,"ROQUE ""ROCKY"" DE LA FUENTE",REP,6
Morgan,PRECINCT 18,PRESIDENT,,"ROQUE ""ROCKY"" DE LA FUENTE",REP,0
Morgan,PRECINCT 21,PRESIDENT,,"ROQUE ""ROCKY"" DE LA FUENTE",REP,4
Morgan,PRECINCT 23,PRESIDENT,,"ROQUE ""ROCKY"" DE LA FUENTE",REP,6
Morgan,PRECINCT 24,PRESIDENT,,"ROQUE ""ROCKY"" DE LA FUENTE",REP,7
Morgan,PRECINCT 25,PRESIDENT,,"ROQUE ""ROCKY"" DE LA FUENTE",REP,2
Morgan,PRECINCT 1,U.S. SENATOR,,LARRY EUGENE BUTCHER,REP,43
Morgan,PRECINCT 2,U.S. SENATOR,,LARRY EUGENE BUTCHER,REP,46
Morgan,PRECINCT 4,U.S. SENATOR,,LARRY EUGENE BUTCHER,REP,14
Morgan,PRECINCT 5,U.S. SENATOR,,LARRY EUGENE BUTCHER,REP,15
Morgan,PRECINCT 6,U.S. SENATOR,,LARRY EUGENE BUTCHER,REP,14
Morgan,PRECINCT 7,U.S. SENATOR,,LARRY EUGENE BUTCHER,REP,18
Morgan,PRECINCT 8,U.S. SENATOR,,LARRY EUGENE BUTCHER,REP,33
Morgan,PRECINCT 13,U.S. SENATOR,,LARRY EUGENE BUTCHER,REP,40
Morgan,PRECINCT 18,U.S. SENATOR,,LARRY EUGENE BUTCHER,REP,18
Morgan,PRECINCT 21,U.S. SENATOR,,LARRY EUGENE BUTCHER,REP,25
Morgan,PRECINCT 23,U.S. SENATOR,,LARRY EUGENE BUTCHER,REP,30
Morgan,PRECINCT 24,U.S. SENATOR,,LARRY EUGENE BUTCHER,REP,36
Morgan,PRECINCT 25,U.S. SENATOR,,LARRY EUGENE BUTCHER,REP,25
Morgan,PRECINCT 1,U.S. SENATOR,,SHELLEY MOORE CAPITO,REP,376
Morgan,PRECINCT 2,U.S. SENATOR,,SHELLEY MOORE CAPITO,REP,332
Morgan,PRECINCT 4,U.S. SENATOR,,SHELLEY MOORE CAPITO,REP,159
Morgan,PRECINCT 5,U.S. SENATOR,,SHELLEY MOORE CAPITO,REP,131
Morgan,PRECINCT 6,U.S. SENATOR,,SHELLEY MOORE CAPITO,REP,158
Morgan,PRECINCT 7,U.S. SENATOR,,SHELLEY MOORE CAPITO,REP,103
Morgan,PRECINCT 8,U.S. SENATOR,,SHELLEY MOORE CAPITO,REP,270
Morgan,PRECINCT 13,U.S. SENATOR,,SHELLEY MOORE CAPITO,REP,287
Morgan,PRECINCT 18,U.S. SENATOR,,SHELLEY MOORE CAPITO,REP,100
Morgan,PRECINCT 21,U.S. SENATOR,,SHELLEY MOORE CAPITO,REP,247
