county,precinct,office,district,candidate,party,votes
Berkeley,PRECINCT 23,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,146
Berkeley,PRECINCT 24,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,76
Berkeley,PRECINCT 25,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,85
Berkeley,PRECINCT 26,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,122
Berkeley,PRECINCT 27,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,150
Berkeley,PRECINCT 28,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,187
Berkeley,PRECINCT 29,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,199
Berkeley,PRECINCT 30,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,123
Berkeley,PRECINCT 32,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,24
Berkeley,PRECINCT 34,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,216
Berkeley,PRECINCT 35,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,183
Berkeley,PRECINCT 36,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,163
Berkeley,PRECINCT 38,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,123
Berkeley,PRECINCT 39,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,194
Berkeley,PRECINCT 40,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,83
Berkeley,PRECINCT 41,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,225
Berkeley,PRECINCT 42,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,97
Berkeley,PRECINCT 43,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,152
Berkeley,PRECINCT 43A,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,114
Berkeley,PRECINCT 44,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,99
Berkeley,PRECINCT 45,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,129
Berkeley,PRECINCT 46,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,73
Berkeley,PRECINCT 46A,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,158
Berkeley,PRECINCT 47,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,214
Berkeley,PRECINCT 48,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,209
Berkeley,PRECINCT 49,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,57
Berkeley,PRECINCT 50,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,217
Berkeley,PRECINCT 51,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,124
Berkeley,PRECINCT 51A,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,136
Berkeley,PRECINCT 52,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,177
Berkeley,PRECINCT 53,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,106
Berkeley,PRECINCT 54,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,120
Berkeley,PRECINCT 55,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,175
Berkeley,PRECINCT 56,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,40
Berkeley,PRECINCT 105,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,144
Berkeley,PRECINCT 106,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,99
Berkeley,PRECINCT 107,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,141
Berkeley,PRECINCT 108,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,36
Berkeley,PRECINCT 110,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,155
Berkeley,PRECINCT 111,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,198
Berkeley,PRECINCT 112,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,149
Berkeley,PRECINCT 113,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,110
Berkeley,PRECINCT 114,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,99
Berkeley,PRECINCT 115,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,ALEX X. MOONEY,REP,85
Berkeley,PRECINCT 1,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,27
Berkeley,PRECINCT 2,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,36
Berkeley,PRECINCT 5,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,24
Berkeley,PRECINCT 6,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,16
Berkeley,PRECINCT 7,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,30
Berkeley,PRECINCT 8,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,36
Berkeley,PRECINCT 9,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,52
Berkeley,PRECINCT 10,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,49
Berkeley,PRECINCT 11,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,58
Berkeley,PRECINCT 12,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,47
Berkeley,PRECINCT 13,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,76
Berkeley,PRECINCT 14,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,24
Berkeley,PRECINCT 15,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,19
Berkeley,PRECINCT 16,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,74
Berkeley,PRECINCT 17,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,47
Berkeley,PRECINCT 18,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,47
Berkeley,PRECINCT 18A,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,88
Berkeley,PRECINCT 19,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,40
Berkeley,PRECINCT 20,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,57
Berkeley,PRECINCT 21,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,110
Berkeley,PRECINCT 22,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,45
Berkeley,PRECINCT 22A,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,36
Berkeley,PRECINCT 23,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,64
Berkeley,PRECINCT 24,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,27
Berkeley,PRECINCT 25,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,23
Berkeley,PRECINCT 26,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,35
Berkeley,PRECINCT 27,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,65
Berkeley,PRECINCT 28,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,87
Berkeley,PRECINCT 29,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,94
Berkeley,PRECINCT 30,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,50
Berkeley,PRECINCT 32,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,17
Berkeley,PRECINCT 34,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,75
Berkeley,PRECINCT 35,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,79
Berkeley,PRECINCT 36,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,65
Berkeley,PRECINCT 38,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,50
Berkeley,PRECINCT 39,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,91
Berkeley,PRECINCT 40,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,44
Berkeley,PRECINCT 41,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,139
Berkeley,PRECINCT 42,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,72
Berkeley,PRECINCT 43,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,55
Berkeley,PRECINCT 43A,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,45
Berkeley,PRECINCT 44,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,54
Berkeley,PRECINCT 45,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,47
Berkeley,PRECINCT 46,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,64
Berkeley,PRECINCT 46A,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,70
Berkeley,PRECINCT 47,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,93
Berkeley,PRECINCT 48,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,126
Berkeley,PRECINCT 49,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,26
Berkeley,PRECINCT 50,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,121
Berkeley,PRECINCT 51,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,51
Berkeley,PRECINCT 51A,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,69
Berkeley,PRECINCT 52,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,98
Berkeley,PRECINCT 53,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,30
Berkeley,PRECINCT 54,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,46
Berkeley,PRECINCT 55,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,88
Berkeley,PRECINCT 56,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,22
Berkeley,PRECINCT 105,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,45
Berkeley,PRECINCT 106,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,27
Berkeley,PRECINCT 107,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,61
Berkeley,PRECINCT 108,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,16
Berkeley,PRECINCT 110,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,47
Berkeley,PRECINCT 111,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,94
Berkeley,PRECINCT 112,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,47
Berkeley,PRECINCT 113,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,48
Berkeley,PRECINCT 114,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,40
Berkeley,PRECINCT 115,"U.S. HOUSE OF REPRESENTATIVES, 2nd Congressional District",2nd Congressional District - REP,MATTHEW HAHN,REP,21
Berkeley,PRECINCT 1,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,42
Berkeley,PRECINCT 2,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,64
Berkeley,PRECINCT 5,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,38
Berkeley,PRECINCT 6,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,28
Berkeley,PRECINCT 7,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,41
Berkeley,PRECINCT 8,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,35
Berkeley,PRECINCT 9,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,77
Berkeley,PRECINCT 10,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,71
Berkeley,PRECINCT 11,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,63
Berkeley,PRECINCT 12,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,58
Berkeley,PRECINCT 13,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,136
Berkeley,PRECINCT 14,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,34
Berkeley,PRECINCT 15,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,14
Berkeley,PRECINCT 16,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,106
Berkeley,PRECINCT 17,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,71
Berkeley,PRECINCT 18,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,53
Berkeley,PRECINCT 18A,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,104
Berkeley,PRECINCT 19,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,63
Berkeley,PRECINCT 20,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,75
Berkeley,PRECINCT 21,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,153
Berkeley,PRECINCT 22,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,47
Berkeley,PRECINCT 22A,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,47
Berkeley,PRECINCT 23,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,93
Berkeley,PRECINCT 24,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,52
Berkeley,PRECINCT 25,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,46
Berkeley,PRECINCT 26,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,84
Berkeley,PRECINCT 27,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,137
Berkeley,PRECINCT 28,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,141
Berkeley,PRECINCT 29,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,138
Berkeley,PRECINCT 30,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,75
Berkeley,PRECINCT 32,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,19
Berkeley,PRECINCT 34,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,144
Berkeley,PRECINCT 35,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,121
Berkeley,PRECINCT 36,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,93
Berkeley,PRECINCT 38,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,72
Berkeley,PRECINCT 39,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,99
Berkeley,PRECINCT 40,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,63
Berkeley,PRECINCT 41,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,183
Berkeley,PRECINCT 42,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,73
Berkeley,PRECINCT 43,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,104
Berkeley,PRECINCT 43A,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,73
Berkeley,PRECINCT 44,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,73
Berkeley,PRECINCT 45,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,93
Berkeley,PRECINCT 46,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,50
Berkeley,PRECINCT 46A,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,102
Berkeley,PRECINCT 47,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,156
Berkeley,PRECINCT 48,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,135
Berkeley,PRECINCT 49,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,42
Berkeley,PRECINCT 50,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,131
Berkeley,PRECINCT 51,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,62
Berkeley,PRECINCT 51A,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,87
Berkeley,PRECINCT 52,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,132
Berkeley,PRECINCT 53,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,59
Berkeley,PRECINCT 54,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,74
Berkeley,PRECINCT 55,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,98
Berkeley,PRECINCT 56,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,42
Berkeley,PRECINCT 105,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,100
Berkeley,PRECINCT 106,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,55
Berkeley,PRECINCT 107,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,97
Berkeley,PRECINCT 108,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,20
Berkeley,PRECINCT 110,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,89
Berkeley,PRECINCT 111,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,145
Berkeley,PRECINCT 112,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,101
Berkeley,PRECINCT 113,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,67
Berkeley,PRECINCT 114,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,73
Berkeley,PRECINCT 115,GOVERNOR,,"MICHAEL ""MIKE"" FOLK",REP,41
Berkeley,PRECINCT 1,GOVERNOR,,JIM JUSTICE,REP,30
Berkeley,PRECINCT 2,GOVERNOR,,JIM JUSTICE,REP,84
Berkeley,PRECINCT 5,GOVERNOR,,JIM JUSTICE,REP,34
Berkeley,PRECINCT 6,GOVERNOR,,JIM JUSTICE,REP,13
Berkeley,PRECINCT 7,GOVERNOR,,JIM JUSTICE,REP,26
Berkeley,PRECINCT 8,GOVERNOR,,JIM JUSTICE,REP,33
Berkeley,PRECINCT 9,GOVERNOR,,JIM JUSTICE,REP,69
Berkeley,PRECINCT 10,GOVERNOR,,JIM JUSTICE,REP,56
Berkeley,PRECINCT 11,GOVERNOR,,JIM JUSTICE,REP,68
Berkeley,PRECINCT 12,GOVERNOR,,JIM JUSTICE,REP,34
Berkeley,PRECINCT 13,GOVERNOR,,JIM JUSTICE,REP,55
Berkeley,PRECINCT 14,GOVERNOR,,JIM JUSTICE,REP,23
Berkeley,PRECINCT 15,GOVERNOR,,JIM JUSTICE,REP,21
Berkeley,PRECINCT 16,GOVERNOR,,JIM JUSTICE,REP,58
Berkeley,PRECINCT 17,GOVERNOR,,JIM JUSTICE,REP,56
Berkeley,PRECINCT 18,GOVERNOR,,JIM JUSTICE,REP,57
Berkeley,PRECINCT 18A,GOVERNOR,,JIM JUSTICE,REP,80
Berkeley,PRECINCT 19,GOVERNOR,,JIM JUSTICE,REP,64
Berkeley,PRECINCT 20,GOVERNOR,,JIM JUSTICE,REP,81
Berkeley,PRECINCT 21,GOVERNOR,,JIM JUSTICE,REP,146
Berkeley,PRECINCT 22,GOVERNOR,,JIM JUSTICE,REP,58
Berkeley,PRECINCT 22A,GOVERNOR,,JIM JUSTICE,REP,33
Berkeley,PRECINCT 23,GOVERNOR,,JIM JUSTICE,REP,59
Berkeley,PRECINCT 24,GOVERNOR,,JIM JUSTICE,REP,44
Berkeley,PRECINCT 25,GOVERNOR,,JIM JUSTICE,REP,43
Berkeley,PRECINCT 26,GOVERNOR,,JIM JUSTICE,REP,55
Berkeley,PRECINCT 27,GOVERNOR,,JIM JUSTICE,REP,49
Berkeley,PRECINCT 28,GOVERNOR,,JIM JUSTICE,REP,89
Berkeley,PRECINCT 29,GOVERNOR,,JIM JUSTICE,REP,109
Berkeley,PRECINCT 30,GOVERNOR,,JIM JUSTICE,REP,61
Berkeley,PRECINCT 32,GOVERNOR,,JIM JUSTICE,REP,13
Berkeley,PRECINCT 34,GOVERNOR,,JIM JUSTICE,REP,106
Berkeley,PRECINCT 35,GOVERNOR,,JIM JUSTICE,REP,105
Berkeley,PRECINCT 36,GOVERNOR,,JIM JUSTICE,REP,88
Berkeley,PRECINCT 38,GOVERNOR,,JIM JUSTICE,REP,64
Berkeley,PRECINCT 39,GOVERNOR,,JIM JUSTICE,REP,119
Berkeley,PRECINCT 40,GOVERNOR,,JIM JUSTICE,REP,41
Berkeley,PRECINCT 41,GOVERNOR,,JIM JUSTICE,REP,126
Berkeley,PRECINCT 42,GOVERNOR,,JIM JUSTICE,REP,75
Berkeley,PRECINCT 43,GOVERNOR,,JIM JUSTICE,REP,75
Berkeley,PRECINCT 43A,GOVERNOR,,JIM JUSTICE,REP,54
Berkeley,PRECINCT 44,GOVERNOR,,JIM JUSTICE,REP,62
Berkeley,PRECINCT 45,GOVERNOR,,JIM JUSTICE,REP,64
Berkeley,PRECINCT 46,GOVERNOR,,JIM JUSTICE,REP,48
Berkeley,PRECINCT 46A,GOVERNOR,,JIM JUSTICE,REP,81
Berkeley,PRECINCT 47,GOVERNOR,,JIM JUSTICE,REP,119
Berkeley,PRECINCT 48,GOVERNOR,,JIM JUSTICE,REP,151
Berkeley,PRECINCT 49,GOVERNOR,,JIM JUSTICE,REP,34
Berkeley,PRECINCT 50,GOVERNOR,,JIM JUSTICE,REP,137
Berkeley,PRECINCT 51,GOVERNOR,,JIM JUSTICE,REP,76
Berkeley,PRECINCT 51A,GOVERNOR,,JIM JUSTICE,REP,94
Berkeley,PRECINCT 52,GOVERNOR,,JIM JUSTICE,REP,114
Berkeley,PRECINCT 53,GOVERNOR,,JIM JUSTICE,REP,45
Berkeley,PRECINCT 54,GOVERNOR,,JIM JUSTICE,REP,70
Berkeley,PRECINCT 55,GOVERNOR,,JIM JUSTICE,REP,99
Berkeley,PRECINCT 56,GOVERNOR,,JIM JUSTICE,REP,17
Berkeley,PRECINCT 105,GOVERNOR,,JIM JUSTICE,REP,55
Berkeley,PRECINCT 106,GOVERNOR,,JIM JUSTICE,REP,55
Berkeley,PRECINCT 107,GOVERNOR,,JIM JUSTICE,REP,59
