organization,pacs,honoree,date,amount_usd
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"McClintock, Tom",2025-04-15,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"McClintock, Tom",2025-06-24,2000.00
"DELAWARE NORTH COMPANIES, INC.",Delaware North Companies Inc. PAC,Mike McClintock,2025-06-11,2000.00
NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS,NAIFAPAC,"McClintock, Tom",2025-03-25,2000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,THOMAS MCCLINTOCK,2025-04-22,1000.00
PACIFIC GAS AND ELECTRIC COMPANY,PG&E Corporation Employees EnergyPAC,Rep. Tom McClintock,2025-05-01,1000.00
AICPA ASSOCIATION OF INTERNATIONAL CERTIFIED PROFESSIONAL ACCOUNTANTS,American Institute of Certified Public Accountants Political Action Committee,Rep. Tom McClintock,2025-04-15,2500.00
"THE NICKLES GROUP, LLC",,Tom McClintock,2025-05-23,250.00
GATX CORPORATION,GATX CORPORATION GOOD GOVERNMENT PROGRAM,Rep. Tom McClintock,2025-03-31,1000.00
"YC CONSULTING, LLC",,Tom McClintock,2025-06-30,500.00
"THE GIBSON GROUP, LLC",,Rep. Tom McClintock,2025-05-15,500.00
"GOODLATTE GROUP, LLC F.K.A. ROBERT GOODLATTE",The Good Fund,Rep. Tom McClintock,2025-03-26,500.00
HOLLAND & KNIGHT LLP,National Republican Senatorial Committee,Tom McClintock,2025-05-07,250.00
MASTERCARD WORLDWIDE,MASTERCARD INTERNATIONAL INC EMPLOYEE PAC Mastercard PAC or Mastercard Employee PAC,Rep Tom McClintock,2025-04-29,1000.00
