organization,pacs,honoree,date,amount_usd
THERMO FISHER SCIENTIFIC INC.,THERMO FISHER SCIENTIFIC INC. PAC,"SONALI DESAI, EXEC. DIRECTOR/HOUSE DEMOCRATIC CAUCUS; ANGELA EBINER, POLICY ADVISOR/SEN. ALEX PADILLA; ROBERT EDMONSON, CHIEF OF STAFF/REP. ROBERT GARCIA; BERTHA GUERRERO, DIRECTOR/INTERGOVERNMENTAL AND EXTERNAL AFFAIRS/DHHS; NANCY JUAREZ, CHIEF OF STAFF/REP. AMI BERA; JACK LINCOLN, LEG. DIRECTOR/REP. KEN CALVERT; JUAN LOPEZ, CHIEF OF STAFF/REP. JIM COSTA; MARK SPANNAGEL, CHIEF OF STAFF/REP. DOUG LAMALFA",2025-03-26,3000.00
"CARPI & CLAY, INC",,Sen Alex Padilla,2025-04-03,1000.00
AMERICAN PUBLIC POWER ASSOCIATION,APPA PUBLIC OWNERSHIP OF ELECTRIC RESOURCES PAC,Sen. Alex Padilla,2025-06-25,1000.00
FS VECTOR LLC,,Sen. Alex Padilla,2025-05-05,250.00
PARAMOUNT GLOBAL,Paramount Global PAC,Sen. Alex Padilla,2025-03-11,1000.00
LINCOLN PARK GROUP L.L.C.,,Sen. Alex Padilla,2025-06-04,1000.00
SALT POINT STRATEGIES,,U.S. Senator Alex Padilla,2025-06-13,500.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Alex Padilla,2025-04-01,1000.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Alex Padilla,2025-04-11,1000.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Sen. Alex Padilla (D),2025-06-16,5000.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Padilla, Alex",2025-06-02,2500.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"L Sanchez, C Cortez Masto, R Gallego, B Ray Lujan, A Padilla, P Aguilar, A Espaillat, N Diaz Barragan, S Carbajal, G Casar, J Castro, G Cisneros, L Correa, J Costa, H Cuellar, V Escobar, et al.",2025-02-05,5000.00
"DB3, LLC (FKA THE DASCHLE GROUP)",150 PAC; BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ PC PAC,Sen. Padilla,2025-04-04,1500.00
TOWER 19,,Sen. Alex Padilla,2025-06-09,1000.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Alexandria Ocasio-Cortez,2025-04-25,50.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Alex Padilla,2025-05-14,50.00
"D&P CREATIVE STRATEGIES, LLC",PODER PAC,Senator Alex Padilla,2025-03-06,2000.00
EMPIRE CONSULTING GROUP,,Senator Alex Padilla,2025-05-01,1500.00
"D&P CREATIVE STRATEGIES, LLC",,Senator Alex Padilla,2025-02-26,2000.00
IMPERIUM GLOBAL ADVISORS,,Alex Padilla,2025-05-05,500.00
"BAE SYSTEMS, INC.",BAE Systems Inc. Political Action Committee (BAE SYSTEMS USA PAC),Sen. Alex Padilla,2025-05-06,5000.00
"BAE SYSTEMS, INC.",BAE Systems Inc. Political Action Committee (BAE SYSTEMS USA PAC),Sen. Alex Padilla,2025-02-19,2500.00
"AEROVIRONMENT, INC.",AEROVIRONMENT INC PAC,Sen Alex Padilla,2025-05-15,1000.00
