organization,pacs,honoree,date,amount_usd
MARLA GROSSMAN LLC,,U.S. Senator Richard Blumenthal,2025-05-08,2000.00
AMERICAN CHIROPRACTIC ASSOCIATION,American Chiropractic Association PAC,Sen. Richard Blumenthal,2025-03-04,2500.00
AMERICAN CHIROPRACTIC ASSOCIATION,American Chiropractic Association PAC,Sen. Richard Blumenthal,2025-05-27,2500.00
"TARPLIN, DOWNS & YOUNG, LLC",,Sen. Richard Blumenthal,2025-04-16,2000.00
STEPTOE LLP,Steptoe PAC,Blumenthal for Connecticut,2025-05-05,2000.00
INVARIANT LLC,,Sen. Richard Blumenthal,2025-04-24,2000.00
"IHEARTMEDIA, INC.","iHeartMedia, Inc. PAC",Richard Blumenthal,2025-06-24,5000.00
COGENT STRATEGIES LLC,,Sen. Richard Blumenthal,2025-05-08,2000.00
"TNC (US) HOLDINGS, INC.","The Nielsen Company (US), LLC Federal Political Action Committee (Nielsen PAC)",Sen. Richard Blumenthal,2025-05-13,1500.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Sen. Richard Blumenthal,2025-06-09,2000.00
FORBES-TATE,,Richard Blumenthal,2025-05-08,2000.00
"O'NEILL, ATHY & CASEY, P.C.",,U.S. Senator Richard Blumenthal and Democratic candidates for U.S. Senate and U.S. House,2025-04-03,1000.00
CHARTWELL STRATEGY GROUP LLC,,Sen. Richard Blumenthal,2025-04-29,1500.00
PITNEY BOWES INC.,Pitney Bowes Inc. Political Action Committee,Richard Blumenthal,2025-05-19,1500.00
LABORERS' INTERNATIONAL UNION OF NORTH AMERICA,Laborers International Union of North America (LIUNA PAC),"Blumenthal, Richard",2025-06-24,2500.00
"NVG, LLC",,Sen. Richard Blumenthal,2025-04-16,2000.00
KELLEY DRYE & WARREN LLP,Kelley Drye & Warren Political Action Committee,Sen. Richard Blumenthal,2025-06-23,2000.00
AMERICAN HOTEL & LODGING ASSOCIATION,American Hotel and Lodging Association Political Action Committee HotelPAC,Sen Richard Blumenthal,2025-03-25,2500.00
"AVOQ, LLC",,Richard Blumenthal for Senate,2025-04-11,2000.00
"AMENTUM HOLDINGS, INC.","Amentum Services, Inc. PAC",Senator Richard Blumenthal,2025-06-23,1500.00
"KEEFE SINGISER PARTNERS, FKA KEEFE STRATEGIES LLC",,Richard Blumenthal,2025-04-17,2000.00
HUNTINGTON INGALLS INDUSTRIES INCORPORATED,"Huntington Ingalls Industries, Inc. Employees Political Action Committee (HIIPAC)",Richard Blumenthal,2025-06-18,1000.00
SLAIMAN CONSULTING LLC,,Richard Blumenthal,2025-02-02,1000.00
ELI LILLY AND COMPANY,LillyPAC,Richard Blumenthal,2025-06-17,1000.00
NORTHROP GRUMMAN CORPORATION,Employees of Northrop Grumman Corporation PAC; Self,Sen. Richard Blumenthal,2025-04-29,2500.00
"BWX TECHNOLOGIES, INC.",BWX Technologies Inc Political Action Committee,Richard Blumenthal,2025-04-02,1000.00
MONUMENT ADVOCACY,,Leadership PAC for Sen. Richard Blumenthal,2025-05-20,1500.00
RTX CORPORATION AND AFFILIATES,Employees of RTX Corporation PAC,"Blumenthal, Richard",2025-04-15,1000.00
GENERAL DYNAMICS CORP,General Dynamics Corporation Political Action Committee,Sen. Richard Blumenthal,2025-04-29,5000.00
KLEIN/JOHNSON GROUP,,Sen. Richard Blumenthal,2025-04-24,2000.00
"MEHLMAN CONSULTING, INC.",,Senator Richard Blumenthal,2025-05-21,1500.00
NATIONAL ASSOCIATION OF BROADCASTERS,National Association of Broadcasters Political Action Committee NABPAC,Sen Richard Blumenthal,2025-06-18,5000.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Sen. Richard Blumenthal,2025-06-23,2000.00
DELOITTE LLP,Deloitte Political Action Committee,Richard Blumenthal,2025-02-10,5000.00
AVENUE SOLUTIONS,,Sen. Richard Blumenthal,2025-04-16,2000.00
NELSON MULLINS RILEY & SCARBOROUGH,"Nelson Mullins Riley & Scarborough, LLP Federal Political Co",Senator Richard Blumenthal,2025-04-10,1500.00
"NVG, LLC",,Sen. Richard Blumenthal,2025-02-13,500.00
"CHARTER COMMUNICATIONS, INC.",Charter Communications Inc. Political Action Committee,Sen. Richard Blumenthal,2025-03-21,5000.00
VERIZON COMMUNICATIONS INC. AND VARIOUS SUBSIDIARIES,"Verizon Communications, Inc. Political Action Committee (Verizon PAC)",Sen. Richard Blumenthal,2025-05-29,2000.00
MORTGAGE BANKERS ASSOCIATION,Mortgage Bankers Association Political Action Committee MORPAC,Sen Richard Blumenthal,2025-02-28,5000.00
"AMERICAN FED OF GOVERNMENT EMPLOYEES, AFL-CIO",,Richard Blumenthal,2025-02-06,5000.00
HUMANE WORLD ACTION FUND AND AFFILIATES (FORMERLY KNOWN AS HUMANE SOCIETY LEGISLATIVE FUND),Humane World Action Fund PAC,"Mary Gay Scanlon, Jan Schakowsky, Adam Schiff, Melanie Stansbury, Greg Stanton, Dina Titus, Paul Tonko, Nikema Williams, Richard Blumenthal, Cory Booker, Laphonza Butler, Maria Cantwell",2025-04-03,348.00
VERNONBURG GROUP,,Richard Blumenthal,2025-04-24,2000.00
AKIN GUMP STRAUSS HAUER & FELD,,Sen. Richard Blumenthal,2025-04-24,2000.00
"IHEARTMEDIA, INC.",,Richard Blumenthal,2025-04-25,1000.00
PUTALASTRATEGIES,,Senator Richard Blumenthal,2025-05-08,2000.00
"AMERICAN DEFENSE INTERNATIONAL, INC.",,Richard Blumenthal,2025-04-30,1000.00
MANATOS & MANATOS,,Richard Blumenthal,2025-04-17,2000.00
AMERICAN ASSOCIATION OF NURSE PRACTITIONERS,American Association of Nurse Practitioners Political Action Committee,The Honorable Richard Blumenthal,2025-06-13,1500.00
