organization,pacs,honoree,date,amount_usd
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Wyden, Ron",2025-03-20,5000.00
"CONGRESSIONAL SOLUTIONS, INC (CSI)",,Ron Wyden,2025-01-29,1000.00
"CONGRESSIONAL SOLUTIONS, INC (CSI)",,Ron Wyden,2025-04-02,1000.00
"CONGRESSIONAL SOLUTIONS, INC (CSI)",,Ron Wyden,2025-06-18,1000.00
"CONGRESSIONAL SOLUTIONS, INC (CSI)",,Ron Wyden for Senate,2025-01-29,1000.00
VENN STRATEGIES,ESCA PAC,Ron Wyden,2025-03-24,2000.00
AMERICAN PUBLIC POWER ASSOCIATION,APPA PUBLIC OWNERSHIP OF ELECTRIC RESOURCES PAC,Sen. Ron Wyden,2025-06-25,1000.00
VERTEX PHARMACEUTICALS INCORPORATED,Vertex Pharmaceuticals Incorporated PAC,Sen. Ron Wyden,2025-02-05,5000.00
ASTRAZENECA PHARMACEUTICALS LP,ALEXION PHARMACEUTICALS INC PAC; Zeneca Inc Political Action Committee AZPAC,Sen Ron Wyden,2025-02-25,1000.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Sen. Ron Wyden (D),2025-03-17,5000.00
"BL PARTNERS GROUP, LLC",All For Our country PAC; Hoops PAC; Kitten PAC,Senator Wyden,2025-04-22,2500.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Wyden, Ron",2025-06-02,2500.00
"BECTON, DICKINSON AND COMPANY",BD PAC,Sen. Ron Wyden (D),2025-03-14,1000.00
"HEALTH CARE SERVICE CORPORATION, A MUTUAL LEGAL RESERVE COMPANY (HCSC)",Health Care Service Corporation Employees Political Action Committee,Sen Ron Wyden,2025-03-24,1000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Ron Wyden,2025-02-03,1000.00
AMERICAN ACADEMY OF PHYSICIAN ASSOCIATES,American Academy of Physician Associates PAC,Sen. Ron Wyden,2025-03-18,5000.00
CAMBIA HEALTH SOLUTIONS,Cambia Health Solutions Inc. PAC,Sen. Ron Wyden,2025-03-19,5000.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Ronald Wyden,2025-04-27,20.00
QUEST DIAGNOSTICS INCORPORATED,QUEST DIAGNOSTICS INCORPORATED PAC (QuestPAC) C00329185,Ron Wyden OR US Senate,2025-02-27,2500.00
NOVOCURE INC.,NOVOCURE INC. PAC (A.K.A. NOVOCURE PAC),U.S. Senator Ron Wyden,2025-02-24,2500.00
CORNING INCORPORATED,Corning Incorporated Employees Political Action Committee (COREPAC),Sen. Ron Wyden,2025-03-27,5000.00
NATIONAL COMMUNITY PHARMACISTS ASSOCIATION,National Community Pharmacists Association - PAC,Sen. Ronald Wyden,2025-05-08,5000.00
"TELADOC HEALTH, INC.","Teladoc Health, Inc. Political Action Committee",Sen. Ronald Wyden,2025-04-02,2500.00
HNTB CORPORATION,HNTB Holdings Ltd. PAC,Sen. Ronald Wyden,2025-06-25,1000.00
AMERICAN HOTEL & LODGING ASSOCIATION,American Hotel and Lodging Association Political Action Committee HotelPAC,Sen Ron Wyden,2025-03-24,5000.00
ERNST & YOUNG LLP (WASHINGTON COUNCIL ERNST & YOUNG),Ernst & Young Political Action Committee,Congressman Ron Wyden,2025-03-12,5000.00
"PREMIER, INC.",PREMIER INC. EMPLOYEES' CIVIC ACTION FUND,Sen. Ron Wyden,2025-03-11,5000.00
PACIFIC GAS AND ELECTRIC COMPANY,PG&E Corporation Employees EnergyPAC,Sen. Ron Wyden,2025-04-17,1500.00
DAVITA INC.,DaVita Inc. Political Action Committee (DaPAC),Sen. Ron Wyden,2025-03-18,1000.00
NOVO NORDISK INC.,NOVO NORDISK INC PAC NOVO NORDISK PAC,Sen Ron Wyden,2025-03-10,2500.00
FRESENIUS MEDICAL CARE NORTH AMERICA,Fresenius Medical Care Holdings Inc Political Action Committee,Sen Ron Wyden,2025-06-09,5000.00
CENTENE CORPORATION,Centene Corporation Political Action Committee (Centene PAC),Ron Wyden,2025-05-15,5000.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,Ron Wyden,2025-03-20,5000.00
INVESTMENT COMPANY INSTITUTE,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),Sen. Ron Wyden,2025-06-26,1000.00
THE NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY,The Northwestern Mutual Life Insurance Company Federal Political Action Committee,Sen. Ron Wyden (D),2025-03-14,5000.00
ELI LILLY AND COMPANY,LillyPAC,Ron Wyden,2025-06-10,5000.00
CARRIER GLOBAL CORPORATION,Carrier Global Corporation PAC,Holding Onto Oregon's Priorities (HOOPS)(Wyden-OR-USS),2025-04-22,5000.00
INDEPENDENT PHARMACY COOPERATIVE,Independent Pharmacy Cooperative PAC,Senator Ron Wyden,2025-06-20,2500.00
"SAMSUNG ELECTRONICS AMERICA, INC.",Samsung Electronics America Inc Political Action Committee,Sen. Ron Wyden,2025-06-09,2000.00
HOLLAND & KNIGHT LLP,Holland & Knight Committee for Effective Government,Sen. Ron Wyden,2025-06-25,5000.00
AKIN GUMP STRAUSS HAUER & FELD,,Senator Ron Wyden,2025-03-03,1550.00
GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES),General Electric Company Aerospace Employee Political Action Committee (GE Aerospace PAC),Sen. Ron Wyden,2025-03-03,1000.00
PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA,PhRMA Better Government Committee,"Wyden, Ron",2025-04-24,5000.00
AMERICAN CLINICAL LABORATORY ASSN,American Clinical Laboratory Assn PAC (LabPAC),Sen. Ron Wyden,2025-02-20,2500.00
AMERICAN SOCIETY OF PENSION PROFESSIONALS & ACTUARIES,American Retirement Association PAC(ARA PAC) aka ASPPA/NAPA,Ron Wyden,2025-02-18,5000.00
"RUBIN HEALTH POLICY CONSULTING, LLC",DSCC; Jake Auchincloss for Congress; Judy Chu for Congress; Maggie for NH; Wyden for Oregon,Ron Wyden,2025-01-28,500.00
"HUMANA, INC.",Humana Inc. Political Action Committee,Sen. Ron Wyden,2025-03-17,5000.00
INVARIANT LLC,,Sen. Wyden,2025-02-20,1000.00
AMERICAN CLINICAL LABORATORY ASSN,American Clinical Laboratory Association PAC (LabPAC),Sen. Ron Wyden,2025-02-20,2500.00
AMERICAN CLINICAL LABORATORY ASSN,American Clinical Laboratory Association PAC,Senator Ron Wyden,2025-02-20,2500.00
AMERICAN ACADEMY OF FAMILY PHYSICIANS,AMERICAN ACADEMY OF FAMILY PHYSICIANS PAC C00411553,Ron Wyden LPAC,2025-01-24,5000.00
