organization,pacs,honoree,date,amount_usd
"K&L GATES, LLP",K&L Gates PAC,Senator Jim Risch,2025-02-26,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Risch, James",2025-02-13,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Risch, James",2025-04-15,1000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",WRANGLER PAC,Jim Risch,2025-06-27,1000.00
THORSEN FRENCH ADVOCACY LLC,,U.S. Senator Jim Risch,2025-03-31,500.00
"ERL FEDERAL CONSULTANTS, LLC",,Senator Jim Risch,2025-05-06,1000.00
"NUCLEAR ENERGY INSTITUTE, INC.",NEI Federal PAC,Sen. Jim Risch,2025-03-13,1000.00
AMEREN SERVICES,Ameren Corporation Federal Political Action Committee Ameren FEDPAC,Sen James E Risch,2025-03-14,1000.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",James Risch,2025-06-03,2500.00
"NAVIGATORS GLOBAL LLC (FORMERLY DC NAVIGATORS, LLC)",,Jim Risch,2025-05-14,500.00
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,American Israel Public Affairs Committee Political Action Committee,Sen James E Risch,2025-03-13,5000.00
AMERICAN CHEMISTRY COUNCIL,AmeriChem PAC,Sen. Jim Risch,2025-04-01,2082.03
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Sen. Jim Risch (R),2025-02-20,1000.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Sen. Jim Risch (R),2025-04-15,1000.00
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.",National Electrical Contractors Association Political Action Committee,Sen James E Risch,2025-05-31,2500.00
LIQUID ENERGY PIPELINE ASSOCIATION,Liquid Energy Pipeline Association PAC,Senator Jim Risch,2025-04-17,1000.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"Risch, James",2025-02-05,2000.00
"DB3, LLC (FKA THE DASCHLE GROUP)",150 PAC; BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ PC PAC,Sen. Risch,2025-02-04,3300.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,James Risch,2025-02-03,1000.00
EDISON ELECTRIC INSTITUTE,PowerPAC of the Edison Electric Institute,Sen. Jim Risch,2025-03-31,2500.00
CONOCOPHILLIPS,ConocoPhillips SPIRIT PAC,Sen. Jim Risch,2025-06-16,2500.00
"THE CORMAC GROUP, LLC",,Senator Jim Risch,2025-03-25,500.00
