organization,pacs,honoree,date,amount_usd
CHAMBER OF COMMERCE OF THE U.S.A.,,Senator John Thune,2025-02-28,1000.00
"MAVERICK STRATEGIES, LLC",,John Thune,2025-03-09,1500.00
"TORREY ADVISORY GROUP (FORMERLY MICHAEL TORREY ASSOCIATES, LLC)",,Senator John Thune,2025-02-18,3000.00
HONIGMAN LLP,,Hon. John Thune,2025-01-03,250.00
NATIONAL MILK PRODUCERS FEDERATION,National Milk Producers Federation PAC,Sen. John Thune,2025-02-14,2500.00
NATIONAL MILK PRODUCERS FEDERATION,,Sen. John Thune,2025-02-14,1500.00
TRUCK RENTING AND LEASING ASSOCIATION,TRALAPAC,John Thune leadership PAC,2025-04-30,5000.00
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Thune, John",2025-04-10,5000.00
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,Sen. John Thune,2025-03-27,5000.00
DENTONS US LLP,Dentons PAC,Senator John Thune,2025-03-25,1500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Thune, John",2025-03-20,5000.00
MARKQUEST,Common Ground; Friend of Jennifer McClellan; Friend of Rob Wittman; Heartland Values,Senator Thune,2025-03-09,1500.00
CHAMBER OF COMMERCE OF THE U.S.A.,,Sen. John Thune,2025-03-05,5000.00
S-3 GROUP,,Sen. John Thune,2025-05-13,5000.00
"MARRIOTT INTERNATIONAL, INC.","MARRIOTT INTERNATIONAL, INC. POLITICAL ACTION COMMITTEE",Sen. John R. Thune,2025-02-27,5000.00
"ZIMMER BIOMET, INC.","Zimmer Biomet Holdings, Inc. PAC",Sen. John Thune,2025-06-16,5000.00
PENN AVENUE PARTNERS,,U.S. Senator John Thune,2025-03-11,1500.00
"MARSHALL & POPP, LLC",,U.S. Senator John Thune,2025-06-25,2500.00
"SMITH & NEPHEW, INC.","Smith & Nephew, Inc. PAC (S+N PAC)","Thune, John R",2025-02-19,2000.00
"NUCLEAR ENERGY INSTITUTE, INC.",NEI Federal PAC,Sen. John Thune,2025-03-13,5000.00
PARAMOUNT GLOBAL,Paramount Global PAC,Senator John Thune,2025-01-22,2000.00
PARAMOUNT GLOBAL,Paramount Global PAC,Senator John Thune,2025-02-07,500.00
FIERCE GOVERNMENT RELATIONS,,Senator John Thune,2025-03-28,2500.00
AMEREN SERVICES,Ameren Corporation Federal Political Action Committee Ameren FEDPAC,Sen John Thune,2025-03-14,5000.00
ALLIANT ENERGY CORPORATION,ALLIANT ENERGY CORPORATION EMPLOYEE'S POLITICAL ACTION COMM,Senator John Thune,2025-02-20,2500.00
ALLIANT ENERGY CORPORATION,ALLIANT ENERGY CORPORATION EMPLOYEE'S POLITICAL ACTION COMM,Senator John Thune,2025-06-17,2500.00
NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION,NTCA Rural Broadband PAC,"Thune, John",2025-04-04,2500.00
VERTEX PHARMACEUTICALS INCORPORATED,Vertex Pharmaceuticals Incorporated PAC,Sen. John Thune,2025-06-09,3500.00
NATIONAL CONFECTIONERS ASSOCIATION,National Confectioners Association of the United States Inc Political Action Committee Candy PAC,Sen John Thune,2025-03-04,5000.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",John Thune,2025-02-10,110000.00
"FRANKLIN SQUARE GROUP, LLC",,Sen. John Thune (R-SD),2025-03-28,5000.00
STERIS CORPORATION,STERIS Employee PAC,Sen. John Thune,2025-06-20,5000.00
PFIZER INC.,Pfizer Inc. PAC,Sen. John Thune,2025-06-23,5000.00
ROCKET LP FKA RKT HOLDINGS,Rocket PAC,Senator John Thune,2025-03-25,5000.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,John Thune,2025-02-14,5000.00
"IHEARTMEDIA, INC.","iHeartMedia, Inc. PAC",John Thune,2025-06-24,5000.00
"THE CAPITAL GROUP COMPANIES, INC. AND ITS AFFILIATES",The Capital Group Companies Inc Political Action Committee,Sen John Thune,2025-03-27,5000.00
"THE TRAVELERS COS., INC. AND SUBSIDIARIES","The Travelers Companies, Inc. Political Action Committee (T-PAC)",John Thune,2025-04-01,1000.00
INTERNATIONAL FOODSERVICE DISTRIBUTORS ASSOCIATION,International Foodservice Distributors Association PAC,Sen. John Thune,2025-03-31,5000.00
