organization,pacs,honoree,date,amount_usd
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,Elfreth for Maryland,2025-03-04,1000.00
"GALLANT GOVERNMENT & LAW GROUP, LLC",,Rep. Sarah Elfreth,2025-03-25,1000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",AmeriLuv,Sarah Elfreth,2025-03-04,1000.00
"SMITH & NEPHEW, INC.","Smith & Nephew, Inc. PAC (S+N PAC)","Elfreth, Sarah Kelly",2025-05-07,2000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Sarah Elfreth,2025-02-19,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Sarah Elfreth,2025-06-01,2500.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Sarah Elfreth,2025-05-09,1000.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Sarah Elfreth,2025-06-16,1000.00
HUMAN RIGHTS CAMPAIGN,Human Rights Campaign PAC,Elfreth for Maryland,2025-06-12,1000.00
LOT SIXTEEN LLC,,Sarah Elfreth,2025-06-05,500.00
BLUE MOUNTAIN STRATEGIES,,Sarah Elfreth,2025-06-06,500.00
"HEALTH POLICY SOURCE, INC.",,Congresswoman Sarah Elfreth,2025-05-03,150.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"B Pettersen, M McGarvey, G Amo, P Aguilar, J Auchincloss, B Boyle, N Budzinski, J Bynum, J Castro, J Crockett, S Davids, C DeLuzio, S Elfreth, S Figures, L Fletcher, M Frost, D Goldman, et al.",2025-03-27,5000.00
"RESTON STRATEGY GROUP, LLC",,Sarah Elfreth,2025-06-27,500.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Sarah Elfreth,2025-01-21,2500.00
"MCALLISTER & QUINN, LLC",,Sarah Elfreth,2025-05-01,546.00
"MCALLISTER & QUINN, LLC",,Sarah Elfreth,2025-05-01,500.00
THE DIONNE COMPANY,,Rep. Sarah Elfreth,2025-03-05,500.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Sarah Kelly Elfreth,2025-03-31,50.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Sarah Kelly Elfreth,2025-04-25,50.00
"ROCKET LAB USA, INC.","Rocket Lab USA, Inc. Political Action Committee (Rocket Lab PAC)",Sarah Elfreth,2025-03-04,1000.00
"OWENS & MINOR, INC.","Owens & Minor, Inc. Political Action Committee",Sarah Elfreth,2025-01-28,1500.00
FIRSTENERGY CORP,FirstEnergy PAC,Sarah Elfreth,2025-06-23,1000.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Elfreth, Sarah",2025-05-29,2500.00
"G S PROCTOR AND ASSOCIATES, INC",,Sarah Elfreth,2025-02-20,1000.00
"CONSTELLATION ENERGY GENERATION, LLC",Constellation Energy Corporation Employee Political Action Committee (CEPAC),Rep. Sarah Elfreth,2025-03-21,1000.00
TEAM HALLAHAN LLC,,Sarah Elfreth,2025-03-31,1000.00
MARINE ENGINEERS' BENEFICIAL ASSOCIATION,MEBA Political Action Fund (MEBA-PAF),Sara Elfreth,2025-03-27,2500.00
"LEONARDO DRS, INC.",Leonardo DRS PAC,Sarah Elfreth,2025-03-04,1000.00
THORSEN FRENCH ADVOCACY LLC,,Sarah Elfreth,2025-04-01,500.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Sarah Elfreth,2025-05-14,1000.00
AMERICAN MARITIME OFFICERS,American Maritime Officers Retirees Association; American Maritime Officers Voluntary Political Action Fund; District 2A TTWISEU Voluntary Political Action Fund,Sen. Sarah Elfreth,2025-03-06,1000.00
