organization,pacs,honoree,date,amount_usd
"LEMUNYON GROUP, LLC",,Congressman Jodey Arrington (TX),2025-03-27,1000.00
"NASDAQ, INC.","Nasdaq, Inc. PAC",Rep. Jodey Arrington,2025-01-07,1000.00
TRUCK RENTING AND LEASING ASSOCIATION,TRALAPAC,Jodey Arrington,2025-06-24,5000.00
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,Rep. Jodey Arrington,2025-05-08,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Arrington, Jodey",2025-06-10,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Arrington, Jodey",2025-02-13,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Arrington, Jodey",2025-03-20,5000.00
CVS HEALTH (AND SUBSIDIARIES),,Congressman Jodey Arrington,2025-06-19,1250.00
OGR,,The Honorable Jodey Arrington,2025-03-25,1000.00
VENN STRATEGIES,ESCA PAC,Jodey Arrington,2025-05-05,2000.00
"ADVANCED POLICY CONSULTING, LLC",,Rep. Jodey Arrington,2025-03-29,2500.00
"BUNGE NORTH AMERICA, INC",BUNGE NORTH AMERICA INC POLITICAL ACTION COMMITTEE,Rep. Jodey Arrington,2025-03-25,1000.00
THE MCMANUS GROUP,,Rep. Jodey Arrington (R-TX),2025-01-27,2500.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Jodey Arrington,2025-02-28,1000.00
PFIZER INC.,Pfizer Inc. PAC,Rep. Jodey Arrington,2025-03-24,1500.00
DYKEMA GOSSETT PLLC,Dykema Gossett Federal PAC,Representative Jodey Arrington,2025-02-27,1000.00
DYKEMA GOSSETT PLLC,Dykema Gossett Federal PAC,Representative Jodey Arrington,2025-06-19,2000.00
OVINTIV INC. (FKA ENCANA OIL & GAS (USA) INC),Ovintiv USA Inc. PAC,Jodey Arrington,2025-06-04,2500.00
SMITH DAVIS ADVISORY & RESEARCH LLC,,Jodey Arrington,2025-06-30,2500.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Jodey Arrington,2025-06-16,1000.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Jodey Arrington,2025-03-04,1000.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Jodey Arrington,2025-06-27,1000.00
AMERICAN BENEFITS COUNCIL,American Benefits Council PAC,Jodey Arrington,2025-06-03,2500.00
