organization,pacs,honoree,date,amount_usd
"CARPI & CLAY, INC",,Representative Kristen McDonald Rivet,2025-04-07,250.00
HONIGMAN LLP,,Hon. Kristen McDonald Rivet,2025-06-04,100.00
NATIONAL MILK PRODUCERS FEDERATION,National Milk Producers Federation PAC,Rep. Kristen McDonald Rivet,2025-05-10,500.00
NATIONAL MILK PRODUCERS FEDERATION,,Rep. Kristen McDonald Rivet,2025-04-30,250.00
"TORREY ADVISORY GROUP (FORMERLY MICHAEL TORREY ASSOCIATES, LLC)",,Rep. Kristen McDonald Rivet,2025-06-04,500.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Kristen McDonald Rivet,2025-05-20,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"McDonald Rivet, Kristen",2025-05-29,1000.00
"BETTER MEDICARE ALLIANCE, INC.",,Rep. Kristen McDonald Rivet,2025-06-30,500.00
LINCOLN PARK GROUP L.L.C.,,Rep. Kristen McDonald Rivet,2025-03-25,250.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Kristen McDonald Rivet,2025-02-19,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Kristen McDonald Rivet,2025-06-01,2500.00
DYKEMA GOSSETT PLLC,Dykema Gossett Federal PAC,Representative Kristen McDonald Rivet,2025-02-27,1000.00
DYKEMA GOSSETT PLLC,Dykema Gossett Federal PAC,Representative Kristen McDonald Rivet,2025-03-24,1000.00
ROCKET LP FKA RKT HOLDINGS,Rocket PAC,Representative Kristen McDonald Rivet,2025-03-25,5000.00
ROCKET LP FKA RKT HOLDINGS,Rocket PAC,Representative Kristen McDonald Rivet,2025-06-24,5000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,Rep. Kristen McDonald Rivet,2025-03-05,500.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,HON. KRISTEN MCDONALD RIVET,2025-03-28,250.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Kristen McDonald Rivet,2025-06-27,2500.00
NATIONAL PORK PRODUCERS COUNCIL,National Pork Producers Council Pork PAC,Rep. Kristen McDonald Rivet,2025-04-23,1000.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Rep. Kristen McDonald Rivet (D),2025-04-15,2500.00
APOLLO GOVERNMENT RELATIONS,,Kristin McDonald Rivet,2025-03-31,500.00
AKIN GUMP STRAUSS HAUER & FELD,,Congresswoman Kristen McDonald Rivet,2025-06-17,250.00
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.",National Electrical Contractors Association Political Action Committee,Rep Kristen McDonald Rivet,2025-06-27,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Kristen McDonald Rivet,2025-05-20,2500.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Kristen McDonald Rivet,2025-02-28,1000.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"McDonald Rivet, Kristen",2025-05-08,5000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Kristen McDonald Rivet,2025-06-24,1000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Kristen McDonald Rivet,2025-03-21,1000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,KRISTEN MCDONALD RIVET,2025-05-13,1000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Kristen McDonald Rivet,2025-01-21,2500.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Kristen McDonald Rivet,2025-05-27,1500.00
"BOCKORNY GROUP, INC.",,Kristen McDonald Rivet,2025-03-10,1000.00
"COINBASE, INC.",,Kristen McDonald Rivet,2025-06-24,1000.00
"COINBASE, INC.",,Kristen McDonald Rivet,2025-03-04,500.00
TOWER 19,,Rep. Kristen McDonald Rivet,2025-03-20,500.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,Kristen McDonald Rivet,2025-03-30,500.00
FORBES-TATE,,Kristen McDonald Rivet,2025-05-29,500.00
FORBES-TATE,,Kristen McDonald Rivet,2025-06-10,500.00
NCTA - THE INTERNET & TELEVISION ASSOCIATION,,Rep. Kristen McDonald Rivet,2025-03-10,500.00
"DB3, LLC (FKA THE DASCHLE GROUP)",,Rep. Kristen McDonald Rivet,2025-03-06,500.00
"FEDERAL STREET STRATEGIES, LLC",,Rep. Kristen McDonald Rivet,2025-03-05,500.00
THORN RUN PARTNERS,,Kristen McDonald Rivet,2025-06-17,500.00
