organization,pacs,honoree,date,amount_usd
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Kamlager-Dove, Sydney",2025-06-24,2000.00
"TWINLOGIC STRATEGIES, LLP",,U.S. Rep. Sydney Kamlager-Dove (D-CA),2025-03-26,500.00
THOMAS CAPITOL PARTNERS INC.,,Rep. Sydney Kamlager-Dove,2025-03-31,250.00
PARAMOUNT GLOBAL,Paramount Global PAC,Rep. Sydney Kamlager-Dove,2025-03-19,2500.00
COVINGTON & BURLING LLP,Covington and Burling LLP PAC,The Honorable Sydney Kamlager-Dove,2025-06-10,1000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Sydney Kamlager-Dove,2025-03-01,2500.00
INVARIANT LLC,,Rep. Kamlager-Dove,2025-02-25,250.00
INVARIANT LLC,,Rep. Sydney Kamlager-Dove,2025-03-24,250.00
EMPIRE CONSULTING GROUP,,Rep. Sydney Kamlager-Dove,2025-02-25,500.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Sydney Kamlager-Dove,2025-05-12,1000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Sydney Kamlager-Dove,2025-06-24,1000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Sydney Kamlager-Dove,2025-05-08,1000.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Sydney Kamlager-Dove,2025-04-25,50.00
INVARIANT LLC,,U.S. Rep. Sydney Kamlager-Dove,2025-03-17,500.00
"DB3, LLC (FKA THE DASCHLE GROUP)",,Sydney Kamlager-Dove,2025-03-05,500.00
"GREENBERG TRAURIG, LLP","Greenberg Traurig, P.A. PAC",Sydney Kamlager-Dove,2025-05-08,1500.00
FOLEY & LARDNER LLP,"Foley & Lardner Political Fund, Inc.",Sydney Kamlager-Dove,2025-05-02,1000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Sydney Kamlager-Dove,2025-05-14,1000.00
TARGET CORPORATION,Target Corp. Citizens Political Forum,Sydney Kamlager-Dove,2025-06-26,1000.00
LABORERS' INTERNATIONAL UNION OF NORTH AMERICA,Laborers International Union of North America (LIUNA PAC),"Kamlager-Dove, Sydney",2025-04-15,2500.00
DELL TECHNOLOGIES INC.,"Dell Technologies, Inc. Political Action Committee",Rep. Sydney Kamlager-Dove,2025-03-05,5000.00
"NVG, LLC",,Rep Sydney Kamlager-Dove,2025-02-24,500.00
FOX CORPORATION,Fox Corporation Political Action Committee (FOX PAC),Rep. Sydney Kamlager-Dove,2025-03-26,5000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",BHFS-E PC PAC (Brownstein Hyatt Farber Schreck PAC),Rep. Sydney Kamlager-Dove,2025-03-05,1000.00
NEWS CORPORATION,News Corporation Political Action Committee (News Corp PAC),Sydney Kamlager-Dove,2025-03-03,1000.00
"MOTION PICTURE ASSOCIATION, INC.",Motion Picture Association Inc PAC (MPAAMERICA PAC),Sydney Kamlager-Dove for Congress,2025-03-18,2500.00
NOSSAMAN LLP,Nossaman LLP Political Action Committee (Nossaman PAC),Rep. Sydney Kamlager-Dove,2025-02-26,1000.00
AMERICAN FEDERATION OF TEACHERS,"AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION (AFTCOPE)",Representative Sydney Kamlager-Dove,2025-06-03,2500.00
"INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL & TRANSPORTATION WORKERS",Int'l Assoc of Sheet Metal Air Rail &Transportation Workers,Sydney Kamlager-Dove,2025-03-24,2500.00
MARLA GROSSMAN LLC,,U.S. Representative Sydney Kamlager-Dove,2025-03-03,500.00
MARLA GROSSMAN LLC,,U.S. Representative Sydney Kamlager-Dove,2025-05-20,500.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,Sydney Kamlager-Dove,2025-05-13,2000.00
"BROADCAST MUSIC, INC.",BMI Political Action Committee (BMI PAC),Sydney Kamlager-Dove,2025-06-25,2000.00
"WINE AND SPIRITS WHOLESALERS OF AMERICA, INC",Wine & Spirits Wholesalers of America PAC,Sydney Kamlager-Dove For Congress,2025-04-22,3000.00
AMERICAN FEDERATION OF MUSICIANS,AMERICAN FEDERATION OF MUSICIANS,SYDNEY KAMLAGER-DOVE,2025-05-08,1500.00
"DISNEY WORLDWIDE SERVICES, INC.",TWDC Enterprises 18 Corp. Employees PAC aka 'The Walt Disney Company Employees PAC' or 'Disney PAC',Rep. Sydney Kamlager-Dove,2025-03-20,2000.00
ANIMAL WELLNESS ACTION,Animal Wellness Action PAC,"KAMLAGER-DOVE, SYDNEY",2025-02-25,1000.00
ANIMAL WELLNESS ACTION,Animal Wellness Action PAC,"KAMLAGER-DOVE, SYDNEY",2025-03-25,1000.00
HOLLAND & KNIGHT LLP,Holland & Knight Committee for Effective Government,Rep. Sydney Kamlager-Dove,2025-06-20,1500.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Rep. Sydney Kamlager-Dove,2025-06-12,1000.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Rep. Sydney Kamlager-Dove,2025-06-12,1500.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Rep. Sydney Kamlager-Dove,2025-02-27,2500.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Rep. Sydney Kamlager-Dove,2025-02-11,1000.00
"AMERICAN POSTAL WORKERS UNION, AFL-CIO",American Postal Workers Union Committee on Political Action,"Kamlager-Dove, Sydney",2025-06-18,1500.00
NATIONAL ASSOCIATION OF LETTER CARRIERS,Letter Carrier Political Fund,Sydney Kamlager-Dove,2025-06-06,2500.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,Sydney Kamlager-Dove,2025-03-26,1000.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,Sydney Kamlager-Dove,2025-04-03,1000.00
UNIVERSAL MUSIC GROUP,Universal Music Group Employee Action Fund,Sydney Kamlager-Dove,2025-06-17,1000.00
GEPHARDT GROUP GOVERNMENT AFFAIRS,,Sydney Kamlager-Dove,2025-06-28,250.00
COMCAST CORPORATION,Comcast Corporation & NBCUniversal Political Action Committee - Federal,Rep. Sydney Kamlager-Dove,2025-04-09,2500.00
COMCAST CORPORATION,Comcast Corporation & NBCUniversal Political Action Committee - Federal,Rep. Sydney Kamlager-Dove,2025-01-30,1500.00
INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES,Int Alliance of Theatrical Stage Emp Federal Speech PAC; PAC of the Int Alliance of Theatrical Stage Employees,Congresswoman Sydney Kamlager-Dove,2025-03-24,2500.00
GOOGLE CLIENT SERVICES LLC,Google LLC NetPAC,Rep. Sydney Kamlager-Dove,2025-05-30,1000.00
FOLEY & LARDNER LLP,"Foley & Lardner Political Fund, Inc.",Sydney Kamlager-Dove,2025-02-21,500.00
"AMGEN, INC.",Amgen PAC,"Rep. Gregory Meeks; Rep. Syndey Kamlager-Dove; Rep, Troy Carter; Rep. Nikemia Williams; Rep. Andre Carson; Rep. Robin Kelly; Rep. Emanuel Cleaver; Rep. Terri Sewell; Rep. Frederica Wilson; Rep. Marc Veasey; Rep. Dwight Evans; Rep. Lauren Underwoo; Rep. Jahana Hayes; and Rep. Joe Neguse",2025-01-27,5000.00
KELLEY DRYE & WARREN LLP,Endeavor Group Holdings PAC; Kelley Drye & Warren Political Action Committee; Louisiana Leadership; TKO Group Holdings PAC,Rep. Sydney Kamlager-Dove,2025-04-24,2500.00
RECORDING INDUSTRY ASSOCIATION OF AMERICA,,Rep. Sydney Kamlager-Dove,2025-05-20,1000.00
AKIN GUMP STRAUSS HAUER & FELD,AKIN GUMP STRAUSS HAUER & FELD LLP CIVIC ACTION COMMITTEE (AKA AKIN GUMP PAC),"Coons, Chris; Amo, Gabe; Bonamici, Suzanne; Kamlager-Dove, Sydney; Letlow, Julia; Miller-Meeks, Mariannette; Plaskett, Stacey; Titus, Dina",2025-05-09,5000.00
SONY MUSIC ENTERTAINMENT (FORMERLY KNOWN AS SONY BMG MUSIC ENTERTAINMENT),Sony Music Entertainment Employee Action Fund,Congresswoman Sydney Kamlager-Dove (D-CA),2025-05-14,1000.00
AMAZON.COM SERVICES LLC,Amazon.com Services LLC Separate Segregated Fund (Amazon PAC),Rep. Sydney Kamlager-Dove,2025-03-14,2000.00
"CHARTER COMMUNICATIONS, INC.",Charter Communications Inc. Political Action Committee,Rep. Sydney Kamlager-Dove,2025-06-05,1000.00
"CHARTER COMMUNICATIONS, INC.",Charter Communications Inc. Political Action Committee,Rep. Sydney Kamlager-Dove,2025-01-31,1500.00
"INT'L ASS'N OF SHEET METAL, AIR, RAIL & TRANSP. WORKERS, TRANSP. DIV.",,"Kamlager-Dove, Sydney",2025-05-15,1000.00
CAPITOL COUNSEL LLC,,Rep. Sydney Kamlager-Dove (CA-37),2025-03-05,500.00
HUMANE WORLD ACTION FUND AND AFFILIATES (FORMERLY KNOWN AS HUMANE SOCIETY LEGISLATIVE FUND),Humane World Action Fund PAC,"Adriano Espaillat, Brian Fitzpatrick, Lizzie Fletcher, Sylvia Garcia, Eleanor Holmes Norton, Val Hoyle, Jared Huffman, Sydney Kamlager-Dove, Bill Keating, Ro Khanna, Raja Krishnamoorthi, Ann Kuster",2025-04-03,348.00
"THE SMITH-FREE GROUP, LLC",,Congresswoman Sydney Kamlager-Dove,2025-03-27,1000.00
SEMPRA,Sempra Energy Employees Political Action Committee- Federal,Rep. Sydney Kamlager-Dove,2025-06-24,2000.00
"DISCOVERY COMMUNICATIONS, LLC","DISCOVERY COMMUNICATIONS, LLC PAC (WBD PAC)",Rep. Sydney Kamlager-Dove (D),2025-03-27,1000.00
