organization,pacs,honoree,date,amount_usd
AMERICAN CHIROPRACTIC ASSOCIATION,American Chiropractic Association PAC,Rep. Lloyd Doggett,2025-03-11,2000.00
ASSOCIATION FOR CLINICAL ONCOLOGY,ASCO Association Political Action Committee,"Rep. Lloyd Doggett, II",2025-05-28,1500.00
CAPITOL COUNSEL LLC,,Lloyd Doggett,2025-03-09,500.00
AMERICAN AMBULANCE ASSOCIATION,American Ambulance Association Federal PAC,Lloyd Doggett,2025-03-10,1000.00
AMERICAN AMBULANCE ASSOCIATION,American Ambulance Association Federal PAC,Llyod Doggett,2025-03-10,1000.00
AMERICAN PSYCHIATRIC ASSOCIATION,American Psychiatric Association Political Action Committee,Lloyd Doggett,2025-06-23,2000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Lloyd Doggett,2025-02-19,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Lloyd Doggett,2025-06-01,2500.00
AMERICAN ASSOCIATION OF NEUROLOGICAL SURGEONS,American Association of Neurological Surgeons PAC,Rep. Lloyd Doggett (Texas-37),2025-06-18,2000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. Lloyd Doggett,2025-05-27,5000.00
AMERICAN COLLEGE OF SURGEONS PROFESSIONAL ASSOCIATION,American College of Surgeons Professional Association PAC,"Rep. Lloyd Doggett, II",2025-06-11,2000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)","Rep. Lloyd Doggett, II",2025-03-18,1000.00
"HEALTH CARE SERVICE CORPORATION, A MUTUAL LEGAL RESERVE COMPANY (HCSC)",Health Care Service Corporation Employees Political Action Committee,Rep Lloyd Doggett II,2025-03-04,2500.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Lloyd Doggett,2025-03-10,1000.00
AMERICAN ACADEMY OF PHYSICIAN ASSOCIATES,American Academy of Physician Associates PAC,Rep. Lloyd Doggett,2025-03-18,2000.00
"AMERICAN COLLEGE OF PHYSICIAN SERVICES, INC.",ACP Services PAC,Lloyd Doggett,2025-06-11,5000.00
"HUSCH BLACKWELL, LLP",Husch Blackwell Political Action Committee,Llyod Doggett,2025-06-23,2000.00
AFLAC INCORPORATED,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),"Rep. Lloyd Doggett, II",2025-03-20,2000.00
NATIONAL COTTON COUNCIL,National Cotton Council Committee for the Advancement of Cotton,US Representative Lloyd Doggett,2025-04-22,2500.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Lloyd Doggett,2025-03-27,1500.00
AMERICAN COLLEGE OF RADIOLOGY ASSOCIATION,RADPAC,REP. LLOYD DOGGETT,2025-06-30,2000.00
COMMUNICATIONS WORKERS OF AMERICA,CWA-COPE PCC,LLOYD DOGGETT,2025-03-24,2000.00
DELL TECHNOLOGIES INC.,"Dell Technologies, Inc. Political Action Committee","Rep. Lloyd Doggett, II",2025-03-05,1000.00
AMERICAN ACADEMY OF NEUROLOGY,American Academy of Neurology BrainPAC,"Doggett, Lloyd",2025-03-28,1000.00
MCKESSON CORPORATION & AFFILIATES U.S. ONCOLOGY AND RX SAVINGS SOLUTIONS (FORMERLY MCKESSON CORP),McKesson Corporation Employees Political Fund; US Oncology Inc. Network Political Action Committee,"Rep. Lloyd Doggett, II",2025-03-27,1000.00
NATIONAL NURSES UNITED,National Nurses United - A Fund for a Healthy America,Lloyd Doggett,2025-03-18,1000.00
AMERICAN FEDERATION OF TEACHERS,"AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION (AFTCOPE)",Representative Lloyd Doggett,2025-03-27,5000.00
AMERICAN SOCIETY OF CONSULTANT PHARMACISTS,ASCP-PAC,Congressman Lloyd Doggett (D-TX-37),2025-04-24,500.00
"INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL & TRANSPORTATION WORKERS",Int'l Assoc of Sheet Metal Air Rail &Transportation Workers,Lloyd Doggett,2025-03-25,5000.00
AMERICAN SOCIETY OF CONSULTANT PHARMACISTS,ASCP-PAC,Rep. Lloyd Doggett (D-TX-37),2025-04-24,500.00
GENERAL MOTORS COMPANY,General Motors Company Political Action Committee (GM PAC),"Rep. Lloyd Doggett, II",2025-03-05,1000.00
"AT&T SERVICES, INC. AND ITS AFFILIATES",AT&T Inc. Federal Political Action Committee; AT&T Inc. Ohio Employee Federal Political Action Committee,"Doggett, Lloyd",2025-03-24,1000.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,Lloyd Doggett,2025-06-18,2000.00
"INT'L. ASSOCIATION OF BRIDGE, STRUCTURAL, ORNAMENTAL & REINFORCING IRON WORKERS",Iron Workers Political Action League; Ironworkers Political Education Fund,LLOYD DOGGETT,2025-04-07,1000.00
"INT'L. ASSOCIATION OF BRIDGE, STRUCTURAL, ORNAMENTAL & REINFORCING IRON WORKERS",Iron Workers Political Action League; Ironworkers Political Education Fund,LLOYD DOGGETT,2025-06-11,1000.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Rep. Lloyd Doggett,2025-06-12,2500.00
UPS (UNITED PARCEL SERVICE),"United Parcel Service, Inc. PAC (UPSPAC)","Rep. Lloyd Doggett, II",2025-03-14,1000.00
"AMERICAN POSTAL WORKERS UNION, AFL-CIO",American Postal Workers Union Committee on Political Action,"Doggett, Lloyd",2025-03-28,2000.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,Lloyd Doggett,2025-04-03,1000.00
COLLEGE OF AMERICAN PATHOLOGISTS,College of American Pathologists Political Action Committee,Lloyd Doggett,2025-06-30,1000.00
AMERICAN COLLEGE OF OBSTETRICIANS AND GYNECOLOGISTS,American College of Ob-Gyns PAC (Ob-GynPAC),Lloyd Doggett,2025-06-25,2000.00
AMERICAN ACADEMY OF FAMILY PHYSICIANS,AMERICAN ACADEMY OF FAMILY PHYSICIANS PAC C00411553,Lloyd Doggett TX-37 US House,2025-06-19,2000.00
NAREIT,REITPAC,"Rep. Lloyd Doggett, II (D)",2025-05-12,5000.00
AMERICAN ASSOCIATION OF ORTHOPAEDIC SURGEONS,Political Action Committee of the American Association of Orthopaedic Surgeons--PAC of AAOS,Rep. Lloyd Doggett II,2025-06-24,2000.00
AMERICAN SOCIETY OF ANESTHESIOLOGISTS,American Society of Anesthesiologists Political Action Committee (ASA PAC),"Rep. Lloyd Doggett, II",2025-06-26,2000.00
MUTUAL OF OMAHA,Mutual of Omaha Companies PAC IMPAC,Rep Lloyd Doggett II,2025-03-11,1000.00
"MASON CONSULTING, LLC",,Rep. Lloyd Doggett,2025-03-10,3500.00
