organization,pacs,honoree,date,amount_usd
"CARPI & CLAY, INC",,Representative Dina Titus,2025-04-07,250.00
"MARRIOTT INTERNATIONAL, INC.","MARRIOTT INTERNATIONAL, INC. POLITICAL ACTION COMMITTEE",Rep. Dina Titus,2025-06-18,2500.00
GENERAL AVIATION MANUFACTURERS ASSOCIATION,GAMA PAC,Rep. Dina Titus,2025-06-11,1000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Dina Titus,2025-02-19,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Dina Titus,2025-06-01,2500.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,HON. DINA TITUS,2025-03-28,250.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Dina Titus,2025-04-11,1000.00
HUMAN RIGHTS CAMPAIGN,Human Rights Campaign PAC,Titus for Congress,2025-06-12,2500.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Titus, Dina",2025-03-06,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. Dina Titus,2025-02-27,2000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. Dina Titus,2025-06-10,-2000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Dina Titus,2025-06-09,1000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,DINA TITUS,2025-04-08,5000.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Dina Titus,2025-04-25,50.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Dina Titus,2025-05-14,1000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Dina Titus,2025-02-26,5000.00
COMMUNICATIONS WORKERS OF AMERICA,CWA-COPE PCC,DINA TITUS,2025-05-06,1000.00
SOUTHWEST AIRLINES,Southwest Airlines Co. Political Action Committee,Rep. Dina Titus (D-NV),2025-06-25,1000.00
