organization,pacs,honoree,date,amount_usd
"K&L GATES, LLP",K&L Gates PAC,Congressman Jim Jordan,2025-05-08,2000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Jim Jordan,2025-03-12,1000.00
H&M STRATEGIES LLP,,Jim Jordan,2025-06-30,1500.00
ASSOCIATION FOR ACCESSIBLE MEDICINES,Association for Accessible Medicines PAC,U.S. Representative Jim Jordan,2025-03-04,2000.00
RECORDING INDUSTRY ASSOCIATION OF AMERICA,,Representative Jim Jordan,2025-04-28,1000.00
WILMER CUTLER PICKERING HALE AND DORR LLP,,Jordan Acker,2025-04-29,500.00
ACG ADVOCACY,,U.S. Representative Jim Jordan,2025-03-18,1500.00
ACG ADVOCACY,,U.S. Representative Jim Jordan,2025-03-21,1000.00
RECORDING INDUSTRY ASSOCIATION OF AMERICA,Recording Industry Association of America PAC,Representative Jim Jordan,2025-04-28,2000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. Jim Jordan,2025-02-28,2500.00
"CONTINENTAL STRATEGY, LLC",,Team Jordan,2025-02-10,1000.00
"KOCH GOVERNMENT AFFAIRS, LLC","Koch, Inc. Political Action Committee (KOCHPAC)",Rep. Jim Jordan,2025-03-18,2500.00
ACG ADVOCACY,,U.S. Representative Jim Jordan,2025-03-23,1000.00
NATIONAL MUSIC PUBLISHERS' ASSOCIATION,"National Music Publishers' Association, Inc. PAC (NMPAC)",U.S. Representative Jim Jordan (R-OH),2025-05-21,2500.00
HOGAN LOVELLS US LLP,Hogan Lovells Political Action Commitee,Rep. Jim Jordan (R-OH),2025-06-06,2000.00
"THE CORMAC GROUP, LLC",,Congressman Jim Jordan,2025-03-25,500.00
AKIN GUMP STRAUSS HAUER & FELD,Texans for Lamar Smith,Jim Jordan,2025-02-15,3500.00
HOGAN LOVELLS US LLP,Hogan Lovells Political Committee,Rep. Jim Jordan (R-OH),2025-06-06,2000.00
HOGAN LOVELLS US LLP,Hogan Lovells Political Committee,Rep. Jim Jordan (R-OH),2025-06-06,3500.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,James Jordan,2025-03-31,1000.00
RECORDING INDUSTRY ASSOCIATION OF AMERICA,,Hon. Jim Jordan,2025-04-28,1000.00
