organization,pacs,honoree,date,amount_usd
"RAPISCAN SYSTEMS, INC.",OSI SYSTEMS INC PAC OSI PAC,Sen Tommy Tuberville,2025-03-05,5000.00
"ADVANCED POLICY CONSULTING, LLC",,Sen. Tommy Tuberville,2025-03-29,2500.00
INTERNATIONAL FOODSERVICE DISTRIBUTORS ASSOCIATION,International Foodservice Distributors Association PAC,Sen. Tommy Tuberville,2025-02-21,1500.00
"BALCH & BINGHAM, LLP",Balch and Bingham LLP Federal Political Committee,Senator Tommy Tuberville,2025-03-24,2500.00
POLARIS INDUSTRIES,Polaris Industries Political Participation Program,Sen Tommy Tuberville,2025-05-14,2500.00
AFLAC INCORPORATED,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),Sen. Tommy Tuberville,2025-03-20,5000.00
"FIRST SOLAR, INC.",,"Tuberville for Senate, Inc.",2025-03-19,5000.00
REGIONS FINANCIAL CORP,Regions Financial Corporation Political Action Committee,Sen Tommy Tuberville,2025-03-10,5000.00
INDEPENDENT COMMUNITY BANKERS OF AMERICA,ICBA PAC,"Tuberville, Tommy",2025-01-28,1000.00
PILLSBURY WINTHROP SHAW PITTMAN LLP,,Thomas Tuberville,2025-02-05,2500.00
"MAYNOR & STIERS, LLC",,Sen. Tommy Tuberville,2025-01-31,500.00
"MAYNOR & STIERS, LLC",,Sen. Tommy Tuberville,2025-02-20,500.00
340B HEALTH,340B HEALTH POLITICAL ACTION COMMITTEE (340B HEALTH PAC),SEN. THOMAS TUBERVILLE,2025-05-28,1000.00
SYNGENTA CORPORATION,SYNGENTA CORPORATION EMPLOYEE POLITICAL ACTION COMMITTEE,Sen. Tommy Tuberville,2025-01-16,2500.00
BGR GOVERNMENT AFFAIRS,,Tuberville Victory Fund,2025-02-26,3500.00
PROFESSIONAL COMPOUNDING CENTERS OF AMERICA,PROFESSIONAL COMPOUNDING CENTERS OF AMERICA PAC,"Tuberville, Thomas",2025-01-07,2500.00
CAPITAL ONE FINANCIAL CORPORATION,Capital One Financial Corp. Assoc. Political Fund,Thomas Tuberville,2025-02-03,2500.00
CENTENE CORPORATION,Centene Corporation Political Action Committee (Centene PAC),Thomas Tuberville,2025-03-07,1000.00
"ENTERGY SERVICES, LLC",Entergy Corporation PAC (ENPAC),Sen. Tommy Tuberville,2025-05-28,2500.00
INVESTMENT COMPANY INSTITUTE,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),Sen. Tommy Tuberville,2025-05-14,2500.00
THE CIGNA GROUP AND SUBSIDIARIES (FORMERLY CIGNA CORPORATION AND SUBSIDIARIES),The Cigna Group Employee Political Action Committee,Sen. Tommy Tuberville,2025-02-11,5000.00
NATIONAL PEST MANAGEMENT ASSOCIATION,,Thomas Tuberville,2025-05-05,1000.00
CHEVRON U.S.A. INC.,Chevron Employees Political Action Committee - Chevron Corporation,Sen. Tommy Tuberville,2025-03-25,5000.00
"CAPITOL SOUTH, LLC",Competitive Markets PAC,Sen. Tommy Tuberville,2025-01-29,2500.00
SQUIRE PATTON BOGGS,,Senator Tommy Tuberville,2025-02-18,3500.00
FIERCE GOVERNMENT RELATIONS,,Tommy Tuberville,2025-03-06,200.00
LOCKHEED MARTIN CORPORATION,Lockheed Martin Employees' Political Action Committee,"Tuberville, Tommy",2025-05-14,1000.00
DOMTAR CORPORATION,RESOLUTE FOREST PRODUCTS INC. POLITICAL ACTION COMMITTEE AKA,Sen. Tommy Tuberville,2025-03-20,1000.00
DOMTAR CORPORATION,RESOLUTE FOREST PRODUCTS INC. POLITICAL ACTION COMMITTEE AKA,Sen. Tommy Tuberville,2025-06-10,1000.00
GENERAL DYNAMICS CORP,General Dynamics Corporation Political Action Committee,Sen. Tommy Tuberville,2025-05-13,2500.00
"L3HARRIS TECHNOLOGIES, INC.","L3Harris Technologies, Inc. PAC",Sen. Tommy Tuberville,2025-03-28,5000.00
