organization,pacs,honoree,date,amount_usd
NATIONAL MILK PRODUCERS FEDERATION,National Milk Producers Federation PAC,Rep. Josh Harder,2025-06-20,1000.00
NATIONAL MILK PRODUCERS FEDERATION,,Rep. Josh Riley,2025-04-30,250.00
NATIONAL MILK PRODUCERS FEDERATION,,Rep. Josh Harder,2025-06-20,1000.00
SALT POINT STRATEGIES,,U.S. Representative Josh Gottheimer,2025-04-22,500.00
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Harder, Josh",2025-06-26,2500.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Josh Harder,2025-05-20,1000.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Josh Riley,2025-05-20,1000.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Josh Gottheimer,2025-02-25,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Riley, Josh",2025-05-29,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Harder, Josh",2025-06-24,2000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Brecheen, Josh",2025-05-29,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Harder, Josh",2025-03-20,1000.00
HB STRATEGIES,,Rep. Josh Harder,2025-04-04,1000.00
HB STRATEGIES,,Josh Harder,2025-02-07,1500.00
MR. GAYLORD KENT CONRAD,,Joshua Weil,2025-03-22,500.00
FS VECTOR LLC,,Rep. Josh Riley,2025-06-23,500.00
DUANE MORRIS LLP,Duane Morris Government Committee,Josh Gottheimer,2025-02-20,3000.00
"CASSIDY & ASSOCIATES, INC.",,Josh Fryday,2025-04-15,250.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Josh Harder,2025-03-01,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Josh Harder,2025-06-01,2500.00
