organization,pacs,honoree,date,amount_usd
"R&R PARTNERS, INC.",,Mark Amodei,2025-03-04,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Amodei, Mark",2025-02-13,2500.00
"CASSIDY & ASSOCIATES, INC.",,Congressman Mark Amodei,2025-01-14,500.00
"CASSIDY & ASSOCIATES, INC.",,Congressman Mark Amodei,2025-02-11,500.00
"CASSIDY & ASSOCIATES, INC.",,Congressman Mark Amodei,2025-03-10,500.00
"CASSIDY & ASSOCIATES, INC.",,Congressman Mark Amodei,2025-04-08,500.00
"CASSIDY & ASSOCIATES, INC.",,Congressman Mark Amodei,2025-05-14,1000.00
CUBIC CORPORATION,Cubic Corporation Employees Political Action Committee,Rep Mark Amodei,2025-01-31,1000.00
"PORTER GROUP, LLC",,Congressman Mark Amodei,2025-06-10,1500.00
"PORTER GROUP, LLC",,Congressman Mark Amodei,2025-06-11,1500.00
NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION,NTCA Rural Broadband PAC,"Amodei, Mark",2025-04-04,2500.00
AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES,,Mark Amodei,2025-03-11,1000.00
ASSOCIATED GENERAL CONTRACTORS OF AMERICA,Associated General Contractors of America Political Action C,"Amodei, Mark",2025-06-23,2500.00
ASSOCIATED GENERAL CONTRACTORS OF AMERICA,Associated General Contractors of America Political Action C,"Amodei, Mark",2025-06-24,2500.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Rep. Mark Amodei (R),2025-04-15,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. Mark Amodei,2025-06-10,2500.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"M Amodei, D Bacon, T Balderson, M Baumgartner, C Bentz, M Bost, R Bresnahan, K Calvert, B Carter, J Ciscomani, M Diaz-Balart, C Edwards, G Evans, J Fedorchak, B Fitzpatrick, A Garbarino, et al.",2025-02-05,5000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Mark Amodei,2025-02-03,1000.00
A1.9 STRATEGIES LLC,,Rep. Mark Amodei of Nevada,2025-02-25,2500.00
LIZ WILLIAMS AND COMPANY,,Mark Amodei (LPAC),2025-03-17,1000.00
THE AES CORPORATION,The AES Corporation Political Action Committee,Mark Amodei,2025-05-20,1000.00
SAILDRONE INC.,SAILDRONE INC. POLITICAL ACTION COMMITTEE (SAILPAC),"AMODEI, MARK EUGENE",2025-02-27,1000.00
CROSS POTOMAC CONSULTING LLC,National Shooting Sports Foundation,Mark Amodei,2025-02-11,500.00
CROSS POTOMAC CONSULTING LLC,National Shooting Sports Foundation,Mark Amodei,2025-03-11,500.00
NATIONAL COMMUNITY PHARMACISTS ASSOCIATION,National Community Pharmacists Association - PAC,Rep. Mark Amodei,2025-04-23,1000.00
