organization,pacs,honoree,date,amount_usd
HERMEUS CORP.,Hermeus Corp,Ken Calvert for Congress,2025-06-13,1000.00
"REPUBLIC CONSULTING, LLC",,Ken Calvert for Congress Committee,2025-05-02,3500.00
"K&L GATES, LLP",K&L Gates PAC,Congressman Ken Calvert,2025-04-29,3000.00
DENTONS US LLP,Dentons PAC,Congressman Ken Calvert,2025-02-04,1000.00
DENTONS US LLP,Dentons PAC,Congressman Ken Calvert,2025-05-28,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Calvert, Ken",2025-03-13,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Calvert, Ken",2025-06-24,2000.00
STRATEGIC MARKETING INNOVATIONS,,Ken Calvert for Congress Committee,2025-05-12,2500.00
STRATEGIC MARKETING INNOVATIONS,,Ken Calvert for Congress Committee,2025-02-10,500.00
STRATEGIC MARKETING INNOVATIONS,,Ken Calvert for Congress Committee,2025-05-14,1250.00
CUBIC CORPORATION,Cubic Corporation Employees Political Action Committee,Rep Ken Calvert,2025-01-09,5000.00
THERMO FISHER SCIENTIFIC INC.,THERMO FISHER SCIENTIFIC INC. PAC,"SONALI DESAI, EXEC. DIRECTOR/HOUSE DEMOCRATIC CAUCUS; ANGELA EBINER, POLICY ADVISOR/SEN. ALEX PADILLA; ROBERT EDMONSON, CHIEF OF STAFF/REP. ROBERT GARCIA; BERTHA GUERRERO, DIRECTOR/INTERGOVERNMENTAL AND EXTERNAL AFFAIRS/DHHS; NANCY JUAREZ, CHIEF OF STAFF/REP. AMI BERA; JACK LINCOLN, LEG. DIRECTOR/REP. KEN CALVERT; JUAN LOPEZ, CHIEF OF STAFF/REP. JIM COSTA; MARK SPANNAGEL, CHIEF OF STAFF/REP. DOUG LAMALFA",2025-03-26,3000.00
VANNEVAR LABS,"Vannevar Labs, Inc. PAC",Rep. Ken Calvert,2025-05-23,2000.00
VANNEVAR LABS,"Vannevar Labs, Inc. PAC",Rep. Ken Calvert,2025-06-25,2500.00
PSIQUANTUM,,Congressman Ken Calvert,2025-04-10,1000.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Ken Calvert,2025-06-03,5000.00
PILLSBURY WINTHROP SHAW PITTMAN LLP,Pillsbury Winthrop Shaw Pittman LLP,Ken Calvert,2025-01-17,1000.00
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,American Israel Public Affairs Committee Political Action Committee,Rep Ken Calvert,2025-06-03,5000.00
HOLLAND & KNIGHT LLP,,Representative Ken Calvert,2025-03-24,3300.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Ken Calvert,2025-06-24,1000.00
ASSOCIATED GENERAL CONTRACTORS OF AMERICA,Associated General Contractors of America Political Action C,"Calvert, Ken",2025-06-24,2500.00
GLOBAL TECHNICAL SYSTEMS,,Congressman Ken Calvert,2025-04-09,500.00
"COASPIRE, LLC",,Rep. Ken Calvert,2025-04-29,500.00
"ICEBREAKER STRATEGIES, LLC",,Ken Calvert,2025-02-28,3300.00
