organization,pacs,honoree,date,amount_usd
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Greg Casar,2025-06-02,1000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Greg Casar,2025-02-19,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Greg Casar,2025-06-01,2500.00
"NVG, LLC",Asian American Action Fund,Greg Casar,2025-06-27,250.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"L Sanchez, C Cortez Masto, R Gallego, B Ray Lujan, A Padilla, P Aguilar, A Espaillat, N Diaz Barragan, S Carbajal, G Casar, J Castro, G Cisneros, L Correa, J Costa, H Cuellar, V Escobar, et al.",2025-02-05,5000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,GREG CASAR,2025-05-02,1000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,GREG CASAR,2025-04-22,1000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,GREG CASAR,2025-04-08,1000.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Greg Casar,2025-04-25,50.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Greg Casar,2025-05-14,1000.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Greg Casar,2025-06-25,1000.00
"HUSCH BLACKWELL, LLP",Husch Blackwell Political Action Committee,Greg Casar,2025-06-23,2000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Greg Casar For Congress,2025-02-07,1000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Greg Casar,2025-04-30,1000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Greg Casar,2025-06-17,1000.00
PIONEER PUBLIC AFFAIRS,,Rep. Greg Casar,2025-01-24,500.00
"NVG, LLC",,Rep Greg Casar,2025-06-05,500.00
"NVG, LLC",,Rep Greg Casar,2025-01-24,500.00
NATIONAL NURSES UNITED,National Nurses United - A Fund for a Healthy America,Greg Casar,2025-03-18,1000.00
AMERICAN FEDERATION OF TEACHERS,"AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION (AFTCOPE)",Representative Greg Casar,2025-03-27,5000.00
"INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL & TRANSPORTATION WORKERS",Int'l Assoc of Sheet Metal Air Rail &Transportation Workers,Greg Casar,2025-02-10,5000.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,Greg Casar,2025-03-20,2000.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,Greg Casar,2025-03-20,5000.00
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO",Transport Workers Union of America Political Contributions Committee,Greg Casar,2025-03-18,1000.00
"AMERICAN POSTAL WORKERS UNION, AFL-CIO",American Postal Workers Union Committee on Political Action,"Casar, Gregorio",2025-03-28,1000.00
"MR. BALTAZAR SERNA, JR.",,Greg Casar Campaign,2025-06-30,1000.00
"MR. BALTAZAR SERNA, JR.",,Greg Casar Campaign,2025-06-20,1000.00
INVARIANT LLC,,Greg Casar,2025-01-23,500.00
INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES,Int Alliance of Theatrical Stage Emp Federal Speech PAC; PAC of the Int Alliance of Theatrical Stage Employees,Congressman Greg Casar,2025-03-24,2500.00
AKIN GUMP STRAUSS HAUER & FELD,AKIN GUMP STRAUSS HAUER & FELD LLP CIVIC ACTION COMMITTEE (AKA AKIN GUMP PAC),"Casar, Greg",2025-06-30,750.00
UNITED MINE WORKERS OF AMERICA,United Mine Workers of America - Coal Miners Political Action Committee,Congressman Greg Casar,2025-05-06,1000.00
AKIN GUMP STRAUSS HAUER & FELD,,Rep. Greg Casar,2025-06-27,500.00
"AMERICAN FED OF GOVERNMENT EMPLOYEES, AFL-CIO",,Greg Casar,2025-04-17,5000.00
PROFESSIONAL AVIATION SAFETY SPECIALISTS,,Greg Casar,2025-06-27,1000.00
FULCRUM PUBLIC AFFAIRS LLC,,Greg Casar,2025-06-24,500.00
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,FIREPAC,Greg Casar,2025-06-11,1000.00
AMALGAMATED TRANSIT UNION,Amalgamated Transit Union - COPE,Greg Casar,2025-02-19,2500.00
