organization,pacs,honoree,date,amount_usd
JOCELYN HONG & ASSOCIATES,Fongress PAC; Forever Young,Vince Fong,2025-06-24,100.00
NATIONAL MILK PRODUCERS FEDERATION,National Milk Producers Federation PAC,Rep. Vince Fong,2025-06-20,1000.00
"K&L GATES, LLP",K&L Gates PAC,Congressman Vince Fong,2025-06-24,1000.00
DENTONS US LLP,Dentons PAC,Congressman Vince Fong,2025-02-04,1000.00
DENTONS US LLP,Dentons PAC,Congressman Vince Fong,2025-03-03,1000.00
DENTONS US LLP,Dentons PAC,Congressman Vince Fong,2025-06-10,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Fong, Vince",2025-06-10,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Fong, Vince",2025-06-24,2000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Fong, Vince",2025-03-20,1000.00
AKIN GUMP STRAUSS HAUER & FELD,,Rep. Vince Fong,2025-06-18,1500.00
VENN STRATEGIES,ESCA PAC,Vince Fong,2025-04-10,1000.00
"BOCKORNY GROUP, INC.",,Vince Fong,2025-06-24,500.00
NATIONAL CONFECTIONERS ASSOCIATION,National Confectioners Association of the United States Inc Political Action Committee Candy PAC,Rep Vince Fong,2025-06-27,1000.00
PFIZER INC.,Pfizer Inc. PAC,Rep. Vince Fong,2025-05-30,1000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",Mr. Smith PAC; NRCC,Vince Fong,2025-06-24,1000.00
HEINEKEN USA,HEINEKEN USA INC GOOD GOVERNMENT FUND,Rep Vince Fong,2025-06-24,1000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,Vince Fong,2025-06-18,50.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Vince Fong,2025-03-04,1000.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Rep. Vince Fong (R),2025-06-16,2500.00
"SURROUND SOUND STRATEGIES, LLC",,Rep. Vince Fong,2025-06-24,500.00
NATIONAL CHICKEN COUNCIL,National Chicken Council PAC,Vince Fong for Congress,2025-06-04,1000.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Fong, Vince",2025-06-24,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Vince Fong,2025-01-21,1000.00
"KOCH GOVERNMENT AFFAIRS, LLC","Koch, Inc. Political Action Committee (KOCHPAC)",Rep. Vince Fong,2025-06-12,2500.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"Fong, Vince",2025-05-07,2500.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Vince Fong,2025-05-08,1000.00
STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,State Farm Mutual Automobile Insurance Company Federal Political Action Committee (State Farm Federal PAC),Rep. Vince Fong,2025-03-26,1000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Vince Fong,2025-02-03,2000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Vince Fong,2025-05-27,1500.00
THE WASHINGTON TAX & PUBLIC POLICY GROUP,,Vince Fong for Congress,2025-06-24,500.00
THE WASHINGTON TAX & PUBLIC POLICY GROUP,,Vince Fong for Congress,2025-03-06,250.00
"ALBERTSONS COMPANIES, INC.",Albertsons Companies Inc. Political Action Committee,Vince Fong,2025-05-19,2500.00
MARATHON PETROLEUM COMPANY LP,Marathon Petroleum Corporation Employees Political Action Committee MPAC,Rep Vince Fong,2025-06-06,2500.00
"CONTINENTAL STRATEGY, LLC",,Rep. Vince Fong,2025-04-30,250.00
"GENENTECH, INC",Genentech Inc. Political Action Committee (GenenPAC),Rep. Vince Fong,2025-05-01,1000.00
