organization,pacs,honoree,date,amount_usd
WINNING STRATEGIES WASHINGTON,,Mike Ezell,2025-02-13,1000.00
"RAPISCAN SYSTEMS, INC.",OSI SYSTEMS INC PAC OSI PAC,Rep Mike Ezell,2025-04-30,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Ezell, Mike",2025-04-18,1000.00
TRANSPORTATION INTERMEDIARIES ASSOCIATION,Transportation Intermediaries Association PAC (TIAPAC),Mike Ezell,2025-04-22,5000.00
CENTER FOR SPORTFISHING POLICY,Center for Sportfishing Policy PAC,Mike Ezell,2025-03-03,1000.00
ASSOCIATED GENERAL CONTRACTORS OF AMERICA,Associated General Contractors of America Political Action C,"Ezell, Mike",2025-06-24,1000.00
"ICEBREAKER STRATEGIES, LLC",,Mike Ezell,2025-06-03,2000.00
NATIONAL CHICKEN COUNCIL,National Chicken Council PAC,Committee to Elect Mike Ezell,2025-04-22,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Mike Ezell,2025-05-12,5000.00
"ALPINE GROUP PARTNERS, LLC.",,Rep. Mike Ezell,2025-05-22,1000.00
SSA MARINE,SSA Marine Good Government Fund,Cong. Mike Ezell,2025-06-10,1000.00
"JONES WALKER, LLP",Jones Walker LLP,Congressman Mike Ezell,2025-04-04,2500.00
LIZ WILLIAMS AND COMPANY,,Mike Ezell,2025-04-30,500.00
"ROCKET LAB USA, INC.","Rocket Lab USA, Inc. Political Action Committee (Rocket Lab PAC)",Mike Ezell,2025-04-29,1000.00
SAILDRONE INC.,SAILDRONE INC. POLITICAL ACTION COMMITTEE (SAILPAC),"EZELL, WALTER MICHAEL",2025-06-12,1000.00
"CARLOUGH SOLUTIONS, LLC",,Mike Ezell,2025-04-30,1000.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Ezell, Mike",2025-03-20,1000.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Ezell, Mike",2025-05-29,1000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Mike Ezell,2025-04-24,1000.00
"WILLIAMS AND JENSEN, PLLC",,Mike Ezell,2025-04-30,250.00
"CROSSROADS STRATEGIES, LLC",,MIKE EZELL,2025-04-29,500.00
BNSF RAILWAY COMPANY,BNSF Railway Company RAILPAC (BNSF RAILPAC),Walter Ezell,2025-03-26,2000.00
AMERICAN MARITIME OFFICERS,American Maritime Officers Retirees Association; American Maritime Officers Voluntary Political Action Fund; District 2A TTWISEU Voluntary Political Action Fund,Rep. Michael Ezell,2025-03-06,1000.00
AMERICAN BANKERS ASSOCIATION,American Bankers Association PAC BANKPAC,Rep Mike Ezell,2025-04-30,2500.00
MGM RESORTS INTERNATIONAL,MGM RESORTS INTERNATIONAL PAC,REP. MIKE EZELL,2025-02-06,2500.00
BLANK ROME LLP,BLANK ROME PAC,Mike Ezell,2025-04-30,2500.00
"BRISTOW GROUP, INC.",BRISTOW GROUP INC. POLITICAL ACTION COMMITTEE (BRISTOW PAC),Mike Ezell,2025-05-05,1000.00
NATIONAL BEER WHOLESALERS ASSOCIATION,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,Rep Mike Ezell,2025-04-28,2500.00
"AT&T SERVICES, INC. AND ITS AFFILIATES",AT&T Inc. Federal Political Action Committee; AT&T Inc. Ohio Employee Federal Political Action Committee,"Ezell, Mike",2025-01-31,-2000.00
HUNTINGTON INGALLS INDUSTRIES INCORPORATED,"Huntington Ingalls Industries, Inc. Employees Political Action Committee (HIIPAC)",Walter Ezell,2025-06-18,2000.00
"ENTERGY SERVICES, LLC",Entergy Corporation PAC (ENPAC),Rep. Mike Ezell,2025-05-22,1000.00
"LEIDOS, INC.",Leidos Inc. Political Action Committee,Rep. Mike Ezell,2025-03-24,1000.00
THE AMERICAN WATERWAYS OPERATORS,American Waterways Operators PAC,Representative Mike Ezell,2025-03-11,5000.00
NORTHROP GRUMMAN CORPORATION,Employees of Northrop Grumman Corporation PAC; Self,Rep. Mike Ezell,2025-06-25,2500.00
CSX CORPORATION,CSX Corporation Good Government Fund,Walter Ezell,2025-03-28,1000.00
CHEVRON U.S.A. INC.,Chevron Employees Political Action Committee - Chevron Corporation,Rep. Mike Ezell,2025-04-21,4000.00
CHEVRON U.S.A. INC.,Chevron Employees Political Action Committee - Chevron Corporation,Rep. Mike Ezell,2025-04-21,1000.00
CHEVRON U.S.A. INC.,Chevron Employees Political Action Committee - Chevron Corporation,Rep. Mike Ezell,2025-05-27,1000.00
"SALTCHUK RESOURCES, INC.",Saltchuk Resources Inc. PAC,Walter Michael Ezell,2025-06-23,2500.00
RTX CORPORATION AND AFFILIATES,Employees of RTX Corporation PAC,"Ezell, Mike",2025-03-18,1000.00
RTX CORPORATION AND AFFILIATES,Employees of RTX Corporation PAC,"Ezell, Mike",2025-05-22,1000.00
AMERICAN PETROLEUM INSTITUTE,American Petroleum Institute Political Action Committee,Michael Ezell,2025-04-14,1000.00
FARM CREDIT COUNCIL,The Farm Credit Council Political Action Committee,Rep Mike Ezell,2025-03-31,5000.00
NATIONAL OCEAN INDUSTRIES ASSOCIATION,NATIONAL OCEAN INDUSTRIES ASSOCIATION (NOIA) POLITICAL ACTION COMMITTEE,"EZELL, WALTER MICHAEL",2025-02-28,1500.00
BOEING COMPANY,The Boeing Company Political Action Committee,Rep Mike Ezell,2025-05-02,1000.00
"ASSOCIATED BUILDERS AND CONTRACTORS, INC.",,Rep. Mike Ezell,2025-06-24,2500.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,Rep. Mike Ezell,2025-06-27,500.00
CR FEDERAL,,Rep. Mike Ezell,2025-05-06,1000.00
"AMERICAN COMMERCIAL BARGE LINES, LLC",AMERICAN COMMERCIAL BARGE LINE LLC PAC,Mike Ezell,2025-02-07,2500.00
HOGAN LOVELLS US LLP,Hogan Lovells PAC,Rep. Mike Ezell (R-MS),2025-05-28,1041.02
AMERICAN SPORTFISHING ASSOCIATION,American Sportfishing Association Political Action Committee,"Ezell, Walter",2025-02-04,1000.00
"WAYPOINT CONSULTING, LLC",,Rep. Mike Ezell,2025-03-07,500.00
"WAYPOINT CONSULTING, LLC",,Rep. Mike Ezell,2025-04-30,1000.00
HARPER & BAILEY GOVERNMENTAL SOLUTIONS LLC,,Cong. Mike Ezell,2025-06-24,500.00
MCGUIREWOODS LLP,McGuireWoods Federal PAC,Mike Ezell,2025-03-27,1000.00
KEY IMPACT STRATEGIES,,Rep. Mike Ezell,2025-06-10,500.00
SQUIRE PATTON BOGGS,Squire Patton Boggs Political Action Committee,Mike Ezell,2025-05-02,1000.00
