organization,pacs,honoree,date,amount_usd
FGS GLOBAL (US) LLC (FKA FGH HOLDINGS LLC),,Representative Adriano Espaillat,2025-02-19,500.00
PARAMOUNT GLOBAL,Paramount Global PAC,Rep. Adriano Espaillat,2025-02-25,1000.00
"DOORDASH, INC.","DoorDash, Inc. Political Action Committee (DashPAC)",Rep. Adriano Espaillat,2025-04-07,1000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Adriano Espaillat,2025-06-01,2500.00
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,American Israel Public Affairs Committee Political Action Committee,Rep Adriano Espaillat,2025-02-07,5000.00
"NVG, LLC",Asian American Action Fund,Adriano Espaillat,2025-03-08,500.00
VALIANT STRATEGIES LLC,,ADRIANO ESPAILLAT,2025-06-27,3500.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. Adriano Espaillat,2025-06-24,3500.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"L Sanchez, C Cortez Masto, R Gallego, B Ray Lujan, A Padilla, P Aguilar, A Espaillat, N Diaz Barragan, S Carbajal, G Casar, J Castro, G Cisneros, L Correa, J Costa, H Cuellar, V Escobar, et al.",2025-02-05,5000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)","Reps. Adriano Espaillat, Nanette Barragan, Tony Cardenas, Darren Soto, Norma Torres and Sen. Ben Ray Lujan",2025-01-22,215000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)","Reps. Adriano Espaillat, Nanette Barragan, Tony Cardenas, Darren Soto, Norma Torres and Sen. Ben Ray Lujan",2025-02-18,215000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Adriano Espaillat,2025-03-20,2000.00
AMERICA'S ESSENTIAL HOSPITALS,America's Essential Hospitals Political Action Committee,Adriano Espaillat,2025-06-24,1000.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Adriano Espaillat,2025-04-25,50.00
EDISON ELECTRIC INSTITUTE,PowerPAC of the Edison Electric Institute,Rep. Adriano Espaillat Cabral,2025-03-31,2000.00
"D&P CREATIVE STRATEGIES, LLC",PODER PAC,Rep. Adriano Espaillat,2025-03-27,1000.00
