organization,pacs,honoree,date,amount_usd
"LEMUNYON GROUP, LLC",,Rep. Michael McCaul (TX),2025-03-12,500.00
OGR,,The Honorable Michael McCaul,2025-02-10,500.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"McCaul, Michael",2025-05-15,1000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)","Reps. Mike Johnson, Hakeem Jeffries, Sam Graves, Rick Larsen, Julia Letlow, Mike McCaul, and Joyce Beatty. Sens. Thune, Schumer, Whitehouse, Capito, Warner, Van Hollen and Collins",2025-06-28,100000.00
THE CHERTOFF GROUP,,Rep. Michael McCaul,2025-03-31,200.00
THE CHERTOFF GROUP,,Rep. Michael McCaul,2025-03-31,10.00
TEXAS FARM BUREAU,Texas Farm Bureau AGFUND,Michael McCaul,2025-04-25,4800.00
FOLEY & LARDNER LLP,"Foley & Lardner Political Fund, Inc.",Michael McCaul,2025-06-24,1000.00
NATIONAL COTTON COUNCIL,National Cotton Council Committee for the Advancement of Cotton,US Representative Michael McCaul,2025-03-03,-5000.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,Michael McCaul,2025-06-18,2500.00
AMERICAN BANKERS ASSOCIATION,American Bankers Association PAC BANKPAC,Rep Michael McCaul,2025-02-27,2500.00
"ENTERGY SERVICES, LLC",Entergy Corporation PAC (ENPAC),Rep. Michael McCaul,2025-02-13,2500.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,Michael McCaul,2025-03-19,2000.00
PARSONS CORPORATION,Parsons Political Action Committee,"Rep. Michael McCaul, Sr.",2025-03-10,1000.00
FARM CREDIT COUNCIL,The Farm Credit Council Political Action Committee,Rep Michael McCaul,2025-05-21,2000.00
"L3HARRIS TECHNOLOGIES, INC.","L3Harris Technologies, Inc. PAC",Rep. Michael McCaul,2025-03-28,1000.00
"L3HARRIS TECHNOLOGIES, INC.","L3Harris Technologies, Inc. PAC",Rep. Michael McCaul,2025-06-30,4000.00
TEXAS CATTLE FEEDERS ASSOCIATION,Beef-PAC of Texas Cattle Feeders Association,MICHAEL MCCAUL,2025-03-21,1000.00
DELOITTE LLP,Deloitte Political Action Committee,Michael McCaul,2025-05-20,5000.00
"BARNES & THORNBURG, LLP",Barnes & Thornburg Political Action Committee,Michael McCaul,2025-06-26,1000.00
"LEMUNYON GROUP, LLC",,Rep. Michael McCaul,2025-03-17,500.00
BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ,"Baker, Donelson, Bearman, Caldwell and Berkowitz, PC PAC",Michael McCaul,2025-02-12,1000.00
POTOMAC PARTNERS DC,,Rep. Michael McCaul,2025-03-05,500.00
