organization,pacs,honoree,date,amount_usd
MG HOUSING STRATEGIES LLC,,Rep. Darin LaHood,2025-06-05,1000.00
MISSION STRATEGIES LLC (ENERGY),,Rep. Darin LaHood,2025-05-05,1549.59
"CAPITOL TAX PARTNERS, LLP",,Rep. Darin LaHood (R-IL),2025-02-05,1000.00
"CAPITOL TAX PARTNERS, LLP",,Rep. Darin LaHood (R-IL),2025-02-12,1500.00
"CAPITOL TAX PARTNERS, LLP",,Ray LaHood,2025-02-06,1000.00
"K&L GATES, LLP",K&L Gates PAC,Congressman Darin LaHood,2025-05-29,1000.00
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,Rep. Darin LaHood,2025-03-27,5000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"LaHood, Darin",2025-03-13,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"LaHood, Darin",2025-06-10,3000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"LaHood, Darin",2025-05-29,1000.00
HARTFORD INSURANCE GROUP (FKA HARTFORD FINANCIAL SERVICES GROUP),The Hartford Insurance Group Inc Federal PAC AKA HARTFORD ADVOCATES FEDERAL FUND; The Hartford Insurance Group Inc PAC AKA THE HARTFORD ADVOCATES FUND,Rep Darin LaHood,2025-03-13,1000.00
OGR,,The Honorable Darin LaHood,2025-06-05,1000.00
AKIN GUMP STRAUSS HAUER & FELD,,Rep. Darin LaHood,2025-03-20,3500.00
AKIN GUMP STRAUSS HAUER & FELD,Brett Guthrie for Congress; Friends of David McCormick; LaHood for Congress; Lisa Murkowski for U.S. Senate; National Republican Senatorial Committee (NRSC); Responsibility & Freedom Work (RFW); Ted Cruz for Senate,Rep. Darin LaHood,2025-02-10,500.00
THERMO FISHER SCIENTIFIC INC.,THERMO FISHER SCIENTIFIC INC. PAC,REP. DARRIN LAHOOD,2025-06-30,2000.00
"ADVANCED POLICY CONSULTING, LLC",,Rep. Darin LaHood,2025-03-29,2500.00
HB STRATEGIES,,Rep. LaHood,2025-04-28,1000.00
"MARRIOTT INTERNATIONAL, INC.","MARRIOTT INTERNATIONAL, INC. POLITICAL ACTION COMMITTEE",Rep. Darin McKay LaHood,2025-02-27,1000.00
"NUCLEAR ENERGY INSTITUTE, INC.",NEI Federal PAC,Rep. Darin LaHood,2025-06-17,5000.00
"NUCLEAR ENERGY INSTITUTE, INC.",NEI Federal PAC,Rep. Darin LaHood,2025-04-01,-5000.00
"NUCLEAR ENERGY INSTITUTE, INC.",NEI Federal PAC,Rep. Darin LaHood,2025-03-13,5000.00
THOMAS CAPITOL PARTNERS INC.,,Rep. Darin LaHood,2025-03-31,250.00
THOMAS CAPITOL PARTNERS INC.,,Rep. Darin LaHood,2025-06-30,250.00
AZOA SERVICES CORP(ALLIANZ OF AMERICA) FORMERLY AZOA SERIVCES CORP/FIREMAN'S FUND(ALLIANZ OF AMERICA,AZOA Services Corp(Allianz of America) Formerly Firemans Fun,Representative Darin Lahood,2025-06-26,1000.00
FIERCE GOVERNMENT RELATIONS,,Rep Darin LaHood,2025-03-28,1000.00
FIERCE GOVERNMENT RELATIONS,,Rep Darin LaHood,2025-06-30,1000.00
AMEREN SERVICES,Ameren Corporation Federal Political Action Committee Ameren FEDPAC,Rep Darin LaHood,2025-02-12,5000.00
AMEREN SERVICES,Ameren Corporation Federal Political Action Committee Ameren FEDPAC,Rep Darin LaHood,2025-04-02,5000.00
ALLIANT ENERGY CORPORATION,ALLIANT ENERGY CORPORATION EMPLOYEE'S POLITICAL ACTION COMM,Representative Darin LaHood,2025-03-24,2500.00
