organization,pacs,honoree,date,amount_usd
JOCELYN HONG & ASSOCIATES,,Andy Kim,2025-01-28,500.00
JOCELYN HONG & ASSOCIATES,Forever Young,Andy Kim,2025-01-28,500.00
CHAMBER OF COMMERCE OF THE U.S.A.,,Rep. Andy Barr,2025-03-24,1000.00
JOCELYN HONG & ASSOCIATES,Fongress PAC; Forever Young,Andy Kim,2025-01-28,500.00
HONIGMAN LLP,,Hon. Tom Barrett,2025-01-31,100.00
HONIGMAN LLP,,Hon. Tom Barrett,2025-03-12,1000.00
NATIONAL MILK PRODUCERS FEDERATION,,Randy Fine,2025-03-27,750.00
"CAPITOL TAX PARTNERS, LLP",,Randy Feenstra,2025-04-02,1500.00
"NASDAQ, INC.","Nasdaq, Inc. PAC",Rep. Randy Feenstra,2025-01-07,1000.00
THE ROYER LAW FIRM (FORMERLY ROYER & BROOKS),,Andy Barr,2025-03-26,750.00
THE ROYER LAW FIRM (FORMERLY ROYER & BROOKS),,Andy Barr,2025-05-05,500.00
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Feenstra, Randy",2025-02-03,1000.00
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Barr, Andy",2025-03-11,2500.00
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Barrasso, John",2025-05-14,2500.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Nanette Barragan,2025-06-09,1000.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),"Rep. Randy Weber, Sr.",2025-06-09,1000.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),"Sen. John Barrasso, III",2025-03-10,5000.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),"Rep. Andy Barr, IV",2025-03-03,5000.00
"K&L GATES, LLP",K&L Gates PAC,Congressman Andy Barr,2025-02-25,1500.00
"K&L GATES, LLP",K&L Gates PAC,Congressman Randy Feenstra,2025-04-08,500.00
"AVOQ, LLC",Dr. Raul Ruiz Democrat for Congress,Rep. Nanette Barragan,2025-02-06,1000.00
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,"Rep. Andy Barr, IV",2025-02-12,1500.00
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,Rep. Randy Feenstra,2025-03-26,5000.00
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,"Rep. Andy Barr, IV",2025-04-16,2500.00
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,Rep. Randy Feenstra,2025-04-16,2500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Fine, Randy",2025-01-23,2000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Barr, Andy",2025-02-25,5000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Barrett, Tom",2025-03-13,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Barrasso, John",2025-03-13,5000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Feenstra, Randy",2025-03-20,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Weber, Randy",2025-04-15,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Feenstra, Randy",2025-05-01,2500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Barragan, Nanette",2025-06-24,2000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Weber, Randy",2025-06-10,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Feenstra, Randy",2025-02-13,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Weber, Randy",2025-05-01,1000.00
AMERICAN HORTICULTURE INDUSTRY ASSOCIATION,,Andy Harris,2025-01-24,250.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",WRANGLER PAC,Randy Feenstra,2025-06-30,1000.00
"DS2 GROUP, LLC",,Andy Harris,2025-06-30,250.00
"DS2 GROUP, LLC",,Tom Barrett,2025-03-31,500.00
NATIONAL ASSOCIATION OF SOCIAL WORKERS,NASW-PACE,Nanette Barragan,2025-03-28,1000.00
LIVESTOCK MARKETING ASSOCIATION,Livestock Marketing Association PAC,Rep. Andy Barr,2025-03-11,1000.00
S-3 GROUP,,Sen. John Barrasso,2025-03-18,5000.00
POLSINELLI PC,Polsinelli PAC,Randy Feenstra,2025-05-08,1500.00
OGR,,The Honorable Randy Weber,2025-06-27,500.00
VENN STRATEGIES,ESCA PAC,Randy Feenstra,2025-05-07,1000.00
VENN STRATEGIES,ESCA PAC,Andy Kim,2025-06-09,500.00
AKIN GUMP STRAUSS HAUER & FELD,,Andy Kim,2025-06-09,1000.00
"BOCKORNY GROUP, INC.",,Andy Barr,2025-03-09,1000.00
"MARRIOTT INTERNATIONAL, INC.","MARRIOTT INTERNATIONAL, INC. POLITICAL ACTION COMMITTEE",Sen. John A. Barrasso,2025-06-06,2500.00
"HALL, RENDER, KILLIAN, HEATH & LYMAN, P.C.",Hall Render Killian Heath Lyman Emp. PAC,Senator John Barrasso,2025-04-23,2500.00
"NUCLEAR ENERGY INSTITUTE, INC.",NEI Federal PAC,Rep. Randy Feenstra,2025-03-13,1000.00
"NUCLEAR ENERGY INSTITUTE, INC.",NEI Federal PAC,Sen. John Barrasso III,2025-02-24,5000.00
THOMAS CAPITOL PARTNERS INC.,,Sen. Andy Kim,2025-03-31,250.00
THOMAS CAPITOL PARTNERS INC.,,Sen. Andy Kim,2025-06-30,250.00
STEPTOE LLP,Steptoe PAC,Friends of John Barrasso,2025-06-04,1500.00
THE MCMANUS GROUP,,Sen. John Barrasso (R-WY),2025-01-22,1250.00
THE MCMANUS GROUP,,Sen. Barrasso (R-WY),2025-04-22,1250.00
AZOA SERVICES CORP(ALLIANZ OF AMERICA) FORMERLY AZOA SERIVCES CORP/FIREMAN'S FUND(ALLIANZ OF AMERICA,AZOA Services Corp(Allianz of America) Formerly Firemans Fun,Representative Randy Feenstra,2025-02-28,2500.00
PARAMOUNT GLOBAL,Paramount Global PAC,Rep. Nanette Barragan,2025-05-19,1000.00
"COINBASE, INC.","Coinbase, Inc. Innovation PAC",Rep. Andy Barr,2025-03-25,2500.00
PILLSBURY WINTHROP SHAW PITTMAN LLP,,Randy Weber,2025-02-27,500.00
CHEVRON U.S.A. INC.,,Randy Fine,2025-01-27,250.00
