organization,pacs,honoree,date,amount_usd
THERMO FISHER SCIENTIFIC INC.,THERMO FISHER SCIENTIFIC INC. PAC,REP. ERIC SWALWELL,2025-03-20,5000.00
NATIONAL CONFECTIONERS ASSOCIATION,National Confectioners Association of the United States Inc Political Action Committee Candy PAC,Rep Eric Swalwell,2025-06-14,2500.00
LINCOLN PARK GROUP L.L.C.,,Rep. Eric Swalwell,2025-06-23,500.00
NATIONAL RURAL LETTER CARRIERS' ASSOCIATION,,Eric Swalwell,2025-06-06,5000.00
SALT POINT STRATEGIES,,U.S. Representative Eric Swalwell,2025-06-26,500.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Rep. Eric Swalwell (D),2025-05-19,1000.00
"ENS RESOURCES, INC.",,Honorable Eric Swalwell,2025-06-29,500.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. Eric Swalwell,2025-02-27,2000.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"Swalwell, Eric",2025-06-27,2500.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Eric Swalwell,2025-06-24,2000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Eric Swalwell,2025-03-18,500.00
HOLLAND & KNIGHT LLP,EDPAC,Rep. Eric Swalwell,2025-03-23,1000.00
IMPERIUM GLOBAL ADVISORS,,Eric Swalwell,2025-06-23,250.00
IMPERIUM GLOBAL ADVISORS,,Eric Swalwell,2025-03-25,1000.00
AMERICAN EXPRESS COMPANY,American Express Company Political Action Committee (AXPPAC),Eric Swalwell,2025-06-12,1000.00
"BAE SYSTEMS, INC.",BAE Systems Inc. Political Action Committee (BAE SYSTEMS USA PAC),Rep. Eric Swalwell,2025-06-30,2500.00
"NIKE, INC","Nike, Inc. PAC",Rep. Eric Swalwell,2025-06-21,1000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Eric Swalwell,2025-06-17,1000.00
TARGET CORPORATION,Target Corp. Citizens Political Forum,Eric Swalwell,2025-03-28,1000.00
AMERICAN HOTEL & LODGING ASSOCIATION,American Hotel and Lodging Association Political Action Committee HotelPAC,Rep Eric Swalwell,2025-03-14,1500.00
"THE PICARD GROUP, LLC",,Congressman Eric Swalwell,2025-03-24,500.00
DAVITA INC.,DaVita Inc. Political Action Committee (DaPAC),Rep. Eric Swalwell,2025-05-20,1000.00
"THE SIMMONS & RUSSELL GROUP, LLC",,Eric Swalwell,2025-03-26,1000.00
WELLS FARGO & COMPANY,Wells Fargo and Company Employee PAC (aka Wells Fargo Employee PAC); Wells Fargo and Company Employees Good Government Federal Fund II,Rep. Eric Swalwell,2025-03-27,1000.00
NOVO NORDISK INC.,NOVO NORDISK INC PAC NOVO NORDISK PAC,Rep Eric Swalwell,2025-06-03,1500.00
FRESENIUS MEDICAL CARE NORTH AMERICA,Fresenius Medical Care Holdings Inc Political Action Committee,Rep Eric Swalwell,2025-05-20,1500.00
NATIONAL BEER WHOLESALERS ASSOCIATION,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,Rep Eric Swalwell,2025-04-30,2500.00
