organization,pacs,honoree,date,amount_usd
NATIONAL MILK PRODUCERS FEDERATION,National Milk Producers Federation PAC,Rep. Gabe Vasquez,2025-06-20,1500.00
NATIONAL MILK PRODUCERS FEDERATION,,Rep. Gabe Vasquez,2025-03-21,1000.00
NATIONAL MILK PRODUCERS FEDERATION,,Rep. Gabe Vasquez,2025-04-30,250.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Gabe Vasquez,2025-05-20,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Vasquez, Gabe",2025-05-01,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Vasquez, Gabe",2025-05-29,1000.00
C2 STRATEGIES,,Rep Gabe Vasquez,2025-02-25,1000.00
"COINBASE, INC.","Coinbase, Inc. Innovation PAC",Rep. Gabe Vasquez,2025-06-25,1000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Gabe Vasquez,2025-02-19,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Gabe Vasquez,2025-06-01,2500.00
CAPITOL COUNSEL LLC,,Gabe Vasquez,2025-03-31,1000.00
"NVG, LLC",Asian American Action Fund,Gabe Vasquez,2025-06-15,250.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Gabe Vasquez,2025-05-05,2500.00
HUMAN RIGHTS CAMPAIGN,Human Rights Campaign PAC,Gabe Vasquez for Congress,2025-06-12,2500.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Rep. Gabe Vasquez (D),2025-03-17,1000.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Rep. Gabe Vasquez (D),2025-04-15,2500.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Rep. Gabe Vasquez (D),2025-06-16,1000.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"Vasquez, Gabe",2025-04-29,5000.00
