organization,pacs,honoree,date,amount_usd
DENTONS US LLP,Dentons PAC,Congressman Clarence Burgess Owens,2025-03-03,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Burgess Owens,2025-06-27,5000.00
NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS,NAIFAPAC,"Owens, Burgess",2025-03-25,2500.00
THOMPSON COBURN LLP,Thompson Coburn PAC,Burgess Owens,2025-02-28,1750.00
AMERICAN BANKERS ASSOCIATION,American Bankers Association PAC BANKPAC,Rep Burgess Owens,2025-05-21,2500.00
"POLARIS GOVERNMENT RELATIONS, LLC",,Burgess Owens,2025-06-30,500.00
NATIONAL AUTOMOBILE DEALERS ASSOCIATION,National Automobile Dealers Association Political Action Committee,"Owens, Burgess",2025-02-19,2500.00
CAREER EDUCATION COLLEGES & UNIVERSITIES (FKA ASS'N OF PRIVATE SECTOR COLLEGES A,Career Education Colleges & Universities PAC,Representative Burgess Owens (R-UT-4),2025-05-13,2500.00
ADTALEM GLOBAL EDUCATION,Adtalem Global Education Inc Political Action Committee,Rep Burgess Owens,2025-02-28,1750.00
CHEVRON U.S.A. INC.,Chevron Employees Political Action Committee - Chevron Corporation,Rep. Burgess Owens,2025-05-27,2500.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,Burgess Owens,2025-03-12,500.00
JEFF MILLER GROUP,,Honorable Shon Owens,2025-02-13,1000.00
"L3HARRIS TECHNOLOGIES, INC.","L3Harris Technologies, Inc. PAC",Rep. Burgess Owens,2025-06-30,1000.00
BOEING COMPANY,The Boeing Company Political Action Committee,Rep Burgess Owens,2025-03-20,1000.00
"ASSOCIATED BUILDERS AND CONTRACTORS, INC.",,Rep. Burgess Owens,2025-06-20,2500.00
DUTKO GOVERNMENT RELATIONS,,Rep. Burgess Owens,2025-03-27,3300.00
THE HOME DEPOT,The Home Depot Inc. Political Action Committee,"Owens, Burgess",2025-03-27,2500.00
"1607 STRATEGIES, LLC",,Burgess Owens,2025-03-29,3500.00
NEW CENTURY GOVERNMENT AFFAIRS (F/K/A TERRENCE C. WOLFE),,Rep. Burgess Owens,2025-05-30,1000.00
AMERICAN VETERINARY MEDICAL ASSOCIATION,,Rep. Owen Burgess,2025-03-25,1000.00
AMERICAN CAPITOL GROUP,,Congressman Burgess Owens,2025-03-13,1000.00
"MARCUS G. FAUST, PC",,Burgess Owens (R-UT),2025-05-16,1000.00
NATIONAL ASSOCIATION OF HOME BUILDERS,Build Political Action Committee of the National Association of Home Builders (BUILDPAC),Rep. Burgess Owens,2025-06-17,1500.00
NATIONAL ASSOCIATION OF HOME BUILDERS,Build Political Action Committee of the National Association of Home Builders (BUILDPAC),Rep. Burgess Owens,2025-03-06,3500.00
AMALGAMATED TRANSIT UNION,Amalgamated Transit Union - COPE,Burgess Owens,2025-06-04,5000.00
