organization,pacs,honoree,date,amount_usd
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",George Latimer,2025-02-19,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",George Latimer,2025-06-01,2500.00
HEINEKEN USA,HEINEKEN USA INC GOOD GOVERNMENT FUND,Rep George S Latimer,2025-06-24,1000.00
HUMAN RIGHTS CAMPAIGN,Human Rights Campaign PAC,George Latimer for Congress,2025-06-12,1000.00
S-3 GROUP,,Congressman George Latimer,2025-06-26,1000.00
VENN STRATEGIES,,Congressman George Latimer,2025-06-24,250.00
UTILITY WORKERS UNION OF AMERICA,UWUA Committee on Political Education,Rep. George Latimer,2025-04-17,1000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,George Latimer,2025-01-21,2500.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,George Latimer,2025-03-20,1000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,George Latimer,2025-06-23,1000.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,George Latimer,2025-04-25,50.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. George Latimer,2025-04-24,1000.00
NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS,NAIFAPAC,"Latimer, George",2025-03-25,2500.00
AMERICAN HOTEL & LODGING ASSOCIATION,American Hotel and Lodging Association Political Action Committee HotelPAC,Rep George S Latimer,2025-03-14,1500.00
INVARIANT LLC,,Rep.George Latimer,2025-03-29,500.00
MGM RESORTS INTERNATIONAL,MGM RESORTS INTERNATIONAL PAC,REP. GEORGE LATIMER,2025-02-06,2500.00
AMERICAN FEDERATION OF TEACHERS,"AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION (AFTCOPE)",Representative George Latimer,2025-03-27,5000.00
"INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL & TRANSPORTATION WORKERS",Int'l Assoc of Sheet Metal Air Rail &Transportation Workers,George Latimer,2025-03-24,2500.00
NETJETS INC.,NetJets Inc PAC,George Latimer,2025-06-26,1000.00
THE DUBERSTEIN GROUP INC.,,George Latimer,2025-04-01,500.00
"RESOLUTION PUBLIC AFFAIRS, LLC",,George Latimer,2025-03-31,500.00
CHAMBER OF COMMERCE OF THE U.S.A.,U.S. Chamber PAC,George Latimer,2025-02-21,2500.00
"DELTA AIR LINES, INC.",Delta Air Lines PAC,Rep. George Latimer,2025-04-21,1000.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,George Latimer,2025-03-20,2000.00
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO",Transport Workers Union of America Political Contributions Committee,George Latimer,2025-03-18,2500.00
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO",Transport Workers Union of America Political Contributions Committee,George Latimer,2025-06-29,2500.00
CSX CORPORATION,CSX Corporation Good Government Fund,George Latimer,2025-03-31,1000.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Rep. George Latimer,2025-03-04,2500.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,George Latimer,2025-04-03,1000.00
RTX CORPORATION AND AFFILIATES,Employees of RTX Corporation PAC,"Latimer, George",2025-04-15,1000.00
FGS GLOBAL (US) LLC (FKA FGH HOLDINGS LLC),FGS GLOBAL (US) LLC POLITICAL ACTION COMMITTEE,George Latimer For Congress,2025-05-02,500.00
KLEIN/JOHNSON GROUP,,Rep. George Latimer,2025-06-26,500.00
"ELEVANCE HEALTH, INC.","Elevance Health, Inc. Political Action Committee (Elevance Health PAC)",Rep. George Latimer,2025-04-03,1000.00
"ELEVANCE HEALTH, INC.","Elevance Health, Inc. Political Action Committee (Elevance Health PAC)",Rep. George Latimer,2025-02-06,1000.00
