organization,pacs,honoree,date,amount_usd
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Knott, Brad",2025-03-24,2500.00
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Schneider, Brad",2025-05-06,2500.00
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Schneider, Brad",2025-05-10,2500.00
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Sherman, Brad",2025-06-02,1500.00
"K&L GATES, LLP",K&L Gates PAC,Congressman Brad Schneider,2025-01-31,500.00
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,Rep. Brad Schneider,2025-05-08,2500.00
DENTONS US LLP,Dentons PAC,Congressman Brad Knott,2025-03-25,1000.00
DENTONS US LLP,Dentons PAC,Congressman Brad Knott,2025-06-10,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Finstad, Brad",2025-03-04,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Schneider, Brad",2025-02-13,1000.00
PENN AVENUE PARTNERS,,U.S. Representative Brad Schneider,2025-01-30,500.00
S-3 GROUP,,Congressman Brad Knott,2025-02-22,1500.00
VENN STRATEGIES,ESCA PAC,Brad Schneider,2025-01-28,3500.00
HB STRATEGIES,,Brad Schneider,2025-04-29,1500.00
THOMAS CAPITOL PARTNERS INC.,,Rep. Brad Knott,2025-06-30,250.00
AZOA SERVICES CORP(ALLIANZ OF AMERICA) FORMERLY AZOA SERIVCES CORP/FIREMAN'S FUND(ALLIANZ OF AMERICA,AZOA Services Corp(Allianz of America) Formerly Firemans Fun,Representative Brad Finstad,2025-06-26,1000.00
"COINBASE, INC.","Coinbase, Inc. Innovation PAC",Rep. Bradley Schneider,2025-03-25,1000.00
FIERCE GOVERNMENT RELATIONS,,Rep Brad Knott,2025-03-28,500.00
AMEREN SERVICES,Ameren Corporation Federal Political Action Committee Ameren FEDPAC,Rep Brad Schneider,2025-03-27,5000.00
NATIONAL CONFECTIONERS ASSOCIATION,National Confectioners Association of the United States Inc Political Action Committee Candy PAC,Rep Brad Schneider,2025-03-21,5000.00
