organization,pacs,honoree,date,amount_usd
THE DLM GROUP,,Morgan Luttrell,2025-03-04,500.00
"REPUBLIC CONSULTING, LLC",,Texans for Morgan Luttrell,2025-05-13,1250.00
"REPUBLIC CONSULTING, LLC",,Texans for Morgan Luttrell,2025-01-22,500.00
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Luttrell, Morgan",2025-03-04,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Luttrell, Morgan",2025-02-13,1000.00
"DS2 GROUP, LLC",,Morgan Luttrell,2025-03-31,250.00
FIERCE GOVERNMENT RELATIONS,,Rep Morgan Luttrell,2025-03-21,500.00
SHIFT5,Shift5 Political Action Committee,Rep. Morgan Luttrell,2025-03-06,3300.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Morgan Luttrell,2025-02-28,1000.00
AMERICAN COLLEGE OF SURGEONS PROFESSIONAL ASSOCIATION,American College of Surgeons Professional Association PAC,Rep. Morgan Luttrell,2025-05-27,1000.00
"KOCH GOVERNMENT AFFAIRS, LLC","Koch, Inc. Political Action Committee (KOCHPAC)",Rep. Morgan Luttrell,2025-05-19,2500.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Morgan Luttrell,2025-03-04,1000.00
"WILLIAMS AND JENSEN, PLLC",,Morgan Luttrell,2025-06-02,1500.00
"THE PICARD GROUP, LLC",,Congressman Luttrell,2025-06-17,500.00
"HEALTH CARE SERVICE CORPORATION, A MUTUAL LEGAL RESERVE COMPANY (HCSC)",Health Care Service Corporation Employees Political Action Committee,Rep Morgan Luttrell,2025-06-10,1500.00
LUNDBECK LLC,Lundbeck LLC Employee Political Action Committee,Morgan Luttrell,2025-05-07,1000.00
TEXAS FARM BUREAU,Texas Farm Bureau AGFUND,Morgan Luttrell,2025-04-25,4800.00
MARATHON PETROLEUM COMPANY LP,Marathon Petroleum Corporation Employees Political Action Committee MPAC,Rep Morgan Luttrell,2025-06-06,2500.00
"AEROVIRONMENT, INC.",AEROVIRONMENT INC PAC,Rep Morgan Luttrell,2025-03-04,1000.00
"AEROVIRONMENT, INC.",AEROVIRONMENT INC PAC,Rep Morgan Luttrell,2025-01-22,1000.00
NATIONAL ROOFING CONTRACTORS ASSOCIATION,National Roofing Contractors Association ROOF PAC,Rep. Morgan Luttrell,2025-06-23,1000.00
AFLAC INCORPORATED,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),Rep. Morgan Luttrell,2025-04-22,1500.00
CAPITOL 6 ADVISORS,,Morgan Luttrell,2025-05-19,500.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Luttrell, Morgan",2025-05-29,1000.00
PHILLIPS 66,Phillips 66 PAC,Rep Morgan Luttrell,2025-04-29,2500.00
"AQUIA GROUP, LLC",,Rep. Morgan Luttrell (R-TX),2025-02-25,3500.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,Morgan Luttrell,2025-06-18,1500.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,Morgan Luttrell,2025-06-18,2500.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,Morgan Luttrell,2025-06-18,1000.00
DELL TECHNOLOGIES INC.,"Dell Technologies, Inc. Political Action Committee",Rep. Morgan Luttrell,2025-01-27,2500.00
AMERICAN ACADEMY OF NEUROLOGY,American Academy of Neurology BrainPAC,"Luttrell, Morgan",2025-06-18,5000.00
VALERO ENERGY CORPORATION,Valero Energy Corporation Political Action Committee,Rep. Morgan Luttrell,2025-05-29,5000.00
PROFESSIONAL COMPOUNDING CENTERS OF AMERICA,PROFESSIONAL COMPOUNDING CENTERS OF AMERICA PAC,"Luttrell, Morgan",2025-05-01,1500.00
ROLLS-ROYCE NORTH AMERICA AND ITS AFFILIATES,Rolls-Royce North America Holdings Inc. PAC (Rolls-Royce North America PAC),Congressman Morgan Luttrell,2025-06-27,1000.00
"DOCUMENT STORAGE SYSTEMS, INC.",Document Storage Systems Inc DSS PAC,Rep Morgan Luttrell,2025-03-05,1000.00
