organization,pacs,honoree,date,amount_usd
NATIONAL MILK PRODUCERS FEDERATION,,Rep. Eugene Vindman,2025-04-30,250.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Vindman, Eugene",2025-06-10,1000.00
LIVESTOCK MARKETING ASSOCIATION,Livestock Marketing Association PAC,Rep. Yevgeny (Eugene) Vindman,2025-05-19,1000.00
BLANK ROME GOVERNMENT RELATIONS,,Rep. Eugune Vindman (D-VA-9),2025-02-28,500.00
"COINBASE, INC.","Coinbase, Inc. Innovation PAC",Rep. Eugene Vindman,2025-06-25,1000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Eugene Vindman,2025-02-19,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Eugene Vindman,2025-06-01,2500.00
ANCHOR GROUP LLC,,Rep. Eugene Vindman,2025-06-27,1000.00
"DIRECT SUPPLY, INC.",Direct Supply Inc Partners PAC DSI Partners PAC,Yevgeny Eugene Vindman,2025-06-26,5000.00
HUMAN RIGHTS CAMPAIGN,Human Rights Campaign PAC,Vindman for Congress,2025-06-12,2500.00
NATIONAL PORK PRODUCERS COUNCIL,National Pork Producers Council Pork PAC,Rep. Eugene Vindman,2025-04-23,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Eugene Vindman,2025-06-02,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Eugene Vindman,2025-02-27,3500.00
NATIONAL COMMITTEE TO PRESERVE SOCIAL SECURITY AND MEDICARE,,Eugene Vindman,2025-04-08,50.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Yevgeny Eugene Vindman,2025-04-25,50.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Yevgeny Eugene Vindman,2025-03-27,1000.00
SMITH GARSON FKA SMITH DAWSON & ANDREWS,,Rep. Eugene Vindman,2025-06-02,500.00
CROSS POTOMAC CONSULTING LLC,,Eugene Vindman,2025-03-26,500.00
