organization,pacs,honoree,date,amount_usd
HERMEUS CORP.,Hermeus Corp,Jake Ellzey for Congress,2025-03-26,1000.00
HERMEUS CORP.,Hermeus Corp,Jake Ellzey for Congress,2025-05-05,2000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Ellzey, Jake",2025-04-15,1000.00
CUBIC CORPORATION,Cubic Corporation Employees Political Action Committee,Rep Jake Ellzey,2025-03-25,1000.00
CUBIC CORPORATION,Cubic Corporation Employees Political Action Committee,Rep Jake Ellzey,2025-06-17,4000.00
J.A. GREEN AND COMPANY,,Rep. Jake Ellzey,2025-05-29,500.00
OGR,,The Honorable Jake Ellzey,2025-03-03,1000.00
AKIN GUMP STRAUSS HAUER & FELD,,Rep. Jake Ellzey,2025-03-10,1000.00
VANNEVAR LABS,"Vannevar Labs, Inc. PAC",Rep. Jake Ellzey,2025-03-19,2500.00
HB STRATEGIES,,Rep. Ellzey,2025-05-05,1000.00
THOMAS CAPITOL PARTNERS INC.,,Rep. Jake Ellzey,2025-06-30,250.00
NATIONAL ASSOCIATION OF MANUFACTURERS,NAM-PAC,Jake Ellzey,2025-06-30,1500.00
TRANSPORTATION INTERMEDIARIES ASSOCIATION,Transportation Intermediaries Association PAC (TIAPAC),John Ellzey,2025-02-05,1000.00
AAR CORP.,AAR CORP. PAC,Rep. John Kevin Ellzey Sr.,2025-02-27,2500.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,Jake Ellzey,2025-03-21,500.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,Jake Ellzey,2025-03-22,500.00
HOLLAND & KNIGHT LLP,,Representative Jake Ellzey,2025-06-16,2000.00
"ICEBREAKER STRATEGIES, LLC",,Jake Ellzey,2025-02-26,3500.00
SHIFT5,Shift5 Political Action Committee,Rep. Jake Ellzey,2025-03-10,3300.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Jake Ellzey,2025-02-27,2000.00
"KOCH GOVERNMENT AFFAIRS, LLC","Koch, Inc. Political Action Committee (KOCHPAC)","Rep. Jake Ellzey, Sr.",2025-06-12,2500.00
"KOUNTOUPES DENHAM CARR & REID, LLC",,Rep. Jake Ellzey (R-TX),2025-03-17,1000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)","Rep. Jake Ellzey, Sr.",2025-06-24,1000.00
BRIAN GLACKIN & ASSOCIATES LLC,,Jake Ellzey,2025-06-23,1000.00
A1.9 STRATEGIES LLC,,Rep. Jake Ellzey of Texas,2025-05-05,2500.00
INFORMATION TECHNOLOGY INDUSTRY COUNCIL,INFORMATION TECHNOLOGY INDUSTRY COUNCIL PAC (ITI PAC),REP. JAKE ELLZEY,2025-03-31,1000.00
BRODY GROUP L.L.C. PUBLIC AFFAIRS,,Congressman Jake Ellzey,2025-03-05,500.00
BRODY GROUP L.L.C. PUBLIC AFFAIRS,,Congressman Jake Ellzey,2025-06-24,500.00
TEXAS FARM BUREAU,Texas Farm Bureau AGFUND,Jake Ellzey,2025-04-25,4800.00
PACIFIC DEFENSE LLC,"PACIFIC DEFENSE STRATEGIES, INC. POLITICAL ACTION COMMITTEE",Rep. Jake Ellzey,2025-05-05,1000.00
MARATHON PETROLEUM COMPANY LP,Marathon Petroleum Corporation Employees Political Action Committee MPAC,Rep Jake Ellzey,2025-06-18,2500.00
"BAE SYSTEMS, INC.",BAE Systems Inc. Political Action Committee (BAE SYSTEMS USA PAC),"Rep. Jake Ellzey, Sr.",2025-03-11,5000.00
"AEROVIRONMENT, INC.",AEROVIRONMENT INC PAC,Rep Jake Ellzey,2025-03-20,1000.00
"AEROVIRONMENT, INC.",AEROVIRONMENT INC PAC,Rep Jake Ellzey,2025-05-05,1000.00
"AEROVIRONMENT, INC.",AEROVIRONMENT INC PAC,Rep Jake Ellzey,2025-06-30,1000.00
