organization,pacs,honoree,date,amount_usd
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Scott Peters,2025-05-20,1500.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Scott Peters,2025-04-25,1000.00
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,Rep. Scott Peters,2025-06-12,2500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Peters, Scott",2025-03-13,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Peters, Scott",2025-05-01,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Peters, Scott",2025-05-29,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Peters, Scott",2025-06-24,2000.00
CUBIC CORPORATION,Cubic Corporation Employees Political Action Committee,Rep Scott Peters,2025-06-09,2500.00
THERMO FISHER SCIENTIFIC INC.,THERMO FISHER SCIENTIFIC INC. PAC,REP. SCOTT PETERS,2025-03-20,5000.00
"NUCLEAR ENERGY INSTITUTE, INC.",NEI Federal PAC,Rep. Scott Peters,2025-06-17,2500.00
AMEREN SERVICES,Ameren Corporation Federal Political Action Committee Ameren FEDPAC,Rep Scott Peters,2025-05-23,1000.00
AKIN GUMP STRAUSS HAUER & FELD,,Scott Peters,2025-06-30,1000.00
DUANE MORRIS LLP,Duane Morris Government Committee,Scott Peters,2025-03-04,5000.00
ALLIANT ENERGY CORPORATION,ALLIANT ENERGY CORPORATION EMPLOYEE'S POLITICAL ACTION COMM,Representative Scott Peters,2025-06-17,1000.00
AMERICAN SOCIETY FOR RADIATION ONCOLOGY,American Society For Radiation Oncology PAC,Rep. Scott Peters,2025-06-10,2500.00
