organization,pacs,honoree,date,amount_usd
WINNING STRATEGIES WASHINGTON,,Jeff Van Drew,2025-02-05,1000.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Jeff Van Drew,2025-04-14,1000.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Jeff Van Drew,2025-03-11,1500.00
AMERICAN PSYCHIATRIC ASSOCIATION,American Psychiatric Association Political Action Committee,Jeff Van Drew,2025-06-23,1000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,JEFFERSON VAN DREW,2025-06-24,3500.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,JEFFERSON VAN DREW,2025-04-22,1500.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Jefferson Van Drew,2025-02-03,2500.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Jefferson Van Drew,2025-05-19,2000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Jefferson Van Drew,2025-06-24,500.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Jefferson Van Drew,2025-06-24,1500.00
"CONSTELLATION ENERGY GENERATION, LLC",Constellation Energy Corporation Employee Political Action Committee (CEPAC),Rep. Jeff Van Drew,2025-06-17,1000.00
"CASSIDY & ASSOCIATES, INC.",,Jeff Van Drew,2025-05-14,250.00
"CASSIDY & ASSOCIATES, INC.",,Jeff Van Drew,2025-03-06,1000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Jefferson Van Drew,2025-04-24,2000.00
AMERICAN COLLEGE OF RADIOLOGY ASSOCIATION,RADPAC,REP. JEFFERSON VAN DREW,2025-05-28,1500.00
WINNING STRATEGIES WASHINGTON,,Rep. Jeff Van Drew,2025-02-04,1000.00
AMERICAN ACADEMY OF NEUROLOGY,American Academy of Neurology BrainPAC,"Van Drew, Jeff",2025-06-18,1000.00
MGM RESORTS INTERNATIONAL,MGM RESORTS INTERNATIONAL PAC,REP. JEFF VAN DREW,2025-02-06,2500.00
AMERICAN PHYSICAL THERAPY ASSOCIATION,American Physical Therapy Association Physical Therapy PAC,Congressman Jeff Van Drew,2025-05-14,1000.00
NATIONAL SHOOTING SPORTS FOUNDATION,National Shooting Sports Foundation PAC,Rep. Jeff Van Drew,2025-06-16,1000.00
ANIMAL WELLNESS ACTION,Animal Wellness Action PAC,"VAN DREW, JEFF MR",2025-05-08,3000.00
NATIONAL ASSOCIATION OF LETTER CARRIERS,Letter Carrier Political Fund,Jeff Van Drew,2025-06-27,2500.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,Jefferson Van Drew,2025-06-18,1000.00
LOCKHEED MARTIN CORPORATION,Lockheed Martin Employees' Political Action Committee,"Van Drew, Jefferson",2025-05-14,1000.00
PUBLIC SERVICE ENTERPRISE GROUP,Public Service Enterprise Group Inc Political Action Committee PEGPAC,Rep Jefferson Van Drew,2025-06-26,1000.00
AMERICAN ASSOCIATION OF ORTHOPAEDIC SURGEONS,Political Action Committee of the American Association of Orthopaedic Surgeons--PAC of AAOS,Rep. Jefferson Van Drew Dr.,2025-05-12,2500.00
AMERICAN SOCIETY OF ANESTHESIOLOGISTS,American Society of Anesthesiologists Political Action Committee (ASA PAC),Rep. Jeff Van Drew,2025-04-16,2500.00
FARM CREDIT COUNCIL,The Farm Credit Council Political Action Committee,Rep Jefferson Van Drew,2025-06-27,1000.00
NATIONAL ASSOCIATION OF POSTAL SUPERVISORS,National Association of Postal Supervisors PAC,"Van Drew, Jefferson",2025-03-26,1000.00
NATIONAL FISHERIES INSTITUTE,,Rep. Jeff Van Drew,2025-06-23,1000.00
