organization,pacs,honoree,date,amount_usd
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Sen. Cindy Hyde-Smith,2025-06-16,2500.00
"RAPISCAN SYSTEMS, INC.",OSI SYSTEMS INC PAC OSI PAC,Sen Cindy Hyde-Smith,2025-05-13,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Hyde-Smith, Cindy",2025-02-24,2500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Hyde-Smith, Cindy",2025-05-27,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Hyde-Smith, Cindy",2025-06-10,1500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Hyde-Smith, Cindy",2025-06-10,1000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",WRANGLER PAC,Cindy Hyde-Smith,2025-06-27,1000.00
LIVESTOCK MARKETING ASSOCIATION,Livestock Marketing Association PAC,Sen. Cindy Hyde-Smith,2025-03-10,1000.00
"TOM ALBERT CONSULTING, LLC",,Sen. Cindy Hyde-Smith,2025-06-25,500.00
"FEDERAL SOLUTIONS, LLC",,Sen Cindy Hyde-Smith,2025-05-12,2000.00
NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION,NTCA Rural Broadband PAC,"Hyde-Smith, Cindy",2025-04-04,1000.00
MONUMENT ADVOCACY,,Sen. Cindy Hyde-Smith,2025-02-26,1750.00
MONUMENT ADVOCACY,,Sen. Cindy Hyde-Smith,2025-06-20,1750.00
AMERICAN SOCIETY FOR RADIATION ONCOLOGY,American Society For Radiation Oncology PAC,Sen. Cindy Hyde-Smith,2025-05-20,1500.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Cindy Hyde-Smith,2025-06-03,2500.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,Cindy Hyde-Smith,2025-06-19,1000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,Sen. Cindy Hyde-Smith,2025-05-13,1000.00
NATIONAL CHICKEN COUNCIL,National Chicken Council PAC,Cindy Hyde-Smith for U.S. Senate,2025-05-29,2500.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Hyde-Smith, Cindy",2025-06-24,5000.00
