organization,pacs,honoree,date,amount_usd
AMERICAN CHIROPRACTIC ASSOCIATION,American Chiropractic Association PAC,Rep. Mark Alford,2025-05-13,1500.00
AMERICAN CHIROPRACTIC ASSOCIATION,American Chiropractic Association PAC,Rep. Mark Alford,2025-05-27,1500.00
AMERICAN CHIROPRACTIC ASSOCIATION,American Chiropractic Association PAC,Rep. Mark Alford,2025-06-24,1500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Alford, Mark",2025-02-13,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Alford, Mark",2025-05-29,1000.00
THORSEN FRENCH ADVOCACY LLC,,U.S. Representative Mark Alford,2025-03-31,500.00
HB STRATEGIES,,Rep. Alford,2025-06-11,1000.00
AMEREN SERVICES,Ameren Corporation Federal Political Action Committee Ameren FEDPAC,Rep Mark Alford,2025-03-14,5000.00
AMEREN SERVICES,Ameren Corporation Federal Political Action Committee Ameren FEDPAC,Rep Mark Alford,2025-03-18,5000.00
VETERANS GUARDIAN VA CLAIM CONSULTING LLC,,Rep. Mark Alford,2025-04-29,7000.00
ROCKET LP FKA RKT HOLDINGS,Rocket PAC,Representative Mark Alford,2025-06-24,1000.00
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,American Israel Public Affairs Committee Political Action Committee,Rep Mark Alford,2025-06-25,5000.00
ASSOCIATED GENERAL CONTRACTORS OF AMERICA,Associated General Contractors of America Political Action C,"Alford, Mark",2025-06-24,1000.00
"THE MCKEON GROUP, INC.",,Mark Alford for Congress,2025-03-25,500.00
THE VOGEL GROUP,,Mark Alford,2025-06-30,1000.00
"FEDERAL HALL POLICY ADVISORS, LLC",,Rep. Mark Alford (R-MO),2025-06-30,500.00
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.",National Electrical Contractors Association Political Action Committee,Rep Mark Alford,2025-03-17,5000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Mark Alford,2025-04-09,1500.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Mark Alford,2025-02-27,3500.00
"KOCH GOVERNMENT AFFAIRS, LLC","Koch, Inc. Political Action Committee (KOCHPAC)","Rep. Mark Alford, Sr.",2025-03-18,1000.00
BROWN-FORMAN CORPORATION,BROWN-FORMAN CORPORATION NON-PARTISAN COMMITTEE,Congressman Mark Alford,2025-06-09,1000.00
"STAPLETON & ASSOCIATES, LLC",,Congressman Mark Alford,2025-05-09,500.00
S-3 GROUP,,Mark Alford,2025-04-29,1000.00
S-3 GROUP,,Mark Alford,2025-06-24,1000.00
BURRELL INTERNATIONAL GROUP LLC,,Mark Alford,2025-05-13,500.00
"ELUSYS THERAPEUTICS INC FKA NIGHTHAWK BIOSCIENCES, INC.",,Rep. Mark Alford,2025-02-03,500.00
"RK STRATEGIES, INC.",,Rep. Mark Alford,2025-02-03,500.00
