organization,pacs,honoree,date,amount_usd
THE BRIGHTUP GROUP LLC,,Rep. Cory Mills,2025-03-24,500.00
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.",National Electrical Contractors Association Political Action Committee,Rep Cory Mills,2025-05-31,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. Cory Mills,2025-06-18,2000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Cory Mills,2025-04-21,1000.00
CROSS POTOMAC CONSULTING LLC,National Shooting Sports Foundation,Cory Mills,2025-03-12,1000.00
ARENTFOX SCHIFF LLP,,Cory Mills,2025-05-04,500.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,Cory Mills,2025-06-18,1500.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,Cory Mills,2025-06-18,2500.00
"BLUE RIDGE LAW & POLICY, P.C.",,Rep. Cory Mills,2025-05-06,250.00
AECOM,AECOM PAC,Cory Mills,2025-06-27,1000.00
AMERICAN FINANCIAL SERVICES ASSOCIATION,American Financial Services Association PAC,Cory Mills,2025-04-17,1500.00
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,Science Applications International Corporation Voluntary Political Action Committee,Rep. Cory Mills,2025-06-18,2500.00
"SAP AMERICA, INC.",SAP AMERICA INC PAC,Rep Cory Mills,2025-06-16,1000.00
NATIONAL SHOOTING SPORTS FOUNDATION,National Shooting Sports Foundation PAC,Rep. Cory Mills,2025-06-11,2500.00
"ELBIT SYSTEMS OF AMERICA, LLC",Elbit Systems of America LLC Political Action Committee,The Honorable Cory Mills,2025-03-28,500.00
"ELBIT SYSTEMS OF AMERICA, LLC",Elbit Systems of America LLC Political Action Committee,The Honorable Cory Mills,2025-06-24,1000.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,Cory Mills,2025-02-05,1000.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,Cory Mills,2025-02-05,2000.00
"ROBINHOOD MARKETS, INC.",,Rep. Cory Mills,2025-05-05,1000.00
DOMTAR CORPORATION,RESOLUTE FOREST PRODUCTS INC. POLITICAL ACTION COMMITTEE AKA,Cong. Cory Mills,2025-02-13,1000.00
"PUBLIX SUPER MARKETS, INC.",Publix Super Markets Inc Associates Political Action Committee,Rep Cory Mills,2025-05-28,1000.00
GENERAL DYNAMICS CORP,General Dynamics Corporation Political Action Committee,Rep. Cory Mills,2025-03-20,1000.00
"K&L GATES, LLP",,Rep Cory Mills,2025-06-24,500.00
TODD STRATEGY GROUP,,U.S. Representative Cory Mills,2025-03-31,1000.00
EXXON MOBIL CORP,EXXON MOBIL CORPORATION POLITICAL ACTION COMMITTEE (EXXONMOBIL PAC),"Ambassador Richard M. Mills, Jr., United States Embassy, Abuja, Nigeria",2025-06-23,1000.00
"TSG ADVOCATES DC, LLC",,Cory Mills for Congress,2025-06-05,1000.00
"AMERICAN DEFENSE INTERNATIONAL, INC.",,Cory Mills,2025-06-17,500.00
THE MADISON GROUP,,Cory Mills for Congress,2025-03-24,500.00
VICTORY COALITION STRATEGIES LLC,,Cory Mills,2025-02-26,3500.00
VICTORY COALITION STRATEGIES LLC,,Cory Mills,2025-02-26,25000.00
NATIONAL RIFLE ASSOCIATION OF AMERICA,National Rifle Association of America Political Victory Fund,"Mills, Cory",2025-05-16,1000.00
