organization,pacs,honoree,date,amount_usd
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Hoyle, Val",2025-03-04,1000.00
"CASSIDY & ASSOCIATES, INC.",,Congresswoman Val Hoyle,2025-02-28,1000.00
CAPITOL COUNSEL LLC,,Rep. Val Hoyle (D-OR-04),2025-02-07,2000.00
CAPITOL COUNSEL LLC,,Rep. Val Hoyle (D-OR-04),2025-03-06,474.59
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Val Hoyle,2025-02-19,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Val Hoyle,2025-06-01,2500.00
AMERICAN SUGARBEET GROWERS ASSOCIATION,,Congresswoman Val Hoyle,2025-03-20,1000.00
SUMMIT STRATEGIES GOVERNMENT AFFAIRS LLC,,Val Hoyle,2025-03-31,1000.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Val Hoyle,2025-06-25,1000.00
UTILITY WORKERS UNION OF AMERICA,UWUA Committee on Political Education,Rep. Val Hoyle,2025-05-15,1000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,VAL HOYLE,2025-06-10,2500.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,VAL HOYLE,2025-03-11,5000.00
MAPETSI POLICY GROUP,,Rep. Val Hoyle,2025-06-23,500.00
CAMBIA HEALTH SOLUTIONS,Cambia Health Solutions Inc. PAC,Rep. Valerie Hoyle,2025-02-27,1000.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Valerie Hoyle,2025-04-25,50.00
SOUTHERN MINNESOTA BEET SUGAR COOP,Southern Minnesota Beet Sugar Cooperative PAC,Rep. Van Hoyle,2025-05-22,1000.00
"FEDERAL STREET STRATEGIES, LLC",,Rep. Val Hoyle,2025-05-25,500.00
SMITH GARSON FKA SMITH DAWSON & ANDREWS,,Rep. Val Hoyle,2025-02-12,1500.00
SMITH GARSON FKA SMITH DAWSON & ANDREWS,,Rep. Val Hoyle,2025-05-19,500.00
SMITH GARSON FKA SMITH DAWSON & ANDREWS,,US Rep. Val Hoyle,2025-05-20,500.00
SMITH GARSON FKA SMITH DAWSON & ANDREWS,,US Rep. Val Hoyle,2025-06-06,529.00
"K&L GATES, LLP",,Congresswoman Val Hoyle,2025-03-12,1000.00
"NIKE, INC","Nike, Inc. PAC",Rep. Val Hoyle,2025-06-21,2500.00
ASSOCIATED EQUIPMENT DISTRIBUTORS,"ASSOCIATED EQUIPMENT DISTRIBUTORS PAC (AED PAC), C00010124",Val Hoyle OR-4 US House,2025-06-26,1500.00
TEAM HALLAHAN LLC,,Val Hoyle,2025-05-22,500.00
FLORIDA SUGAR CANE LEAGUE,Florida Sugar Cane League PAC,Congresswoman Val Hoyle,2025-03-21,1000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Val Hoyle,2025-02-26,5000.00
COMMUNICATIONS WORKERS OF AMERICA,CWA-COPE PCC,VAL HOYLE,2025-06-03,5000.00
LABORERS' INTERNATIONAL UNION OF NORTH AMERICA,Laborers International Union of North America (LIUNA PAC),"Hoyle, Valerie",2025-02-21,2500.00
BNSF RAILWAY COMPANY,BNSF Railway Company RAILPAC (BNSF RAILPAC),Valerie Hoyle,2025-06-03,1000.00
AMERICAN BEVERAGE ASSOCIATION,American Beverage Association Political Action Committee,Rep. Val Hoyle,2025-05-21,276.86
MCKESSON CORPORATION & AFFILIATES U.S. ONCOLOGY AND RX SAVINGS SOLUTIONS (FORMERLY MCKESSON CORP),McKesson Corporation Employees Political Fund; US Oncology Inc. Network Political Action Committee,Rep. Val Hoyle,2025-05-22,1000.00
AMERICAN BANKERS ASSOCIATION,American Bankers Association PAC BANKPAC,Rep Val Hoyle,2025-06-18,2500.00
SULLIVAN STRATEGIES LLC (FKA SB CAPITOL SOLUTIONS),,Rep. Val Hoyle,2025-02-10,1000.00
SULLIVAN STRATEGIES LLC (FKA SB CAPITOL SOLUTIONS),,Rep. Val Hoyle,2025-05-23,500.00
AMERICAN FEDERATION OF TEACHERS,"AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION (AFTCOPE)",Representative Valerie Hoyle,2025-06-03,2500.00
"INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL & TRANSPORTATION WORKERS",Int'l Assoc of Sheet Metal Air Rail &Transportation Workers,Val Hoyle,2025-02-10,2500.00
BGR GOVERNMENT AFFAIRS,,Valerie Hoyle,2025-03-30,500.00
NATIONAL BEER WHOLESALERS ASSOCIATION,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,Rep Val Hoyle,2025-05-20,2500.00
BGR GOVERNMENT AFFAIRS,,Val Hoyle,2025-03-18,500.00
"AT&T SERVICES, INC. AND ITS AFFILIATES",,Rep. Val Hoyle,2025-05-08,500.00
"AT&T SERVICES, INC. AND ITS AFFILIATES",,Rep. Val Hoyle,2025-05-14,500.00
BGR GOVERNMENT AFFAIRS,,Val Hoyle,2025-06-23,500.00
BGR GOVERNMENT AFFAIRS,,Val Hoyle,2025-02-12,1000.00
BGR GOVERNMENT AFFAIRS,,Val Hoyle,2025-03-04,500.00
BGR GOVERNMENT AFFAIRS,,Val Hoyle,2025-03-13,500.00
BGR GOVERNMENT AFFAIRS,,Val Hoyle,2025-03-17,500.00
"AT&T SERVICES, INC. AND ITS AFFILIATES",AT&T Inc. Federal Political Action Committee; AT&T Inc. Ohio Employee Federal Political Action Committee,"Hoyle, Valerie",2025-03-27,1000.00
"ALASKA AIRLINES, INC.",Alaska Air Group PAC,Rep. Val Hoyle,2025-02-25,1000.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,Valerie Hoyle,2025-03-20,2000.00
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO",Transport Workers Union of America Political Contributions Committee,Valerie Hoyle,2025-02-21,2500.00
