organization,pacs,honoree,date,amount_usd
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Garamendi, John",2025-03-13,1000.00
AAR CORP.,AAR CORP. PAC,Rep. John Garamendi,2025-06-03,2500.00
"ENS RESOURCES, INC.",,Honorable John Garamendi,2025-03-11,500.00
UTILITY WORKERS UNION OF AMERICA,UWUA Committee on Political Education,Rep. John Garamendi,2025-04-17,1000.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Garamendi, John",2025-05-07,1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. John Garamendi,2025-06-10,3000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. John Garamendi,2025-02-27,2000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. John Garamendi,2025-06-10,-2000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,JOHN GARAMENDI,2025-06-24,5000.00
EMPIRE CONSULTING GROUP,,Rep. John Garamendi,2025-02-18,1000.00
NATIONAL MARINE MANUFACTURERS ASSOCIATION,National Marine Manufacturers Association and Marine Retailers Association Boat PAC,Rep John Garamendi,2025-06-25,1000.00
SMITH GARSON FKA SMITH DAWSON & ANDREWS,,Rep. John Garamendi,2025-03-03,500.00
SMITH GARSON FKA SMITH DAWSON & ANDREWS,,Rep. John Garamendi,2025-05-06,500.00
MARINE ENGINEERS' BENEFICIAL ASSOCIATION,MEBA Political Action Fund (MEBA-PAF),John Garamendi for Congress,2025-03-27,2500.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,John Garamendi,2025-06-18,5000.00
AMERICAN MARITIME OFFICERS,American Maritime Officers Retirees Association; American Maritime Officers Voluntary Political Action Fund; District 2A TTWISEU Voluntary Political Action Fund,Rep. John Garamendi,2025-03-12,1000.00
AMERICAN MARITIME OFFICERS,American Maritime Officers Retirees Association; American Maritime Officers Voluntary Political Action Fund; District 2A TTWISEU Voluntary Political Action Fund,Rep. John Garamendi,2025-06-23,2500.00
INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,IUPAT Political Action Together Political Committee,"Garamendi, John",2025-06-17,2500.00
BLANK ROME LLP,BLANK ROME PAC,John Garamendi,2025-05-08,1000.00
AECOM,AECOM PAC,John Garamendi,2025-03-07,1000.00
V2X,"V2X, INC. POLITICAL ACTION COMMITTEE",Representative John Garamendi,2025-03-28,750.00
HUNTINGTON INGALLS INDUSTRIES INCORPORATED,"Huntington Ingalls Industries, Inc. Employees Political Action Committee (HIIPAC)",John Garamendi,2025-06-18,1000.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,John Garamendi,2025-05-13,2000.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Rep. John Garamendi,2025-02-26,2500.00
UPS (UNITED PARCEL SERVICE),"United Parcel Service, Inc. PAC (UPSPAC)",Rep. John Garamendi,2025-03-14,2500.00
"SALTCHUK RESOURCES, INC.",Saltchuk Resources Inc. PAC,John Garamendi,2025-03-17,2500.00
NUCOR CORPORATION,Nucor Corporation PAC,John Garamendi,2025-06-30,1500.00
NUCOR CORPORATION,Nucor Corporation PAC,John Garamendi,2025-03-28,1000.00
LOCKHEED MARTIN CORPORATION,Lockheed Martin Employees' Political Action Committee,"Garamendi, John",2025-03-14,1000.00
RTX CORPORATION AND AFFILIATES,Employees of RTX Corporation PAC,"Garamendi, John",2025-06-19,1000.00
GENERAL DYNAMICS CORP,General Dynamics Corporation Political Action Committee,Rep. John Garamendi,2025-03-06,1000.00
ACCELERATE STRATEGIES,,Rep John Garamendi,2025-03-10,500.00
ACCELERATE STRATEGIES,,Rep John Garamendi,2025-05-14,500.00
"AIRBUS AMERICAS, INC","Airbus Americas, Inc. Political Action Committee",Rep. John Garamendi,2025-03-15,1000.00
SHEET METAL & AIR CONDITIONING CONTRACTORS NAT'L ASSN,"Sheet Metal & Air Conditioning Contractors' National Assoc., Inc. Political Action Committee",Rep. John Garamendi,2025-06-30,1000.00
"INT'L ASS'N OF SHEET METAL, AIR, RAIL & TRANSP. WORKERS, TRANSP. DIV.",,"Garamendi, John",2025-03-06,1000.00
AMERICAN VETERINARY MEDICAL ASSOCIATION,,Rep. John Garamendi,2025-03-25,1000.00
AMALGAMATED TRANSIT UNION,Amalgamated Transit Union - COPE,John Garamendi,2025-03-31,2500.00
