organization,pacs,honoree,date,amount_usd
HOLLAND & KNIGHT LLP,,Rep. Tom Emmer,2025-05-12,5000.00
FIERCE GOVERNMENT RELATIONS,,Whip Tom Emmer,2025-03-24,5000.00
"NASDAQ, INC.","Nasdaq, Inc. PAC",Rep. Tom Emmer,2025-05-09,2500.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),"Rep. Tom Emmer, Jr.",2025-02-05,2500.00
DENTONS US LLP,Dentons PAC,Congressman Tom Emmer,2025-06-10,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Emmer, Tom",2025-03-20,2500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Emmer, Tom",2025-03-13,1000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",WRANGLER PAC,Tom Emmer,2025-03-30,2500.00
CHAMBER OF COMMERCE OF THE U.S.A.,Emmer for Congress,Tom Emmer,2025-03-05,1000.00
"ERL FEDERAL CONSULTANTS, LLC",,Representative Tom Emmer,2025-05-15,7000.00
OGR,,The Honorable Tom Emmer,2025-06-04,5000.00
AKIN GUMP STRAUSS HAUER & FELD,,Rep. Tom Emmer,2025-03-10,6000.00
"ADVANCED POLICY CONSULTING, LLC",,Rep. Tom Emmer,2025-03-29,5000.00
"BUNGE NORTH AMERICA, INC",BUNGE NORTH AMERICA INC POLITICAL ACTION COMMITTEE,Rep. Thomas Earl Emmer Jr.,2025-03-04,5000.00
THE MCMANUS GROUP,,Rep. Tom Emmer (R-MN),2025-02-04,5000.00
AZOA SERVICES CORP(ALLIANZ OF AMERICA) FORMERLY AZOA SERIVCES CORP/FIREMAN'S FUND(ALLIANZ OF AMERICA,AZOA Services Corp(Allianz of America) Formerly Firemans Fun,Representative Tom Emmer,2025-06-26,2500.00
"COINBASE, INC.","Coinbase, Inc. Innovation PAC",Rep. Thomas Earl Emmer,2025-03-25,2500.00
"DOORDASH, INC.","DoorDash, Inc. Political Action Committee (DashPAC)",Rep. Thomas Emmer,2025-05-20,1000.00
FIERCE GOVERNMENT RELATIONS,,Rep Tom Emmer,2025-03-28,5000.00
H&M STRATEGIES LLP,,Tom Emmer,2025-02-28,500.00
H&M STRATEGIES LLP,,Tom Emmer,2025-03-28,500.00
H&M STRATEGIES LLP,,Tom Emmer,2025-04-28,500.00
H&M STRATEGIES LLP,,Tom Emmer,2025-05-28,500.00
H&M STRATEGIES LLP,,Tom Emmer,2025-06-28,500.00
AMERICAN PSYCHIATRIC ASSOCIATION,American Psychiatric Association Political Action Committee,Thomas Earl Emmer Jr.,2025-03-24,1500.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Tom Emmer,2025-02-10,105000.00
PACIFIC LIFE INSURANCE COMPANY,Pacific Life Political Action Committee,Rep. Tom Emmer,2025-06-23,1000.00
FINANCIAL SERVICES FORUM,Financial Services Forum PAC,Tom Emmer,2025-06-24,1000.00
ASTRAZENECA PHARMACEUTICALS LP,ALEXION PHARMACEUTICALS INC PAC; Zeneca Inc Political Action Committee AZPAC,Rep Tom Emmer Jr,2025-05-13,1000.00
NATIONAL RURAL LETTER CARRIERS' ASSOCIATION,,Tom Emmer,2025-05-02,5000.00
THE OPTIONS CLEARING CORPORATION,Options Clearing Corporation PAC,Congressman Tom Emmer,2025-06-23,2500.00
TRANSPORTATION INTERMEDIARIES ASSOCIATION,Transportation Intermediaries Association PAC (TIAPAC),Tom Emmer,2025-05-27,5000.00
PFIZER INC.,Pfizer Inc. PAC,Rep. Tom Emmer,2025-05-30,5000.00
ROCKET LP FKA RKT HOLDINGS,Rocket PAC,Representative Thomas Earl Emmer,2025-03-25,2500.00
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,American Israel Public Affairs Committee Political Action Committee,Rep Tom Emmer Jr,2025-03-31,1000.00
"THE TRAVELERS COS., INC. AND SUBSIDIARIES","The Travelers Companies, Inc. Political Action Committee (T-PAC)",Tom Emmer,2025-06-18,2500.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,Tom Emmer,2025-05-13,1500.00
PHARMACEUTICAL CARE MANAGEMENT ASSOCIATION,,Congressman Tom Emmer,2025-06-07,1800.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,"Rep. Tom Emmer, Jr.",2025-06-25,5000.00
ASSOCIATED GENERAL CONTRACTORS OF AMERICA,Associated General Contractors of America Political Action C,"Emmer, Tom",2025-06-24,5000.00
ACORN CONSULTING,,Rep. Tom Emmer,2025-03-31,5000.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC","Rep. Tom Emmer, Jr. (R)",2025-02-20,5000.00
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION, INC.",National Electrical Contractors Association Political Action Committee,Rep Tom Emmer Jr,2025-06-27,5000.00
AMERICAN ASSOCIATION OF NEUROLOGICAL SURGEONS,American Association of Neurological Surgeons PAC,Rep. Tom Emmer (Minn-6),2025-04-17,1000.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Emmer, Tom",2025-03-18,5000.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Emmer, Tom",2025-02-24,5000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. Tom Emmer,2025-02-28,5000.00
AMERICAN COLLEGE OF SURGEONS PROFESSIONAL ASSOCIATION,American College of Surgeons Professional Association PAC,"Rep. Tom Emmer, Jr.",2025-02-03,2500.00
NATIONAL TURKEY FEDERATION,National Turkey Federation PAC,Tom Emmer,2025-02-10,2500.00
"KOCH GOVERNMENT AFFAIRS, LLC","Koch, Inc. Political Action Committee (KOCHPAC)","Rep. Tom Emmer, Jr.",2025-05-19,5000.00
"KOCH GOVERNMENT AFFAIRS, LLC","Koch, Inc. Political Action Committee (KOCHPAC)","Rep. Tom Emmer, Jr.",2025-03-18,2500.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"Emmer, Tom",2025-05-08,5000.00
WESTERN ALLIANCE BANCORPORATION,WESTERN ALLIANCE BANCORPORATION POLITICAL ACTION COMMITTEE (WABPAC),"Rep. Tom Emmer, Jr.",2025-04-28,2500.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)","Rep. Tom Emmer, Jr.",2025-05-08,1500.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,TOM EMMER,2025-03-11,5000.00
STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,State Farm Mutual Automobile Insurance Company Federal Political Action Committee (State Farm Federal PAC),"Rep. Tom Emmer, Jr.",2025-06-10,5000.00
CAMBIA HEALTH SOLUTIONS,Cambia Health Solutions Inc. PAC,Rep. Tom Emmer,2025-02-27,1000.00
MORGAN STANLEY & CO. LLC,Morgan Stanley Political Action Committee,Rep. Tom Emmer Jr.,2025-06-24,2500.00
FORBES-TATE,,Congressman Emmer,2025-06-26,500.00
FMR LLC,FMR LLC Political Action Committee - Federal (Fidelity PAC),"Rep. Tom Emmer, Jr.",2025-06-26,5000.00
"TD BANK, NA",TD Bank N.A. Political Action Committee,Emmer for Congress,2025-06-04,2500.00
"MCALLISTER & QUINN, LLC",,Tom Emmer,2025-06-05,546.00
"MCALLISTER & QUINN, LLC",,Tom Emmer,2025-06-05,2000.00
NATIONAL FOOTBALL LEAGUE,GridironPAC,Rep Tom Emmer Jr,2025-05-23,5000.00
NATIONAL FOOTBALL LEAGUE,GridironPAC,Rep Tom Emmer Jr,2025-03-07,5000.00
"AMERICAN COLLEGE OF PHYSICIAN SERVICES, INC.",ACP Services PAC,Tom Emmer,2025-05-07,1500.00
QUEST DIAGNOSTICS INCORPORATED,QUEST DIAGNOSTICS INCORPORATED PAC (QuestPAC) C00329185,Tom Emmer JFC,2025-05-08,1500.00
MCCARTHY ADVANCED CONSULTING LLC,,Tom Emmer,2025-04-01,10000.00
"ALBERTSONS COMPANIES, INC.",Albertsons Companies Inc. Political Action Committee,Tom Emmer,2025-05-13,5000.00
JOHN J. FASO CONSULTING LLC,,Rep. Tom Emmer,2025-03-30,500.00
MARATHON PETROLEUM COMPANY LP,Marathon Petroleum Corporation Employees Political Action Committee MPAC,Rep Tom Emmer Jr,2025-03-27,5000.00
ALZHEIMER'S ASSOCIATION,Alzheimer's Impact Movement PAC(AIM Exec Director position),Rep Tom Emmer Jr,2025-05-16,5000.00
NOVOCURE INC.,NOVOCURE INC. PAC (A.K.A. NOVOCURE PAC),U.S. Representative Tom Emmer,2025-05-15,1500.00
CONSUMER BANKERS ASSOCIATION,Consumer Bankers Association PAC,Tom Emmer,2025-06-03,5000.00
HF SINCLAIR CORPORATION,HF Sinclair Political Action Committee (DINO PAC),Tom Emmer,2025-03-20,2500.00
S-3 GROUP,,Tom Emmer,2025-06-30,2500.00
"AMERIPRISE FINANCIAL, INC.",Ameriprise Financial Political Action Committee,Congressman Tom Emmer,2025-02-25,5000.00
"TARPLIN, DOWNS & YOUNG, LLC",,Rep. Tom Emmer,2025-05-22,1000.00
"TAKEDA PHARMACEUTICALS AMERICA, INC.",TAKEDA PHARMACEUTICALS AMERICA INC. PAC (C00441733),Tom Emmer MN-6 US House,2025-06-05,5000.00
CORNING INCORPORATED,Corning Incorporated Employees Political Action Committee (COREPAC),"Rep. Tom Emmer, Jr.",2025-02-07,5000.00
NATIONAL ROOFING CONTRACTORS ASSOCIATION,National Roofing Contractors Association ROOF PAC,"Rep. Tom Emmer, Jr.",2025-03-07,5000.00
NATIONAL ELECTRICAL MANUFACTURERS ASSOCIATION,NEMAPAC,Rep. Tom Emmer,2025-05-15,1000.00
POLARIS INDUSTRIES,Polaris Industries Political Participation Program,Rep Tom Emmer Jr,2025-02-10,1500.00
POLARIS INDUSTRIES,Polaris Industries Political Participation Program,Rep Tom Emmer Jr,2025-03-13,2500.00
MICHAEL BEST STRATEGIES LLC,,Rep. Tom Emmer,2025-03-31,500.00
FARRAGUT PARTNERS LLP,,Tom Emmer,2025-06-30,3300.00
AMERICAN COUNCIL OF LIFE INSURERS,American Council of Life Insurers PAC,"Emmer, Tom",2025-06-19,1500.00
AMERICAN COUNCIL OF LIFE INSURERS,American Council of Life Insurers PAC,"Emmer, Tom",2025-06-19,1000.00
AMERICAN COUNCIL OF LIFE INSURERS,American Council of Life Insurers PAC,"Emmer, Tom",2025-04-23,2000.00
NATIONAL COMMUNITY PHARMACISTS ASSOCIATION,National Community Pharmacists Association - PAC,Rep. Tom Emmer,2025-02-06,5000.00
AFLAC INCORPORATED,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),"Rep. Tom Emmer, Jr.",2025-03-20,5000.00
KPMG LLP,KPMG Partners/Principals and Employees PAC,"Rep. Tom Emmer, Jr.",2025-05-19,1000.00
S-3 GROUP,,Tom Emmer,2025-06-24,1000.00
BURRELL INTERNATIONAL GROUP LLC,,Thomas Emmer,2025-06-04,1000.00
JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A),John Hancock Life Insurance Company (USA) Federal PAC,Representative Tom Emmer,2025-05-27,1000.00
PHILLIPS 66,Phillips 66 PAC,Rep Tom Emmer Jr,2025-02-12,5000.00
FOLEY & LARDNER LLP,"Foley & Lardner Political Fund, Inc.","Thomas Earl Emmer, Jr.",2025-05-02,1500.00
3M COMPANY,3M Company PAC,"Rep. Tom Emmer, Jr.",2025-02-18,5000.00
3M COMPANY,3M Company PAC,"Rep. Tom Emmer, Jr.",2025-01-08,1000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,Tom Emmer,2025-03-10,500.00
"MEDTRONIC, INC.",Medtronic Inc. PAC,Tom Emmer,2025-03-25,5000.00
"CITIGROUP WASHINGTON, INC.",Citigroup Inc. PAC - Federal (Citi PAC - Federal),Tom Emmer,2025-05-20,5000.00
"CITIGROUP WASHINGTON, INC.",Citigroup Inc. PAC - Federal (Citi PAC - Federal),Tom Emmer,2025-06-12,5000.00
