organization,pacs,honoree,date,amount_usd
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,"Rep. Emanuel Cleaver, II",2025-05-08,2500.00
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,"Rep. Emanuel Cleaver, II",2025-02-12,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Cleaver, Emanuel",2025-05-01,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Cleaver, Emanuel",2025-06-10,2500.00
HARTFORD INSURANCE GROUP (FKA HARTFORD FINANCIAL SERVICES GROUP),The Hartford Insurance Group Inc Federal PAC AKA HARTFORD ADVOCATES FEDERAL FUND; The Hartford Insurance Group Inc PAC AKA THE HARTFORD ADVOCATES FUND,Rep Emanuel Cleaver II,2025-06-02,1000.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Emanuel Cleaver,2025-06-19,5000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Emanuel Cleaver,2025-06-01,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Emanuel Cleaver,2025-02-19,2500.00
DYKEMA GOSSETT PLLC,Dykema Gossett Federal PAC,Representative Emanuel Cleaver II,2025-05-08,1000.00
ROCKET LP FKA RKT HOLDINGS,Rocket PAC,Representative Emanuel Cleaver II,2025-03-25,2500.00
"THE TRAVELERS COS., INC. AND SUBSIDIARIES","The Travelers Companies, Inc. Political Action Committee (T-PAC)",Emanuel Cleaver,2025-06-30,2500.00
EMPIRE CONSULTING GROUP,,Rep. Emanuel Cleaver,2025-01-02,1000.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Cleaver, Emanuel",2025-03-06,5000.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Cleaver, Emanuel",2025-05-07,2500.00
