organization,pacs,honoree,date,amount_usd
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Jill Tokuda,2025-02-19,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Jill Tokuda,2025-06-01,2500.00
"NVG, LLC",Asian American Action Fund,Jill Tokuda,2025-04-29,500.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"G Meng, J Chu, T Duckworth, M Hirono, A Bera, P Jayapal, R Khanna, A Kim, R Krishnamoorthi, T Lieu, D Matsui, B Scott, M Strickland, M Takano, S Thanedar, J Tokuda, D Min, D Tran, S Subramanyam",2025-01-23,5000.00
"WILLIAMS AND JENSEN, PLLC",,Jill Tokuda,2025-05-14,500.00
BURRELL INTERNATIONAL GROUP LLC,,Jill Tokuda,2025-02-23,1000.00
AMERICAN BANKERS ASSOCIATION,American Bankers Association PAC BANKPAC,Rep Jill Tokuda,2025-05-07,2500.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",Cassidy leadership pac; Defend our borders; Hawaii pac; Johnson leadership pac; Scalise leadership pac; Scalise leadership pac,Jill Tokuda,2025-03-03,1000.00
AMERICAN FEDERATION OF TEACHERS,"AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION (AFTCOPE)",Representative Jill Naomi Tokuda,2025-06-23,2500.00
AMERICAN PHYSICAL THERAPY ASSOCIATION,American Physical Therapy Association Physical Therapy PAC,Congresswoman Jill Tokuda,2025-05-14,2500.00
V2X,"V2X, INC. POLITICAL ACTION COMMITTEE",Representative Jill Tokuda,2025-03-28,250.00
"ALASKA AIRLINES, INC.",Alaska Air Group PAC,"ASPIRE PAC, Rep. Jill Tokuda",2025-02-25,5000.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,Jill Tokuda,2025-05-13,2000.00
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO",Transport Workers Union of America Political Contributions Committee,Jill Tokuda,2025-06-29,1000.00
"WINE AND SPIRITS WHOLESALERS OF AMERICA, INC",Wine & Spirits Wholesalers of America PAC,Tokuda For Hawaii,2025-02-18,5000.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Rep. Jill Tokuda,2025-05-08,2500.00
NATIONAL ASSOCIATION OF REALTORS,National Association of Realtors Political Action Committee,Jill Tokuda,2025-06-04,1000.00
STRATEGIES 360,,Rep. Jill Tokuda,2025-03-27,1000.00
STRATEGIES 360,,Rep. Jill Tokuda,2025-05-06,1000.00
INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES,Int Alliance of Theatrical Stage Emp Federal Speech PAC; PAC of the Int Alliance of Theatrical Stage Employees,Congresswoman Jill Tokuda,2025-06-26,1000.00
GOOGLE CLIENT SERVICES LLC,Google LLC NetPAC,"Reps. Lieu, Panetta, Jayapal, Bera, Case, Min, Strickland, Tokuda, Goldman, Tran, Takano, Scott, Chu, Ansari, Meng; Sen. Kim",2025-05-29,55000.00
"AMGEN, INC.",Amgen PAC,Rep. Marilyn Stickland; Rep. Jill Tokuda; Rep. Grace Meng; and members of the Asian American and Pacific Islander Caucus,2025-01-27,5000.00
BUILDING OWNERS AND MANAGERS ASSOCIATION INTERNATIONAL,BOMA PAC,Rep. Jill Tokuda,2025-02-13,1000.00
PROFESSIONAL AVIATION SAFETY SPECIALISTS,,Jill Tokuda,2025-05-14,1500.00
HUMANE WORLD ACTION FUND AND AFFILIATES (FORMERLY KNOWN AS HUMANE SOCIETY LEGISLATIVE FUND),Humane World Action Fund PAC,"Mike Thompson, Rashida Tlaib, Jill Tokuda, Ritchie Torres, Lori Trahan, Juan Vargas, Gabe Vasquez, Debbie Wasserman Schultz, Jennifer Wexton, Susan Wild, Frederica Wilson, Sherrod Brown BenjaminCardin",2025-04-03,377.00
"DININO ASSOCIATES, LLC",Defend the Dream; Juntos PAC,Rep. Jill Tokuda,2025-03-31,500.00
BUILDING OWNERS AND MANAGERS ASSOCIATION INTERNATIONAL,BOMAPAC,Rep. Jill Tokuda,2025-02-13,1000.00
UNITED FOOD & COMMERCIAL WORKERS INTERNATIONAL UNION,United Food & Commercial Workers Active Ballot Club,"Tokuda, Jill",2025-03-26,2500.00
AMERICAN ASSOCIATION OF NURSE ANESTHETISTS,CRNA-PAC,Rep. Jill Tokuda (D),2025-06-09,2500.00
