organization,pacs,honoree,date,amount_usd
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Greg Landsman,2025-06-09,2500.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Greg Landsman,2025-02-19,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Landsman, Greg",2025-02-13,1500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Landsman, Greg",2025-03-20,1500.00
PENN AVENUE PARTNERS,,U.S. Representative Greg Landsman,2025-03-24,1000.00
"DPWN HOLDINGS (USA) INC. (FORMERLY KNOWN AS DEUTSCHE POST WORLD NET USA, INC.)",,Rep. Greg Landsman,2025-04-08,100.00
NATIONAL CONFECTIONERS ASSOCIATION,National Confectioners Association of the United States Inc Political Action Committee Candy PAC,Rep Greg Landsman,2025-06-14,1000.00
"CASSIDY & ASSOCIATES, INC.",,Greg Landsman,2025-06-25,500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Greg Landsman,2025-02-19,5000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Greg Landsman,2025-06-01,2500.00
NATIONAL RURAL LETTER CARRIERS' ASSOCIATION,,Greg Landsman,2025-01-29,5000.00
CORRIGAN & USSERY LLC,,Greg Landsman,2025-02-15,2500.00
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,American Israel Public Affairs Committee Political Action Committee,Rep Greg Landsman,2025-06-25,5000.00
AMERICAN ACADEMY OF OTOLARYNGOLOGY-HEAD AND NECK SURGERY,ENT PAC,Greg Landsman,2025-03-31,1000.00
"NVG, LLC",Asian American Action Fund,Greg Landsman,2025-03-30,250.00
