organization,pacs,honoree,date,amount_usd
"CAPITOL TAX PARTNERS, LLP",,Rep. Ron Estes (R-KS),2025-02-12,1000.00
"CAPITOL TAX PARTNERS, LLP",,Ron Estes,2025-04-02,1500.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Estes, Ron",2025-04-15,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Estes, Ron",2025-05-01,4000.00
AKIN GUMP STRAUSS HAUER & FELD,,Rep. Ron Estes,2025-05-21,1000.00
VENN STRATEGIES,ESCA PAC,Ron Estes,2025-03-24,2500.00
"SPIRIT AEROSYSTEMS, INC.",Spirit AeroSystems Inc Political Action Committee,Ron Estes,2025-01-09,1000.00
"SPIRIT AEROSYSTEMS, INC.",Spirit AeroSystems Inc Political Action Committee,Ron Estes,2025-04-18,1500.00
FIERCE GOVERNMENT RELATIONS,,Rep Ron Estes,2025-03-28,500.00
FIERCE GOVERNMENT RELATIONS,,Rep Ron Estes,2025-06-30,1500.00
"BACARDI NORTH AMERICA (FORMERLY BACARDI USA, INC)","Bacardi USA, Inc. Political Action Committee",Ron Estes,2025-05-15,1000.00
PACIFIC LIFE INSURANCE COMPANY,Pacific Life Political Action Committee,Rep. Ron Estes,2025-06-18,2500.00
ASTRAZENECA PHARMACEUTICALS LP,ALEXION PHARMACEUTICALS INC PAC; Zeneca Inc Political Action Committee AZPAC,Rep Ron Estes,2025-06-12,2500.00
THE OPTIONS CLEARING CORPORATION,Options Clearing Corporation PAC,Congressman Ron Estes,2025-03-04,1000.00
PFIZER INC.,Pfizer Inc. PAC,Rep. Ron Estes,2025-02-20,1000.00
PFIZER INC.,Pfizer Inc. PAC,Rep. Ron Estes,2025-05-30,1000.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Ron Estes,2025-05-22,5000.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Ron Estes,2025-06-13,2500.00
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,American Israel Public Affairs Committee Political Action Committee,Rep Ron Estes,2025-05-22,5000.00
RYAN COSTELLO STRATEGIES,,Congressman Ron Estes,2025-02-24,500.00
RYAN COSTELLO STRATEGIES,Sheeder Leadership PAC,Congressman Ron Estes,2025-02-24,500.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Ron Estes,2025-03-19,1000.00
AMERICAN BENEFITS COUNCIL,American Benefits Council PAC,Ron Estes,2025-06-24,1000.00
NATIONAL PORK PRODUCERS COUNCIL,National Pork Producers Council Pork PAC,Rep. Ron Estes,2025-03-06,2500.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Rep. Ron Estes (R),2025-02-20,1000.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Rep. Ron Estes (R),2025-04-15,1000.00
"MELTSNER STRATEGIES, LLC",,The Honorable Ron Estes,2025-02-05,1000.00
"SURROUND SOUND STRATEGIES, LLC",,Rep. Ron Estes,2025-06-10,500.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Estes, Ron",2025-04-22,5000.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Estes, Ron",2025-03-06,5000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. Ron Estes,2025-04-09,5000.00
THE GOODYEAR TIRE & RUBBER COMPANY,Goodyear Good Government Fund,Representative Ron Estes,2025-03-19,2500.00
"KOCH GOVERNMENT AFFAIRS, LLC","Koch, Inc. Political Action Committee (KOCHPAC)",Rep. Ron Estes,2025-06-12,1000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Ron Estes,2025-03-18,1000.00
"CAPITOL TAX PARTNERS, LLP",,Rep. Ron Estes,2025-03-31,2500.00
"CAPITOL TAX PARTNERS, LLP",,Rep. Ron Estes,2025-06-05,1000.00
THE WASHINGTON TAX & PUBLIC POLICY GROUP,,RON ESTES FOR CONGRESS,2025-05-31,1000.00
FMR LLC,FMR LLC Political Action Committee - Federal (Fidelity PAC),Rep. Ron Estes,2025-05-21,2500.00
FMR LLC,FMR LLC Political Action Committee - Federal (Fidelity PAC),Rep. Ron Estes,2025-03-03,2500.00
BLACK & VEATCH,Black & Veatch PAC,Rep. Ron Estes,2025-04-16,1000.00
BROWN-FORMAN CORPORATION,BROWN-FORMAN CORPORATION NON-PARTISAN COMMITTEE,Congressman Ron Estes,2025-05-15,1000.00
AKIN GUMP STRAUSS HAUER & FELD,,Hon. Ron Estes,2025-06-27,1000.00
"HUSCH BLACKWELL, LLP",Husch Blackwell Political Action Committee,Ron Estes,2025-06-23,2500.00
"TAKEDA PHARMACEUTICALS AMERICA, INC.",TAKEDA PHARMACEUTICALS AMERICA INC. PAC (C00441733),Ron Estes KS-4 US House,2025-06-05,1000.00
CORNING INCORPORATED,Corning Incorporated Employees Political Action Committee (COREPAC),Rep. Ron Estes,2025-06-06,1000.00
AMERICAN COUNCIL OF LIFE INSURERS,American Council of Life Insurers PAC,"Estes, Ron",2025-04-23,2500.00
KPMG LLP,KPMG Partners/Principals and Employees PAC,Rep. Ron Estes,2025-01-29,1000.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Estes, Ron",2025-03-20,1000.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Estes, Ron",2025-03-27,2500.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Estes, Ron",2025-04-18,2500.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Estes, Ron",2025-05-29,1000.00
PHILLIPS 66,Phillips 66 PAC,Rep Ron Estes,2025-04-29,2500.00
"CITIGROUP WASHINGTON, INC.",Citigroup Inc. PAC - Federal (Citi PAC - Federal),Ron Estes,2025-06-25,1000.00
VISA INC.,,Ron Estes,2025-02-05,500.00
VISA INC.,,Ron Estes,2025-05-30,250.00
NATIONAL COTTON COUNCIL,National Cotton Council Committee for the Advancement of Cotton,US Representative Ron Estes,2025-03-10,2500.00
AMERICAN CHEMISTRY COUNCIL,American Chemistry Council PAC,Rep. Ron Estes,2025-03-19,1000.00
"ABBVIE, INC.",AbbVie Political Action Committee,Rep. Ron Estes,2025-06-27,2500.00
"ABBVIE, INC.",AbbVie Political Action Committee,Rep. Ron Estes,2025-02-12,2500.00
FORD MOTOR COMPANY,Ford Motor Company Civic Action Fund,Ron Estes (R-KS),2025-05-15,4000.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,Ron Estes,2025-06-18,2000.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,Ron Estes,2025-06-18,2500.00
DELL TECHNOLOGIES INC.,"Dell Technologies, Inc. Political Action Committee",Rep. Ron Estes,2025-03-05,5000.00
HNTB CORPORATION,HNTB Holdings Ltd. PAC,Rep. Ron Estes,2025-06-25,2000.00
AMERICAN SOYBEAN ASSOCIATION,American Soybean Association PAC (SoyPAC),Ron Estes,2025-05-01,1000.00
NATIONAL CORN GROWERS ASSN,National Corn Growers Association PAC (CornPAC),Rep. Ron Estes,2025-06-16,1000.00
PHARMACEUTICAL CARE MANAGEMENT ASSOCIATION,Pharmaceutical Care Management Association PAC,Ron Estes,2025-06-03,250.00
AMERICAN HOTEL & LODGING ASSOCIATION,American Hotel and Lodging Association Political Action Committee HotelPAC,Rep Ron Estes,2025-01-27,5000.00
AMERICAN BANKERS ASSOCIATION,American Bankers Association PAC BANKPAC,Rep Ron Estes,2025-02-14,2500.00
AMERICAN BANKERS ASSOCIATION,American Bankers Association PAC BANKPAC,Rep Ron Estes,2025-06-30,2500.00
DIAGEO NORTH AMERICA,Diageo North America Inc. Employees Political Participation Committee,Ron Estes,2025-05-08,1000.00
OGR,,Ron Estes,2025-06-27,1000.00
DAVITA INC.,DaVita Inc. Political Action Committee (DaPAC),Rep. Ron Estes,2025-06-03,1500.00
THE COUNCIL OF INSURANCE AGENTS AND BROKERS,Council Of Insurance Agents & Brokers PAC,Ron Estes for Congress,2025-05-07,2500.00
BANK OF AMERICA CORPORATION,Bank of America Corporation Federal PAC; Bank of America Corporation State and Federal PAC,Ron Estes,2025-03-04,1500.00
NETJETS INC.,NetJets Inc PAC,Ron Estes,2025-06-11,1000.00
INTEL CORPORATION,Intel Corporation Political Action Committee,Ron Estes,2025-06-09,1000.00
"REINSURANCE GROUP OF AMERICA, INCORPORATED",RGA Reinsurance Company Federal PAC,Ron Estes,2025-05-08,1000.00
"CAPITOL TAX PARTNERS, LLP",,Rep. Ron Estes,2025-06-17,1800.00
GENERAL MOTORS COMPANY,General Motors Company Political Action Committee (GM PAC),Rep. Ron Estes,2025-02-18,2500.00
AICPA ASSOCIATION OF INTERNATIONAL CERTIFIED PROFESSIONAL ACCOUNTANTS,American Institute of Certified Public Accountants Political Action Committee,Rep. Ron Estes,2025-02-11,2500.00
AICPA ASSOCIATION OF INTERNATIONAL CERTIFIED PROFESSIONAL ACCOUNTANTS,American Institute of Certified Public Accountants Political Action Committee,Rep. Ron Estes,2025-04-14,5000.00
"MERCK & CO, INC.","Merck & Co., Inc., Employees Political Action Committee (Merck PAC)",Congressman Ron Estes,2025-05-13,2500.00
"DELTA AIR LINES, INC.",Delta Air Lines PAC,Rep. Ron Estes,2025-06-20,1500.00
THE NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY,The Northwestern Mutual Life Insurance Company Federal Political Action Committee,Rep. Ron Estes (R),2025-05-08,1000.00
"LEIDOS, INC.",Leidos Inc. Political Action Committee,Rep. Ron Estes,2025-06-23,1000.00
CATERPILLAR INC.,Caterpillar Inc. Political Action Committee (CATPAC),Ron Estes,2025-02-14,5000.00
ELI LILLY AND COMPANY,LillyPAC,Ron Estes,2025-04-28,1000.00
NORTHROP GRUMMAN CORPORATION,Employees of Northrop Grumman Corporation PAC; Self,Rep. Ron Estes,2025-03-24,2500.00
