organization,pacs,honoree,date,amount_usd
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Raphael Warnock,2025-06-26,500.00
PENN AVENUE PARTNERS,,U.S. Senator Raphael Warnock,2025-05-14,1500.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",DSCC,Raphael Warnock,2025-04-30,1000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Senator Raphael Warnock,2025-04-11,250.00
NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION,NTCA Rural Broadband PAC,"Warnock, Raphael",2025-06-18,5000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Warnock Victory Fund,2025-06-25,2500.00
AKIN GUMP STRAUSS HAUER & FELD,,Senator Raphael Warnock,2025-02-28,5000.00
"DB3, LLC (FKA THE DASCHLE GROUP)",,Warnock Victory Fund,2025-03-21,3500.00
"DB3, LLC (FKA THE DASCHLE GROUP)",150 PAC; BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ PC PAC,Sen. Warnock,2025-03-21,2500.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Raphael Warnock,2025-03-20,2500.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Sen. Reverend Raphael Warnock,2025-04-30,500.00
MISSIONSQUARE RETIREMENT,,Senator Reverend Raphael Warnock,2025-06-25,1000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Sen. Raphael Warnock,2025-05-01,500.00
OFFICE OF THE COMMISSIONER OF BASEBALL,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,Sen. Raphael Warnock,2025-03-27,5000.00
NATIONAL MARINE MANUFACTURERS ASSOCIATION,National Marine Manufacturers Association and Marine Retailers Association Boat PAC,Sen Raphael Warnock,2025-06-25,2500.00
CROSS POTOMAC CONSULTING LLC,,Raphael Warnock,2025-03-03,1000.00
CAPITOL HILL POLICY GROUP LLC,,Sen. Raphael Warnock,2025-05-15,1000.00
NATIONAL COTTON COUNCIL,National Cotton Council Committee for the Advancement of Cotton,US Senator Raphael Warnock,2025-03-03,-5000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Raphael Warnock,2025-04-08,2500.00
"SONOSKY, CHAMBERS, SACHSE, ENDRESON & PERRY, LLP",,Senator Warnock RevUP PAC,2025-06-26,5000.00
LABORERS' INTERNATIONAL UNION OF NORTH AMERICA,Laborers International Union of North America (LIUNA PAC),"Warnock, Raphael",2025-06-04,2500.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Raphael Warnock,2025-05-01,1000.00
"MINDSET ADVOCACY, LLC",,Raphael Warnock,2025-04-30,1000.00
