organization,pacs,honoree,date,amount_usd
NATIONAL MILK PRODUCERS FEDERATION,,Rep. Josh Riley,2025-04-30,250.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Josh Riley,2025-05-20,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Riley, Josh",2025-05-29,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Moore, Riley",2025-05-01,1000.00
CVS HEALTH (AND SUBSIDIARIES),,Congressman Riley Moore,2025-06-23,1000.00
OGR,,The Honorable Riley Moore,2025-06-16,500.00
FS VECTOR LLC,,Rep. Josh Riley,2025-06-23,500.00
FIERCE GOVERNMENT RELATIONS,,Rep Riley Moore,2025-06-30,500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Josh Riley,2025-02-19,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Josh Riley,2025-06-01,2500.00
AMERICAN SUGARBEET GROWERS ASSOCIATION,,Congressman Riley Moore,2025-03-20,1000.00
AMERICAN SUGARBEET GROWERS ASSOCIATION,,Congressman Josh Riley,2025-03-20,1000.00
HUMAN RIGHTS CAMPAIGN,Human Rights Campaign PAC,Josh Riley for Congress,2025-06-12,2500.00
ASSOCIATED GENERAL CONTRACTORS OF AMERICA,Associated General Contractors of America Political Action C,"Moore, Riley",2025-06-24,1000.00
VENN STRATEGIES,,Congressman Josh Riley,2025-06-30,250.00
"CONVERGENCE STRATEGIES, LLC",,Josh Riley,2025-03-24,1000.00
"ICEBREAKER STRATEGIES, LLC",,Riley Moore,2025-01-23,2500.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Josh Riley,2025-03-18,-1000.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Riley Moore,2025-02-27,3500.00
"KOCH GOVERNMENT AFFAIRS, LLC","Koch, Inc. Political Action Committee (KOCHPAC)",Rep. Riley Moore,2025-03-18,2500.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Riley Moore,2025-05-08,5000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,JOSHUA RILEY,2025-06-24,3500.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,RILEY MOORE,2025-06-10,4000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,RILEY MOORE,2025-05-20,1000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,JOSHUA RILEY,2025-05-06,1500.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Riley Moore,2025-02-11,2500.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Riley Moore,2025-05-19,1000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Riley Moore,2025-06-23,1000.00
CAMBIA HEALTH SOLUTIONS,Cambia Health Solutions Inc. PAC,Rep. Riley Moore,2025-06-27,1000.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Josh Riley,2025-04-25,50.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Josh Riley,2025-03-27,1000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Rep. Josh Riley,2025-03-11,1000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Rep. Josh Riley,2025-03-27,1000.00
MARATHON PETROLEUM COMPANY LP,Marathon Petroleum Corporation Employees Political Action Committee MPAC,Rep Riley M Moore,2025-03-27,5000.00
SOUTHERN MINNESOTA BEET SUGAR COOP,Southern Minnesota Beet Sugar Cooperative PAC,Rep. Riley Moore,2025-05-22,1000.00
NATIONAL POSTAL MAIL HANDLERS UNION,Nat'l Postal Mail Handlers Union Pac aff. with LIUNA PAC,Josh Riley,2025-06-24,1000.00
HF SINCLAIR CORPORATION,HF Sinclair Political Action Committee (DINO PAC),Riley Moore,2025-03-20,2500.00
"BAE SYSTEMS, INC.",BAE Systems Inc. Political Action Committee (BAE SYSTEMS USA PAC),Rep. Riley Moore,2025-06-30,1000.00
"BAE SYSTEMS, INC.",BAE Systems Inc. Political Action Committee (BAE SYSTEMS USA PAC),Rep. Riley Moore,2025-03-11,1000.00
NATIONAL ROOFING CONTRACTORS ASSOCIATION,National Roofing Contractors Association ROOF PAC,Rep. Riley Moore,2025-01-23,1000.00
S-3 GROUP,,Riley Moore,2025-02-10,500.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Moore, Riley",2025-04-18,1000.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Moore, Riley",2025-06-25,1000.00
FLORIDA SUGAR CANE LEAGUE,Florida Sugar Cane League PAC,Congressman Riley Moore,2025-03-21,1000.00
FLORIDA SUGAR CANE LEAGUE,Florida Sugar Cane League PAC,Congressman Josh Riley,2025-03-21,1000.00
S-3 GROUP,,Riley Moore,2025-02-07,500.00
"CASSIDY & ASSOCIATES, INC.",,Riley Moore,2025-06-18,500.00
AMERICAN CHEMISTRY COUNCIL,American Chemistry Council PAC,Rep. Riley Moore,2025-05-09,1000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Joshua Riley,2025-06-11,2500.00
COMMUNICATIONS WORKERS OF AMERICA,CWA-COPE PCC,JOSH RILEY,2025-05-22,2500.00
