organization,pacs,honoree,date,amount_usd
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Issa, Darrell",2025-05-14,1500.00
CHRIS KATOPIS,,The Hon. Darrell Issa,2025-06-04,1000.00
VENN STRATEGIES,ESCA PAC,Elissa Slotkin,2025-05-13,1000.00
THOMAS CAPITOL PARTNERS INC.,,Rep. Darrell Issa,2025-03-31,250.00
THOMAS CAPITOL PARTNERS INC.,,Rep. Darrell Issa,2025-06-30,250.00
PARAMOUNT GLOBAL,Paramount Global PAC,Rep. Darrell Issa,2025-02-07,1000.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Elissa Slotkin,2025-06-11,2500.00
"BACARDI NORTH AMERICA (FORMERLY BACARDI USA, INC)","Bacardi USA, Inc. Political Action Committee",Darrell Issa,2025-05-01,2500.00
ASSOCIATION FOR ACCESSIBLE MEDICINES,Association for Accessible Medicines PAC,U.S. Representative Darrell Issa,2025-04-08,2000.00
INTEL CORPORATION,Cornyn Victory Committee; Issa for Congress,Darrell Issa,2025-06-30,1000.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Darrell Issa,2025-06-13,1000.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Darrell Issa,2025-06-27,1500.00
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,American Israel Public Affairs Committee Political Action Committee,Rep Darrell Issa,2025-06-25,5000.00
AMAZON.COM SERVICES LLC,,Rep. Darrell Issa (R-CA),2025-01-31,260.00
AKIN GUMP STRAUSS HAUER & FELD,,Senator Elissa Slotkin,2025-04-13,5000.00
RECORDING INDUSTRY ASSOCIATION OF AMERICA,,Represenatative Darrell Issa,2025-02-10,1000.00
THORN RUN PARTNERS,,Rep. Darrell Issa,2025-05-20,250.00
RECORDING INDUSTRY ASSOCIATION OF AMERICA,Recording Industry Association of America PAC,Representative Darrell Issa,2025-04-28,2000.00
"PROSPERING SOLUTIONS, LLC FKA JOHN C. SNYDER III",,Darrell Issa,2025-05-23,250.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Elissa Slotkin,2025-05-20,2500.00
CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS,America's Credit Unions PAC,Rep. Darrell Issa,2025-01-17,1000.00
BEST BEST & KRIEGER LLP,,Congressman Issa,2025-04-18,1500.00
FORBES-TATE,,Elissa Slotkin,2025-03-11,850.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Elissa Slotkin,2025-05-19,1000.00
NATIONAL MUSIC PUBLISHERS' ASSOCIATION,"National Music Publishers' Association, Inc. PAC (NMPAC)",U.S. Representative Darrell Issa (R-CA),2025-04-30,3500.00
SOUTHWEST STRATEGIES,,DARRELL ISSA,2025-02-10,1500.00
AKIN GUMP STRAUSS HAUER & FELD,Texans for Lamar Smith,Darrell Issa,2025-01-22,1000.00
AKIN GUMP STRAUSS HAUER & FELD,Texans for Lamar Smith,Darrell Issa,2025-02-10,1000.00
RECORDING INDUSTRY ASSOCIATION OF AMERICA,,Hon. Darrell Issa,2025-02-18,1000.00
RECORDING INDUSTRY ASSOCIATION OF AMERICA,,Hon. Darrell Issa,2025-04-28,1000.00
LABORERS' INTERNATIONAL UNION OF NORTH AMERICA,Laborers International Union of North America (LIUNA PAC),"Slotkin, Elissa",2025-05-19,5000.00
DELL TECHNOLOGIES INC.,"Dell Technologies, Inc. Political Action Committee",Rep. Darrell Issa,2025-06-24,2500.00
DELL TECHNOLOGIES INC.,"Dell Technologies, Inc. Political Action Committee",Rep. Darrell Issa,2025-02-07,5000.00
DGA GROUP GOVERNMENT RELATIONS LLC,,Senator Elissa Slotkin,2025-06-30,500.00
AMERICAN HOTEL & LODGING ASSOCIATION,American Hotel and Lodging Association Political Action Committee HotelPAC,Sen Elissa Slotkin,2025-03-14,2500.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",BHFS-E PC PAC (Brownstein Hyatt Farber Schreck PAC),Rep. Darrell Issa,2025-03-25,2000.00
INVARIANT LLC,,Senator Elissa Slotkin,2025-06-17,2500.00
BLANK ROME LLP,BLANK ROME PAC,Darrell Issa,2025-03-10,1500.00
VALERO ENERGY CORPORATION,Valero Energy Corporation Political Action Committee,"Morgan Money, Director of Scheduling, Sen. Markwayne Mullin and Zack Lissau, Press Secretary, Sen. James Lankford",2025-01-18,30000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DARRELL ISSA,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DARRELL ISSA,2025-03-19,2500.00
