organization,pacs,honoree,date,amount_usd
"KOUNTOUPES DENHAM CARR & REID, LLC",,Katherine Clark,2025-03-31,500.00
SALT POINT STRATEGIES,,U.S. Representative Katherine Clark,2025-06-03,1500.00
"NASDAQ, INC.","Nasdaq, Inc. PAC",Rep. Katherine Clark,2025-03-07,2500.00
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Clark, Katherine",2025-03-24,2500.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Yvette Clarke,2025-06-16,1500.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Katherine Clark,2025-06-09,5000.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Katherine Clark,2025-03-11,2500.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Katherine Clark,2025-02-10,2500.00
"K&L GATES, LLP",K&L Gates PAC,Congresswoman Katherine Clark,2025-06-10,2500.00
"AVOQ, LLC",Dr. Raul Ruiz Democrat for Congress,Rep. Katherine Clark,2025-06-05,500.00
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,Rep. Katherine Clark,2025-06-12,1000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Katherine Clark,2025-06-16,250.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Katherine Clark,2025-06-23,250.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Clark, Katherine",2025-03-20,5000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Clarke, Yvette",2025-03-20,4000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Clarke, Yvette",2025-02-13,1000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Katherine Clark,2025-06-24,1000.00
THERMO FISHER SCIENTIFIC INC.,THERMO FISHER SCIENTIFIC INC. PAC,REP. KATHERINE CLARK,2025-05-15,2500.00
SUN LIFE FINANCIAL (U.S.) SERVICES COMPANY INC.,SUN LIFE FINANCIAL (U.S.) SERVICES COMPANY INC PAC SUN LIFE,Congresswoman Katherine Clark,2025-03-03,2500.00
PARAMOUNT GLOBAL,Paramount Global PAC,Rep. Yvette Clarke,2025-06-26,1000.00
"COINBASE, INC.","Coinbase, Inc. Innovation PAC",Rep. Katherine Clark,2025-06-25,2500.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Representative Katherine Clark,2025-06-23,2000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Katherine Clark Majority Fund,2025-06-25,500.00
AMERICAN PSYCHIATRIC ASSOCIATION,American Psychiatric Association Political Action Committee,Katherine Clark,2025-03-24,1500.00
VERTEX PHARMACEUTICALS INCORPORATED,Vertex Pharmaceuticals Incorporated PAC,Rep. Katherine Clark,2025-02-05,2500.00
