organization,pacs,honoree,date,amount_usd
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Womack, Steve",2025-05-29,1500.00
GENERAL AVIATION MANUFACTURERS ASSOCIATION,GAMA PAC,Rep. Steve Womack,2025-05-20,5000.00
DYKEMA GOSSETT PLLC,Dykema Gossett Federal PAC,Representative Stephen Womack,2025-05-08,1500.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Steve Womack,2025-03-20,5000.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Steve Womack,2025-05-09,1500.00
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,American Israel Public Affairs Committee Political Action Committee,Rep Steve Womack,2025-05-27,1500.00
HOLLAND & KNIGHT LLP,,Representative Steve Womack,2025-03-24,500.00
HOLLAND & KNIGHT LLP,,Representative Steve Womack,2025-06-16,1000.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Steve Womack,2025-06-24,5000.00
AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES,,Steve Womack,2025-03-03,2000.00
HONEYWELL INTERNATIONAL,Honeywell International PAC,Rep. Steve Womack,2025-05-21,1500.00
"ICEBREAKER STRATEGIES, LLC",,Steve Womack,2025-02-03,3500.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Womack, Steve",2025-03-18,5000.00
NATIONAL TURKEY FEDERATION,National Turkey Federation PAC,Steve Womack,2025-03-18,5000.00
NATIONAL TURKEY FEDERATION,National Turkey Federation PAC,Steve Womack,2025-05-20,1500.00
THE GOODYEAR TIRE & RUBBER COMPANY,Goodyear Good Government Fund,Representative Steve Womack,2025-05-22,1000.00
"KOCH GOVERNMENT AFFAIRS, LLC","Koch, Inc. Political Action Committee (KOCHPAC)",Rep. Steve Womack,2025-06-12,1000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Steve Womack,2025-05-27,1500.00
A1.9 STRATEGIES LLC,,Rep. Steve Womack of Arkansas,2025-06-13,1000.00
"CASSIDY & ASSOCIATES, INC.",,Rep. Steve Womack,2025-05-21,1000.00
"AEROVIRONMENT, INC.",AEROVIRONMENT INC PAC,Rep Steve Womack,2025-02-19,5000.00
S-3 GROUP,,Steve Womack,2025-04-17,1166.00
S-3 GROUP,,Steve Womack,2025-05-18,1166.00
S-3 GROUP,,Steve Womack,2025-06-17,1166.00
AKIN GUMP STRAUSS HAUER & FELD,Texans for Lamar Smith,Steve Womack,2025-01-22,1000.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Womack, Steve",2025-03-20,5000.00
