organization,pacs,honoree,date,amount_usd
AMERICAN SENIORS HOUSING ASSOCIATION,Seniors Housing PAC,"Schmitt, Eric",2025-05-14,2500.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Eric Schmitt,2025-06-03,1000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",WRANGLER PAC,Eric Schmitt,2025-03-30,2900.00
S-3 GROUP,,Sen. Eric Schmitt,2025-03-18,3000.00
MASTERCARD WORLDWIDE,,Eric Schmitt,2025-04-10,1000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Eric Schmitt,2025-06-03,500.00
AMEREN SERVICES,Ameren Corporation Federal Political Action Committee Ameren FEDPAC,Sen Eric S Schmitt,2025-02-12,5000.00
VERTEX PHARMACEUTICALS INCORPORATED,Vertex Pharmaceuticals Incorporated PAC,Sen. Eric Schmitt,2025-03-21,5000.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Eric Schmitt,2025-03-31,5000.00
"NAVIGATORS GLOBAL LLC (FORMERLY DC NAVIGATORS, LLC)",,Eric Schmitt,2025-03-31,750.00
THORN RUN PARTNERS,,Sen. Eric Schmitt,2025-02-04,500.00
TRANSPORTATION INTERMEDIARIES ASSOCIATION,Transportation Intermediaries Association PAC (TIAPAC),Eric Schmitt,2025-05-20,2500.00
COX ENTERPRISES INC.,Cox Enterprises PAC (COXPAC) Inc.,Eric Schmitt,2025-03-14,1500.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Sen. Eric Schmitt,2025-06-27,1500.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,ERIC SCHMITT,2025-02-18,5000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Eric Schmitt,2025-02-03,5000.00
"AVOQ, LLC",,Sen. Eric Schmitt,2025-01-23,3300.00
"AVOQ, LLC",,Sen. Eric Schmitt,2025-06-04,200.00
"TD BANK, NA",TD Bank N.A. Political Action Committee,Eric Schmitt,2025-03-11,5000.00
"MCALLISTER & QUINN, LLC",,Eric Schmitt,2025-05-06,1000.00
NATIONAL FOOTBALL LEAGUE,GridironPAC,Sen Eric S Schmitt,2025-03-24,5000.00
ELECTRONIC PAYMENTS COALITION INC.,,Sen. Eric Schmitt,2025-03-31,500.00
RED+BLUE STRATEGIES( FORMERLY KNOWN AS NATHANSON+HAUCK),,Senator Eric Schmitt,2025-03-11,500.00
"VENTURE GOVERNMENT STRATEGIES, LLC (FKA HOBART HALLAWAY & QUAYLE VENTURES, LLC)",,Senator Eric Schmitt,2025-01-29,1000.00
"GENENTECH, INC",Genentech Inc. Political Action Committee (GenenPAC),Sen. Eric Schmitt,2025-02-19,2500.00
S-3 GROUP,,Eric Schmitt,2025-06-04,750.00
"HUSCH BLACKWELL, LLP",Husch Blackwell Political Action Committee,Eric Schmitt,2025-02-06,5000.00
"TARPLIN, DOWNS & YOUNG, LLC",,Rep. Derek Schmitt,2025-02-13,520.51
NATIONAL ELECTRICAL MANUFACTURERS ASSOCIATION,NEMAPAC,Sen. Eric Schmitt,2025-03-17,2000.00
PHARMACEUTICAL CARE MANAGEMENT ASSOCIATION,Pharmaceutical Care Management Association Political Action Committee (PCMA PAC),Eric Schmitt,2025-02-27,3500.00
S-3 GROUP,,Eric Schmitt,2025-02-24,500.00
S-3 GROUP,,Eric Schmitt,2025-03-24,500.00
"INNOVATIVE POLICY, PLLC",,Sen. Eric Schmitt (R-MO),2025-04-07,500.00
PHILLIPS 66,Phillips 66 PAC,Sen Eric S Schmitt,2025-02-27,2500.00
C2 STRATEGIES,,Eric Schmitt,2025-03-13,500.00
"CASSIDY & ASSOCIATES, INC.",,Eric Schmitt,2025-06-30,3500.00
OLIN CORPORATION,Olin Corporation Good Government Fund (Olin Winchester Good Government Fund),Sen. Eric Schmitt,2025-02-27,5000.00
OLIN CORPORATION,Olin Corporation Good Government Fund (Olin Winchester Good Government Fund),Sen. Eric Schmitt,2025-02-27,2500.00
REGIONS FINANCIAL CORP,Regions Financial Corporation Political Action Committee,Sen Eric S Schmitt,2025-03-17,5000.00
"CASSIDY & ASSOCIATES, INC.",,Schmitt for Senate,2025-05-07,1000.00
THE PNC FINANCIAL SERVICES GROUP,BIPARTISAN VOLUNTARY PUBLIC AFFAIRS COMMITTEE OF THE PNC FINANCIAL SERVICES GROUP INC PNC PAC; FEDERAL Bipartisan Voluntary Public Affairs Committee of The PNC Financial Services Group Inc PNC,Sen Eric S Schmitt,2025-04-24,5000.00
NATIONAL COTTON COUNCIL,National Cotton Council Committee for the Advancement of Cotton,US Senator Eric Schmitt,2025-05-29,2500.00
"ABBVIE, INC.",AbbVie Political Action Committee,Sen. Eric Schmitt,2025-03-24,1000.00
NORFOLK SOUTHERN CORPORATION,Norfolk Southern Corporation Good Government Fund,Eric Schmitt,2025-03-20,5000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Eric Schmitt,2025-02-26,500.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Eric Schmitt,2025-02-26,2000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Eric Schmitt,2025-05-06,2500.00
"CROSSROADS STRATEGIES, LLC",,Sen. Eric Schmitt,2025-06-24,1500.00
TARGET CORPORATION,Target Corp. Citizens Political Forum,Eric Schmitt,2025-06-26,1500.00
INVARIANT LLC,,Senator Eric Schmitt,2025-01-23,1500.00
SOUTHWEST AIRLINES,Southwest Airlines Co. Political Action Committee,Sen. Eric Schmitt (R-MO),2025-06-25,2500.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,Eric Schmitt,2025-03-25,5000.00
"ADUSTON CONSULTING, LLC",,Senator Eric Schmitt,2025-03-01,1000.00
BNSF RAILWAY COMPANY,BNSF Railway Company RAILPAC (BNSF RAILPAC),Eric Schmitt,2025-03-26,2500.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,Senator Eric Schmitt,2025-06-01,1000.00
PHARMACEUTICAL CARE MANAGEMENT ASSOCIATION,Pharmaceutical Care Management Association PAC,Eric Schmitt,2025-02-27,3500.00
INTERNATIONAL FRANCHISE ASSOCIATION,International Franchise Association Franchising Political Action Committee Inc,Rep. Eric Schmitt Leadership PAC,2025-03-24,5000.00
VENABLE LLP,VENABLE PAC (VEN-PAC),Sen. Eric Schmitt,2025-03-27,4000.00
AMERICAN HOTEL & LODGING ASSOCIATION,American Hotel and Lodging Association Political Action Committee HotelPAC,Sen Eric S Schmitt,2025-03-14,1000.00
AMERICAN BANKERS ASSOCIATION,American Bankers Association PAC BANKPAC,Eric Schmitt,2025-02-27,5000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",BHFS-E PC PAC (Brownstein Hyatt Farber Schreck PAC),Sen. Eric Schmitt,2025-06-03,1000.00
"POLARIS GOVERNMENT RELATIONS, LLC",,"Leadership PAC of Schmitt, Eric",2025-03-31,825.00
"POLARIS GOVERNMENT RELATIONS, LLC",,Eric Schmitt,2025-06-30,825.00
"POLARIS GOVERNMENT RELATIONS, LLC",,Eric Schmitt,2025-03-28,2000.00
VANTOR PARENT INC (FORMERLY REPORTED AS MAXAR INTELLIGENCE),Maxar Technologies Inc. PAC,Sen. Eric Schmitt,2025-03-28,5000.00
S-3 GROUP,,Eric Schmitt,2025-03-18,825.00
VALERO ENERGY CORPORATION,Valero Energy Corporation Political Action Committee,Sen. Eric Schmitt,2025-02-28,5000.00
VAN SCOYOC ASSOCIATES,,Sen. Eric Schmitt Leadership PAC,2025-04-16,1500.00
CVS HEALTH (AND SUBSIDIARIES),CVS Health PAC,Sen. Eric Schmitt,2025-03-24,2500.00
EASTMAN CHEMICAL COMPANY,EastmanPAC-Political Action Committee of Eastman Chemical Company,Eric Schmitt,2025-03-20,5000.00
NETJETS INC.,NetJets Inc PAC,Eric Schmitt,2025-04-15,2500.00
NATIONAL BEER WHOLESALERS ASSOCIATION,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,Sen Eric S Schmitt,2025-02-14,2500.00
GENERAL MOTORS COMPANY,General Motors Company Political Action Committee (GM PAC),Sen. Eric Schmitt,2025-03-24,5000.00
AMERICAN GAMING ASSOCIATION,,Senator Eric Schmitt,2025-04-07,5000.00
EATON CORPORATION,National Electrical Manufacturers Association PAC (NEMAPAC),Sen. Eric Schmitt,2025-03-17,2000.00
"GROWTH ENERGY, INC.",GROWTH ENERGY PAC,"SCHMITT, ERIC",2025-03-31,5000.00
"EDWARD D. JONES & CO., L.P.",Edward Jones PAC,Sen. Eric Schmitt,2025-06-16,5000.00
AMERICAN INVESTMENT COUNCIL F/K/A PEGCC,American Investment Council Political Action Committee- AIC,"Schmitt, Eric",2025-02-25,5000.00
AMERICAN INVESTMENT COUNCIL F/K/A PEGCC,American Investment Council Political Action Committee- AIC,"Schmitt, Eric",2025-06-02,5000.00
"AT&T SERVICES, INC. AND ITS AFFILIATES",AT&T Inc. Federal Political Action Committee; AT&T Inc. Ohio Employee Federal Political Action Committee,"Schmitt, Eric",2025-03-27,2000.00
"AT&T SERVICES, INC. AND ITS AFFILIATES",AT&T Inc. Federal Political Action Committee; AT&T Inc. Ohio Employee Federal Political Action Committee,"Schmitt, Eric",2025-03-27,5000.00
