organization,pacs,honoree,date,amount_usd
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",DSCC,Shomari Figures,2025-02-24,1000.00
NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION,NTCA Rural Broadband PAC,"Figures, Shomari",2025-05-30,1000.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Shomari Figures,2025-03-01,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Shomari Figures,2025-06-01,2500.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Shomari Figures,2025-03-12,2500.00
HUMAN RIGHTS CAMPAIGN,Human Rights Campaign PAC,Committee to Elect Shomari Figures for Congress,2025-06-12,1000.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Figures, Shomari",2025-03-06,1000.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Figures, Shomari",2025-05-07,1000.00
"NATIONAL MULTIFAMILY HOUSING COUNCIL, INC.",National Multifamily Housing Council and Real Estate Technology and Transformation Center PAC,"Figures, Shomari",2025-06-24,1000.00
NEW YORK LIFE INSURANCE COMPANY,New York Life Insurance Company Political Action Committee; New York Life Insurance Company State & Federal PAC,"B Pettersen, M McGarvey, G Amo, P Aguilar, J Auchincloss, B Boyle, N Budzinski, J Bynum, J Castro, J Crockett, S Davids, C DeLuzio, S Elfreth, S Figures, L Fletcher, M Frost, D Goldman, et al.",2025-03-27,5000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Shomari Figures,2025-06-24,2000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Shomari Figures,2025-03-04,1000.00
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,D.R.I.V.E.,SHOMARI FIGURES,2025-04-08,1000.00
STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,State Farm Mutual Automobile Insurance Company Federal Political Action Committee (State Farm Federal PAC),Rep. Shomari Figures,2025-03-31,1000.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Shomari Figures,2025-01-21,2500.00
AMERICAN ACADEMY OF PHYSICIAN ASSOCIATES,American Academy of Physician Associates PAC,Rep. Shomari Figures,2025-02-14,1000.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Shomari C. Figures,2025-04-25,50.00
LEAGUE OF CONSERVATION VOTERS,League of Conservation Voters Action Fund,Shomari C. Figures,2025-03-27,1000.00
NATIONAL READY MIXED CONCRETE ASSOCIATION,National Ready Mixed Concrete Assn. PAC (CONCRETEPAC),Rep. Shomari C. Figures,2025-06-25,1000.00
FORD MOTOR COMPANY,,Shomari Figures,2025-04-21,2000.00
SOUTHEASTERN LUMBER MANUFACTURERS ASSOCIATION,,Representative Shomari Figures,2025-04-04,2500.00
SOUTHEASTERN LUMBER MANUFACTURERS ASSOCIATION,,Representative Shomari Figures,2025-01-13,1000.00
"DB3, LLC (FKA THE DASCHLE GROUP)",,Shomari Figures,2025-02-26,1000.00
AMERICAN COUNCIL OF LIFE INSURERS,American Council of Life Insurers PAC,"Figures, Shomari",2025-05-19,1000.00
AFLAC INCORPORATED,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),Rep. Shomari Figures,2025-06-24,5000.00
"NIKE, INC","Nike, Inc. PAC",Rep. Shomari Figures,2025-06-21,1000.00
ASSOCIATED EQUIPMENT DISTRIBUTORS,"ASSOCIATED EQUIPMENT DISTRIBUTORS PAC (AED PAC), C00010124",Shomari Figures AL-2 US House,2025-06-26,500.00
FLORIDA SUGAR CANE LEAGUE,Florida Sugar Cane League PAC,Congressman Shomari Figures,2025-03-21,1000.00
REGIONS FINANCIAL CORP,Regions Financial Corporation Political Action Committee,Rep Shomari C Figures,2025-02-03,5000.00
BALLARD PARTNERS,,Congressman Shomari Figures,2025-03-18,500.00
NATIONAL COTTON COUNCIL,National Cotton Council Committee for the Advancement of Cotton,Shomari Figures,2025-03-04,5000.00
WEYERHAEUSER COMPANY,Weyerhaeuser Company Political Action Committee,Rep Shomari C Figures,2025-05-13,1000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Shomari Figures,2025-02-26,2500.00
COMMUNICATIONS WORKERS OF AMERICA,CWA-COPE PCC,Shomari Figures,2025-01-14,-1000.00
COMMUNICATIONS WORKERS OF AMERICA,CWA-COPE PCC,Shomari Figures,2025-03-24,1000.00
FORD MOTOR COMPANY,Ford Motor Company Civic Action Fund,Rep. Shomari Figures,2025-03-25,1000.00
SOUTHWEST AIRLINES,Southwest Airlines Co. Political Action Committee,Rep. Shomari Figures (D-AL),2025-03-28,1000.00
NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS,NAIFAPAC,"Figures, Shomari",2025-06-12,1000.00
AMERICAN SOYBEAN ASSOCIATION,American Soybean Association PAC (SoyPAC),Shomari Figures,2025-05-01,1000.00
"THE RUSSELL GROUP, INC.",,Rep. Shomari Figures,2025-05-21,1500.00
"MINDSET ADVOCACY, LLC",,Shomari Figures,2025-01-27,1500.00
AMERICAN BANKERS ASSOCIATION,American Bankers Association PAC BANKPAC,Rep Shomari C Figures,2025-02-14,1000.00
AMERICAN BANKERS ASSOCIATION,American Bankers Association PAC BANKPAC,Rep Shomari C Figures,2025-06-25,1000.00
JBS USA FOOD COMPANY (PREVIOUSLY REGISTERED AS JBS USA LLC),JBS USA Food Company PAC,Rep. Shomari Figures (D-AL),2025-06-16,1000.00
DIAGEO NORTH AMERICA,Diageo North America Inc. Employees Political Participation Committee,Shomari Figures,2025-03-12,1000.00
"CME GROUP, INC.",CME Group Inc. PAC,Rep. Shomari Figures,2025-05-14,1000.00
SYNGENTA CORPORATION,SYNGENTA CORPORATION EMPLOYEE POLITICAL ACTION COMMITTEE,Rep. Shomari Figures,2025-06-04,1000.00
ENVIRONMENTAL DEFENSE ACTION FUND,Environmental Defense Action Fund PAC (EDAF PAC),SHOMARI FIGURES,2025-03-28,1000.00
WELLS FARGO & COMPANY,Wells Fargo and Company Employee PAC (aka Wells Fargo Employee PAC); Wells Fargo and Company Employees Good Government Federal Fund II,Rep. Shomari Figures,2025-03-27,1000.00
"INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL & TRANSPORTATION WORKERS",Int'l Assoc of Sheet Metal Air Rail &Transportation Workers,Shomari Figures,2025-05-13,5000.00
