organization,pacs,honoree,date,amount_usd
"RAPISCAN SYSTEMS, INC.",OSI SYSTEMS INC PAC OSI PAC,Rep John Rutherford,2025-04-28,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Rutherford, John",2025-02-13,1000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",WRANGLER PAC,John Rutherford,2025-06-27,500.00
CUBIC CORPORATION,Cubic Corporation Employees Political Action Committee,Rep John Rutherford,2025-03-03,5000.00
J.A. GREEN AND COMPANY,,Rep. John Rutherford,2025-03-29,1000.00
J.A. GREEN AND COMPANY,,Rep. John Rutherford,2025-06-09,1000.00
FAEGRE DRINKER BIDDLE & REATH LLP,Faegre Drinker PAC,John Rutherford,2025-03-26,1000.00
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,American Israel Public Affairs Committee Political Action Committee,Rep John Rutherford,2025-03-31,1000.00
CENTER FOR SPORTFISHING POLICY,Center for Sportfishing Policy PAC,John Rutherford,2025-03-03,2500.00
NATIONAL PROPANE GAS ASSOCIATION,National Propane Gas Association PAC,Rep. John Rutherford,2025-01-29,5000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,John Rutherford,2025-04-28,500.00
HOLLAND & KNIGHT LLP,,Representative John Rutherford,2025-06-28,2500.00
"NEXTERA ENERGY, INC.","NextEra Energy, Inc. PAC",Rep. John Rutherford (R),2025-06-16,1000.00
FAEGRE DRINKER BIDDLE & REATH LLP,Faegre Drinker PAC,John Rutherford,2025-03-27,1000.00
"STAPLETON & ASSOCIATES, LLC",,Congressman John Rutherford,2025-02-19,3500.00
"BAE SYSTEMS, INC.",BAE Systems Inc. Political Action Committee (BAE SYSTEMS USA PAC),Rep. John Rutherford,2025-06-30,2500.00
"AEROVIRONMENT, INC.",AEROVIRONMENT INC PAC,Rep John Rutherford,2025-02-19,1000.00
"AEROVIRONMENT, INC.",AEROVIRONMENT INC PAC,Rep John Rutherford,2025-03-20,1000.00
CROSS POTOMAC CONSULTING LLC,National Shooting Sports Foundation,John Rutherford,2025-04-29,500.00
CROSS POTOMAC CONSULTING LLC,National Shooting Sports Foundation,John Rutherford,2025-02-16,1000.00
CROSS POTOMAC CONSULTING LLC,National Shooting Sports Foundation,John Rutherford,2025-03-26,1000.00
"CASSIDY & ASSOCIATES, INC.",,John Rutherford,2025-01-23,1000.00
"CASSIDY & ASSOCIATES, INC.",,John Rutherford,2025-02-26,500.00
"LEONARDO DRS, INC.",Leonardo DRS PAC,John Rutherford,2025-04-10,2500.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. John Rutherford,2025-06-03,1000.00
BNSF RAILWAY COMPANY,BNSF Railway Company RAILPAC (BNSF RAILPAC),John Rutherford,2025-03-18,-2000.00
AMERICAN MARITIME OFFICERS,American Maritime Officers Retirees Association; American Maritime Officers Voluntary Political Action Fund; District 2A TTWISEU Voluntary Political Action Fund,Rep. John Rutherford,2025-01-30,1000.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",,Rep. John Rutherford (R-FL),2025-06-19,500.00
"SIERRA NEVADA COMPANY, LLC (F/K/A SIERRA NEVADA CORPORATION)",SIERRA NEVADA COMPANY LLC POLITICAL ACTION COMMITTEE,Rep John Rutherford,2025-02-26,1000.00
"SIERRA NEVADA COMPANY, LLC (F/K/A SIERRA NEVADA CORPORATION)",SIERRA NEVADA COMPANY LLC POLITICAL ACTION COMMITTEE,Rep John Rutherford,2025-05-22,1000.00
"SWISHER INTERNATIONAL, INC., F/K/A SI GROUP CLIENT SERVICES",,Congressman John Rutherford,2025-03-28,5000.00
AMERICAN PHYSICAL THERAPY ASSOCIATION,American Physical Therapy Association Physical Therapy PAC,Congressman John Rutherford,2025-03-11,1000.00
"MERCURY SYSTEMS, INC.",MERCURY SYSTEMS INC EMPLOYEES POLITICAL ACTION COMMITTEE MRCYPAC,John Rutherford,2025-03-13,2500.00
"MERCURY SYSTEMS, INC.",MERCURY SYSTEMS INC EMPLOYEES POLITICAL ACTION COMMITTEE MRCYPAC,John Rutherford,2025-06-25,1000.00
HUNTINGTON INGALLS INDUSTRIES INCORPORATED,"Huntington Ingalls Industries, Inc. Employees Political Action Committee (HIIPAC)",John Rutherford,2025-06-18,1000.00
"LEIDOS, INC.",Leidos Inc. Political Action Committee,Rep. John Rutherford,2025-03-10,5000.00
NORTHROP GRUMMAN CORPORATION,Employees of Northrop Grumman Corporation PAC; Self,Rep. John Rutherford,2025-02-27,2500.00
NORTHROP GRUMMAN CORPORATION,Employees of Northrop Grumman Corporation PAC; Self,Rep. John Rutherford,2025-03-24,2500.00
"DOCUMENT STORAGE SYSTEMS, INC.",Document Storage Systems Inc DSS PAC,Rep John Rutherford,2025-06-04,1000.00
CSX CORPORATION,CSX Corporation Good Government Fund,John Rutherford,2025-01-24,1000.00
CSX CORPORATION,CSX Corporation Good Government Fund,John Rutherford,2025-04-28,2000.00
"MORAN GLOBAL STRATEGIES, INC.",,Hon. John Rutherford,2025-03-28,1000.00
CHEVRON U.S.A. INC.,Chevron Employees Political Action Committee - Chevron Corporation,Rep. John Rutherford,2025-05-27,1000.00
UPS (UNITED PARCEL SERVICE),"United Parcel Service, Inc. PAC (UPSPAC)",Rep. John Rutherford,2025-03-14,1000.00
THORN RUN PARTNERS,,Rep. John Rutherford,2025-06-09,500.00
