organization,pacs,honoree,date,amount_usd
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Dan Crenshaw,2025-05-20,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Crenshaw, Dan",2025-03-20,1000.00
"SMITH & NEPHEW, INC.","Smith & Nephew, Inc. PAC (S+N PAC)","Crenshaw, Daniel",2025-05-07,2500.00
PILLSBURY WINTHROP SHAW PITTMAN LLP,,Dan Crenshaw,2025-03-25,500.00
CHEVRON U.S.A. INC.,,Dan Crenshaw,2025-03-11,1000.00
NATIONAL ASSOCIATION OF MANUFACTURERS,NAM-PAC,Dan Crenshaw,2025-03-27,2500.00
DYKEMA GOSSETT PLLC,Dykema Gossett Federal PAC,Representative Dan Crenshaw,2025-02-27,1000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",Mr. Smith PAC; NRCC,Dan Crenshaw,2025-06-25,500.00
COVESTRO LLC,CovestroPAC A Political Action Committee of Covestro LLC,Rep. Dan Crenshaw,2025-05-07,1000.00
"VILLAGE PRACTICE MANAGEMENT COMPANY HOLDINGS, LLC",VillageMD PAC,U.S. Representative Dan Crenshaw,2025-03-31,1000.00
"VILLAGE PRACTICE MANAGEMENT COMPANY HOLDINGS, LLC",VillageMD PAC,U.S. Representative Dan Crenshaw,2025-06-25,1000.00
"TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","Toyota Motor North America, Inc Political Action Committee (Toyota/Lexus PAC)",Rep. Dan Crenshaw,2025-03-18,1000.00
"HEALTH CARE SERVICE CORPORATION, A MUTUAL LEGAL RESERVE COMPANY (HCSC)",Health Care Service Corporation Employees Political Action Committee,Rep Dan Crenshaw,2025-04-29,3500.00
"HEALTH CARE SERVICE CORPORATION, A MUTUAL LEGAL RESERVE COMPANY (HCSC)",Health Care Service Corporation Employees Political Action Committee,Rep Dan Crenshaw,2025-06-26,1500.00
AMERICAN HOSPITAL ASSOCIATION,American Hospital Association Political Action Committee,Dan Crenshaw,2025-06-16,1000.00
AMERICA'S ESSENTIAL HOSPITALS,America's Essential Hospitals Political Action Committee,Dan Crenshaw,2025-03-04,1000.00
TEXAS FARM BUREAU,Texas Farm Bureau AGFUND,Dan Crenshaw,2025-04-25,4800.00
"THE CONAFAY GROUP, LLC",,Rep. Dan Crenshaw,2025-05-07,500.00
MAYER BROWN LLP,,Dan Crenshaw,2025-06-30,500.00
PHILLIPS 66,Phillips 66 PAC,Rep Dan Crenshaw,2025-02-27,1000.00
PHILLIPS 66,Phillips 66 PAC,Rep Dan Crenshaw,2025-04-11,2500.00
FOLEY & LARDNER LLP,"Foley & Lardner Political Fund, Inc.",Daniel Crenshaw,2025-05-12,1000.00
OLIN CORPORATION,Olin Corporation Good Government Fund (Olin Winchester Good Government Fund),Rep. Dan Crenshaw,2025-04-03,2500.00
