organization,pacs,honoree,date,amount_usd
DENTONS US LLP,Dentons PAC,Congressman Steven Cohen,2025-03-25,1000.00
PENN AVENUE PARTNERS,,U.S. Representative Steve Cohen,2025-03-13,1000.00
PENN AVENUE PARTNERS,,U.S. Representative Steve Cohen,2025-05-27,1000.00
"SMITH & NEPHEW, INC.","Smith & Nephew, Inc. PAC (S+N PAC)","Cohen, Stephen IRA",2025-02-11,1000.00
GENERAL AVIATION MANUFACTURERS ASSOCIATION,GAMA PAC,Rep. Steve Cohen,2025-03-27,2500.00
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES","AFSCME PEOPLE Committee; AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Steve Cohen,2025-06-01,2500.00
COGENT STRATEGIES LLC,,Rep. Steve Cohen,2025-03-25,500.00
WALMART INC.,Walmart Inc. PAC For Responsible Government,Rep. Steve Cohen,2025-06-03,1000.00
HSBC TECHNOLOGY AND SERVICES USA INC.,,Rep. Stephen I. Cohen,2025-05-21,1500.00
TEXTRON INC.,Textron Inc. Political Action Committee,"Cohen, Steve",2025-03-27,1000.00
REGIONS FINANCIAL CORP,Regions Financial Corporation Political Action Committee,Rep Steve Cohen,2025-06-23,1000.00
NORFOLK SOUTHERN CORPORATION,Norfolk Southern Corporation Good Government Fund,Stephen Cohen,2025-06-26,2000.00
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,National Air Traffic Controllers Association PAC,Hon. Steve Cohen,2025-05-14,2500.00
COMMUNICATIONS WORKERS OF AMERICA,CWA-COPE PCC,Steve Cohen,2025-05-06,2500.00
COMMUNICATIONS WORKERS OF AMERICA,CWA-COPE PCC,Steve Cohen,2025-06-24,2500.00
FORD MOTOR COMPANY,Ford Motor Company Civic Action Fund,Rep. Steve Cohen,2025-05-17,1500.00
HONEYWELL INTERNATIONAL,Honeywell International Political Action Committee,Stephen Cohen,2025-03-18,5000.00
THOMPSON COBURN LLP,Thompson Coburn PAC,Stephen Ira Cohen,2025-03-13,1000.00
ASSOCIATION OF AMERICAN RAILROADS,RAILPAC,Rep. Stephen Cohen,2025-06-20,1000.00
BNSF RAILWAY COMPANY,BNSF Railway Company RAILPAC (BNSF RAILPAC),Stephen Cohen,2025-06-24,2000.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",BHFS-E PC PAC (Brownstein Hyatt Farber Schreck PAC),Rep. Steve Cohen,2025-03-25,1000.00
EMPIRE CONSULTING GROUP,Congressional Black Caucus PAC,Rep. Steve Cohen,2025-04-02,1000.00
"INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL & TRANSPORTATION WORKERS",Int'l Assoc of Sheet Metal Air Rail &Transportation Workers,Steve Cohen,2025-01-24,2500.00
AMERICAN PHYSICAL THERAPY ASSOCIATION,American Physical Therapy Association Physical Therapy PAC,Congressman Steve Cohen,2025-06-11,1000.00
NATIONAL EDUCATION ASSOCIATION,NEA Fund for Children and Public Education,Stephen Cohen,2025-06-18,2000.00
"LEIDOS, INC.",Leidos Inc. Political Action Committee,Rep. Steve Cohen,2025-02-18,1000.00
"LEIDOS, INC.",Leidos Inc. Political Action Committee,Rep. Steve Cohen,2025-06-23,1500.00
"ENTERPRISE HOLDINGS, INC. DBA ENTERPRISE MOBILITY","Enterprise Holdings, Inc. / Enterprise Mobility Political Action Committee",Steven Cohen,2025-03-18,1000.00
"ENTERPRISE HOLDINGS, INC. DBA ENTERPRISE MOBILITY","Enterprise Holdings, Inc. / Enterprise Mobility Political Action Committee",Steve Cohen,2025-04-30,4000.00
"ENTERPRISE HOLDINGS, INC. DBA ENTERPRISE MOBILITY","Enterprise Holdings, Inc. / Enterprise Mobility Political Action Committee",Steve Cohen,2025-04-30,1000.00
SOUTHWEST AIRLINES PILOTS' ASSOCIATION,,Rep Stephen Ira Cohen,2025-02-13,2500.00
CSX CORPORATION,CSX Corporation Good Government Fund,Stephen Cohen,2025-06-20,2000.00
ANIMAL WELLNESS ACTION,Animal Wellness Action PAC,"COHEN, STEVE I MR.",2025-02-10,1000.00
ANIMAL WELLNESS ACTION,Animal Wellness Action PAC,"COHEN, STEVE I MR.",2025-03-25,1000.00
ANIMAL WELLNESS ACTION,Animal Wellness Action PAC,"COHEN, STEVE I MR.",2025-06-24,1000.00
CAPITOL LEGISLATIVE STRATEGIES LLC,,STEVE COHEN,2025-06-01,1000.00
AMERICAN ASSOCIATION FOR JUSTICE,American Association for Justice Political Action Committee,Rep. Steve Cohen,2025-02-26,2500.00
GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES),General Electric Company Aerospace Employee Political Action Committee (GE Aerospace PAC),Rep. Steve Cohen,2025-05-28,1000.00
GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES),General Electric Company Aerospace Employee Political Action Committee (GE Aerospace PAC),Rep. Steve Cohen,2025-03-03,1000.00
NUCOR CORPORATION,Nucor Corporation PAC,Steve Cohen,2025-06-30,1000.00
C2 STRATEGIES,,Rep. Steve Cohen,2025-03-25,500.00
"UNITED AUTOMOBILE, AEROSPACE & AGRICULTURAL IMPLEMENT WORKERS",VCAP,STEVE COHEN,2025-04-10,5000.00
U.S. TRAVEL ASSOCIATION,US Travel Association PAC,Rep Steve Cohen,2025-06-18,1000.00
GENERAL DYNAMICS CORP,General Dynamics Corporation Political Action Committee,Rep. Steve Cohen,2025-03-25,2500.00
INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES,Int Alliance of Theatrical Stage Emp Federal Speech PAC; PAC of the Int Alliance of Theatrical Stage Employees,Congressman Stephen Cohen,2025-06-26,1000.00
"AIRBUS AMERICAS, INC","Airbus Americas, Inc. Political Action Committee",Rep. Steve Cohen,2025-03-26,1000.00
GOOGLE CLIENT SERVICES LLC,Google LLC NetPAC,Rep. Stephen Cohen,2025-05-30,1000.00
"UNITED AIRLINES, INC.","UNITED AIRLINES, INC. POLITICAL ACTION COMMITTEE (UAPAC)",Rep. Steve Cohen,2025-04-02,1000.00
INTERNATIONAL PAPER,International Paper Political Action Committee (IP-PAC),"Cohen, Steve",2025-04-22,1000.00
BOEING COMPANY,The Boeing Company Political Action Committee,Rep Steve Cohen,2025-03-20,1000.00
BOEING COMPANY,The Boeing Company Political Action Committee,Rep Steve Cohen,2025-05-02,1000.00
PMI US CORPORATE SERVICES INC. (FKA PMI GLOBAL SERVICES INC.),,"Rep. Sharice Davids, Rep. Julie Johnson, Rep. Chris Pappas, Rep. Emily Randall, Rep. Eric Sorensen, Rep. Jake Auchincloss, Rep. Suzanne Bonamici, Rep. Nikki Budzinski, Rep. Salud Carbajal, Rep. Sean Casten, Rep. Steve Cohen, Rep. Jason Crow, Rep. Suzan DelBene, Rep. Debbie Dingall, Rep. Lizzie Fletcher, Rep. Mary Gay Scanlon, Rep. Chrissy Houlahan, Rep. Sara Jacobs, Rep. Tim Kennedy, Rep. Ted Lieu, Rep. Jim McGovern, Rep. Joe Morelle, Rep. Joe Neguse, Rep. Jimmy Panetta, Rep. Brittany Pettersen, Rep. Raul Ruiz, Rep. Andrea Salinas, Rep. Lateefah Simon, Rep. Darren Soto, Rep. Lori Trahan, and Rep. Debbie Wasserman Schultz",2025-05-16,10000.00
JETBLUE AIRWAYS CORPORATION,"JetBlue Airways Corp. Crewmember Good GovtFund, an SSF",Rep. Stephen Cohen,2025-03-31,1000.00
"INT'L ASS'N OF SHEET METAL, AIR, RAIL & TRANSP. WORKERS, TRANSP. DIV.",,"Cohen, Steve",2025-01-13,1000.00
"INT'L ASS'N OF SHEET METAL, AIR, RAIL & TRANSP. WORKERS, TRANSP. DIV.",,"Cohen, Steve",2025-02-20,1000.00
"INT'L ASS'N OF SHEET METAL, AIR, RAIL & TRANSP. WORKERS, TRANSP. DIV.",,"Cohen, Steve",2025-04-28,3000.00
VERIZON COMMUNICATIONS INC. AND VARIOUS SUBSIDIARIES,"Verizon Communications, Inc. Political Action Committee (Verizon PAC)",Rep. Steve Cohen,2025-05-29,1000.00
"EMBRAER AIRCRAFT HOLDING, INC.",EMBRAER-EVE PAC,"COHEN, STEVE I MR (TN-09)",2025-03-10,1000.00
THE ROTARY FOUNDATION OF ROTARY INTERNATIONAL,,Senators Durbin and McConnell; Rep. Steve Cohen,2025-05-13,14747.43
THE ROTARY FOUNDATION OF ROTARY INTERNATIONAL,,Senators Durbin and McConnell; Rep. Steve Cohen,2025-05-21,1000.00
THE ROTARY FOUNDATION OF ROTARY INTERNATIONAL,,Senators Durbin and McConnell; Rep. Steve Cohen,2025-03-31,82.50
THE ROTARY FOUNDATION OF ROTARY INTERNATIONAL,,Senators Durbin and McConnell; Rep. Steve Cohen,2025-03-31,14.92
"THEGROUP DC, LLC",,Steve Cohen,2025-04-02,1000.00
HUMANE WORLD ACTION FUND AND AFFILIATES (FORMERLY KNOWN AS HUMANE SOCIETY LEGISLATIVE FUND),Humane World Action Fund PAC,"Pete Aguilar, Don Beyer, Sanford Bishop, Julia Brownley, Tony Cardenas, Steve Cohen, Jason Crow, Sharice Davids, Madeleine Dean, Diana DeGette, Suzan DelBene, Lloyd Doggett, Veronica Escobar",2025-04-03,377.00
TIBER CREEK GROUP,Congressional Black Caucus PAC; Democratic Senatorial Campaign Committee,Steve Cohen,2025-02-01,50.00
TIBER CREEK GROUP,Congressional Black Caucus PAC; Democratic Senatorial Campaign Committee,Steve Cohen,2025-03-01,50.00
TIBER CREEK GROUP,Congressional Black Caucus PAC; Democratic Senatorial Campaign Committee,Steve Cohen,2025-04-01,50.00
TIBER CREEK GROUP,Congressional Black Caucus PAC; Democratic Senatorial Campaign Committee,Steve Cohen,2025-05-01,50.00
TIBER CREEK GROUP,Congressional Black Caucus PAC; Democratic Senatorial Campaign Committee,Steve Cohen,2025-06-01,50.00
TIBER CREEK GROUP,Congressional Black Caucus PAC; Democratic Senatorial Campaign Committee,Steve Cohen,2025-01-01,50.00
NETJETS ASSOCIATION OF SHARED AIRCRAFT PILOTS,,Steve Cohen,2025-03-03,1000.00
NETJETS ASSOCIATION OF SHARED AIRCRAFT PILOTS,,Steve Cohen,2025-06-05,1000.00
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,FIREPAC,Stephen Ira Cohen,2025-04-10,2500.00
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,FIREPAC,Stephen Ira Cohen,2025-06-11,1000.00
UNION PACIFIC CORPORATION,Union Pacific Corp. Fund for Effective Government,Stephen Cohen,2025-06-23,2000.00
ALLIED PILOTS ASSOCIATION,ALLIED PILOTS ASSOCIATION POLITICAL ACTION COMMITTEE,Rep Steve Cohen,2025-03-19,5000.00
AMERICAN TRUCKING ASSOCIATIONS,TRUCKING POLITICAL ACTION COMMITTEE OF THE AMERICAN TRUCKING ASSOCIATIONS INC,Rep Steve Cohen,2025-06-23,1000.00
"ATLAS AIR WORLDWIDE HOLDINGS, INC.",ATLAS AIR WORLDWIDE HOLDINGS INC POLITICAL ACTION COMMITTEE,Rep Steve Cohen,2025-06-23,1000.00
AMALGAMATED TRANSIT UNION,Amalgamated Transit Union - COPE,Stephen Cohen,2025-03-31,2500.00
