organization,pacs,honoree,date,amount_usd
"MAVERICK STRATEGIES, LLC",,Dusty Johnson,2025-02-26,500.00
FIERCE GOVERNMENT RELATIONS,,Speaker Mike Johnson,2025-03-28,10000.00
NATIONAL MILK PRODUCERS FEDERATION,,Rep. Mike Johnson,2025-02-19,2500.00
NATIONAL MILK PRODUCERS FEDERATION,,Rep. Dusty Johnson,2025-03-21,1000.00
AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,American Academy of Dermatology Association Political Action Committee (SkinPAC),Rep. Julie Johnson,2025-05-20,1000.00
"K&L GATES, LLP",K&L Gates PAC,Congressman Mike Johnson,2025-06-24,2500.00
"K&L GATES, LLP",K&L Gates PAC,Congressman Hank Johnson,2025-06-03,1000.00
"MARSH & MCLENNAN COMPANIES, INC.",Marsh & McLennan Companies PAC,Rep. Mike Johnson,2025-03-03,10000.00
DENTONS US LLP,Dentons PAC,Congresswoman Julie Johnson,2025-05-13,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Johnson, Julie",2025-03-04,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Johnson, Mike",2025-03-20,5000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Johnson, Dusty",2025-02-13,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Johnson, Dusty",2025-06-10,1000.00
NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION (NRECA),America's Electric Cooperatives PAC,"Johnson, Henry",2025-06-10,1500.00
"TWINLOGIC STRATEGIES, LLP",,U.S. Rep. Hank Johnson (D-GA),2025-03-09,500.00
AMERICAN HORTICULTURE INDUSTRY ASSOCIATION,,Dusty Johnson,2025-03-06,1000.00
AMERICAN HORTICULTURE INDUSTRY ASSOCIATION,,Dusty Johnson,2025-06-20,1000.00
PENN AVENUE PARTNERS,,U.S. Representative Julie Johnson,2025-06-09,500.00
"CORNERSTONE GOVERNMENT AFFAIRS, INC.",WRANGLER PAC,Mike Johnson,2025-03-30,25000.00
LIVESTOCK MARKETING ASSOCIATION,Livestock Marketing Association PAC,Rep. Dusty Johnson,2025-03-13,1000.00
LIVESTOCK MARKETING ASSOCIATION,Livestock Marketing Association PAC,Rep. Mike Johnson Leadership PAC,2025-02-25,5000.00
"ERL FEDERAL CONSULTANTS, LLC",,Speaker of the House Mike Johnson,2025-05-15,7000.00
THORSEN FRENCH ADVOCACY LLC,,U.S. Representative Julie Johnson,2025-04-04,1000.00
THERMO FISHER SCIENTIFIC INC.,THERMO FISHER SCIENTIFIC INC. PAC,"GREG STEELE, POLITICAL COMMUNICATIONS DIRECTOR/SPEAKER OF THE HOUSE REP. MIKE JOHNSON; ELIZABETH ATKINS, SYSTEMS MANAGER, REP. DAVID E. PRICE; CHANDLER MCCALL MASON, LEGISLATIVE DIRECTOR/REP. LINDA SANCHEZ; KATIE SMITH, SENIOR ADVISOR/FIELD DIRECTO/REP. DAVID ROUZER; HUSTON WALLACE, LEGISLATIVE DIRECTOR/REP. DEBORAH ROSS; GARRETT DANIEL, SENIOR POLICY ADVISOR/SEN. THOM TILLIS; KATONYA PETTAWAY, OFFICE MANAGER/REP. GREG MURPHY; SEAN MCCABE, DEPUTY CHIEF OF STAFF/REP. PATRICK MCHENRY; JACQUELINE COLLIE BAGGETT, LEGISLATIVE DIRECTOR/REP. BRIAN FITZPATRICK; MEGHAN GALLAGHER, SENIOR LEGISLATIVE ASSISTANT/REP. PATRICK MCHENRY",2025-01-09,1000.00
HB STRATEGIES,,Julie Johnson,2025-02-13,1000.00
HB STRATEGIES,,Julie Johnson,2025-05-13,250.00
"MARRIOTT INTERNATIONAL, INC.","MARRIOTT INTERNATIONAL, INC. POLITICAL ACTION COMMITTEE",Rep. Michael James Johnson,2025-02-27,5000.00
"BUNGE NORTH AMERICA, INC",BUNGE NORTH AMERICA INC POLITICAL ACTION COMMITTEE,Rep. Dusty Johnson,2025-03-11,1000.00
"BUNGE NORTH AMERICA, INC",BUNGE NORTH AMERICA INC POLITICAL ACTION COMMITTEE,Rep. Dusty Johnson,2025-06-03,4000.00
AMERICAN BEVERAGE ASSOCIATION,American Beverage PAC,Rep. Dusty Johnson (R-SD),2025-03-04,1000.00
"NUCLEAR ENERGY INSTITUTE, INC.",NEI Federal PAC,Rep. Dusty Johnson,2025-03-13,1000.00
STEPTOE LLP,Steptoe PAC,Friends of Dusty Johnson for Congress,2025-03-20,1000.00
THE MCMANUS GROUP,,Rep. Mike Johnson (R-LA),2025-02-18,3437.50
THE MCMANUS GROUP,,Rep. Mike Johnson (R-LA),2025-05-18,3437.50
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Mike Johnson,2025-04-07,1000.00
PARAMOUNT GLOBAL,Paramount Global PAC,Rep. Mike Johnson,2025-02-07,2000.00
"COINBASE, INC.","Coinbase, Inc. Innovation PAC",Rep. Dusty Johnson,2025-06-25,2500.00
"BROWNSTEIN HYATT FARBER SCHRECK, LLP",,Mike Johnson,2025-04-04,1500.00
FIERCE GOVERNMENT RELATIONS,,Speaker Mike Johnson,2025-03-28,5000.00
FIERCE GOVERNMENT RELATIONS,,Rep Dusty Johnson,2025-03-28,500.00
FIERCE GOVERNMENT RELATIONS,,Speaker Mike Johnson,2025-06-30,5000.00
AMEREN SERVICES,Ameren Corporation Federal Political Action Committee Ameren FEDPAC,Rep Dusty Johnson,2025-03-14,1000.00
FIERCE GOVERNMENT RELATIONS,,Speaker Mike Johnson,2025-06-18,2500.00
H&M STRATEGIES LLP,,Mike Johnson,2025-02-22,1500.00
H&M STRATEGIES LLP,,Mike Johnson,2025-03-22,1500.00
H&M STRATEGIES LLP,,Mike Johnson,2025-04-22,1500.00
H&M STRATEGIES LLP,,Mike Johnson,2025-05-22,1500.00
H&M STRATEGIES LLP,,Mike Johnson,2025-06-22,1500.00
ALLIANT ENERGY CORPORATION,ALLIANT ENERGY CORPORATION EMPLOYEE'S POLITICAL ACTION COMM,Representative Dusty Johnson,2025-03-06,1000.00
NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION,NTCA Rural Broadband PAC,"Johnson, Dusty",2025-01-26,2500.00
COVINGTON & BURLING LLP,Covington and Burling LLP PAC,The Honorable Dusty Johnson,2025-02-21,1000.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Dusty Johnson,2025-02-28,2500.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Mike Johnson,2025-02-28,20000.00
INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA,"Independent Insurance Agents & Brokers of America, Inc. PAC",Dusty Johnson,2025-06-27,2500.00
